education_years,age,experience_years,experience_sq,tenure_years,female,married,union_member,urban,south_region,nonwhite,hours_worked_weekly,firm_size_log,health_score,computer_skills_score,sibling_count,commute_minutes,household_size,coffee_cups_per_day,savings_rate_pct,hourly_wage,log_hourly_wage
12.0,34.0,16.5,272.25,16.1,0,1,0,0,0,0,45.5,4.41694068882513,52.0,31.0,1,29.2,5,1,7.7,29.41,3.3813
13.0,39.0,20.5,420.25,10.9,0,1,0,1,0,0,39.7,5.887365424058157,54.4,14.2,2,25.2,2,3,5.6,23.23,3.1456
11.0,26.0,8.6,73.96,1.6,1,0,0,1,0,0,41.1,5.95846016099954,76.1,69.2,0,37.4,1,2,5.3,12.65,2.5375
11.0,35.0,20.5,420.25,8.2,0,0,0,1,0,1,47.6,4.782800640782418,96.3,47.0,3,33.7,1,1,3.0,12.4,2.5176
12.0,44.0,28.1,789.6100000000001,19.2,0,0,0,0,0,1,52.0,4.272751974510276,72.8,40.4,1,0.0,2,1,6.0,22.75,3.1247
10.0,52.0,35.8,1281.6399999999999,28.6,1,0,0,1,1,0,41.7,6.196309916628355,73.2,48.6,5,44.1,2,5,13.1,53.58,3.9812
9.0,41.0,24.4,595.3599999999999,9.3,1,1,1,0,0,0,42.7,5.379219393665809,76.7,29.1,0,27.8,2,3,15.0,16.15,2.7819
13.0,41.0,25.0,625.0,15.5,0,0,0,0,0,0,36.0,4.268672560736178,59.6,60.3,2,27.0,2,0,18.1,18.37,2.9108
15.0,50.0,28.1,789.6100000000001,5.2,1,0,0,1,0,0,39.8,3.846042441185551,82.8,34.1,3,20.4,2,5,0.1,34.27,3.5343
9.0,43.0,29.7,882.0899999999999,23.7,0,0,0,1,0,0,43.9,4.512348364270574,62.4,66.4,2,40.4,2,2,2.0,50.86,3.9291
13.0,52.0,35.8,1281.6399999999999,9.4,0,0,0,0,1,0,33.9,5.742112465728674,70.3,54.9,0,22.6,2,1,12.4,49.76,3.9072
11.0,46.0,27.5,756.25,25.8,0,1,0,1,0,0,38.5,5.414552195549419,60.3,49.0,1,43.2,1,3,11.2,26.98,3.2952
10.0,35.0,19.3,372.49,11.3,0,0,0,1,1,0,34.6,3.7291973274664945,55.6,60.2,3,11.4,1,1,4.8,19.59,2.9748
15.0,43.0,21.4,457.9599999999999,15.4,0,1,0,1,1,1,42.2,4.308456323410585,60.8,45.7,2,50.5,3,2,11.5,36.62,3.6006
12.0,39.0,21.7,470.89,14.3,0,1,0,1,0,0,46.1,4.725677425254284,58.9,49.6,4,45.8,1,1,8.5,39.81,3.6841
17.0,45.0,22.4,501.75999999999993,12.4,0,1,1,1,1,1,43.0,3.9678795135902085,65.1,71.8,2,10.4,1,1,0.7,37.44,3.6229
11.0,39.0,24.8,615.0400000000001,10.2,1,0,1,1,0,1,39.4,4.393652038843222,87.9,80.3,1,38.8,2,1,10.6,32.91,3.4939
14.0,34.0,14.8,219.04000000000002,6.4,0,0,0,0,1,0,35.3,3.2233647590211785,73.3,60.1,2,20.1,2,4,9.4,35.17,3.5601
12.0,21.0,2.9,8.41,0.2,0,1,0,1,1,0,31.8,3.446194553296648,63.2,75.4,4,10.6,3,3,8.4,14.47,2.6724
11.0,32.0,16.6,275.56000000000006,4.6,1,1,1,1,0,1,41.1,4.886505163750455,74.7,21.9,1,20.5,1,1,9.7,25.59,3.2423
15.0,25.0,3.5,12.25,0.0,1,0,0,1,0,0,49.7,4.821672701259922,63.1,52.7,4,29.4,5,0,-0.1,26.53,3.2782
13.0,40.0,20.4,416.15999999999997,13.8,1,0,0,1,0,1,39.5,4.108629350260143,83.1,50.0,4,18.3,3,1,12.6,25.24,3.2285
15.0,41.0,23.3,542.89,15.6,0,1,0,1,0,0,40.7,7.355884165190243,79.2,41.9,1,34.6,2,0,8.5,65.89,4.1879
13.0,26.0,5.7,32.49,0.2,1,1,0,1,0,1,38.5,4.286995553228837,65.7,59.9,2,44.5,3,2,14.9,13.29,2.5871
10.0,42.0,25.2,635.04,16.5,0,1,0,0,0,1,34.6,5.4285495736905744,69.3,84.8,2,7.5,3,2,9.6,28.58,3.3528
13.0,46.0,27.0,729.0,24.0,1,1,1,1,0,1,47.1,4.876345181170554,70.7,59.7,2,0.0,1,0,9.8,41.85,3.734
13.0,40.0,19.3,372.49,14.3,0,0,0,1,0,0,45.1,3.890410258406836,58.0,70.6,3,26.5,3,2,4.5,31.5,3.4501
16.0,55.0,29.7,882.0899999999999,9.2,1,1,0,0,0,1,32.6,5.40885737504036,56.4,75.3,2,30.1,3,1,2.1,37.36,3.6206
10.0,51.0,36.5,1332.25,23.2,0,1,0,1,1,0,33.9,5.951976996628178,68.3,74.3,2,28.7,1,1,10.0,39.97,3.6882
13.0,29.0,8.7,75.68999999999998,8.0,1,0,0,1,0,0,48.7,4.528567285856452,59.3,51.9,4,37.9,4,4,3.5,20.03,2.9974
8.0,42.0,27.1,734.4100000000001,11.3,1,0,1,0,0,0,36.0,5.169440745355093,69.6,39.7,0,35.6,3,1,10.2,23.1,3.14
15.0,45.0,23.4,547.56,15.8,1,0,0,1,0,1,40.8,8.23419622931804,79.9,71.1,1,0.2,2,3,7.5,44.77,3.8014
10.0,39.0,21.4,457.9599999999999,12.8,0,0,0,1,0,0,35.1,3.355759553044246,67.3,66.3,0,27.2,5,3,-2.5,19.6,2.9755
8.0,41.0,25.3,640.09,18.2,1,1,0,1,1,1,42.9,4.2474196457701066,76.8,42.6,1,15.3,4,0,10.1,15.78,2.7584
13.0,33.0,14.2,201.64,7.0,0,0,1,0,0,0,36.5,5.263989195388309,90.6,79.7,1,24.7,2,0,12.6,28.73,3.358
16.0,37.0,18.5,342.25,14.6,0,0,1,0,1,0,37.6,4.518161032811992,64.9,36.0,0,7.5,4,1,4.0,51.99,3.9511
9.0,28.0,14.0,196.0,4.1,1,1,0,1,0,0,34.7,3.448945079519799,86.8,28.9,0,34.3,1,0,3.2,12.11,2.4939
10.0,30.0,15.0,225.0,11.5,0,0,0,0,1,1,51.9,3.8838895241126847,60.3,49.7,0,25.4,2,4,9.3,23.42,3.1535
11.0,36.0,16.7,278.89,7.9,1,0,0,1,1,0,55.9,4.2143504828568,56.5,27.3,1,18.5,3,0,5.6,17.26,2.8487
10.0,24.0,7.9,62.410000000000004,5.3,1,0,0,1,0,0,42.3,4.161802775060727,72.1,48.0,1,7.1,4,1,7.7,13.57,2.608
14.0,32.0,10.1,102.00999999999999,4.0,0,0,0,1,0,0,44.9,4.58757077671045,68.1,49.7,0,49.9,1,3,1.8,29.72,3.3917
11.0,42.0,26.1,681.21,16.1,0,1,0,0,0,0,44.3,6.594035021790619,52.8,40.5,1,40.0,2,1,5.3,32.51,3.4815
11.0,36.0,18.6,345.96000000000004,16.6,0,1,1,1,1,0,41.1,4.814835801200046,85.1,52.0,1,35.8,3,1,6.1,30.32,3.4119
15.0,44.0,23.0,529.0,15.2,1,0,0,1,0,0,40.5,4.028327337858878,80.0,28.3,0,17.2,1,1,5.9,41.41,3.7234
11.0,22.0,4.8,23.04,5.9,1,1,0,1,0,0,39.0,5.423902169485314,58.6,10.4,4,14.4,1,1,14.6,15.64,2.7498
14.0,34.0,13.0,169.0,8.5,1,0,0,1,1,1,45.6,5.364559876647078,67.7,65.3,2,48.3,3,1,4.1,18.0,2.8905
10.0,32.0,13.6,184.95999999999998,7.7,0,0,0,1,0,0,34.0,3.1263716707437936,69.1,67.3,2,20.3,5,3,-0.1,10.11,2.3135
10.0,36.0,20.8,432.64000000000004,9.3,0,0,0,1,0,1,36.3,3.726357601914427,55.4,66.0,1,39.1,6,2,2.1,36.01,3.5837
8.0,29.0,12.8,163.84000000000003,5.5,1,0,0,1,0,0,45.1,3.093207226084976,73.8,43.5,1,55.3,7,3,3.5,11.79,2.4669
18.0,51.0,25.1,630.0100000000001,18.9,1,1,0,1,1,0,33.0,4.9568802148460644,54.1,58.9,3,4.0,4,4,10.2,48.54,3.8823
12.0,38.0,19.5,380.25,11.5,1,0,0,0,1,0,50.3,5.645168457204629,49.7,44.8,1,8.6,2,0,14.8,24.55,3.2008
14.0,40.0,18.9,357.2099999999999,6.2,0,0,0,1,1,1,39.5,4.233784895974548,86.9,71.9,0,33.3,2,0,8.2,18.11,2.8964
13.0,39.0,20.3,412.09000000000003,2.6,0,1,0,0,1,0,42.1,6.134901563864337,62.6,29.8,2,4.5,3,3,13.4,32.22,3.4726
13.0,45.0,27.4,750.7599999999999,21.0,1,0,1,0,0,0,48.7,3.7766918933125235,61.1,55.9,2,22.6,3,0,4.0,48.38,3.8792
13.0,35.0,16.3,265.69,5.4,1,1,0,1,0,0,40.8,4.107427553692938,67.4,42.6,1,20.0,1,2,12.4,19.57,2.9741
18.0,53.0,29.2,852.64,21.4,0,1,0,1,0,0,41.8,4.435385425052979,61.5,63.4,2,39.9,3,0,7.7,65.08,4.1755
10.0,40.0,23.9,571.2099999999999,21.2,1,1,1,1,1,0,37.7,4.763538707078777,95.2,52.1,2,8.7,4,0,7.6,59.28,4.0822
9.0,36.0,22.2,492.84,18.6,1,0,0,1,0,0,44.0,6.687397383500032,75.4,19.2,5,29.8,3,3,5.4,17.66,2.8714
10.0,36.0,17.1,292.41,9.7,1,0,0,1,0,1,45.0,3.0772165885534024,79.8,45.1,4,36.3,4,3,7.1,13.32,2.5896
9.0,39.0,24.5,600.25,21.0,0,1,0,1,1,0,36.0,5.258316804364512,80.5,33.4,2,11.8,2,4,13.1,29.36,3.3795
15.0,49.0,26.5,702.25,11.8,0,0,0,1,0,0,44.8,4.627793070305246,95.0,58.9,0,13.1,2,3,6.0,39.39,3.6736
15.0,49.0,26.1,681.21,22.0,0,0,0,1,0,0,46.6,6.062560435667718,43.7,66.1,3,41.2,2,1,10.2,38.38,3.6476
10.0,39.0,22.9,524.41,13.0,0,1,0,0,1,0,43.8,2.787766054201776,79.1,29.5,1,38.8,1,1,6.8,24.54,3.2003
9.0,42.0,26.3,691.69,7.7,1,1,0,0,0,0,36.7,3.018382086123702,72.1,58.4,3,5.5,5,2,5.9,15.56,2.7445
12.0,39.0,21.8,475.24,18.1,0,0,0,1,1,0,46.4,6.747337570731487,71.0,32.8,3,6.4,2,3,8.0,50.4,3.9199
17.0,53.0,31.6,998.5600000000001,10.4,1,1,0,1,0,0,48.9,6.165973613605516,83.7,41.9,2,51.3,1,0,-2.2,60.4,4.101
6.0,32.0,16.4,268.96,15.4,0,1,0,1,1,0,38.2,5.932259715867268,77.3,53.6,2,29.7,2,3,9.2,32.79,3.4903
14.0,23.0,2.8,7.839999999999999,1.2,1,1,0,1,0,0,30.5,4.368447317879105,49.7,72.4,3,19.0,3,0,9.6,28.25,3.341
10.0,47.0,33.8,1142.4399999999998,27.6,0,0,0,1,0,1,37.0,5.909843483152179,72.9,59.1,2,28.7,3,0,1.6,36.43,3.5954
16.0,43.0,22.2,492.84,7.1,1,1,0,1,0,1,41.2,4.542939142097162,68.1,62.4,4,26.1,3,1,7.0,28.4,3.3464
10.0,27.0,13.1,171.60999999999999,5.7,0,1,0,1,0,0,48.5,3.1137282185210884,83.1,42.2,3,34.2,3,0,8.6,32.74,3.4885
12.0,36.0,18.1,327.61000000000007,6.8,0,0,0,0,1,1,47.9,4.349773120086867,45.5,48.3,5,49.5,3,0,2.4,30.93,3.4316
9.0,28.0,10.8,116.64000000000001,9.8,0,0,1,1,1,0,45.0,4.182395289184848,77.5,61.8,2,47.5,1,5,8.1,28.43,3.3474
10.0,53.0,35.2,1239.0400000000002,15.3,0,0,0,1,0,0,37.4,3.176757362663607,71.7,53.7,0,18.0,1,2,11.8,22.2,3.0999
17.0,47.0,25.0,625.0,18.7,0,1,0,1,1,1,45.4,3.7810766889175556,77.7,53.7,1,20.6,7,0,11.6,70.74,4.2591
15.0,28.0,8.3,68.89000000000001,8.3,1,1,0,1,1,0,41.0,3.6229562682687155,74.6,57.9,1,22.7,3,3,8.4,27.54,3.3157
12.0,42.0,22.8,519.84,5.9,1,1,0,1,0,0,35.2,5.205359543583873,45.5,80.3,1,50.9,5,3,16.2,20.12,3.0019
11.0,34.0,16.5,272.25,9.4,1,0,1,1,1,1,30.8,5.79258126946255,78.2,75.2,2,43.4,1,5,12.7,27.76,3.3234
8.0,49.0,35.3,1246.0899999999997,8.1,0,1,0,1,1,1,46.8,5.978329918665603,69.6,76.2,2,0.9,5,3,5.0,20.45,3.0179
12.0,30.0,9.3,86.49000000000001,4.3,1,0,0,1,0,0,31.7,5.952963155247545,60.7,57.9,2,21.8,2,2,8.6,19.65,2.978
13.0,21.0,1.4,1.9599999999999997,0.6,1,1,0,1,1,0,48.3,3.13851140820101,81.1,37.3,6,20.8,5,0,16.0,14.4,2.6672
13.0,40.0,23.3,542.89,5.0,1,0,0,1,1,0,54.0,5.271796334946403,69.5,30.2,4,44.1,1,2,11.0,21.28,3.0578
13.0,36.0,20.2,408.03999999999996,16.7,1,1,0,1,1,0,41.3,5.583737244946122,89.5,53.6,0,44.7,5,1,7.4,31.45,3.4485
10.0,33.0,16.7,278.89,8.2,0,1,0,0,0,0,36.2,5.063109547331992,82.7,33.4,2,20.6,6,1,12.4,18.88,2.9379
13.0,22.0,5.7,32.49,0.0,0,1,1,0,0,0,37.4,3.3004106221226523,56.9,16.6,4,13.7,1,1,8.9,23.22,3.1452
13.0,42.0,22.1,488.4100000000001,20.4,0,0,0,0,1,0,37.1,0.7394825531492843,79.2,45.7,1,29.9,3,2,5.0,33.08,3.4988
17.0,56.0,31.7,1004.89,16.0,0,1,1,0,0,1,43.3,4.729807747323797,70.0,90.6,2,35.0,8,3,5.1,111.99,4.7184
18.0,29.0,1.6,2.5600000000000005,0.0,0,0,1,0,0,0,46.8,3.445644787923282,69.7,51.3,0,31.2,2,1,6.3,21.19,3.0537
13.0,48.0,30.3,918.09,13.3,1,0,0,0,1,0,36.7,5.691015490275219,68.3,53.7,0,11.6,1,3,-1.6,26.24,3.2673
11.0,32.0,14.4,207.36,13.0,0,0,0,1,0,0,39.1,2.6073060941909496,82.0,50.0,0,24.1,2,3,6.1,16.36,2.795
13.0,58.0,42.4,1797.76,37.3,1,1,0,1,1,0,37.3,5.233992720788087,60.6,54.0,1,35.7,1,2,3.6,30.58,3.4203
11.0,40.0,23.4,547.56,13.4,0,1,0,1,0,1,47.7,3.959340483372586,75.1,27.6,2,32.7,4,1,6.2,26.15,3.264
11.0,35.0,18.2,331.23999999999995,10.2,1,0,0,1,1,0,46.7,2.7965032812257036,51.9,55.9,1,35.9,2,0,6.0,23.6,3.1611
13.0,48.0,26.2,686.4399999999999,17.7,1,1,1,1,0,0,36.2,3.9360617435624348,73.8,65.3,4,15.7,5,1,9.8,22.7,3.1224
10.0,40.0,26.2,686.4399999999999,20.9,0,1,0,0,1,0,39.3,4.325130633397146,55.1,55.8,1,21.7,2,1,7.4,21.8,3.0818
15.0,36.0,14.4,207.36,2.7,0,0,1,1,0,1,42.0,5.603277976718308,55.0,56.4,1,29.2,3,2,6.6,48.47,3.8809
13.0,45.0,25.7,660.49,20.2,1,0,0,1,0,0,30.7,5.561014994681267,69.5,51.8,2,0.0,2,2,8.4,57.56,4.0529
14.0,36.0,12.6,158.76,12.2,0,1,0,1,1,0,37.9,6.131545332013275,56.7,64.1,2,23.8,3,2,9.3,30.01,3.4015
12.0,24.0,7.3,53.29,3.9,0,1,0,1,1,0,41.9,5.504308391418219,83.0,31.1,2,35.1,3,1,5.1,25.21,3.2274
11.0,53.0,37.4,1398.76,18.3,0,1,0,1,1,1,33.0,3.9264270751819996,57.1,16.1,1,33.7,3,1,5.2,23.33,3.1497
10.0,33.0,16.0,256.0,12.8,0,1,0,1,0,0,42.3,3.9503206063467204,88.8,42.5,0,21.3,3,4,7.5,44.98,3.8061
12.0,33.0,15.1,228.01,6.8,1,1,0,1,0,1,41.3,4.728033537231628,79.7,50.8,4,25.3,3,1,9.4,21.75,3.0794
11.0,40.0,23.5,552.25,10.1,1,1,0,1,0,1,37.8,4.0694357772442995,71.1,62.1,2,37.7,4,0,9.9,33.56,3.5133
14.0,28.0,9.4,88.36000000000001,7.8,1,0,0,1,0,0,47.0,2.3720976698241514,77.5,38.0,3,26.0,4,2,-0.2,21.45,3.0657
13.0,28.0,9.1,82.80999999999999,5.1,0,1,0,1,1,1,35.6,1.8391786356851938,72.5,54.2,1,6.7,2,1,4.4,18.91,2.9399
9.0,31.0,18.5,342.25,11.9,1,1,1,0,0,0,43.5,5.507178712726455,97.9,50.4,0,34.1,1,2,5.8,13.25,2.5843
13.0,35.0,15.6,243.35999999999999,6.2,1,0,0,0,1,0,39.6,4.667781288502602,75.9,64.0,0,3.8,1,0,-0.2,18.04,2.8927
9.0,36.0,20.0,400.0,13.8,0,0,0,1,0,1,47.4,7.0846809742294905,63.1,42.9,1,15.8,3,2,7.5,62.62,4.1371
11.0,46.0,28.2,795.24,15.1,0,0,1,1,0,0,36.5,3.8546288350527753,74.6,62.3,1,57.2,3,3,12.0,47.32,3.8568
12.0,34.0,12.1,146.41,10.8,1,0,0,1,0,1,44.5,5.871356060197953,66.0,64.3,0,32.1,1,0,3.1,27.42,3.3114
7.0,37.0,22.7,515.29,11.5,1,0,0,1,0,0,44.6,4.709465964673458,69.2,46.3,1,39.6,1,1,4.6,19.31,2.9606
13.0,44.0,26.4,696.9599999999999,22.9,0,0,0,0,0,0,47.6,5.150684593262833,63.1,48.5,2,35.9,2,4,13.1,44.48,3.7951
13.0,30.0,11.3,127.69000000000001,6.1,1,1,0,1,0,0,50.3,4.607042893082917,63.7,43.0,0,38.9,10,4,5.1,30.34,3.4124
13.0,41.0,20.7,428.48999999999995,16.4,0,0,0,1,0,0,32.3,5.954393794495018,80.0,38.6,4,29.5,2,1,6.2,31.49,3.4496
12.0,30.0,12.4,153.76000000000002,5.9,1,0,0,1,0,0,40.6,5.186837530677959,69.5,39.9,1,39.0,2,2,8.2,16.74,2.8178
12.0,47.0,25.9,670.81,16.4,0,1,0,1,0,1,34.8,3.9024579502900583,79.1,32.0,0,29.3,1,0,7.2,41.5,3.7258
10.0,40.0,23.5,552.25,7.1,1,1,0,1,0,0,46.7,4.38109206885146,66.4,63.8,3,15.8,3,0,10.3,25.7,3.2463
12.0,38.0,20.7,428.48999999999995,9.1,1,1,1,1,1,0,48.9,4.216481073991449,69.0,58.3,1,33.0,1,1,9.5,26.36,3.272
11.0,26.0,10.0,100.0,6.9,0,1,0,0,0,0,39.3,4.621107128419944,64.5,48.9,2,29.8,2,1,1.6,23.09,3.1392
13.0,40.0,19.8,392.04,8.3,1,1,0,1,1,0,42.4,4.810877920826291,85.2,53.0,2,40.8,4,0,11.2,31.0,3.4341
10.0,30.0,15.3,234.09000000000003,7.6,1,0,0,1,0,0,48.6,3.958663705779725,89.4,51.7,3,44.3,3,1,8.7,18.43,2.914
14.0,46.0,28.7,823.6899999999999,25.0,1,1,1,0,1,1,42.2,3.7646991712981555,69.0,77.5,2,47.9,3,2,14.8,42.65,3.7531
13.0,38.0,18.3,334.89000000000004,5.7,1,1,0,1,0,0,40.3,4.504559683963158,80.6,66.6,1,15.5,1,1,10.8,27.57,3.3168
13.0,33.0,15.0,225.0,8.5,1,0,0,1,0,0,31.6,2.207060542070062,53.1,45.2,3,32.4,5,0,5.1,22.23,3.1016
12.0,45.0,24.6,605.1600000000001,18.1,1,1,0,0,0,0,36.9,5.043224891979588,55.1,63.2,0,52.4,4,1,13.4,28.9,3.364
15.0,47.0,23.0,529.0,11.1,1,1,0,1,0,1,46.8,5.0002109716983085,78.8,22.0,4,20.5,2,2,6.4,37.02,3.6114
8.0,29.0,15.8,249.64000000000001,3.3,0,0,0,1,1,0,32.6,0.4756286329644688,49.6,42.3,2,18.5,4,1,5.5,10.34,2.3364
14.0,49.0,29.0,841.0,13.0,0,0,0,1,0,0,42.7,3.090657418417603,100.0,37.4,2,21.5,3,0,7.7,37.13,3.6144
14.0,38.0,18.2,331.23999999999995,9.8,1,1,0,0,1,0,42.3,4.486199613959192,82.0,56.7,0,19.8,1,3,7.5,26.51,3.2776
14.0,38.0,17.0,289.0,14.2,1,0,0,1,0,0,41.0,1.5853859691165244,90.6,41.3,0,16.8,5,2,5.7,31.42,3.4474
14.0,41.0,20.5,420.25,10.0,1,1,0,1,0,1,45.6,5.08244162882369,69.1,37.0,0,50.6,6,2,8.1,34.81,3.5499
11.0,31.0,15.1,228.01,12.1,0,0,0,1,0,0,36.7,5.795465091407881,54.2,38.1,3,20.7,4,1,4.4,23.1,3.1399
12.0,34.0,18.5,342.25,8.4,1,1,1,0,0,0,49.1,5.127297553861149,59.7,25.6,3,29.6,2,1,4.2,33.41,3.5088
15.0,40.0,18.6,345.96000000000004,15.7,0,0,1,1,0,0,38.5,5.740125536023793,59.8,27.6,0,13.6,3,1,16.7,63.74,4.1548
14.0,52.0,29.4,864.3599999999999,23.4,0,0,0,1,0,0,46.9,4.375974835945081,80.2,33.5,2,57.6,1,1,0.9,49.43,3.9006
14.0,52.0,33.8,1142.4399999999998,8.3,0,1,0,1,0,0,37.7,5.623288159109265,57.9,57.3,2,13.8,3,0,13.4,29.62,3.3883
9.0,33.0,18.8,353.44000000000005,10.9,1,1,0,1,1,0,42.6,5.42223937618771,60.6,55.4,3,9.6,3,0,9.0,17.78,2.878
15.0,54.0,33.9,1149.2099999999998,27.6,1,0,0,1,0,0,39.1,4.345963837337539,88.7,64.0,0,41.3,2,3,1.5,44.73,3.8007
16.0,42.0,20.2,408.03999999999996,12.6,1,0,0,1,0,0,50.8,4.624150377822488,55.8,80.2,0,18.9,3,3,4.2,49.12,3.8943
16.0,45.0,26.4,696.9599999999999,26.4,0,1,0,0,0,0,35.0,2.3444551335029593,62.7,66.8,1,29.7,2,1,-1.4,47.47,3.86
14.0,47.0,27.0,729.0,13.0,0,1,0,0,1,1,37.4,2.7508720251971868,86.4,18.7,3,50.5,7,1,4.1,38.08,3.6397
9.0,37.0,22.7,515.29,13.1,0,0,0,0,1,1,49.5,5.822958224095386,99.8,39.7,3,10.7,2,2,13.5,18.32,2.9082
16.0,61.0,36.1,1303.21,20.1,0,0,0,1,0,0,45.7,5.860066475897766,50.7,77.4,4,51.9,2,2,-5.0,85.59,4.4495
13.0,41.0,21.1,445.21000000000004,9.0,0,1,1,1,0,1,40.8,3.4429276855691726,41.5,53.5,3,20.8,3,1,10.6,30.18,3.4072
6.0,22.0,8.9,79.21000000000001,7.4,1,0,0,0,1,0,39.5,2.5152402012622543,61.9,57.4,3,0.0,2,0,7.7,8.95,2.1914
14.0,50.0,29.9,894.0099999999999,14.0,0,1,0,1,0,0,33.6,1.927066607105508,72.7,54.5,3,29.7,3,3,1.7,51.07,3.9332
9.0,32.0,17.4,302.75999999999993,9.9,1,0,1,0,0,0,39.5,6.011316033671098,69.7,26.4,1,20.8,4,2,4.8,21.93,3.088
9.0,33.0,16.8,282.24,15.3,1,1,0,1,1,1,43.1,4.953264182742729,63.6,57.9,2,8.6,1,1,13.9,10.37,2.339
11.0,18.0,3.5,12.25,4.0,1,0,0,1,0,0,48.0,6.99471593975668,54.9,48.0,3,62.3,4,1,4.7,13.71,2.6184
17.0,51.0,26.3,691.69,4.8,0,1,0,0,0,1,46.4,6.160688831014052,80.3,33.2,0,21.4,2,2,8.1,58.79,4.074
12.0,45.0,26.2,686.4399999999999,3.7,0,0,0,1,0,0,49.4,7.151420752932548,64.1,57.2,3,1.8,2,3,3.0,15.7,2.7534
14.0,46.0,26.3,691.69,19.1,0,1,0,1,1,0,43.3,5.5894336920350725,62.4,80.8,1,27.0,3,1,5.8,48.58,3.8832
18.0,52.0,26.0,676.0,17.3,1,1,1,0,0,0,36.9,3.7752196428839135,70.7,47.4,4,42.4,3,0,9.0,30.13,3.4054
17.0,57.0,34.8,1211.0399999999997,11.3,0,1,1,0,1,0,39.0,4.063199645004176,87.5,28.1,3,39.8,1,1,11.1,37.52,3.625
13.0,39.0,20.9,436.80999999999995,5.5,1,0,0,1,1,0,49.9,5.953463666848588,72.4,48.4,2,24.4,1,0,1.2,13.37,2.5931
12.0,46.0,27.5,756.25,12.7,0,1,1,0,0,0,41.7,2.6466508648867597,100.0,34.7,2,21.9,5,1,11.3,45.59,3.8196
9.0,29.0,16.8,282.24,5.7,1,0,1,1,0,0,49.2,5.246324253029623,66.4,7.9,2,23.8,1,1,12.8,26.33,3.2707
11.0,34.0,17.0,289.0,15.3,0,0,0,1,0,0,31.9,3.9650426475512512,77.6,41.9,1,10.8,1,1,5.2,35.44,3.5679
14.0,48.0,28.3,800.89,10.1,1,0,0,1,0,0,38.2,6.181442727089434,44.7,57.2,0,33.8,1,1,10.8,80.04,4.3825
14.0,43.0,21.5,462.25,17.7,0,1,1,0,0,0,36.4,3.777443155021807,62.5,33.7,4,32.5,2,1,3.8,37.7,3.6296
13.0,28.0,6.4,40.96000000000001,5.3,1,1,0,0,0,0,42.6,3.5463957101203523,70.0,48.7,0,47.3,1,5,10.8,15.47,2.739
16.0,45.0,22.0,484.0,12.8,0,1,0,1,1,0,36.5,5.750039140463551,61.9,48.0,1,13.8,5,0,8.8,56.95,4.0422
11.0,36.0,18.4,338.55999999999995,10.7,0,1,0,1,1,1,33.4,0.3047723805991813,61.0,42.3,2,51.6,3,2,7.2,15.17,2.7195
13.0,32.0,12.2,148.83999999999997,8.4,0,1,1,0,0,0,40.6,5.890105878477554,63.6,43.3,0,44.4,1,3,12.1,29.68,3.3905
15.0,44.0,24.1,580.8100000000001,7.7,0,1,0,1,0,0,27.8,4.883758035755868,58.7,44.6,3,40.8,3,0,12.3,25.93,3.2555
15.0,38.0,13.3,176.89000000000001,8.6,1,0,0,1,1,0,37.6,3.7199659059752115,63.9,45.4,2,24.9,3,2,8.9,32.54,3.4826
16.0,29.0,5.2,27.040000000000003,1.9,0,1,0,1,0,0,43.5,5.366322277016307,71.2,47.8,3,37.8,5,2,7.2,32.83,3.4913
14.0,31.0,8.2,67.24,0.4,1,1,1,1,0,0,34.4,3.8692979637873854,74.8,59.2,0,23.6,2,1,12.3,23.01,3.1357
12.0,52.0,35.9,1288.81,31.2,1,1,0,1,0,1,40.7,5.315909011028242,57.5,41.6,0,42.2,5,0,7.7,29.95,3.3995
14.0,28.0,7.1,50.41,7.4,1,1,0,0,0,0,35.9,4.618745497825387,67.9,35.6,0,27.6,3,2,19.6,10.22,2.3241
10.0,38.0,21.2,449.44,12.3,0,0,0,0,0,0,39.0,5.486923033316902,60.7,58.8,3,17.1,2,1,-4.4,19.71,2.9809
8.0,39.0,23.3,542.89,6.1,0,1,0,0,0,0,42.4,3.2556580404589184,81.2,38.4,2,25.0,2,0,12.9,24.82,3.2117
15.0,46.0,26.3,691.69,19.1,1,1,0,1,1,1,43.8,3.620210422693582,91.1,87.6,0,14.6,3,5,14.6,25.46,3.2373
13.0,29.0,9.3,86.49000000000001,4.2,0,1,0,1,0,0,43.6,6.9048034286289415,72.7,45.8,0,38.3,1,1,8.1,23.95,3.1761
14.0,37.0,17.3,299.29,8.4,0,1,0,1,1,0,36.7,4.90168022810306,75.4,85.0,0,24.7,1,3,-1.0,27.07,3.2985
8.0,35.0,17.9,320.40999999999997,6.2,0,0,0,1,1,1,49.9,4.261726892309457,67.2,54.7,3,16.2,2,0,11.1,27.11,3.2999
12.0,44.0,27.7,767.29,19.5,0,0,0,1,0,1,43.0,3.3166444023186004,76.3,55.6,0,62.5,1,1,8.0,26.18,3.2649
11.0,32.0,15.5,240.25,0.0,1,0,0,1,0,0,37.3,3.8177418798062885,67.9,66.0,0,28.5,4,3,11.1,24.47,3.1973
11.0,28.0,11.8,139.24,3.8,0,0,0,0,1,1,48.8,4.8034618665341755,55.2,57.7,0,46.0,5,2,14.7,12.6,2.5337
