TxnNo,ProductCode,Description,Quantity,TxnDate,UnitAmount,CustomerID,Region
543728,DDA100,CHECKING DEPOSIT,1,25.12.2010 14:03,53.37,41438.0,West
552451,DDA200,CHECKING DEBIT CARD,2,21.07.2011 16:45,16.46,43272.0,California
539327,WIR200,WIRE OUT,1,06.11.2011 03:46,73.01,41185.0,Texas
552742,CCD200,CARD PAYMENT,5,06.05.2011 21:11,5.91,43467.0,West
544105,SAV100,SAVINGS DEPOSIT,1,28.03.2011 02:40,82.42,41459.0,New York Metro
543090,ATM100,ATM WITHDRAWAL,1,14.08.2011 08:59,92.93,41399.0,New York Metro
536915,POS100,POS PURCHASE,1,25.05.2011 06:53,46.04,41052.0,Carolinas
540990,FEE100,MONTHLY SERVICE FEE,1,04.07.2011 23:03,36.06,,California
544167,DDA101,CHECKING ACH CREDIT,1,28.09.2011 08:32,101.0,,Northeast
538743,SAV100,SAVINGS DEPOSIT,1,15.07.2011 13:39,23.36,41149.0,Midwest
537677,CCD100,CARD PURCHASE,3,19.06.2011 04:07,77.2,41094.0,Pacific NW
543460,CCD200,CARD PAYMENT,1,05.08.2011 18:01,123.03,41422.0,Florida
543681,ACH200,ACH BILL PAY,1,24.11.2011 10:16,73.86,41436.0,Northeast
553577,DDA200,CHECKING DEBIT CARD,1,15.12.2010 16:45,11.92,44025.0,New York Metro
546006,WIR200,WIRE OUT,1,29.07.2011 05:27,721.38,41568.0,Southwest
544134,ACH100,ACH PAYROLL,1,03.08.2011 19:41,9.59,41461.0,Northeast
540347,CCD100,CARD PURCHASE,1,09.02.2011 06:38,79.51,41247.0,Northeast
541930,INT100,INTEREST CREDIT,1,04.07.2011 17:01,1426.4,41336.0,Texas
549128,CCD100,CARD PURCHASE,1,14.04.2011 09:44,52.6,42539.0,California
553147,SAV200,SAVINGS TRANSFER,2,21.04.2011 16:45,15.19,43740.0,Southwest
546512,SAV200,SAVINGS TRANSFER,3,05.11.2011 03:06,15.94,41702.0,California
543725,DDA100,CHECKING DEPOSIT,1,12.04.2011 00:37,51.31,41437.0,West
536867,ACH200,ACH BILL PAY,1,21.12.2010 16:31,57.3,41049.0,Midwest
537189,WIR100,WIRE IN,1,14.03.2011 01:30,165.01,41066.0,New York Metro
552573,SAV100,SAVINGS DEPOSIT,1,30.05.2011 16:45,13.51,43355.0,Southwest
543960,FEE100,MONTHLY SERVICE FEE,3,07.05.2011 19:46,36.84,41450.0,Northeast
538590,WIR100,WIRE IN,3,21.09.2011 04:55,29.13,41141.0,New York Metro
542462,CCD100,CARD PURCHASE,1,30.11.2011 06:04,95.1,41366.0,Carolinas
552254,CCD200,CARD PAYMENT,2,30.04.2011 01:23,86.53,43203.0,New York Metro
550384,DDA200,CHECKING DEBIT CARD,1,03.02.2011 08:08,158.62,42804.0,Northeast
543163,DDA200,CHECKING DEBIT CARD,2,17.04.2011 02:51,26.31,41404.0,Great Lakes
537110,POS100,POS PURCHASE,1,08.03.2011 12:54,49.59,41062.0,Southeast
540579,ACH100,ACH PAYROLL,1,18.07.2011 21:46,272.02,,California
543198,DDA200,CHECKING DEBIT CARD,1,10.10.2011 17:11,45.02,,Great Lakes
537269,DDA100,CHECKING DEPOSIT,1,26.04.2011 02:55,76.33,,Texas
544447,SAV100,SAVINGS DEPOSIT,1,01.09.2011 13:02,500.66,41479.0,West
550878,ACH200,ACH BILL PAY,1,21.10.2011 16:45,75.86,42912.0,New York Metro
550634,SAV200,SAVINGS TRANSFER,1,02.08.2011 16:45,75.07,42857.0,Great Lakes
552736,WIR100,WIRE IN,2,07.02.2011 16:45,5.67,43463.0,Texas
544334,POS100,POS PURCHASE,1,09.07.2011 15:47,32.48,41473.0,New York Metro
551499,SAV100,SAVINGS DEPOSIT,1,09.07.2011 18:58,93.83,43047.0,Great Lakes
542318,SAV100,SAVINGS DEPOSIT,1,08.09.2011 23:33,62.41,41358.0,Great Lakes
550156,ACH200,ACH BILL PAY,1,26.02.2011 18:18,85.4,42751.0,Florida
550571,ACH200,ACH BILL PAY,3,26.07.2011 13:36,28.3,42843.0,Southeast
553206,CCD200,CARD PAYMENT,1,20.02.2011 21:38,19.95,43780.0,New York Metro
543899,SAV100,SAVINGS DEPOSIT,1,17.01.2011 06:58,20.95,41448.0,Southeast
553379,POS100,POS PURCHASE,1,11.01.2011 02:40,19.4,43897.0,New York Metro
545153,CCD100,CARD PURCHASE,1,13.09.2011 16:21,97.77,41517.0,Texas
548045,CCD100,CARD PURCHASE,1,22.02.2011 16:04,52.78,42308.0,Northeast
554002,ACH200,ACH BILL PAY,1,25.06.2011 16:45,29.03,44302.0,New York Metro
551139,CCD100,CARD PURCHASE,1,09.08.2011 16:45,100.59,,New England
543318,ACH200,ACH BILL PAY,1,11.11.2011 03:43,25.32,41413.0,Pacific NW
545354,WIR100,WIRE IN,1,24.10.2011 20:02,222.4,41530.0,West
548213,ATM100,ATM WITHDRAWAL,1,24.07.2011 16:45,53.33,42341.0,West
547580,CCD100,CARD PURCHASE,1,12.09.2011 20:31,108.48,42131.0,West
536155,INT100,INTEREST CREDIT,1,28.05.2011 00:14,145.6,41007.0,Southwest
536384,DDA200,CHECKING DEBIT CARD,1,09.01.2011 18:40,184.98,41022.0,Great Lakes
549653,INT100,INTEREST CREDIT,1,23.06.2011 18:56,40.8,42647.0,Southeast
550228,DDA101,CHECKING ACH CREDIT,1,06.08.2011 13:44,56.9,42766.0,New York Metro
541410,SAV100,SAVINGS DEPOSIT,1,07.05.2011 00:50,1751.09,,New York Metro
544822,INT100,INTEREST CREDIT,5,29.11.2011 16:45,42.21,41499.0,California
548571,CCD100,CARD PURCHASE,1,16.04.2011 21:04,58.44,,West
551830,CCD200,CARD PAYMENT,1,17.02.2011 18:48,43.71,,West
544012,ACH200,ACH BILL PAY,1,10.06.2011 12:14,63.6,41453.0,Florida
551722,WIR200,WIRE OUT,1,19.06.2011 03:49,37.8,43091.0,West
547916,ACH200,ACH BILL PAY,1,17.09.2011 11:37,28.4,42268.0,Midwest
544229,DDA100,CHECKING DEPOSIT,5,09.01.2011 23:53,14.18,,California
553080,ACH200,ACH BILL PAY,1,18.04.2011 06:25,24.55,43697.0,New York Metro
551692,DDA100,CHECKING DEPOSIT,1,22.06.2011 18:31,93.94,43085.0,Northeast
553877,SAV100,SAVINGS DEPOSIT,1,29.04.2011 16:45,27.86,44219.0,Northeast
551646,DDA101,CHECKING ACH CREDIT,1,21.07.2011 17:10,52.76,43076.0,Florida
540664,ACH200,ACH BILL PAY,2,23.09.2011 15:44,110.36,41263.0,Southeast
538260,INT100,INTEREST CREDIT,1,22.11.2011 16:45,299.68,41123.0,Northeast
550305,DDA100,CHECKING DEPOSIT,3,23.07.2011 11:59,39.04,42785.0,West
551075,CCD100,CARD PURCHASE,1,18.08.2011 18:35,25.78,42957.0,California
550027,ATM100,ATM WITHDRAWAL,1,14.03.2011 03:33,48.92,42727.0,New York Metro
547084,WIR100,WIRE IN,1,30.11.2011 21:46,29.0,,Northeast
550949,ACH200,ACH BILL PAY,1,15.07.2011 07:47,21.68,,New York Metro
552052,WIR100,WIRE IN,2,04.04.2011 02:31,20.14,,New York Metro
542696,INT100,INTEREST CREDIT,1,17.11.2011 00:50,84.34,41378.0,New York Metro
540769,SAV200,SAVINGS TRANSFER,1,20.11.2011 16:45,22.51,41269.0,Southwest
542456,DDA200,CHECKING DEBIT CARD,1,05.11.2011 02:12,41.42,41366.0,Carolinas
544311,DDA101,CHECKING ACH CREDIT,1,31.01.2011 03:44,58.19,41471.0,Midwest
541463,DDA101,CHECKING ACH CREDIT,1,28.10.2011 07:27,161.38,,California
541821,POS100,POS PURCHASE,1,01.09.2011 06:48,296.38,,Northeast
538293,POS100,POS PURCHASE,3,25.06.2011 19:01,27.76,41126.0,Northeast
R546801,WIR200,WIRE OUT,-1,10.11.2011 16:45,19.53,41816.0,Southeast
552289,WIR100,WIRE IN,2,18.09.2011 16:45,23.81,,Texas
546896,WIR100,WIRE IN,1,20.11.2011 16:45,32.32,41855.0,Southeast
548028,CCD200,CARD PAYMENT,3,05.10.2011 16:45,65.9,42303.0,Southeast
542633,FEE100,MONTHLY SERVICE FEE,1,23.03.2011 10:37,143.77,41374.0,Great Lakes
543885,SAV100,SAVINGS DEPOSIT,1,24.05.2011 02:58,212.71,41447.0,Midwest
541054,FEE100,MONTHLY SERVICE FEE,1,14.05.2011 12:01,89.39,41285.0,New York Metro
546571,INT100,INTEREST CREDIT,1,09.11.2011 04:12,27.48,41725.0,Northeast
550048,CCD200,CARD PAYMENT,1,26.07.2011 13:33,106.81,42731.0,Carolinas
553456,DDA200,CHECKING DEBIT CARD,1,06.06.2011 16:45,20.51,43946.0,Southwest
540795,SAV100,SAVINGS DEPOSIT,1,04.01.2011 03:03,74.79,41270.0,Mountain
546324,CCD200,CARD PAYMENT,1,11.10.2011 03:51,12.19,41628.0,New York Metro
545755,DDA101,CHECKING ACH CREDIT,1,12.01.2011 01:16,421.97,41553.0,New York Metro
537602,CCD100,CARD PURCHASE,2,02.12.2011 10:30,33.9,41089.0,New York Metro
545047,ACH200,ACH BILL PAY,1,23.01.2011 19:21,154.04,41511.0,Northeast
553616,WIR100,WIRE IN,1,03.03.2011 14:26,23.16,,West
547618,ATM100,ATM WITHDRAWAL,5,20.11.2011 14:54,8.73,42145.0,Florida
543401,ACH100,ACH PAYROLL,1,08.08.2011 20:25,65.03,41418.0,Northeast
541368,WIR100,WIRE IN,1,04.06.2011 12:22,1131.09,41304.0,Southwest
543049,FEE100,MONTHLY SERVICE FEE,1,16.02.2011 02:54,18.23,41398.0,California
540245,CCD200,CARD PAYMENT,1,10.02.2011 21:25,252.24,,Southeast
537855,ACH100,ACH PAYROLL,1,01.12.2011 22:19,123.48,,Northeast
546693,DDA100,CHECKING DEPOSIT,1,03.12.2011 16:45,35.43,41772.0,New York Metro
543613,SAV100,SAVINGS DEPOSIT,1,17.06.2011 11:11,280.56,,Texas
542023,POS100,POS PURCHASE,2,13.08.2011 00:35,75.0,41341.0,Texas
546595,CCD100,CARD PURCHASE,2,20.09.2011 00:26,12.72,,New York Metro
551612,ACH200,ACH BILL PAY,2,17.08.2011 23:51,20.29,43068.0,Midwest
543051,SAV200,SAVINGS TRANSFER,1,23.05.2011 11:30,104.88,41398.0,California
546283,POS100,POS PURCHASE,1,08.11.2011 05:33,13.36,41613.0,Great Lakes
540291,ACH100,ACH PAYROLL,1,25.01.2011 02:01,304.23,41243.0,New York Metro
538811,CCD100,CARD PURCHASE,1,08.12.2011 16:45,97.77,,New York Metro
538768,CCD100,CARD PURCHASE,1,14.03.2011 22:34,69.01,,Northeast
553393,FEE100,MONTHLY SERVICE FEE,2,11.01.2011 16:45,14.75,,Northeast
548646,DDA200,CHECKING DEBIT CARD,1,30.09.2011 16:45,54.36,42431.0,Midwest
540978,WIR200,WIRE OUT,1,23.04.2011 15:34,69.18,41282.0,California
544091,SAV100,SAVINGS DEPOSIT,1,24.10.2011 16:10,121.58,41458.0,Midwest
554045,WIR200,WIRE OUT,1,08.07.2011 16:45,41.85,44329.0,West
552750,ACH200,ACH BILL PAY,1,30.01.2011 16:45,11.51,43471.0,New York Metro
539000,WIR100,WIRE IN,1,18.05.2011 07:51,100.86,41164.0,West
547096,FEE100,MONTHLY SERVICE FEE,1,03.12.2011 16:45,12.88,41937.0,Southwest
R546925,WIR100,WIRE IN,-1,21.11.2011 09:29,48.12,41866.0,Southeast
R540516,WIR100,WIRE IN,-1,02.07.2011 03:04,60.34,41256.0,Northeast
550325,SAV100,SAVINGS DEPOSIT,1,26.02.2011 07:07,68.76,42790.0,Florida
537521,WIR100,WIRE IN,1,02.03.2011 15:55,91.39,41084.0,West
551428,FEE100,MONTHLY SERVICE FEE,1,30.01.2011 13:52,14.98,43031.0,West
543252,CCD100,CARD PURCHASE,1,02.10.2011 08:49,133.8,41409.0,New York Metro
539894,CCD200,CARD PAYMENT,1,15.11.2011 13:29,127.13,,New York Metro
549588,DDA200,CHECKING DEBIT CARD,1,03.08.2011 00:50,142.89,,California
553345,SAV200,SAVINGS TRANSFER,1,20.01.2011 16:45,12.04,43874.0,Texas
553023,WIR200,WIRE OUT,1,25.03.2011 16:45,16.02,,Northeast
553884,SAV100,SAVINGS DEPOSIT,1,29.04.2011 17:10,17.06,44224.0,Northeast
536622,SAV100,SAVINGS DEPOSIT,2,13.09.2011 07:02,72.27,41037.0,Northeast
545169,INT100,INTEREST CREDIT,1,06.12.2011 16:45,137.05,41518.0,New York Metro
542420,POS100,POS PURCHASE,5,15.05.2011 10:27,11.44,41363.0,Midwest
542202,SAV100,SAVINGS DEPOSIT,1,23.11.2011 16:45,149.29,41352.0,Southwest
547391,DDA100,CHECKING DEPOSIT,1,03.12.2011 16:45,11.3,42059.0,Mid-Atlantic
551099,SAV100,SAVINGS DEPOSIT,1,05.08.2011 19:43,143.55,42963.0,Great Lakes
550239,DDA101,CHECKING ACH CREDIT,1,06.05.2011 00:48,34.76,42769.0,New York Metro
540914,POS100,POS PURCHASE,1,03.10.2011 02:42,900.68,41278.0,Texas
551739,WIR100,WIRE IN,1,01.06.2011 05:24,159.09,43096.0,New York Metro
553948,ACH100,ACH PAYROLL,2,26.01.2011 16:45,5.15,,Mountain
538348,FEE100,MONTHLY SERVICE FEE,1,09.01.2011 20:08,32.2,41128.0,New York Metro
553725,INT100,INTEREST CREDIT,1,07.03.2011 16:45,9.1,44123.0,New York Metro
538778,ACH100,ACH PAYROLL,1,15.08.2011 03:03,116.2,41151.0,Northeast
537612,ACH100,ACH PAYROLL,1,02.06.2011 20:26,54.52,41090.0,California
546484,ATM100,ATM WITHDRAWAL,5,06.12.2011 16:45,10.18,,Texas
537414,DDA100,CHECKING DEPOSIT,1,29.11.2011 16:45,255.66,41078.0,Mountain
541663,CCD200,CARD PAYMENT,1,04.08.2011 05:59,79.7,41321.0,West
542670,SAV200,SAVINGS TRANSFER,1,17.03.2011 22:30,51.41,41376.0,Florida
537749,DDA200,CHECKING DEBIT CARD,1,23.11.2011 16:45,30.78,41097.0,Northeast
554099,ATM100,ATM WITHDRAWAL,1,14.07.2011 16:45,7.66,44363.0,New York Metro
536675,INT100,INTEREST CREDIT,3,02.06.2011 07:32,16.03,,Southeast
550153,WIR100,WIRE IN,1,12.04.2011 10:41,45.81,,Florida
538195,POS100,POS PURCHASE,1,14.03.2011 19:54,104.62,41119.0,Great Lakes
548342,DDA200,CHECKING DEBIT CARD,1,05.03.2011 20:15,39.01,42367.0,New York Metro
548866,SAV200,SAVINGS TRANSFER,1,21.07.2011 07:25,46.11,42478.0,Midwest
548178,ATM100,ATM WITHDRAWAL,1,31.03.2011 11:25,147.91,,Carolinas
553808,DDA101,CHECKING ACH CREDIT,1,16.05.2011 16:45,24.45,44176.0,New York Metro
542497,INT100,INTEREST CREDIT,1,07.03.2011 05:29,343.77,41368.0,New England
539236,SAV100,SAVINGS DEPOSIT,1,30.06.2011 01:06,269.99,41179.0,Northeast
536024,DDA101,CHECKING ACH CREDIT,1,06.04.2011 03:28,30.87,,New York Metro
536631,CCD100,CARD PURCHASE,1,30.11.2011 16:45,49.73,41037.0,Northeast
545031,INT100,INTEREST CREDIT,1,17.01.2011 12:03,181.4,41511.0,Northeast
543981,ACH200,ACH BILL PAY,3,22.08.2011 05:31,39.33,,New York Metro
550914,SAV200,SAVINGS TRANSFER,2,16.02.2011 00:52,68.22,42921.0,Southeast
552574,DDA100,CHECKING DEPOSIT,1,12.06.2011 16:45,18.1,43356.0,Northeast
546545,DDA101,CHECKING ACH CREDIT,1,20.10.2011 05:34,23.99,41715.0,West
R542797,DDA200,CHECKING DEBIT CARD,-1,25.05.2011 22:54,161.21,41384.0,New York Metro
545165,ACH100,ACH PAYROLL,1,17.01.2011 08:14,214.8,41518.0,New York Metro
552903,WIR200,WIRE OUT,3,03.01.2011 03:38,8.24,43573.0,Carolinas
538113,CCD200,CARD PAYMENT,1,02.09.2011 00:42,178.01,,Great Lakes
552073,ACH100,ACH PAYROLL,1,15.08.2011 16:45,119.34,43166.0,West
554293,SAV100,SAVINGS DEPOSIT,2,09.12.2010 19:40,10.32,44489.0,Northeast
539844,DDA100,CHECKING DEPOSIT,3,03.04.2011 23:35,33.37,41215.0,Great Lakes
541363,DDA101,CHECKING ACH CREDIT,1,12.05.2011 22:01,1142.45,41304.0,Southwest
547836,DDA100,CHECKING DEPOSIT,1,01.11.2011 05:18,53.57,42233.0,Southwest
544871,WIR200,,1,02.07.2011 02:57,60.12,,Northeast
553987,WIR200,WIRE OUT,1,01.08.2011 16:45,32.69,44291.0,California
543085,SAV200,SAVINGS TRANSFER,2,13.05.2011 07:13,27.67,,New York Metro
552532,SAV200,SAVINGS TRANSFER,1,15.04.2011 16:45,14.57,43328.0,Texas
537023,DDA100,CHECKING DEPOSIT,1,19.11.2011 16:45,137.92,41057.0,California
553632,INT100,INTEREST CREDIT,1,12.04.2011 16:45,16.97,44065.0,Northeast
540558,CCD100,CARD PURCHASE,1,14.06.2011 23:28,619.55,41259.0,California
551917,ACH200,ACH BILL PAY,1,24.07.2011 10:55,30.97,,New York Metro
552857,POS100,POS PURCHASE,1,23.01.2011 16:45,41.39,43541.0,Texas
545256,DDA101,CHECKING ACH CREDIT,1,19.11.2011 06:53,60.0,41525.0,Florida
544905,DDA200,CHECKING DEBIT CARD,1,10.09.2011 02:20,206.9,41504.0,Midwest
537753,WIR200,WIRE OUT,1,09.08.2011 19:53,47.28,41098.0,New York Metro
539394,WIR200,WIRE OUT,1,17.01.2011 22:05,170.07,41188.0,Northeast
536305,DDA200,CHECKING DEBIT CARD,2,02.10.2011 01:11,86.45,41018.0,California
553614,DDA100,CHECKING DEPOSIT,1,17.01.2011 16:45,36.79,44053.0,New York Metro
548276,DDA100,CHECKING DEPOSIT,1,25.05.2011 12:04,216.11,,West
538449,ACH100,ACH PAYROLL,1,31.08.2011 15:35,80.83,41134.0,California
551471,FEE100,MONTHLY SERVICE FEE,1,14.06.2011 22:51,81.91,,California
540372,INT100,INTEREST CREDIT,1,10.06.2011 18:11,68.6,41248.0,New York Metro
536757,ACH200,ACH BILL PAY,1,20.03.2011 13:59,98.73,41043.0,Midwest
549654,ATM100,ATM WITHDRAWAL,1,23.05.2011 15:51,91.08,42647.0,Southeast
543652,CCD100,CARD PURCHASE,1,13.02.2011 00:11,103.32,41435.0,New York Metro
544844,SAV100,SAVINGS DEPOSIT,1,23.02.2011 05:19,176.72,41500.0,West
539660,INT100,INTEREST CREDIT,1,04.12.2011 16:45,27.3,41204.0,Southwest
547685,DDA100,CHECKING DEPOSIT,1,11.11.2011 16:45,25.83,42173.0,Texas
543287,CCD200,CARD PAYMENT,1,07.05.2011 03:03,28.72,41411.0,West
541432,WIR200,WIRE OUT,1,22.02.2011 18:15,426.87,41308.0,New York Metro
551715,ACH100,ACH PAYROLL,1,05.02.2011 09:53,44.59,,Southeast
539725,DDA101,CHECKING ACH CREDIT,3,12.11.2011 02:54,21.85,41208.0,Midwest
547607,DDA100,CHECKING DEPOSIT,1,21.09.2011 19:10,20.92,42141.0,New York Metro
552065,INT100,INTEREST CREDIT,1,28.04.2011 14:51,14.64,43165.0,West
544773,DDA100,CHECKING DEPOSIT,1,05.10.2011 12:28,69.39,41497.0,Mid-Atlantic
544382,ATM100,ATM WITHDRAWAL,1,08.06.2011 22:46,59.43,41476.0,Northeast
537786,DDA200,CHECKING DEBIT CARD,1,24.04.2011 11:53,35.41,41099.0,New York Metro
544284,SAV200,SAVINGS TRANSFER,1,16.04.2011 06:11,135.12,41470.0,Southeast
536194,DDA101,CHECKING ACH CREDIT,1,28.10.2011 12:29,129.64,41010.0,Northeast
539829,FEE100,MONTHLY SERVICE FEE,1,04.11.2011 14:10,42.75,,Midwest
545739,FEE100,MONTHLY SERVICE FEE,1,11.11.2011 14:30,8.43,,New York Metro
537584,FEE100,MONTHLY SERVICE FEE,1,18.06.2011 21:45,80.6,41088.0,New England
545386,POS100,POS PURCHASE,1,01.02.2011 09:44,102.3,,Texas
549679,WIR100,WIRE IN,1,29.05.2011 07:56,59.39,42651.0,Northeast
541136,ACH200,ACH BILL PAY,1,08.08.2011 18:30,206.82,,Southwest
541653,ACH200,ACH BILL PAY,1,06.04.2011 04:42,127.21,41320.0,Florida
536070,SAV200,SAVINGS TRANSFER,2,24.01.2011 09:41,63.97,41003.0,California
538734,CCD100,CARD PURCHASE,5,29.04.2011 11:31,34.2,41148.0,Northeast
539636,DDA200,CHECKING DEBIT CARD,5,28.04.2011 13:14,45.18,,Mountain
543638,ACH200,ACH BILL PAY,1,04.06.2011 18:42,55.89,41433.0,Mountain
541163,WIR100,WIRE IN,3,21.10.2011 03:02,13.41,41294.0,Northeast
549190,CCD100,CARD PURCHASE,1,12.09.2011 01:59,39.58,42553.0,West
539753,DDA101,CHECKING ACH CREDIT,1,05.05.2011 23:40,18.35,41210.0,Midwest
549724,WIR100,WIRE IN,1,07.09.2011 08:55,39.31,42662.0,New York Metro
550781,ACH200,ACH BILL PAY,1,25.10.2011 16:45,76.98,42891.0,Southeast
548285,DDA101,CHECKING ACH CREDIT,1,24.08.2011 16:45,31.82,42355.0,Carolinas
551447,CCD200,CARD PAYMENT,2,08.09.2011 16:45,34.1,,Florida
545217,FEE100,MONTHLY SERVICE FEE,1,21.02.2011 05:30,30.56,41522.0,New York Metro
550294,ATM100,ATM WITHDRAWAL,3,21.04.2011 21:12,10.11,42782.0,Mountain
536201,WIR100,WIRE IN,1,12.08.2011 10:23,37.05,41010.0,Northeast
539741,ACH200,ACH BILL PAY,1,15.05.2011 21:19,906.12,,Midwest
542256,WIR200,WIRE OUT,1,21.11.2011 16:45,113.92,41355.0,Southeast
536421,CCD200,CARD PAYMENT,1,30.10.2011 10:18,82.91,41025.0,Southeast
549463,DDA200,CHECKING DEBIT CARD,1,31.05.2011 20:15,68.87,42611.0,Southeast
537250,INT100,INTEREST CREDIT,1,17.03.2011 02:03,115.07,,Pacific NW
543214,DDA101,CHECKING ACH CREDIT,1,03.07.2011 10:32,61.95,41407.0,New York Metro
537147,CCD200,CARD PAYMENT,2,25.09.2011 04:49,61.54,,Northeast
539612,INT100,INTEREST CREDIT,1,29.04.2011 05:45,224.47,41201.0,New York Metro
540021,CCD100,CARD PURCHASE,5,02.11.2011 20:36,103.73,41226.0,New York Metro
554096,ACH200,ACH BILL PAY,1,30.12.2010 21:12,26.95,44362.0,Florida
550841,FEE100,MONTHLY SERVICE FEE,1,19.02.2011 19:16,39.3,42904.0,California
549410,CCD100,CARD PURCHASE,1,11.04.2011 16:15,20.69,42600.0,Northeast
544409,WIR100,WIRE IN,2,08.11.2011 05:32,24.11,41478.0,Northeast
539918,FEE100,MONTHLY SERVICE FEE,1,28.03.2011 01:34,57.56,41220.0,Great Lakes
540362,CCD200,CARD PAYMENT,1,17.04.2011 05:14,95.77,41248.0,New York Metro
537302,CCD100,CARD PURCHASE,2,09.10.2011 06:17,58.36,41073.0,Texas
541654,WIR100,WIRE IN,1,23.06.2011 00:55,125.44,41320.0,Florida
549862,SAV100,SAVINGS DEPOSIT,3,13.06.2011 04:27,21.11,42691.0,Midwest
544864,DDA100,CHECKING DEPOSIT,1,06.11.2011 10:48,49.92,41501.0,New York Metro
550908,POS100,POS PURCHASE,1,16.09.2011 16:45,46.91,42920.0,Northeast
542335,ACH100,ACH PAYROLL,1,07.09.2011 01:54,38.27,41359.0,Southeast
549960,POS100,POS PURCHASE,1,16.08.2011 16:45,50.15,42713.0,New York Metro
544220,SAV100,SAVINGS DEPOSIT,2,30.07.2011 10:29,47.43,41466.0,New York Metro
536261,ATM100,ATM WITHDRAWAL,1,05.10.2011 15:05,173.34,41015.0,Southeast
543029,DDA100,CHECKING DEPOSIT,1,01.12.2011 16:45,294.25,,Northeast
545131,WIR100,WIRE IN,2,23.07.2011 06:16,93.35,41516.0,New York Metro
536527,FEE100,MONTHLY SERVICE FEE,1,26.01.2011 02:57,132.26,41031.0,Midwest
545051,CCD100,CARD PURCHASE,1,08.01.2011 11:23,13.44,41511.0,Northeast
538950,ATM100,ATM WITHDRAWAL,1,22.01.2011 05:35,688.87,41160.0,California
547194,ACH200,ACH BILL PAY,1,03.12.2011 16:45,30.84,,Southwest
540709,WIR100,WIRE IN,1,31.01.2011 23:51,160.48,41266.0,New York Metro
541219,DDA200,CHECKING DEBIT CARD,1,19.08.2011 06:07,139.25,41297.0,Southeast
550678,SAV200,SAVINGS TRANSFER,2,05.06.2011 08:17,31.34,42869.0,Northeast
549066,SAV100,SAVINGS DEPOSIT,1,05.04.2011 07:04,74.71,,Southeast
550756,ACH100,ACH PAYROLL,1,11.07.2011 04:02,95.61,42885.0,Northeast
538998,INT100,INTEREST CREDIT,1,23.04.2011 09:45,56.28,41164.0,West
545335,DDA101,CHECKING ACH CREDIT,1,04.01.2011 09:35,68.75,41529.0,Northeast
543298,WIR100,WIRE IN,3,29.04.2011 07:01,32.03,41412.0,Southwest
548087,POS100,POS PURCHASE,2,24.08.2011 15:02,47.7,42316.0,New York Metro
548402,ACH200,ACH BILL PAY,1,09.09.2011 23:26,56.84,,Texas
543185,ACH100,ACH PAYROLL,1,03.06.2011 08:56,236.42,41406.0,Great Lakes
547352,INT100,INTEREST CREDIT,1,19.11.2011 16:45,61.02,42043.0,Northeast
536858,POS100,POS PURCHASE,1,24.10.2011 11:12,220.72,41049.0,Midwest
553843,SAV200,SAVINGS TRANSFER,1,22.04.2011 16:45,43.53,44199.0,Northeast
545949,CCD100,CARD PURCHASE,1,08.10.2011 08:33,124.52,41564.0,Pacific NW
551370,WIR200,WIRE OUT,1,12.07.2011 18:08,72.12,43019.0,Midwest
545972,ATM100,ATM WITHDRAWAL,1,17.10.2011 09:10,63.85,41566.0,Pacific NW
550234,ACH100,ACH PAYROLL,1,04.04.2011 01:29,39.72,42768.0,New York Metro
538941,DDA200,CHECKING DEBIT CARD,2,09.02.2011 07:13,13.38,41160.0,California
536392,POS100,POS PURCHASE,1,15.05.2011 05:20,95.95,41023.0,Southeast
540913,INT100,INTEREST CREDIT,1,22.11.2011 16:45,133.49,41277.0,New York Metro
543091,DDA100,CHECKING DEPOSIT,1,17.11.2011 17:50,94.05,41399.0,New York Metro
552933,POS100,POS PURCHASE,2,09.07.2011 16:45,7.55,43596.0,Southeast
547926,ACH200,ACH BILL PAY,1,12.11.2011 16:45,8.51,42270.0,New York Metro
537258,ACH200,ACH BILL PAY,2,29.01.2011 02:54,28.24,41070.0,Mid-Atlantic
541261,WIR100,WIRE IN,1,31.01.2011 06:23,43.29,41298.0,West
548316,ATM100,ATM WITHDRAWAL,1,26.08.2011 06:05,57.32,42362.0,Midwest
546584,DDA200,CHECKING DEBIT CARD,1,29.09.2011 17:32,31.99,41730.0,New York Metro
547339,POS100,POS PURCHASE,1,20.10.2011 16:04,25.31,42038.0,California
537925,DDA101,CHECKING ACH CREDIT,1,06.05.2011 08:18,209.08,41106.0,Northeast
547521,SAV100,SAVINGS DEPOSIT,2,18.11.2011 03:49,8.97,42107.0,Southwest
547735,SAV200,SAVINGS TRANSFER,1,07.11.2011 16:45,25.31,42195.0,New York Metro
544139,CCD200,CARD PAYMENT,1,25.12.2010 08:50,52.18,41461.0,Northeast
540593,SAV100,,1,13.07.2011 09:50,62.76,41260.0,Northeast
541902,INT100,INTEREST CREDIT,1,28.10.2011 09:23,240.96,41334.0,Northeast
548620,SAV100,SAVINGS DEPOSIT,1,11.07.2011 11:34,174.98,,Northeast
549886,CCD100,CARD PURCHASE,1,16.07.2011 08:12,201.0,42696.0,West
552986,SAV100,SAVINGS DEPOSIT,1,22.07.2011 16:45,30.84,43632.0,Great Lakes
542652,DDA100,CHECKING DEPOSIT,1,08.04.2011 07:24,114.81,41376.0,Florida
