CollectionId,CollectionDate,Region,WasteType,CollectionMethod,VehicleType,FuelType,RouteDistanceKm,RouteDurationMin,FuelUsedLiters,HouseholdsServed,BinsCollected,NumberOfBinsPerHousehold,PopulationDensity,AverageHouseholdIncomeUSD,EstimatedWeightKg,WeightCollectedKg,ContaminationRatePct,DiversionRatePct,MissedCollections,CostUSD,CO2EmissionsKg
1DEE7985-F97C-4D5B-83A7-10F2C3541126,2022-03-10,North,Organic,DropOff,Compactor,Diesel,220.0,566.2,72.55,111,96,4,2193.8,40915.0,1010.9,928.2,16.09,75.85,0,724.41,194.45
AC3B0BF0-D7D5-40E4-A4C3-B3BF093341FC,2022-03-18,Central,Construction,Commercial,FlatbedContainer,Diesel,210.05,521.1,68.17,283,248,3,6527.8,61063.0,15709.5,10252.7,8.58,45.42,2,738.19,182.69
FBBAB07D-C89F-4AF2-85D0-AEA7D0D4C67C,2023-01-27,West,Organic,Curbside,Compactor,CNG,220.0,469.7,93.35,79,70,1,2010.7,63433.0,707.2,696.5,17.85,66.47,1,667.0,177.36
5A362172-7525-423A-9FA1-A075547D4739,2024-03-15,South,Construction,Commercial,FlatbedContainer,CNG,220.0,397.8,67.95,71,68,1,1855.2,60538.0,3469.0,2993.4,14.34,17.94,2,570.58,129.11
551BD60A-3045-4563-8BBC-BACB8C6475FD,2021-02-06,North,Household,Curbside,Compactor,Diesel,220.0,598.2,109.39,160,158,2,2815.1,38270.0,2824.4,3039.8,3.05,13.0,1,778.61,293.17
5AE7B8A2-B359-4525-830D-B6FCFA4713E1,2024-12-05,Central,Household,Curbside,Compactor,Diesel,220.0,554.4,111.69,355,323,1,6920.2,76536.0,4624.0,4717.9,9.25,10.86,1,780.86,299.33
F5FD7923-365D-4F6B-887F-723A7C3B8595,2022-12-18,North,Household,Curbside,Compactor,Diesel,214.48,531.0,105.76,187,183,2,3895.0,63939.0,3230.5,3364.3,1.33,25.42,0,728.93,283.45
EE2FCCF7-F422-4053-9E9B-74154BDA2934,2023-06-11,Central,Organic,Curbside,Compactor,Diesel,220.0,610.1,85.47,357,315,1,9991.5,81197.0,3088.0,3061.1,18.93,63.82,1,799.32,229.05
72658617-D765-4465-AD01-42A0938DA9EE,2021-03-29,West,Hazardous,DropOff,VacuumTruck,CNG,220.0,396.6,81.3,40,39,1,1293.0,82487.0,190.9,195.9,2.36,25.5,1,576.62,154.47
880299FE-7869-4ACB-A690-722E72B87285,2023-02-15,North,Household,Curbside,VacuumTruck,Diesel,220.0,524.1,71.73,98,84,2,1754.8,52995.0,1247.9,1315.9,0.0,17.28,1,773.94,192.25
AF3CA009-CE76-4BA3-A08B-7F20E348F4AE,2021-09-07,North,Household,Curbside,Compactor,CNG,220.0,543.3,60.34,64,59,2,1825.0,74671.0,1034.0,731.9,6.94,15.46,1,680.78,114.64
F76D63F8-0938-4976-AA43-FAE0B266CEB2,2023-08-07,Central,Household,Curbside,Compactor,Diesel,195.82,519.4,77.81,219,224,3,6047.4,54416.0,3217.2,3302.5,8.56,21.29,1,706.68,208.52
503D8066-D333-479D-9F9B-33F4823154C6,2022-07-21,North,Construction,DropOff,Compactor,Diesel,220.0,454.6,81.28,119,119,3,2807.5,47462.0,4956.8,4997.2,8.38,39.01,2,651.61,217.82
8C2F3031-7650-4A0B-BAA1-4B8AF6BF3B42,2021-06-18,West,Construction,Commercial,FlatbedContainer,Diesel,220.0,559.4,79.95,79,79,4,1617.0,47254.0,5256.5,4927.3,6.76,42.38,2,753.78,214.28
28A38D95-CBBD-49B3-8FA7-687F92D01079,2021-03-07,West,Organic,Curbside,Compactor,Diesel,220.0,531.2,94.82,82,82,3,1488.6,29706.0,748.6,656.9,13.84,70.04,1,729.19,254.12
6BEECF5E-1441-4F25-94FA-375710FCE27D,2023-01-14,South,Organic,Curbside,Compactor,CNG,189.84,386.1,77.48,116,118,1,3025.3,42413.0,935.8,947.4,21.11,59.82,1,556.1,147.21
4A710966-9942-4EDC-B689-26418C299114,2023-04-01,Central,Construction,Commercial,FlatbedContainer,Electric,220.0,607.9,0.0,412,376,2,4437.3,75535.0,21613.7,21693.2,10.62,35.55,0,694.23,0.0
11688AAC-1D39-413F-9AF8-C41324801AC5,2021-05-14,North,Organic,Commercial,Compactor,Diesel,220.0,527.6,75.04,137,135,2,2958.7,55658.0,1245.8,1211.1,18.42,58.31,1,726.13,201.1
BFDEB172-00C6-42C6-AEA1-26144A1439B4,2021-08-18,East,Organic,Curbside,Compactor,Electric,220.0,484.0,0.0,217,194,3,4564.9,63736.0,1836.7,1966.7,15.56,80.74,1,608.56,0.0
2167922E-0C95-4924-87C2-2DE1232AB01B,2024-08-19,South,Construction,DropOff,FlatbedContainer,Diesel,220.0,574.8,80.32,56,53,2,1660.5,41664.0,2329.5,2269.5,7.66,40.64,1,764.46,215.27
02A9D022-8C2E-4D2D-B3AB-74AE8352676D,2021-01-17,South,Household,Curbside,Compactor,Diesel,220.0,462.4,85.49,59,60,1,1317.3,42120.0,798.6,773.7,8.15,15.64,0,642.33,229.12
9EBA4A6F-BC1C-419B-B602-0AE006E126DA,2022-10-28,East,Recyclable,Curbside,Compactor,Electric,220.0,648.0,0.0,331,303,4,4438.5,42807.0,2214.2,2123.4,22.95,79.77,0,714.39,0.0
7D939C4C-926F-451F-BCBB-F29B1AF10D21,2023-08-07,South,Household,Curbside,Compactor,Electric,220.0,426.4,0.0,49,43,3,1527.0,45305.0,644.6,574.8,0.0,16.18,1,534.05,0.0
BB4C1CF2-BD71-4E29-93E1-4B6BC251A91F,2021-08-09,Central,Hazardous,Commercial,VacuumTruck,Diesel,220.0,450.4,110.54,286,261,2,5796.0,54897.0,1042.4,1110.8,5.39,1.98,2,744.31,296.25
441CD373-DAAF-4FD8-8628-8F91E0C39D9D,2023-11-27,Central,Household,Curbside,Compactor,Electric,152.47,492.5,0.0,324,323,2,7202.2,126176.0,5532.3,5461.5,0.0,16.28,1,583.05,0.0
4A773043-AA87-4747-AD1C-DEB1EFB65EA5,2023-07-25,South,Household,Curbside,Compactor,CNG,220.0,551.9,69.51,116,100,2,1620.6,33231.0,1545.1,1601.3,2.57,1.51,1,726.99,132.06
70C613BD-5DAD-4362-A3A2-9833C6CE6495,2021-12-20,Central,Organic,Curbside,Compactor,Diesel,77.44,232.7,40.12,181,179,1,7375.6,92473.0,1688.4,1549.7,22.39,68.28,2,358.43,107.51
6DAFBE36-B921-4D06-9456-79299393E866,2022-03-25,West,Recyclable,Curbside,Compactor,CNG,220.0,497.4,98.59,56,53,4,1346.1,48355.0,398.5,378.4,26.35,72.51,0,647.13,187.33
E6D1C9D8-3728-424E-A072-BBFE27552078,2023-10-22,East,Household,Curbside,Compactor,Diesel,220.0,427.5,72.44,174,181,2,2272.5,40763.0,2152.6,2144.2,7.05,24.99,2,645.63,194.15
14658DBF-6422-451C-A68E-E7A37AA4F0D5,2022-08-28,Central,Household,Curbside,Compactor,CNG,220.0,470.2,102.25,170,172,2,4639.3,66902.0,2060.1,2060.4,3.74,25.33,0,640.25,194.27
3FC99ECA-EE22-4032-8108-323E7885A49A,2024-01-03,West,Organic,DropOff,VacuumTruck,CNG,220.0,534.6,77.49,100,95,2,1819.6,58761.0,792.7,731.6,25.12,61.07,1,749.01,147.22
0A57C200-1490-4335-85AA-F8B832BCC8B6,2022-11-12,Central,Household,Curbside,Compactor,Electric,220.0,579.3,0.0,163,148,2,5321.2,67282.0,2631.3,2468.3,0.64,20.74,2,647.38,0.0
FD088DE5-8651-4855-8157-8C38CD66BCAF,2024-12-28,South,Construction,Commercial,FlatbedContainer,Electric,220.0,611.1,0.0,129,128,1,2478.1,59160.0,7491.3,7182.2,14.39,28.53,1,702.98,0.0
5913B459-A2C4-406F-ACAB-8393DEA50ADF,2024-10-09,East,Household,Curbside,Compactor,Diesel,220.0,481.0,86.0,180,185,4,4153.6,93980.0,2754.3,2785.2,0.0,31.28,1,657.0,230.47
131EC47C-688C-4144-9487-07CCF9F5A8B6,2023-04-15,North,Household,Curbside,Compactor,CNG,220.0,546.4,74.77,49,47,1,1120.8,43413.0,717.1,710.2,3.66,14.24,0,673.23,142.07
B44A45F9-22EC-4364-B826-B41C3549DF98,2022-06-24,North,Hazardous,Commercial,FlatbedContainer,Diesel,220.0,403.0,80.84,62,57,1,1934.3,47283.0,291.4,297.8,9.66,5.99,0,611.05,216.66
3B7EED79-E1D5-4AE9-BF73-4D8E5BBDD47E,2021-12-23,South,Household,Curbside,Compactor,Diesel,220.0,513.0,106.76,56,56,2,2080.5,40969.0,748.0,751.3,2.0,18.07,1,749.52,286.11
38E01B9B-8169-4AC5-B15D-39527036AC90,2022-01-13,East,Household,Curbside,Compactor,CNG,220.0,403.9,75.43,52,44,2,1518.8,67610.0,634.6,571.0,1.39,20.23,2,584.53,143.32
D6CFAEF7-ABC5-4496-B136-FF203DE2962D,2024-11-16,West,Organic,Curbside,Compactor,Diesel,220.0,389.8,88.97,42,44,3,1333.2,70496.0,359.4,315.0,7.77,70.97,0,579.95,238.43
83E0B55E-CC79-471C-90B6-89FD9CFB0453,2023-12-16,North,Recyclable,Curbside,RecyclingTruck,CNG,220.0,473.0,69.76,54,53,1,1947.4,47129.0,373.9,376.3,29.12,57.16,0,631.1,132.54
33C27C8D-AC91-42A5-A846-6CE3D9D549AC,2021-02-11,North,Recyclable,Curbside,Compactor,CNG,220.0,622.7,82.96,83,85,3,2749.0,49063.0,669.1,645.8,22.16,64.13,2,759.87,157.63
550C4C0E-D742-40B9-BDCD-D7EA29AE1662,2024-03-23,Central,Household,Curbside,Compactor,Diesel,220.0,464.0,71.74,196,203,2,4076.9,53178.0,3250.3,3092.1,3.84,21.03,2,662.75,192.27
7DDF151D-1753-48BF-B028-E270EAEDBA3B,2022-08-28,Central,Construction,Commercial,FlatbedContainer,Diesel,155.29,492.8,49.87,587,547,2,12174.8,77422.0,37987.1,33627.1,3.45,40.98,1,630.95,133.66
A1F6DDC5-F923-45C8-8F70-59438DF1ED1B,2023-03-22,South,Organic,Curbside,Compactor,CNG,220.0,596.8,95.64,45,43,2,1251.1,62701.0,411.9,448.7,17.83,69.97,1,795.38,181.71
C2369303-2B93-488C-B31B-D92BB043419E,2022-02-23,Central,Recyclable,Curbside,RecyclingTruck,Electric,187.44,473.1,0.0,351,368,4,6163.2,89965.0,2278.1,2254.1,13.7,80.78,0,567.39,0.0
975621EF-B2D9-4186-9818-5B6EBD1F8621,2023-04-08,West,Household,Curbside,Compactor,CNG,220.0,447.7,89.77,22,20,2,791.4,48153.0,333.8,336.4,0.0,26.55,1,633.16,170.57
CDD14429-DAB6-4881-8E70-1AAE66F04AA5,2023-06-22,Central,Construction,DropOff,FlatbedContainer,Electric,151.29,354.8,0.0,202,188,5,5332.0,66615.0,12938.3,13543.4,1.43,62.52,0,420.08,0.0
731B7135-E17A-4ADB-8166-434B6BD8BB23,2024-05-10,South,Organic,Curbside,Compactor,Diesel,220.0,613.0,71.93,93,85,2,1908.9,77600.0,825.4,943.3,14.44,66.0,0,783.39,192.77
347B3D2D-4D8C-4126-BA25-503AFE43286F,2024-07-29,South,Construction,DropOff,Compactor,Diesel,220.0,485.2,108.36,49,46,3,1488.5,51053.0,3246.9,3135.2,2.51,42.43,0,680.73,290.41
8EB22538-C187-4756-AC96-CAA18F80847A,2023-11-30,South,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,491.4,91.94,133,125,1,3283.4,39373.0,713.7,761.9,21.98,65.87,1,695.83,246.41
68DCF67E-54D2-45F1-9985-09C357A474FF,2023-01-05,Central,Household,DropOff,Compactor,Diesel,203.8,556.2,111.77,338,336,2,5629.5,68042.0,5153.5,5244.6,0.34,37.36,0,783.58,299.54
B118ADCC-541E-4BF8-81DD-6543E3E119EB,2024-05-04,Central,Household,Commercial,Compactor,Diesel,220.0,476.4,98.29,300,270,1,5980.2,42768.0,4155.3,3861.7,8.85,12.05,1,692.18,263.42
7725141B-9F60-48A3-B700-41C3F8E46AA6,2023-03-23,Central,Recyclable,DropOff,RecyclingTruck,CNG,220.0,574.3,72.2,167,150,3,6351.6,46607.0,1272.7,1303.2,21.05,79.52,1,722.3,137.17
31A3C076-E4A0-41E4-9184-C2DA851163B3,2022-01-27,North,Household,DropOff,Compactor,Diesel,220.0,538.5,110.9,145,147,1,1972.0,50788.0,1906.7,1692.2,6.3,19.39,0,736.45,297.2
558BEDD0-4F18-4E19-94D9-121849E56303,2024-06-29,Central,Recyclable,Curbside,RecyclingTruck,Electric,178.45,492.0,0.0,183,180,4,5869.3,67522.0,1108.5,1012.4,21.88,75.29,1,584.79,0.0
E92A1309-2520-416B-A9D8-D57B9C94C403,2023-02-14,North,Household,Curbside,Compactor,Diesel,220.0,555.9,84.29,48,45,1,1587.0,36518.0,832.9,867.6,9.41,11.08,4,785.96,225.88
84775F60-1DDE-4004-86E7-AB5E63C371E5,2021-04-06,South,Household,Curbside,Compactor,Diesel,126.9,345.9,55.16,150,138,2,3641.0,80552.0,2523.9,2679.0,0.0,25.41,0,460.7,147.83
F36D9770-7324-482F-87B3-6DA3CA7A5F3F,2021-04-11,South,Household,Curbside,Compactor,CNG,220.0,566.0,65.56,22,23,4,1067.2,30436.0,287.7,175.2,0.0,17.56,3,718.94,124.56
5762C06A-B692-4232-A6BF-8D1541A160EB,2024-11-22,South,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,601.6,90.11,64,67,1,1746.2,40107.0,503.0,526.8,23.62,72.76,0,767.26,241.51
3967A28B-0634-4B23-9F50-DA959C85E6F6,2022-07-14,West,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,506.0,82.53,52,53,3,1211.8,43865.0,345.1,327.7,15.43,72.14,2,751.95,221.18
7E80C3FD-AB37-4630-95F0-4D34F012E416,2022-08-12,Central,Construction,Commercial,Compactor,Diesel,150.41,534.9,78.4,672,595,4,9548.0,97887.0,33457.1,34514.7,3.58,45.38,2,676.63,210.11
7021BE71-930A-4DAB-AF00-1EACE6F7D011,2021-08-04,South,Household,DropOff,VacuumTruck,Diesel,164.57,415.3,75.65,120,104,2,2276.7,44977.0,1923.3,1946.7,2.63,26.43,1,615.05,202.74
34ED7D46-CCF5-4F19-8B56-E2FA43E940CD,2023-05-09,North,Household,Curbside,Compactor,CNG,220.0,471.3,88.21,93,90,1,2187.8,65846.0,1414.9,1418.6,5.02,9.03,0,653.64,167.59
4D4E6959-3189-4FD4-B543-C483379DDB11,2024-11-25,Central,Household,Curbside,VacuumTruck,Diesel,220.0,444.8,90.6,237,238,3,7875.3,132044.0,3147.3,3430.6,0.0,41.94,0,662.67,242.8
630EE15D-26E3-4AA2-AA35-88B568A9AECC,2021-10-31,North,Household,DropOff,Compactor,Diesel,220.0,612.8,115.79,96,89,1,1861.2,50400.0,1674.0,1708.3,4.97,8.16,4,847.93,310.33
3EC380BB-58B2-4C6A-9F33-A18607558EAD,2022-07-30,East,Organic,Curbside,Compactor,Diesel,220.0,585.1,101.63,106,107,2,2641.2,60378.0,1010.3,994.0,10.7,72.3,1,767.24,272.36
D761EDE5-B656-4CD9-8EE4-69D71A9C5563,2024-09-02,West,Household,Curbside,Compactor,CNG,220.0,564.4,94.84,53,49,1,1079.0,48424.0,691.9,743.6,5.37,11.33,1,705.79,180.2
0975EB6F-073B-40F2-BB83-2EF0C63E0F5C,2021-07-02,Central,Household,Curbside,Compactor,Diesel,220.0,585.2,98.24,171,164,2,5173.8,43009.0,2745.4,2432.2,1.29,8.43,0,758.05,263.29
19C40864-8800-49D0-9A2F-2D1CFDE1F52A,2022-07-17,East,Household,DropOff,Compactor,Diesel,220.0,597.6,94.24,66,63,3,3080.5,57185.0,813.4,765.0,1.12,15.56,3,814.54,252.56
8E695B81-1BA7-4AE3-941B-68659D519CCA,2023-10-15,West,Organic,Curbside,Compactor,Electric,220.0,429.8,0.0,55,55,1,1167.5,63913.0,494.5,489.7,20.19,58.58,0,504.86,0.0
E181E5EA-C2B8-436A-8159-A24672361909,2022-10-31,South,Household,Curbside,VacuumTruck,Diesel,220.0,443.6,81.46,55,53,1,1045.2,45547.0,608.4,538.5,0.0,13.58,0,656.93,218.32
2EC63F0D-BB18-48D4-A347-CC7017423F9A,2023-09-06,South,Organic,Curbside,Compactor,CNG,220.0,402.2,95.81,34,34,1,1276.5,55107.0,259.9,250.8,19.01,58.29,1,603.71,182.04
B59D3BFB-C6F6-4ED0-9EEF-BE35749D2C42,2022-05-05,West,Household,DropOff,Compactor,Diesel,220.0,499.4,106.23,47,44,2,1007.5,59397.0,512.7,495.9,10.66,11.5,2,733.55,284.69
F05F3D4E-E726-47FA-8943-5A7506424EDA,2021-09-05,Central,Organic,Curbside,Compactor,Electric,220.0,717.7,0.0,435,448,2,8502.4,71900.0,3436.1,3231.5,14.41,75.88,1,809.21,0.0
16E692C7-68D1-4CA1-A437-7EB076F4058F,2021-04-05,West,Household,Curbside,Compactor,Electric,220.0,513.1,0.0,103,100,2,2178.2,41720.0,1692.7,1629.7,3.68,20.66,0,598.22,0.0
F6A01740-1FE6-48E8-8328-58008B59C243,2023-08-17,South,Household,Curbside,Compactor,Diesel,220.0,557.6,104.72,63,55,1,1657.3,71060.0,827.9,787.0,0.0,18.74,3,778.54,280.64
18501BCF-586F-4DB9-B258-F31B9B025120,2023-07-29,Central,Household,Curbside,Compactor,Electric,182.01,526.0,0.0,306,286,2,6851.8,91177.0,3979.4,2976.0,0.0,27.89,1,606.15,0.0
7E9593BC-B608-426C-B234-C69B948DF4BD,2023-08-16,North,Hazardous,Commercial,VacuumTruck,Diesel,220.0,488.5,70.67,98,87,2,1639.4,67450.0,381.5,408.0,0.0,17.38,0,686.17,189.4
1648F962-8AE9-48A9-B448-0D1617EF88E9,2021-11-06,North,Construction,Commercial,FlatbedContainer,CNG,220.0,463.8,95.88,137,133,2,2824.7,29180.0,8503.7,8458.9,7.63,32.81,1,617.39,182.17
2B7D2BB7-C254-4C8F-85B8-61541310834F,2023-11-20,South,Household,Curbside,Compactor,Diesel,220.0,597.4,89.23,121,106,1,1844.0,40640.0,1708.8,1716.5,6.99,5.48,0,757.37,239.13
B9E15A53-4658-4E1A-AB5B-0FEDB913A726,2023-07-13,South,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,538.7,89.1,55,51,3,2047.6,49923.0,369.8,376.2,27.38,66.5,2,719.59,238.8
9973B5F2-8E7D-4D28-884A-843215920D94,2024-03-20,North,Recyclable,Curbside,RecyclingTruck,Electric,220.0,463.7,0.0,82,74,4,1748.9,67057.0,612.8,638.4,13.22,77.28,5,636.22,0.0
958A1D4E-EB18-4251-9159-C23932B192C6,2024-11-06,East,Household,Curbside,Compactor,Diesel,145.0,337.0,59.19,108,106,1,3100.5,86141.0,1402.6,1237.8,2.57,12.65,1,454.42,158.62
F802C603-77F7-4ABA-9425-5F507397E69D,2021-10-07,Central,Construction,DropOff,Compactor,CNG,220.0,604.5,92.55,247,233,2,4694.7,86356.0,13759.8,13756.2,0.89,52.86,2,765.06,175.85
9EC60348-F6D7-4F8E-B013-FEA94A34B2A4,2021-01-04,East,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,457.4,92.24,74,72,5,2650.9,60492.0,482.1,558.8,17.5,78.62,1,676.54,247.19
165DB2FE-0FB2-4D0B-8635-EB8463BC2B21,2022-09-18,South,Household,Curbside,Compactor,Diesel,164.81,354.6,64.54,86,85,1,2400.9,70052.0,1084.0,1118.2,0.08,25.65,0,515.82,172.96
A2285443-D533-47FE-A2E3-CE091ABC158D,2023-08-27,Central,Household,Curbside,Compactor,CNG,159.1,413.5,67.49,168,167,4,6392.1,60989.0,2130.8,2108.3,0.0,32.56,0,526.71,128.23
BB5279EB-7369-4C6B-8944-E3981F3DB7BE,2023-03-13,Central,Recyclable,DropOff,RecyclingTruck,CNG,220.0,560.9,59.87,262,241,1,5405.8,75704.0,1934.3,2143.7,21.86,88.04,1,707.24,113.75
9B4B8D18-C1C4-4F1D-91EF-E97D4EEE026E,2022-08-05,East,Household,Curbside,Compactor,Electric,220.0,418.7,0.0,98,96,1,2728.0,30627.0,1294.0,1362.0,1.65,12.28,0,506.34,0.0
6C5D0B86-4E5E-4B4F-AAA2-AF6EA78CD666,2021-06-16,Central,Organic,Curbside,VacuumTruck,Electric,220.0,512.3,0.0,282,244,1,7566.6,69396.0,3004.2,3102.1,11.85,78.01,2,644.73,0.0
FC000E50-EA49-455E-9393-E21231CC00F8,2024-01-21,East,Household,Commercial,VacuumTruck,Diesel,193.44,520.3,62.56,144,142,3,3207.9,65483.0,1990.0,2010.8,3.6,16.16,3,733.43,167.67
E7C41F1F-63C0-4D7F-A4EE-C4E96EFEF006,2023-07-28,Central,Recyclable,Curbside,RecyclingTruck,CNG,220.0,553.9,86.67,236,234,2,5409.0,85167.0,1416.9,1602.2,16.07,72.05,1,744.15,164.68
9540D9D1-F90A-4BBD-84FA-FCF6D44FF79F,2021-01-09,North,Organic,Curbside,VacuumTruck,Diesel,220.0,547.1,105.12,155,136,1,1658.6,63623.0,1648.2,1608.1,20.29,65.93,0,743.72,281.73
593E4052-3F38-4B64-985E-65ACF779A570,2023-01-29,North,Household,Curbside,Compactor,CNG,220.0,543.4,69.3,76,78,3,2289.2,71162.0,1093.4,1050.8,6.31,19.34,0,688.12,131.68
EACD7D33-E6C4-444E-AC0C-C7C55E210D4B,2024-01-22,South,Household,Curbside,Compactor,Diesel,220.0,581.0,112.68,73,64,2,1615.6,19490.0,1052.8,930.5,5.53,11.9,0,794.86,301.99
A92B0097-CBA7-4236-9CB4-C79F4755F493,2024-04-22,Central,Household,Commercial,Compactor,Diesel,215.96,575.2,109.78,574,577,2,8984.8,47224.0,9168.8,9184.6,9.9,19.84,1,792.53,294.2
F708DAB4-7543-4A8F-827A-861084F91154,2023-03-10,East,Household,DropOff,Compactor,Diesel,161.03,370.6,61.45,150,143,2,3130.3,49491.0,1920.5,2216.0,2.26,33.82,0,512.74,164.7
1E0815AC-5F90-465E-B390-548E28EE2B3D,2024-02-19,North,Construction,Commercial,FlatbedContainer,Diesel,220.0,440.9,118.49,158,145,1,2775.2,67849.0,9104.1,8109.0,10.54,26.91,1,725.65,317.56
0A3B253A-24FD-4CB8-A171-8B44FBED6E4D,2022-03-08,South,Hazardous,DropOff,VacuumTruck,Electric,220.0,598.6,0.0,157,136,3,3165.7,100528.0,663.4,662.9,0.0,33.32,0,677.14,0.0
3D520DFF-0032-480D-9165-7C1E5E5A87F7,2023-09-02,Central,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,432.8,92.12,184,166,1,7083.5,64928.0,1357.7,1442.0,24.15,66.92,2,698.45,246.89
6EDB4648-C9AE-4B97-B049-A4BFDF4A6BFF,2024-09-30,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,484.6,94.67,123,126,2,2335.4,45676.0,824.6,806.7,20.82,61.31,1,690.24,253.71
D445EA7D-7E49-4771-98FA-1BD28CE2FF1A,2023-06-24,South,Recyclable,Curbside,Compactor,Diesel,220.0,572.3,92.03,76,65,4,2583.2,34614.0,481.1,480.7,10.08,76.9,1,761.33,246.63
D753142F-523A-40A1-A2CA-7E12E05C62CB,2021-04-19,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,615.7,99.04,126,117,1,2106.0,58272.0,1087.0,953.9,25.14,54.06,0,805.29,265.42
DCA730C1-D2E8-49E6-ACBB-1BD174925DF2,2021-08-05,West,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,423.3,104.52,34,33,3,1428.7,36780.0,288.0,287.4,14.69,66.13,1,664.0,280.11
23DB22CE-D977-4E65-ACA8-3ACEB1F24376,2024-07-07,East,Organic,Curbside,Compactor,Diesel,220.0,558.2,103.09,128,134,3,2113.0,112048.0,1313.1,1397.5,13.4,80.22,3,793.67,276.29
C284FCD3-D987-432D-9D9E-794F1CCDE0F9,2024-02-13,North,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,449.3,106.32,41,39,2,1649.7,51181.0,342.2,338.4,20.2,88.04,1,648.55,284.94
5A50CB58-DF68-47BD-936B-B200BF34D869,2023-12-12,East,Construction,Commercial,FlatbedContainer,Diesel,220.0,433.1,72.27,53,53,3,1815.8,92478.0,2677.0,2333.9,0.67,41.55,0,637.26,193.68
D67579C2-0F19-49A8-BA6C-FE21736BE572,2024-09-25,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,421.2,118.41,76,72,3,2152.6,45953.0,599.7,340.5,12.59,81.72,1,683.22,317.33
51E7714E-4D5F-4D1A-8898-101E8842F7EF,2024-02-09,Central,Household,DropOff,Compactor,Diesel,101.6,369.9,45.46,442,392,2,9052.2,82044.0,6686.2,6163.1,0.0,17.47,2,491.75,121.84
3022B2F5-C981-4E8F-B351-B266753AB80D,2022-07-12,North,Household,Curbside,Compactor,Diesel,220.0,545.3,83.05,49,46,2,1340.8,70328.0,596.8,611.7,3.65,9.68,4,755.5,222.58
2E97FE6E-E65C-4B9F-8CE2-41D45A48DCF8,2024-09-08,East,Recyclable,DropOff,RecyclingTruck,Diesel,220.0,494.4,105.37,171,166,2,2672.0,63504.0,1074.1,1062.9,17.55,72.53,1,692.52,282.38
B2CEE27C-283D-40D1-A81F-F4486B57E518,2021-12-26,East,Construction,DropOff,FlatbedContainer,Electric,220.0,507.9,0.0,131,126,3,3914.1,63844.0,6695.4,7306.7,8.51,45.19,0,604.31,0.0
45834F56-FD50-4972-9D46-29FB16C0CC8A,2024-06-26,East,Household,Curbside,VacuumTruck,Diesel,220.0,487.0,81.19,208,208,2,4708.9,21786.0,2832.2,2770.6,6.54,22.63,2,724.84,217.6
A0DBA25C-DFF7-42BA-9500-E0EC670F0323,2024-06-14,East,Household,Curbside,Compactor,Diesel,189.9,418.8,75.99,115,101,4,4038.9,46312.0,1740.1,1879.7,0.0,30.98,0,602.25,203.65
BA0B3FB2-FA9B-4924-A053-D050F15670ED,2021-09-14,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,424.1,70.93,150,136,3,3138.5,69524.0,1181.4,1321.4,15.22,82.41,2,621.52,190.09
6AD928B1-CCBE-4F5D-BD93-7B6DDCC4EEEC,2024-11-28,South,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,570.4,86.01,69,68,2,2046.0,55054.0,464.2,428.5,19.74,77.09,2,749.71,230.52
3DA1761B-223D-4D28-B52E-140C7E710064,2023-11-25,Central,Household,Curbside,Compactor,Diesel,220.0,537.0,89.81,146,149,1,7342.8,45390.0,2265.1,2186.5,0.0,15.88,2,763.58,240.68
507CE66E-023F-4DAB-A32F-8780AD21F752,2024-11-04,South,Household,Curbside,Compactor,CNG,220.0,599.3,90.74,50,47,2,1100.2,76387.0,918.9,974.4,0.0,27.97,1,759.13,172.41
AD275146-49B4-4651-878E-591708B8FAEA,2024-04-21,South,Household,DropOff,Compactor,Diesel,220.0,422.3,119.84,113,105,3,2417.1,39144.0,1844.8,1945.8,1.76,28.28,5,697.67,321.16
C04C3EFF-295C-4046-8311-EFA6F10A918E,2022-06-20,South,Household,DropOff,Compactor,CNG,220.0,423.5,85.68,68,71,2,1776.4,38643.0,1272.9,1367.3,0.11,16.94,1,618.26,162.78
3B4E1E44-244F-4DD0-9C6B-17BBE381A79A,2022-03-03,North,Household,Curbside,Compactor,Electric,220.0,587.2,0.0,95,98,2,2040.3,51712.0,1634.2,1602.2,2.41,7.32,1,673.74,0.0
B8BF9ABC-BB07-446E-9A9D-6E971CBFAC45,2022-10-15,North,Recyclable,Curbside,RecyclingTruck,Diesel,220.0,555.4,83.1,45,40,3,1813.5,66003.0,283.8,295.1,16.27,71.51,2,771.72,222.7
