ID,Year_Birth,Education,Marital_Status,Income
1732,1987,Basic,Divorced,70002.6
1733,1964,Graduation,Married,98744.9
1734,1961,Graduation,Married,15816.7
1735,1952,Graduation,Married,74595.1
1736,1998,Graduation,Together,52105.2
1737,1958,Master,Together,77764.0
1738,1988,Master,Married,64487.1
1739,1975,Master,Single,51223.1
1740,1951,PhD,Together,65200.5
1741,1980,Graduation,Single,42116.9
1742,1958,Graduation,Together,34514.0
1743,1951,Graduation,Together,66217.3
1744,1948,Graduation,Together,33113.4
1745,1946,Graduation,Together,62847.5
1746,1967,Graduation,Divorced,50615.0
1747,1953,PhD,Married,3411.2
1748,1970,Master,Together,38512.4
1749,1991,2n Cycle,Together,56696.8
1750,1958,2n Cycle,Single,41880.0
1751,1997,PhD,Single,0.0
1752,1986,Graduation,Married,76415.0
1753,1955,PhD,Married,53387.5
1754,1992,Master,Together,58874.8
1755,1944,Graduation,Divorced,40534.5
1756,1974,Graduation,Single,60629.8
1757,1951,Basic,Single,86696.4
1758,1964,Graduation,Absurd,35298.5
1759,1991,PhD,Single,83340.3
1760,1998,PhD,Married,57971.3
1761,1960,Graduation,Together,32611.3
1762,1975,Graduation,Married,94247.8
1763,1992,Graduation,Single,57832.8
1764,1962,Graduation,Single,63529.6
1765,1955,Graduation,Single,44613.0
1766,1996,Basic,Together,34073.5
1767,1978,Graduation,Married,53356.3
1768,1984,PhD,Married,81629.3
1769,1992,Graduation,Together,43806.8
1770,1981,2n Cycle,Divorced,49465.0
1771,1997,Graduation,Single,79126.6
1772,1978,Graduation,Married,43993.5
1773,1953,Basic,Together,60205.5
1774,1970,Basic,Married,67547.0
1775,1997,Graduation,Married,46064.4
1776,1944,Basic,Together,56196.8
1777,1974,Graduation,Divorced,63222.1
1778,1962,Graduation,Divorced,41981.7
1779,1968,Graduation,Together,66315.3
1780,1982,Graduation,Together,39060.3
1781,1950,Master,Married,36498.2
1782,1957,Graduation,Together,19459.2
1783,1986,Graduation,Married,39930.8
1784,1951,Master,Single,33689.9
1785,1948,Master,Together,41982.5
1786,1949,Graduation,Together,62239.9
1787,1997,PhD,Married,15486.5
1788,1983,Graduation,Widow,10506.6
1789,1956,Master,Single,35018.4
1790,1977,Master,Married,59224.6
1791,1946,2n Cycle,Single,55777.3
1792,1985,Graduation,Together,34698.8
1793,1952,Graduation,Together,73388.2
1794,1979,Graduation,Married,36831.8
1795,1981,Graduation,Together,59249.1
1796,1948,Graduation,Married,42744.3
1797,1989,2n Cycle,Together,32624.5
1798,1966,Graduation,Married,37898.7
1799,1997,Graduation,Married,64680.0
1800,1941,Master,Widow,57220.5
1801,1944,Graduation,Married,69362.1
1802,1968,Master,Single,57219.7
1803,1976,Graduation,Together,17776.6
1804,1977,Graduation,Absurd,92288.3
1805,1958,Graduation,Married,57503.4
1806,1947,Graduation,Single,60293.4
1807,1987,2n Cycle,Married,42463.2
1808,1984,Graduation,Married,72263.6
1809,1940,PhD,Single,28137.8
1810,1961,Graduation,Together,62196.6
1811,1991,Graduation,YOLO,8407.3
1812,1956,Basic,Married,63544.2
1813,1946,Graduation,Married,28409.0
1814,1964,Master,Married,55539.9
1815,1984,2n Cycle,Single,77146.8
1816,1943,PhD,Divorced,66454.3
1817,1975,2n Cycle,Married,74487.6
1818,1945,Graduation,Married,72417.0
1819,1999,Graduation,Together,39514.3
1820,1970,Graduation,Married,61966.6
1821,1958,Master,Together,15501.7
1822,1983,2n Cycle,Single,36261.3
1823,1993,Graduation,Divorced,77853.1
1824,1978,Master,Widow,42299.3
1825,1966,Graduation,Together,12640.0
1826,1949,PhD,Absurd,90274.0
1827,1965,Graduation,Single,61245.0
1828,1958,2n Cycle,Married,65289.6
1829,1978,PhD,Together,30390.6
1830,1942,Graduation,Together,55681.1
1831,1984,Graduation,Married,55151.5
1832,1952,Graduation,Married,33570.3
1833,1989,Graduation,Single,46603.6
1834,1967,Graduation,Married,19990.6
1835,1997,Basic,Single,43065.8
1836,1959,PhD,Together,69476.9
1837,1967,PhD,Married,
1838,1947,Graduation,Single,88146.0
1839,1980,Basic,Together,21278.2
1840,1978,Master,Together,
1841,1940,Graduation,Divorced,36871.4
1842,1942,Master,Together,46396.4
1843,1952,PhD,Married,77429.5
1844,1967,Graduation,Divorced,30310.9
1845,1996,Graduation,Married,40974.6
1846,1999,Graduation,Single,63090.1
1847,1988,Graduation,Together,51863.2
1848,1964,2n Cycle,Widow,53503.5
1849,1995,Basic,Married,30694.5
1850,1972,Master,Married,48568.3
1851,1977,Graduation,Single,72631.6
1852,1992,Graduation,Single,17809.6
1853,1945,Master,Married,36053.8
1854,1997,PhD,Together,13689.2
1855,1983,Graduation,Single,60739.5
1856,1984,PhD,Widow,74509.4
1857,1971,Basic,Together,46331.8
1858,1984,Graduation,Together,29889.6
1859,1986,Graduation,Divorced,30475.1
1860,1960,Master,Single,44058.9
1861,1955,Graduation,Married,43982.6
1862,1993,Graduation,Together,68236.6
1863,1960,Graduation,Divorced,36622.5
1864,1950,Graduation,Together,58701.6
1865,1999,Master,Married,43890.6
1866,1976,PhD,Widow,35104.9
1867,1975,Graduation,Single,43392.5
1868,1974,Basic,Divorced,56730.8
1869,1958,Basic,Absurd,68298.7
1870,1959,Basic,Single,44960.5
1871,1996,Graduation,Together,25921.2
1872,1957,Graduation,Single,69994.3
1873,1986,2n Cycle,Married,32036.6
1874,1980,Master,Married,55216.5
1875,1988,Graduation,Together,
1876,1953,Graduation,Widow,46828.6
1877,1954,Graduation,Together,40260.5
1878,1970,2n Cycle,Married,62403.0
1879,1940,PhD,Divorced,0.0
1880,1992,Graduation,Absurd,72729.4
1881,1993,Graduation,Single,31749.8
1882,1993,Master,YOLO,58159.1
1883,1942,Basic,Single,57100.5
1884,1955,Graduation,Divorced,75499.5
1885,1962,Master,Married,53955.0
1886,1996,2n Cycle,Single,33417.8
1887,1950,Graduation,Married,17904.9
1888,1951,PhD,Together,43023.9
1889,1949,Graduation,Married,10836.5
1890,1971,Master,Single,37430.3
1891,1955,PhD,Together,44147.4
1892,1947,PhD,Widow,36201.7
1893,1977,Master,Married,50835.5
1894,1951,Graduation,Married,45277.9
1895,1963,2n Cycle,Married,43446.3
1896,1967,PhD,Single,1517.0
1897,1992,Graduation,Divorced,24105.9
1898,1947,Master,Divorced,62853.1
1899,1997,Master,Together,66085.1
1900,1967,Graduation,Married,13224.5
1901,1975,Basic,Together,33705.6
1902,1965,2n Cycle,Together,71439.3
1903,1947,Graduation,Divorced,35639.2
1904,1997,2n Cycle,Together,47770.2
1905,1999,Graduation,Together,78836.1
1906,1989,Graduation,Together,42768.5
1907,1967,Graduation,Married,39905.6
1908,1967,Basic,Absurd,46859.3
1909,1976,Master,Married,87068.2
1910,1980,Graduation,Together,58924.0
1911,1975,Graduation,Married,50381.6
1912,1966,PhD,Together,39512.8
1913,1993,Graduation,Together,60776.3
1914,1956,Basic,Single,63194.0
1915,1948,Basic,Single,28536.4
1916,1972,PhD,Together,63732.6
1917,1992,2n Cycle,Together,46977.0
1918,1959,Graduation,Married,50496.0
1919,1952,2n Cycle,Married,32314.2
1920,1967,Master,Together,42000.4
1921,1987,PhD,Single,29397.2
1922,1968,Graduation,Married,28435.6
1923,1952,Basic,Single,57541.8
1924,1985,Graduation,Single,42897.7
1925,1974,Graduation,Married,24007.2
1926,1945,Graduation,Married,93541.1
1927,1957,PhD,Single,27506.9
1928,1990,PhD,Married,71842.1
1929,1944,Master,Married,20470.7
1930,1986,Basic,Married,59130.0
1931,1964,Graduation,Married,44988.8
1932,1941,Master,Divorced,37418.9
1933,1949,Graduation,Single,53934.8
1934,1995,Basic,Married,51245.2
1935,1969,Basic,Single,33750.7
1936,1989,PhD,Single,32845.2
1937,1998,Master,Together,18521.7
1938,1984,Graduation,Together,56111.3
1939,1944,Graduation,Divorced,24923.9
1940,1994,Basic,Together,50079.5
1941,1995,Graduation,Absurd,61849.6
1942,1972,Graduation,Single,54161.1
1943,1993,Graduation,Single,35537.4
1944,1940,Basic,Single,68176.2
1945,1957,Graduation,Single,41840.6
1946,1971,Graduation,Married,23316.8
1947,1986,Master,Together,44325.4
1948,1988,Basic,Single,61735.9
1949,1950,Graduation,Widow,36511.7
1950,1960,Graduation,Divorced,67563.6
1951,1965,Graduation,Married,34593.5
1952,1964,Graduation,Single,37315.7
1953,1961,Graduation,Single,29078.4
1954,1998,Master,Single,63674.2
1955,1966,Master,Single,48935.1
1956,1988,PhD,Married,30404.8
1957,1952,Graduation,Married,42075.8
1958,1972,Basic,Married,0.0
1959,1973,Graduation,YOLO,65559.4
1960,1980,2n Cycle,Together,46585.1
1961,1974,PhD,Widow,1875.2
1962,1940,Graduation,Single,20866.4
1963,1960,Master,Married,41568.1
1964,1987,Graduation,Together,23716.6
1965,1994,Master,Single,65867.0
1966,1945,Graduation,Single,58371.5
1967,1967,Graduation,Together,57190.7
1968,1956,Basic,Together,0.0
1969,1944,Graduation,Married,39490.8
1970,1970,Basic,Married,36047.7
1971,1944,Graduation,Married,30918.9
1972,1977,PhD,Single,41696.5
1973,1942,Master,Married,27475.2
1974,1992,PhD,Single,54304.4
1975,1962,Graduation,Single,65331.0
1976,1976,Graduation,Absurd,63607.7
1977,1992,Graduation,Together,47241.8
1978,1976,Graduation,Together,89984.8
1979,1949,Master,Married,72799.5
1980,1949,2n Cycle,Married,47968.8
1981,1958,Basic,Married,40354.6
1982,1956,Master,Single,76760.5
1983,1960,Master,Single,70151.6
1984,1953,Master,Together,21791.5
1985,1948,Graduation,Together,71716.4
1986,1985,2n Cycle,Married,46912.5
1987,1940,Master,Married,32781.8
1988,1990,PhD,Widow,10415.9
1989,1984,Graduation,Single,44621.7
1990,1952,Graduation,Married,49755.4
1991,1943,Graduation,Married,81746.6
1992,1940,Basic,Together,69144.7
1993,1988,PhD,YOLO,38342.3
1994,1979,Graduation,Married,57786.8
1995,1971,2n Cycle,Divorced,66525.0
1996,1973,Graduation,Divorced,51719.1
1997,1967,Graduation,Married,38256.9
1998,1970,Graduation,Married,39356.6
1999,1947,Master,Married,57709.5
2000,1978,2n Cycle,Absurd,58259.6
2001,1965,Graduation,Single,
2002,1997,Basic,Together,0.0
2003,1973,Graduation,Married,24189.5
2004,1993,2n Cycle,Together,62393.8
2005,1993,Master,Married,7383.2
2006,1942,Basic,Together,73683.6
2007,1998,Graduation,Divorced,70723.1
2008,1989,2n Cycle,Divorced,50821.9
2009,1951,Master,Divorced,61958.6
2010,1940,Graduation,Single,60575.5
2011,1993,Basic,Together,47662.5
2012,1983,Graduation,Single,22522.2
2013,1944,Basic,Married,69345.5
2014,1969,Graduation,Married,78144.6
2015,1969,Master,Married,25828.2
2016,1998,PhD,Married,21774.9
2017,1996,Graduation,YOLO,47264.1
2018,1956,Graduation,Single,37475.5
2019,1987,Graduation,Together,52899.0
2020,1986,Graduation,Married,74159.9
2021,1962,Graduation,Single,5086.6
2022,1954,PhD,Single,81625.4
2023,1976,Graduation,Widow,41866.6
2024,1960,Graduation,Divorced,60235.6
2025,1953,Master,Widow,62374.5
2026,1941,Graduation,YOLO,64706.8
2027,1950,2n Cycle,Married,51238.2
2028,1990,Basic,Married,
2029,1978,Master,Together,55780.4
2030,1977,PhD,Married,37394.3
2031,1999,Basic,Married,14838.9
2032,1973,Graduation,Married,25616.3
2033,1977,Graduation,Together,47915.2
2034,1989,Graduation,Together,34263.9
2035,1973,Master,Single,34310.1
2036,1957,Graduation,Married,85985.0
2037,1969,PhD,Together,67177.9
2038,1954,2n Cycle,Together,44958.5
2039,1966,Basic,Married,63440.7
2040,1990,PhD,Together,41594.6
2041,1973,Graduation,Single,52214.5
2042,1991,Basic,Married,58832.6
2043,1996,PhD,Together,41647.9
2044,1977,Graduation,Together,36295.0
2045,1972,Graduation,Married,74478.6
2046,1963,2n Cycle,Together,62282.3
2047,1954,Master,Together,4907.8
2048,1999,Basic,Together,36637.3
2049,1969,Basic,Together,34374.6
2050,1994,PhD,Together,37577.2
2051,1981,PhD,Married,67248.0
2052,1990,Graduation,Single,50384.1
2053,1956,Graduation,Married,22207.4
2054,1944,Graduation,Married,42335.7
2055,1968,Master,Together,60834.8
2056,1943,PhD,Married,45607.1
2057,1949,Basic,Married,37106.5
2058,1995,Graduation,Single,56624.4
2059,1956,PhD,Married,82363.8
2060,1949,PhD,Married,59228.5
2061,1956,PhD,Together,76018.8
2062,1999,Master,Single,38447.7
2063,1959,Graduation,Together,49832.8
2064,1963,PhD,Widow,49429.0
2065,1944,Graduation,Single,52373.6
2066,1973,Graduation,Married,58810.4
2067,1945,Graduation,Single,31620.6
2068,1992,Master,Together,62946.7
2069,1941,2n Cycle,Together,17442.3
2070,1952,PhD,Married,23284.9
2071,1982,Master,Married,92712.5
2072,1982,PhD,Divorced,39797.6
2073,1987,PhD,Single,64590.4
2074,1950,Graduation,Single,83965.8
2075,1990,Graduation,Divorced,3710.9
2076,1986,Graduation,Together,72524.9
2077,1996,Graduation,Divorced,62978.9
2078,1962,Graduation,Together,82807.9
2079,1994,Graduation,Divorced,26369.5
2080,1955,Graduation,Married,79025.1
2081,1970,2n Cycle,Together,35211.7
2082,1950,Graduation,Widow,71095.6
2083,1993,Graduation,Together,49279.6
2084,1955,Graduation,Single,65415.4
2085,1947,PhD,Married,50977.4
2086,1943,Graduation,Single,13212.0
2087,1979,Graduation,Married,0.0
2088,1943,PhD,Married,54198.3
2089,1995,Graduation,Together,44725.3
2090,1964,Graduation,Together,57964.4
2091,1942,Graduation,Married,44956.9
2092,1971,Graduation,Together,90361.5
2093,1942,Graduation,Single,54610.7
2094,1966,Graduation,Single,41061.0
2095,1968,Basic,Single,56747.3
2096,1971,PhD,Married,41426.5
2097,1989,PhD,Married,51858.6
2098,1997,Graduation,Married,25650.4
2099,1990,2n Cycle,Married,49828.3
2100,1958,Graduation,Divorced,40443.0
2101,1960,Graduation,Single,27545.3
2102,1944,PhD,Together,89514.7
2103,1957,Graduation,Together,28325.3
2104,1967,Graduation,Together,50139.3
2105,1981,PhD,Widow,33943.8
2106,1961,Basic,Single,55940.8
2107,1960,Graduation,Single,24512.3
2108,1945,Master,Divorced,66807.1
2109,1940,2n Cycle,Married,90723.1
2110,1944,Graduation,Together,33209.2
2111,1980,Graduation,Together,74339.4
2112,1951,Graduation,Together,42362.4
2113,1965,Graduation,Widow,
2114,1985,Graduation,YOLO,93770.0
2115,1973,2n Cycle,Together,45325.9
2116,1988,Master,Married,19594.7
2117,1953,PhD,Divorced,68961.7
2118,1965,Graduation,Single,54488.3
2119,1984,Basic,Married,60035.8
2120,1966,2n Cycle,Divorced,43203.1
2121,1948,Basic,Married,32310.1
2122,1965,Graduation,Married,73207.0
2123,1996,PhD,Single,56395.8
2124,1986,Graduation,Divorced,21128.9
2125,1996,Graduation,Married,63737.5
2126,1961,Graduation,Together,59723.4
2127,1986,PhD,Married,43494.0
2128,1995,Master,Together,82396.3
2129,1969,Graduation,Together,37636.5
2130,1982,Graduation,Married,46620.3
2131,1987,Graduation,Married,65373.0
2132,1956,Graduation,Married,
2133,1965,Graduation,Absurd,22311.5
2134,1975,Graduation,Together,53676.0
2135,1940,Master,Widow,41712.2
2136,1947,Graduation,Married,67139.9
2137,1988,Graduation,Together,53024.4
2138,1974,Graduation,Together,51890.2
2139,1991,2n Cycle,Together,29035.0
2140,1954,Master,Absurd,45399.5
2141,1986,Master,Married,69402.0
2142,1995,Graduation,Single,34469.3
2143,1961,PhD,Together,49349.0
2144,1953,Graduation,Together,31271.1
2145,1965,PhD,Together,26323.1
2146,1967,2n Cycle,Married,48302.8
2147,1962,PhD,Married,53476.0
2148,1953,Basic,Married,89877.3
2149,1963,Master,Married,40890.8
2150,1941,Graduation,Together,48996.6
2151,1984,2n Cycle,Together,24998.5
2152,1965,Graduation,Married,62244.8
2153,1953,PhD,Married,57961.9
2154,1998,Graduation,Married,79767.9
2155,1995,Graduation,Single,72232.4
2156,1990,Graduation,Together,57028.1
2157,1946,Graduation,Widow,40598.6
2158,1942,Graduation,Married,54093.4
2159,1986,PhD,Together,47779.7
2160,1962,Graduation,Divorced,69068.0
2161,1985,Graduation,Divorced,66524.6
2162,1982,PhD,Single,44071.7
2163,1986,Graduation,Absurd,20760.1
2164,1999,Master,Married,76667.7
2165,1984,Master,Married,61637.5
2166,1957,Basic,Single,43610.2
2167,1997,Master,Married,60857.5
2168,1977,Graduation,Single,51497.2
2169,1974,Master,Married,76372.4
2170,1990,Graduation,Married,11404.4
2171,1954,Graduation,Divorced,42056.2
2172,1964,Master,Divorced,81981.1
2173,1994,Graduation,Married,61264.0
2175,1976,Master,Divorced,85452.1
2176,1967,Basic,Divorced,25563.9
2177,1949,Basic,Together,71443.9
2178,1978,2n Cycle,Single,70244.5
2179,1996,Graduation,Together,16365.4
2180,1956,Graduation,Widow,44090.0
2181,1978,PhD,Together,47869.4
2182,1961,Graduation,Married,17608.9
2183,1965,PhD,Married,44508.0
2184,1983,Master,Together,67463.7
2185,1964,Master,Married,42181.5
2186,1956,Graduation,Single,54842.7
2187,1952,Graduation,Married,54987.4
2188,1959,Graduation,Divorced,49757.1
2189,1964,Graduation,Divorced,35896.4
2190,1943,Basic,Single,63176.3
2191,1949,Graduation,Absurd,18259.3
2192,1942,Graduation,Married,50171.8
2193,1980,Graduation,Together,77709.7
2194,1984,PhD,Together,41052.5
2195,1957,PhD,Divorced,35453.6
2196,1986,Graduation,Widow,64510.3
2197,1975,Graduation,Married,53268.6
2198,1986,Graduation,Divorced,64908.9
2199,1961,Graduation,Single,50770.0
2200,1973,Master,Together,2234.2
2201,1986,PhD,Together,73598.3
2202,1947,Graduation,Together,91400.5
2203,1979,Graduation,Married,75680.8
2204,1988,2n Cycle,Divorced,0.0
2205,1983,Graduation,Single,59021.8
2206,1958,Master,Single,40665.1
2207,1981,Graduation,Together,28315.1
2208,1980,Graduation,Married,52454.6
2209,1976,Graduation,Divorced,47021.1
2210,1945,PhD,Married,60173.2
2211,1991,2n Cycle,Single,51131.6
2212,1965,Graduation,Divorced,27583.8
2213,1973,Graduation,Married,38468.0
2214,1998,Graduation,Single,35240.8
2215,1995,Graduation,Together,15670.3
2216,1998,Graduation,Married,22567.1
2217,1984,Graduation,Together,45778.6
2218,1945,Master,Married,78475.1
2219,1976,Graduation,Divorced,39288.9
2220,1996,Graduation,Divorced,34851.4
2221,1972,2n Cycle,Together,26374.3
2222,1992,Graduation,Single,50610.7
2223,1961,2n Cycle,Divorced,73585.2
2224,1960,Graduation,Together,90053.7
2225,1945,Basic,Together,55708.0
2226,1945,PhD,Married,52799.9
2227,1994,Basic,Divorced,39130.5
2228,1987,2n Cycle,Together,42468.7
2229,1943,Graduation,Single,62583.5
2230,1969,2n Cycle,Married,43702.5
2231,1950,Graduation,Divorced,46754.4
2232,1969,Graduation,Single,49493.1
2233,1970,Graduation,Absurd,38183.4
2234,1963,PhD,Together,48500.4
2235,1994,Graduation,Together,9611.9
2236,1948,PhD,Married,60976.7
2237,1994,PhD,Married,97035.4
2238,1942,Master,Widow,38959.1
2239,1990,Basic,Married,57476.7
2240,1970,Graduation,Together,67031.5
2241,1979,Graduation,Married,75604.3
2242,1976,Graduation,Single,44713.6
2243,1975,Graduation,Single,13933.7
2244,1963,Graduation,Married,55344.6
2245,1970,Graduation,Absurd,52572.6
2246,1945,Graduation,Married,43086.7
2247,1941,2n Cycle,Married,47329.8
2248,1959,PhD,Married,52873.6
2249,1967,Graduation,Married,57235.2
2250,1950,PhD,Married,56396.2
2251,1943,Graduation,Divorced,45646.3
2252,1954,Graduation,Married,57685.6
2253,1945,PhD,Married,
2254,1993,Graduation,Single,62840.5
2255,1988,Graduation,YOLO,37451.1
2256,1969,2n Cycle,Married,51461.2
2257,1995,Basic,Single,17525.2
2258,1977,PhD,Together,42601.8
2259,1990,PhD,Together,61349.8
2260,1996,PhD,Married,29325.3
2261,1941,Graduation,Married,43598.0
2262,1954,Graduation,Together,1898.6
2263,1950,Graduation,Single,22638.5
2264,1947,Graduation,Divorced,27870.5
2265,1965,PhD,Together,52035.0
2266,1990,Graduation,Married,56668.2
2267,1984,2n Cycle,Married,48878.9
2268,1983,2n Cycle,Married,42348.1
2269,1944,Master,Together,42418.0
2270,1945,PhD,Married,64320.9
2271,1965,Basic,Married,54256.4
2272,1993,Graduation,Together,43321.1
2273,1943,Master,YOLO,75866.0
2274,1958,Graduation,Married,88999.5
2275,1959,Master,Widow,25085.2
2276,1972,Graduation,Married,60450.2
2277,1959,Basic,Single,111797.8
2278,1988,2n Cycle,Married,55604.1
2279,1951,Graduation,Married,52308.9
2280,1986,Graduation,Married,48885.3
2281,1940,2n Cycle,Single,59803.6
2282,1965,Graduation,Widow,65098.0
2283,1953,Basic,Divorced,25104.7
2284,1977,PhD,Together,49470.3
2285,1976,Graduation,Single,4610.0
2286,1950,Graduation,Single,45813.7
2287,1975,Graduation,Single,31946.2
2288,1952,Master,Together,56783.6
2289,1982,Graduation,Widow,16872.4
2290,1942,PhD,Married,39753.7
2291,1972,Graduation,Single,69330.9
2292,1945,PhD,Married,36473.3
2293,1989,Basic,Married,11901.3
2294,1995,2n Cycle,Married,55150.7
2295,1949,Graduation,Together,38269.4
2296,1944,Basic,Together,46282.3
2297,1962,Master,Single,35402.6
2298,1949,PhD,Single,89487.9
2299,1983,2n Cycle,YOLO,18838.5
2300,1941,Graduation,Married,106669.9
2301,1952,Graduation,Single,42187.3
2302,1979,Basic,Single,53668.9
2303,1941,Graduation,Single,38504.1
2304,1959,Basic,Married,37667.3
2305,1940,Basic,Divorced,34303.4
2306,1976,Graduation,Married,62025.2
2307,1948,Basic,Married,21784.0
2308,1956,Graduation,Together,57282.2
2309,1948,PhD,Married,6310.1
2310,1950,PhD,Divorced,55470.6
2311,1954,2n Cycle,Divorced,66982.9
2312,1963,Graduation,Single,24509.6
2313,1977,Graduation,Together,63574.9
2314,1994,Master,Married,51027.7
2315,1974,Master,YOLO,81968.5
2316,1969,Master,Married,32895.9
2317,1970,Graduation,YOLO,
2318,1988,Graduation,Together,2184.4
2319,1944,Graduation,Married,43409.9
2320,1999,Basic,Married,16028.6
2321,1983,Graduation,YOLO,87021.1
2322,1989,Graduation,Divorced,44766.0
2323,1953,2n Cycle,Single,46566.3
2324,1992,Graduation,Together,58864.8
2325,1995,2n Cycle,Married,49903.9
2326,1950,Master,Single,38124.8
2327,1948,Basic,Married,24867.1
2328,1973,Graduation,Married,53370.3
2329,1951,Graduation,Divorced,57576.7
2330,1974,Master,Married,63907.5
2331,1974,Basic,Divorced,88254.5
2332,1940,Master,Single,6524.6
2333,1979,Graduation,Married,48645.7
2334,1961,Master,Married,73834.8
2335,1999,Master,Married,47509.6
2336,1968,Master,Single,3236.6
2337,1947,Master,Single,24179.2
2338,1950,Basic,Together,56571.4
2339,1980,PhD,Married,55843.9
2340,1976,Graduation,Married,63450.4
2341,1953,Graduation,Married,34379.8
2342,1999,Graduation,Divorced,55197.7
2343,1969,Graduation,Widow,31082.7
2344,1974,Graduation,Married,55199.2
2345,1960,Graduation,Married,51064.2
2346,1976,Graduation,Single,33582.8
2347,1944,Graduation,Absurd,81163.7
2348,1958,Basic,Single,15887.3
2349,1998,2n Cycle,Married,47167.6
2350,1953,Graduation,Married,33141.9
2351,1965,2n Cycle,Married,86684.0
2352,1943,PhD,Single,61968.0
2353,1964,Graduation,Together,37013.8
2354,1984,Graduation,Single,44405.7
2355,1981,PhD,Together,87225.1
2356,1964,Master,Single,31074.5
2357,1957,Master,Single,14711.0
2358,1979,Graduation,Widow,55820.1
2359,1947,Graduation,Single,56272.8
2360,1978,Graduation,Divorced,63320.7
2361,1979,Graduation,Married,63452.5
2362,1953,Graduation,Single,85414.1
2363,1971,Graduation,Absurd,15637.3
2364,1990,Basic,Married,25943.9
2365,1977,2n Cycle,Divorced,63244.1
2366,1972,Graduation,Single,27887.5
2367,1962,2n Cycle,Divorced,20868.2
2368,1954,Graduation,Single,87316.9
2369,1972,Graduation,Married,17601.2
2370,1964,Graduation,Together,42974.6
2371,1956,PhD,Widow,48812.7
2372,1972,2n Cycle,Widow,76182.7
2373,1986,PhD,Divorced,12623.9
2374,1994,Graduation,Divorced,58309.5
2375,1941,PhD,Single,32192.5
2376,1953,Graduation,Married,62552.2
2377,1992,Basic,Married,31863.8
2378,1979,PhD,Married,81446.1
2379,1979,Graduation,Married,31980.6
2380,1990,PhD,Married,760.4
2381,1978,PhD,Single,34223.0
2382,1990,Graduation,Together,44774.0
2383,1945,Master,Single,71647.1
2384,1945,Graduation,Married,24831.7
2385,1942,Master,Married,25227.1
2386,1946,Basic,Together,69211.6
2387,1990,Basic,Together,22495.5
2388,1947,PhD,Together,46420.3
2389,1981,PhD,Single,
2390,1991,Graduation,Married,54351.6
2391,1954,Master,Single,35003.0
2392,1986,Graduation,Married,31460.1
2393,1968,Graduation,Married,56697.9
2394,1972,Graduation,Single,32080.1
2395,1991,Graduation,Married,22800.6
2396,1969,PhD,Absurd,74556.0
2397,1978,Graduation,Absurd,59761.9
2398,1966,Master,Married,85350.0
2399,1975,Graduation,Single,65679.4
2400,1968,Graduation,Single,24637.1
2401,1977,PhD,Married,51927.4
2402,1996,Graduation,Widow,29687.4
2403,1972,Graduation,Single,16967.8
2404,1976,Master,Together,41056.0
2405,1966,Graduation,Single,69630.7
2406,1994,Basic,YOLO,55498.3
2407,1972,Graduation,Married,22182.1
2408,1943,Graduation,Together,40353.2
2409,1961,Master,Married,47142.7
2410,1941,Graduation,Together,16217.8
2411,1949,Graduation,Single,64263.4
2412,1944,Graduation,Single,45425.3
2413,1998,Graduation,Widow,22188.1
2414,1949,Basic,Widow,21056.5
2415,1972,Graduation,Divorced,72013.3
2416,1993,Master,Together,42383.7
2417,1977,Basic,Divorced,73807.0
2418,1952,Graduation,Single,81443.1
2419,1970,2n Cycle,Married,70449.0
2420,1986,Graduation,Married,39331.4
2421,1975,2n Cycle,Together,43.1
2422,1984,Graduation,Married,56259.9
2423,1963,Master,Single,91831.5
2424,1991,Graduation,Together,49292.2
2425,1995,Graduation,Divorced,10203.7
2426,1954,PhD,Married,36502.4
2427,1968,Master,Single,46325.3
2428,1947,Graduation,Single,28040.2
2429,1944,Graduation,Married,0.0
2430,1968,Master,Married,48043.0
2431,1986,Master,Together,34302.5
2432,1943,2n Cycle,Together,85453.8
2433,1951,Master,Together,52020.7
2434,1984,2n Cycle,Married,59391.6
2435,1941,Master,Divorced,47618.3
2436,1966,Graduation,Married,51874.7
2437,1970,Graduation,Married,16954.0
2438,1990,Master,Divorced,29196.7
2439,1990,PhD,Single,71772.3
2440,1975,Graduation,Single,54189.2
2441,1975,Graduation,Divorced,42029.9
2442,1965,2n Cycle,Married,59723.4
2443,1982,PhD,Together,60117.2
2444,1966,Graduation,Single,89817.9
2445,1944,Graduation,Together,53261.3
2446,1959,Graduation,Married,28749.8
2447,1950,Graduation,Single,47686.1
2448,1949,Graduation,Together,62151.3
2449,1979,Graduation,Married,69913.2
2450,1977,Master,Married,17699.4
2451,1945,Graduation,Single,55074.1
2452,1947,Basic,Single,32054.9
2453,1962,Basic,Married,38667.4
2454,1986,Graduation,Single,66916.8
2455,1965,Master,Widow,64925.0
2456,1985,Graduation,Single,36437.0
2457,1982,Basic,Married,46843.2
2458,1951,Graduation,Single,39278.4
2459,1965,Master,Married,107834.1
2460,1952,PhD,Widow,55567.2
2461,1979,Graduation,Single,33210.4
2462,1957,Graduation,Absurd,76443.3
2463,1964,Master,Married,77149.2
2464,1972,Master,Together,85833.4
2465,1986,Graduation,Married,91759.9
2466,1979,PhD,Divorced,64154.3
2467,1999,Graduation,Together,43003.0
2468,1982,Master,Married,45947.7
2469,1951,Graduation,Single,44158.5
2470,1983,Basic,Single,41924.9
2471,1975,Graduation,Widow,74798.7
