ID,Marital_Status,Income
2233,Absurd,38183.4
2234,Together,48500.4
2235,Together,9611.9
2236,Married,60976.7
2237,Married,97035.4
2238,Widow,38959.1
2239,Married,57476.7
2240,Together,67031.5
2241,Married,75604.3
2242,Single,44713.6
2243,Single,13933.7
2244,Married,55344.6
2245,Absurd,52572.6
2246,Married,43086.7
2247,Married,47329.8
2248,Married,52873.6
2249,Married,57235.2
2250,Married,56396.2
2251,Divorced,45646.3
2252,Married,57685.6
2253,Married,
2254,Single,62840.5
2255,YOLO,37451.1
2256,Married,51461.2
2257,Single,17525.2
2258,Together,42601.8
2259,Together,61349.8
2260,Married,29325.3
2261,Married,43598.0
2262,Together,1898.6
2263,Single,22638.5
2264,Divorced,27870.5
2265,Together,52035.0
2266,Married,56668.2
2267,Married,48878.9
2268,Married,42348.1
2269,Together,42418.0
2270,Married,64320.9
2271,Married,54256.4
2272,Together,43321.1
2273,YOLO,75866.0
2274,Married,88999.5
2275,Widow,25085.2
2276,Married,60450.2
2277,Single,111797.8
2278,Married,55604.1
2279,Married,52308.9
2280,Married,48885.3
2281,Single,59803.6
2282,Widow,65098.0
2283,Divorced,25104.7
2284,Together,49470.3
2285,Single,4610.0
2286,Single,45813.7
2287,Single,31946.2
2288,Together,56783.6
2289,Widow,16872.4
2290,Married,39753.7
2291,Single,69330.9
2292,Married,36473.3
2293,Married,11901.3
2294,Married,55150.7
2295,Together,38269.4
2296,Together,46282.3
2297,Single,35402.6
2298,Single,89487.9
2299,YOLO,18838.5
2300,Married,106669.9
2301,Single,42187.3
2302,Single,53668.9
2303,Single,38504.1
2304,Married,37667.3
2305,Divorced,34303.4
2306,Married,62025.2
2307,Married,21784.0
2308,Together,57282.2
2309,Married,6310.1
2310,Divorced,55470.6
2311,Divorced,66982.9
2312,Single,24509.6
2313,Together,63574.9
2314,Married,51027.7
2315,YOLO,81968.5
2316,Married,32895.9
2317,YOLO,
2318,Together,2184.4
2319,Married,43409.9
2320,Married,16028.6
2321,YOLO,87021.1
2322,Divorced,44766.0
2323,Single,46566.3
2324,Together,58864.8
2325,Married,49903.9
2326,Single,38124.8
2327,Married,24867.1
2328,Married,53370.3
2329,Divorced,57576.7
2330,Married,63907.5
2331,Divorced,88254.5
2332,Single,6524.6
2333,Married,48645.7
2334,Married,73834.8
2335,Married,47509.6
2336,Single,3236.6
2337,Single,24179.2
2338,Together,56571.4
2339,Married,55843.9
2340,Married,63450.4
2341,Married,34379.8
2342,Divorced,55197.7
2343,Widow,31082.7
2344,Married,55199.2
2345,Married,51064.2
2346,Single,33582.8
2347,Absurd,81163.7
2348,Single,15887.3
2349,Married,47167.6
2350,Married,33141.9
2351,Married,86684.0
2352,Single,61968.0
2353,Together,37013.8
2354,Single,44405.7
2355,Together,87225.1
2356,Single,31074.5
2357,Single,14711.0
2358,Widow,55820.1
2359,Single,56272.8
2360,Divorced,63320.7
2361,Married,63452.5
2362,Single,85414.1
2363,Absurd,15637.3
2364,Married,25943.9
2365,Divorced,63244.1
2366,Single,27887.5
2367,Divorced,20868.2
2368,Single,87316.9
2369,Married,17601.2
2370,Together,42974.6
2371,Widow,48812.7
2372,Widow,76182.7
2373,Divorced,12623.9
2374,Divorced,58309.5
2375,Single,32192.5
2376,Married,62552.2
2377,Married,31863.8
2378,Married,81446.1
2379,Married,31980.6
2380,Married,760.4
2381,Single,34223.0
2382,Together,44774.0
2383,Single,71647.1
2384,Married,24831.7
2385,Married,25227.1
2386,Together,69211.6
2387,Together,22495.5
2388,Together,46420.3
2389,Single,
2390,Married,54351.6
2391,Single,35003.0
2392,Married,31460.1
2393,Married,56697.9
2394,Single,32080.1
2395,Married,22800.6
2396,Absurd,74556.0
2397,Absurd,59761.9
2398,Married,85350.0
2399,Single,65679.4
2400,Single,24637.1
2401,Married,51927.4
2402,Widow,29687.4
2403,Single,16967.8
2404,Together,41056.0
2405,Single,69630.7
2406,YOLO,55498.3
2407,Married,22182.1
2408,Together,40353.2
2409,Married,47142.7
2410,Together,16217.8
2411,Single,64263.4
2412,Single,45425.3
2413,Widow,22188.1
2414,Widow,21056.5
2415,Divorced,72013.3
2416,Together,42383.7
2417,Divorced,73807.0
2418,Single,81443.1
2419,Married,70449.0
2420,Married,39331.4
2421,Together,43.1
2422,Married,56259.9
2423,Single,91831.5
2424,Together,49292.2
2425,Divorced,10203.7
2426,Married,36502.4
2427,Single,46325.3
2428,Single,28040.2
2429,Married,0.0
2430,Married,48043.0
2431,Together,34302.5
2432,Together,85453.8
2433,Together,52020.7
2434,Married,59391.6
2435,Divorced,47618.3
2436,Married,51874.7
2437,Married,16954.0
2438,Divorced,29196.7
2439,Single,71772.3
2440,Single,54189.2
2441,Divorced,42029.9
2442,Married,59723.4
2443,Together,60117.2
2444,Single,89817.9
2445,Together,53261.3
2446,Married,28749.8
2447,Single,47686.1
2448,Together,62151.3
2449,Married,69913.2
2450,Married,17699.4
2451,Single,55074.1
2452,Single,32054.9
2453,Married,38667.4
2454,Single,66916.8
2455,Widow,64925.0
2456,Single,36437.0
2457,Married,46843.2
2458,Single,39278.4
2459,Married,107834.1
2460,Widow,55567.2
2461,Single,33210.4
2462,Absurd,76443.3
2463,Married,77149.2
2464,Together,85833.4
2465,Married,91759.9
2466,Divorced,64154.3
2467,Together,43003.0
2468,Married,45947.7
2469,Single,44158.5
2470,Single,41924.9
2471,Widow,74798.7
2472,Married,50014.4
2473,Married,69428.4
2474,Together,63530.3
2475,Married,
2476,Absurd,15656.5
2477,Together,25266.7
2478,Together,41465.9
2479,Divorced,52686.6
2480,Single,37034.0
2481,Married,64061.3
2482,Married,39446.3
2483,Married,55139.1
2484,Together,52351.6
2485,Widow,84688.7
2486,Married,30495.2
2487,Married,94168.4
2488,Absurd,38113.0
2489,Married,23198.9
2490,Married,45661.7
2491,Married,114802.8
2492,Widow,67904.1
2493,Together,62059.3
2494,Together,
2495,Divorced,34608.1
2496,Married,56520.9
2497,Married,50050.0
2498,Divorced,86181.3
2499,Married,47826.2
2500,Together,42434.5
2501,Widow,26704.0
2502,Together,52800.3
2503,Together,55859.0
2504,Divorced,25968.2
2505,Divorced,59063.3
2506,Married,54663.6
2507,Single,70268.9
2508,Married,74247.4
2509,Together,51885.6
2510,Married,29272.7
2511,Together,33387.6
2512,Married,85242.6
2513,Together,53309.8
2514,Single,84923.1
2515,Together,59972.1
2516,Married,65074.7
2517,Married,68774.5
2518,Married,25537.2
2519,Together,56139.0
2520,Married,25260.0
2521,Married,44301.8
2522,Absurd,62803.4
2523,Together,29493.3
2524,Absurd,61186.7
2525,Married,20032.6
2526,Married,72866.4
2527,Divorced,36711.3
2528,Married,29457.7
2529,Together,21292.9
2530,Married,38412.9
2531,Married,11847.8
2532,Single,39032.0
2533,Married,71989.7
2534,Single,46225.8
2535,Single,26449.6
2536,Absurd,54525.3
2537,Married,52757.9
2538,Together,89132.2
2539,Divorced,65814.4
2540,Together,56112.0
2541,Single,68101.3
2542,Together,47312.4
2543,Together,48491.7
2544,Together,83178.8
2545,Together,17288.4
2546,Absurd,69358.9
2547,Together,47784.2
2548,Married,44170.2
2549,Together,38942.1
2550,Single,53073.5
2551,Divorced,49129.4
2552,Single,41706.0
2553,Married,35946.8
2554,Divorced,11893.4
2555,Together,35523.9
2556,Married,39754.1
2557,Married,53024.6
2558,Divorced,89261.7
2559,Married,37680.9
2560,Divorced,29525.4
2561,Single,35710.1
2562,Together,53066.9
2563,Divorced,61772.7
2564,Single,64566.9
2565,Married,66554.2
2566,Single,69384.6
2567,Together,44422.3
2568,Married,91062.8
2569,Together,42904.6
2570,Single,52186.8
2571,Married,75916.5
2572,Single,61328.5
2573,Married,5183.1
2574,Together,50112.7
2575,Divorced,67239.3
2576,Together,23130.6
2577,Married,65013.9
2578,Absurd,57803.1
2579,Together,73678.4
2580,Widow,36161.4
2581,Married,69917.9
2582,Married,53192.2
2583,Single,85321.0
2584,Together,105721.0
2585,Single,80766.6
2586,Married,59610.4
2587,Married,96420.1
2588,Together,62069.6
2589,Together,31841.1
2590,Single,49214.5
2591,Married,65233.4
2592,Together,66519.1
2593,Absurd,27494.7
2594,Together,28129.4
2595,Widow,43173.8
2596,Together,60690.9
2597,Together,63251.3
2598,Single,52826.1
2599,Together,33311.4
2600,Together,84738.9
2601,Together,28558.8
2602,Married,76046.8
2603,Married,64776.5
2604,Married,75606.6
2605,Married,41111.3
2606,Single,47146.9
2607,Divorced,51100.9
2608,Single,40472.0
2609,Single,54505.2
2610,Married,81581.8
2611,Together,24063.3
2612,Married,36855.8
2613,Married,34685.1
2614,Together,48111.6
2615,Married,47289.5
2616,Widow,65446.3
2617,Widow,50674.5
2618,Married,56057.7
2619,Married,57969.0
2620,Together,54908.1
2621,Single,64066.3
2622,Married,47553.5
2623,Married,82927.4
2624,Widow,100832.4
2625,Single,64124.6
2626,Together,54559.8
2627,Together,62491.6
2628,Married,27979.3
2629,Single,53602.1
2630,Absurd,35373.5
2631,Married,60199.5
2632,Together,35472.8
2633,Married,43104.5
2634,Married,12560.6
2635,Married,26535.1
2636,Single,57097.5
2637,Single,32623.1
2638,Divorced,71275.5
2639,Married,30922.2
2640,Single,59065.1
2641,Married,34762.5
2642,Together,57709.4
2643,Single,19304.3
2644,Together,40936.3
2645,Single,33075.7
2646,Single,67664.7
2647,Single,59245.2
2648,Divorced,25348.5
2649,Single,45936.4
2650,Single,34553.6
2651,Married,69005.1
2652,Divorced,75430.5
2653,Married,21167.1
2654,Married,66534.1
2655,Single,
2656,Married,44941.7
2657,Together,50645.1
2658,Together,86332.1
2659,Married,29923.0
2660,Married,66695.0
2661,Single,26569.9
2662,Married,25188.1
2663,Single,50569.3
2664,Together,50434.6
2665,Absurd,0.0
2666,Absurd,73191.9
2667,Divorced,7217.7
2668,Together,47081.3
2669,Together,76552.3
2670,Married,94183.7
2671,Together,42739.0
2672,Married,21341.0
2673,Married,75811.0
2674,Together,67303.1
2675,Married,40220.2
2676,Married,37685.3
2677,Widow,35652.2
2678,Single,43108.3
2679,Married,56321.4
2680,Widow,38679.7
2681,Together,41208.4
2682,Married,62825.6
2683,Married,20351.7
2684,Married,42481.3
2685,Divorced,16481.2
2686,Together,52168.2
2687,Married,11211.9
2688,Single,67800.2
2689,Single,23707.3
2690,Absurd,14548.4
2691,Married,42727.7
2692,Together,84222.1
2693,Single,64223.8
2694,Together,11553.7
2695,Widow,23137.5
2696,Together,42088.0
2697,Single,94767.1
2698,Together,31220.9
2699,Together,31382.3
2700,Married,80548.6
2701,Divorced,53898.1
2702,Together,71060.0
2703,Divorced,35458.0
2704,Together,47967.3
2705,Single,76312.6
2706,Married,47103.2
2707,Married,72461.1
2708,Widow,57745.3
2709,Together,29207.4
2710,Together,49673.7
2711,Married,69627.7
2712,Single,63388.3
2713,Together,49194.9
2714,Married,12165.7
2715,Married,14080.2
2716,Together,18333.9
2717,Single,39791.2
2718,Married,42457.6
2719,Married,20491.8
2720,Single,70450.3
2721,YOLO,24724.6
2722,Married,22588.8
2723,Single,51764.7
2724,Married,69478.1
2725,Together,91097.1
2726,Married,61650.9
2727,Together,81596.6
2728,Single,25758.9
2729,Single,93194.8
2730,Married,12770.3
2731,Divorced,39923.2
2732,Divorced,61213.1
2733,Single,17895.7
2734,Married,31459.0
2735,Widow,28281.5
2736,Married,43795.6
2737,Divorced,78431.7
2738,Single,50336.5
2739,Widow,40738.7
2740,Together,0.0
2741,Widow,59335.1
2742,Together,65800.3
2743,Married,15999.6
2744,Widow,48660.6
2745,Married,53860.2
2746,Married,69292.0
2747,Together,35504.6
2748,Together,32492.8
2749,Widow,40870.1
2750,Married,75688.7
2751,Together,70876.9
2752,Together,49573.1
2753,Single,70395.5
2754,Married,2626.2
2755,Married,65833.1
2756,Married,27624.7
2757,YOLO,85340.5
2758,Together,28715.1
2759,Together,32944.8
2760,Absurd,61248.5
2761,Married,63179.1
2762,Divorced,41073.4
2763,Married,57428.1
2764,Divorced,59907.6
2765,Single,57862.3
2766,Widow,41908.9
2767,Married,
2768,Married,78127.4
2769,Together,25490.2
2770,Married,33198.8
2771,Together,50545.1
2772,Married,28875.5
2773,Together,13931.9
2774,Married,71862.5
2775,Single,5424.2
2776,Married,41952.3
2777,Married,65178.9
2778,Single,55334.0
2779,Married,42255.0
2780,Married,28051.2
2781,Single,56877.4
2782,Together,30232.1
2783,Divorced,55318.7
2784,Single,52818.4
2785,Together,53020.7
2786,Together,37193.6
2787,Married,90700.2
2788,Together,57164.1
2789,Married,44425.8
2790,Married,55285.4
2791,Single,34510.8
2792,Together,42273.9
2793,Together,97838.4
2794,Single,34652.4
2795,Married,48444.5
2796,Absurd,40877.9
2797,Married,29207.3
2798,Married,58421.7
2799,Widow,50729.4
2800,Together,68220.5
2801,Together,66211.6
2802,Together,68014.2
2803,Divorced,31635.9
2804,Married,62819.2
2805,Married,63305.4
2806,Married,29578.7
2807,Absurd,43627.7
2808,Together,20877.8
2809,Single,63392.5
2810,Divorced,63300.4
2811,Married,78607.3
2812,Single,
2813,Married,59029.4
2814,Married,69754.7
2815,Divorced,34922.2
2816,Married,31880.7
2817,Divorced,35542.3
2818,Together,43014.1
2819,Single,32588.9
2820,Absurd,36403.4
2821,Married,67618.3
2822,Married,48073.1
2823,Married,56134.0
2824,Divorced,38985.7
2825,Married,37672.7
2826,Single,55711.1
2827,Single,52521.2
2828,Married,65559.7
2829,Together,76031.9
2830,Married,
2831,Married,67223.7
2832,Single,28403.9
2833,Married,91475.6
2834,Widow,34273.9
2835,Married,63812.6
2836,YOLO,28255.2
2837,Married,46958.2
2838,Single,80914.7
2839,Divorced,33645.9
2840,Married,94083.7
2841,Together,49894.5
2842,YOLO,69514.3
2843,Single,58058.9
2844,Single,59140.8
2845,Together,21477.7
2846,Married,40542.9
2847,Single,73919.5
2848,Single,43113.6
2849,Single,52776.6
2850,Together,19051.6
2851,Single,39248.5
2852,Married,72460.8
2853,Together,
2854,Married,64341.6
2855,Single,53555.6
2856,Together,45280.9
2857,Single,44401.5
2858,Together,40179.4
2859,Divorced,41960.6
2860,Married,68594.8
2861,Married,41359.1
2862,Married,86151.8
2863,Married,55990.7
2864,Divorced,38474.8
2865,Divorced,69467.3
2866,Married,62477.9
2867,Together,16916.5
2868,Widow,29310.6
2869,Absurd,47691.6
2870,Married,18327.8
2871,Married,91810.6
2872,Married,66444.6
2873,Absurd,49733.3
2874,Single,43145.9
2875,Together,38006.7
2876,Married,10719.4
2877,Married,15342.5
2878,Married,88022.4
2879,YOLO,81472.0
2880,Single,38484.4
2881,Together,68160.0
2882,Single,60128.4
2883,Single,62485.8
2884,Married,21496.4
2885,Married,13836.4
2886,Married,73651.9
2887,Married,10414.0
2888,Single,47036.1
2889,Married,42646.0
2890,Absurd,40797.0
2891,Widow,56289.0
2892,Married,36448.2
2893,Together,57914.7
2894,Widow,52823.1
2895,Single,91974.6
2896,Divorced,22291.8
2897,Widow,50585.4
2898,Single,58626.9
2899,Single,44871.9
2900,Absurd,23258.5
2901,Married,75142.1
2902,Single,56738.7
2903,Married,24662.1
2904,Married,58773.4
2905,Together,84031.3
2906,Together,49273.7
2907,YOLO,49955.7
2908,Married,81360.1
2909,Married,30592.3
2910,Married,84551.0
2911,Married,69458.2
2912,Single,31515.6
2913,Absurd,36634.6
2914,Divorced,39503.7
2915,Married,13328.7
2916,Together,55209.4
2917,Married,32421.1
2918,Married,55931.0
2919,Together,24181.1
2920,Married,68460.3
2921,YOLO,64752.5
2922,Together,35882.4
2923,Married,57193.0
2924,Together,51658.4
2925,Single,79646.0
2926,Married,29350.4
2927,Married,46954.0
2928,Married,37186.3
2929,Together,50896.4
2930,Married,60665.5
2931,Together,36963.9
2932,Together,42717.9
2933,Married,69320.8
2934,Divorced,77146.5
2935,Married,59870.3
2936,Married,47240.7
2937,Married,45338.1
2938,Married,60962.5
2939,Single,54555.3
2940,Together,17020.5
2941,Married,61447.7
2942,Married,32788.6
2943,Absurd,21661.3
2944,Together,16633.1
2945,Divorced,45677.9
2946,Single,29669.5
2947,Together,3472.8
2948,Divorced,42830.9
2949,Together,40188.6
2950,Together,47002.0
2951,Married,37422.0
2952,Single,86586.6
2953,Married,60346.7
2954,Married,40007.7
2955,Divorced,48727.5
2956,Married,78292.9
2957,Absurd,69132.5
2958,Absurd,22075.8
2959,Married,30514.2
2960,Married,34363.1
2961,Divorced,41206.0
2962,Absurd,38091.5
2963,Married,50680.2
2964,Married,64714.4
2965,Married,68053.2
2966,Together,43464.1
2967,Married,17306.1
2968,Together,29191.8
2969,Single,39604.5
2970,Single,25099.3
2971,Married,72817.2
2972,Married,26409.2
2973,Married,62341.3
2974,Married,16362.4
2975,Married,63144.0
2976,Single,47214.6
2977,Married,
2978,Absurd,27368.7
2979,Married,38717.7
2980,Married,42591.3
2981,Together,46950.0
2982,YOLO,43080.4
2983,Married,43466.4
2984,Together,43138.7
2985,Together,8576.4
2986,Together,69866.7
2987,Single,107222.7
2988,Together,55965.4
2989,Single,27285.0
2990,Together,29309.2
2991,Together,62263.5
2992,Married,57709.4
2993,Divorced,44314.2
2994,Single,65068.1
2995,Divorced,8722.3
2996,Married,
2997,Married,54755.2
2998,Single,30081.0
2999,Absurd,21333.5
3000,Single,52426.5
3001,Single,78144.8
3002,Married,45438.1
3003,Together,32946.3
3004,Married,53825.8
3005,Single,86417.4
3006,Married,58626.0
3007,Married,60788.0
3008,Married,74456.0
3009,Married,59451.1
3010,Together,34380.6
3011,Married,15108.7
3012,Married,31566.9
3013,Married,27905.5
3014,Absurd,63186.2
3015,Absurd,65967.0
3016,Divorced,53511.4
3017,Married,24626.2
3018,Single,85731.9
3019,Married,41675.8
3020,Married,62069.6
3021,Married,50986.5
3022,Together,54173.3
3023,Divorced,61363.7
3024,Divorced,36079.6
3025,Married,76108.0
3026,Together,18409.9
3027,Married,29228.9
3028,Single,75848.6
3029,Together,61800.1
3030,Single,100807.8
3031,Married,51367.0
3032,Married,84008.6
3033,Together,12850.4
3034,Together,21729.7
3035,Married,67910.5
3036,Divorced,15192.6
3037,Married,46052.6
3038,Married,73344.2
3039,Together,
3040,Together,50221.9
3041,YOLO,41017.9
3042,Married,54044.5
3043,Together,61545.0
3044,Together,36782.1
3045,Widow,57434.7
3046,Single,71568.6
3047,Together,45550.4
3048,Together,51362.5
3049,Married,59675.6
3050,Married,61026.7
3051,Married,67569.1
3052,Together,29712.5
3053,Divorced,39421.5
3054,Together,40162.4
3055,Together,31921.8
3056,Married,14031.7
3057,Single,0.0
3058,Married,73909.1
3059,Married,18922.1
3060,Married,81330.2
3061,Single,64788.2
3062,Married,41886.2
3063,Married,62328.4
3064,Married,58502.7
3065,Married,27964.5
3066,Single,49700.4
3067,Widow,30403.2
3068,Divorced,63082.6
3069,Together,35695.6
3070,Single,48067.4
3071,Together,47204.0
3072,Divorced,52431.6
3073,Together,83251.1
3074,Single,45180.8
3075,Together,74358.5
3076,Divorced,59599.9
3077,Together,78368.1
3078,Together,43231.3
3079,Married,63922.7
3080,Married,48814.6
3081,Single,0.0
3082,Together,28203.1
3083,Single,61647.5
3084,Married,60325.3
3085,Married,24100.5
3086,Married,54407.4
3087,Single,60065.2
3088,Together,49306.7
3089,Together,64576.4
3090,Single,61851.1
3091,Single,49297.1
3092,Single,39783.5
3093,Divorced,70850.8
3094,Married,59263.2
3095,Married,22371.3
3096,Single,54418.0
3097,Together,26979.5
3098,Divorced,30708.6
3099,Divorced,36961.8
3100,Together,50897.5
3101,Single,57489.7
3102,Single,41821.2
3103,Single,42696.3
3104,Married,39935.1
3105,Single,70950.3
3106,Married,0.0
3107,Married,43826.5
3108,Widow,80899.7
3109,Together,60344.6
3110,Divorced,75336.9
3111,Together,9315.0
3112,Single,25155.0
3113,Together,60281.0
3114,Married,81012.6
3115,Together,27175.3
3116,Married,42244.8
3117,YOLO,58029.3
3118,Married,20950.0
3119,Married,60433.8
3120,Widow,0.0
3121,Single,59844.8
3122,Together,30098.3
3123,Together,41048.1
3124,Divorced,63037.7
3125,Absurd,58945.0
3126,Absurd,49840.4
3127,Single,69380.8
3128,Divorced,15996.5
3129,Together,54088.3
3130,Together,34196.6
3131,Single,68360.6
3132,Together,63741.3
3133,YOLO,64467.0
3134,Widow,82907.6
3135,Married,72527.0
3136,Single,46851.6
3137,Married,49974.6
3138,Divorced,62018.8
3139,Together,52723.5
3140,Married,64103.5
3141,Single,5393.6
3142,Married,87616.1
3143,Married,51220.6
3144,Widow,17550.7
3145,Together,31724.1
3146,Married,7413.5
3147,Married,28195.3
3148,Single,47155.0
3149,Absurd,80294.3
3150,Married,58213.5
3151,Married,54657.2
3152,Married,27297.9
3153,Together,33510.3
3154,Together,35061.4
3155,Together,35877.4
3156,Married,42969.3
3157,Married,44479.8
3158,Single,43218.4
3159,Together,36573.5
3160,Single,52701.1
3161,Together,43711.7
3162,Divorced,18088.7
3163,Divorced,50687.6
3164,Married,47664.7
3165,Married,18407.5
3166,Single,38174.0
3167,Together,61941.5
3168,Divorced,27271.0
3169,Married,25156.4
3170,Married,43502.3
3171,Divorced,62458.6
3172,Divorced,86206.6
3173,Married,63178.7
3174,Together,71696.6
3175,Single,56934.0
3176,Single,36297.7
3177,Widow,63034.2
3178,Divorced,48287.8
3179,Together,57540.7
3180,Single,31079.4
3181,Divorced,59328.9
3182,Married,47589.8
3183,Married,54625.2
3184,Married,48298.5
3185,Single,44455.9
3186,Together,59693.8
3187,Together,41878.2
3188,Single,18226.2
3189,Single,12520.6
3190,Single,53688.3
3191,Single,41055.6
3192,Together,15418.0
3193,Divorced,52130.7
3194,Single,48122.5
3195,Single,40007.7
3196,Together,54936.2
3197,Divorced,76301.9
3198,Married,75691.8
3199,Married,52875.3
3200,Together,48305.8
3201,Married,53154.7
3202,Single,56180.1
3203,Together,44634.0
3204,Together,53490.9
3205,Together,18527.4
3206,Together,51627.0
3207,Together,59536.3
3208,Married,40203.2
3209,Married,48090.5
3210,Single,27769.9
3211,Single,24993.7
3212,Together,54216.3
3213,Divorced,35408.7
3214,Absurd,14463.5
3215,Together,27764.4
3216,Single,30672.4
3217,Single,65491.6
3218,Divorced,53582.3
3219,Together,32568.0
3220,Together,38244.7
3221,Together,76241.7
3222,Together,68722.0
3223,Divorced,27638.8
3224,Single,73270.5
3225,Together,48387.4
3226,Divorced,65992.2
3227,Married,46733.8
3228,Together,73716.6
3229,Married,26807.6
3230,Absurd,44891.0
3231,Single,74329.2
3232,Together,2147.8
3233,Single,49078.8
3234,Together,42129.1
3235,Single,63693.2
3236,Married,71398.3
