InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573822,23203,JUMBO BAG VINTAGE DOILY ,20,01.11.2011 11:33,2.08,15527.0,United Kingdom
545897,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,07.03.2011 17:22,4.96,,United Kingdom
545522,22059,CERAMIC STRAWBERRY DESIGN MUG,12,03.03.2011 12:35,1.49,15596.0,United Kingdom
578347,22722,SET OF 6 SPICE TINS PANTRY DESIGN,5,24.11.2011 09:26,4.13,,United Kingdom
560359,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2,18.07.2011 11:47,0.39,14159.0,United Kingdom
570187,23209,LUNCH BAG VINTAGE DOILY ,1,07.10.2011 15:09,4.13,,United Kingdom
545996,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,08.03.2011 14:12,1.25,14367.0,United Kingdom
544677,22583,PACK OF 6 HANDBAG GIFT BOXES,1,22.02.2011 16:13,2.55,18196.0,United Kingdom
573387,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,30.10.2011 14:33,2.55,15054.0,United Kingdom
540803,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,11.01.2011 12:30,4.95,14669.0,United Kingdom
576837,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,4,16.11.2011 15:16,2.46,,United Kingdom
544846,21034,REX CASH+CARRY JUMBO SHOPPER,1,24.02.2011 11:11,0.95,16719.0,United Kingdom
538354,21786,POLKADOT RAIN HAT ,48,10.12.2010 15:45,0.42,16873.0,United Kingdom
552229,21391,FRENCH LAVENDER SCENT HEART,1,06.05.2011 15:40,4.13,,United Kingdom
572282,22966,GINGERBREAD MAN COOKIE CUTTER,5,23.10.2011 11:39,1.25,17634.0,United Kingdom
556063,20728,LUNCH BAG CARS BLUE,2,08.06.2011 14:09,1.65,14587.0,United Kingdom
579089,23311,VINTAGE CHRISTMAS STOCKING ,4,28.11.2011 10:46,2.55,17920.0,United Kingdom
545830,48188,DOORMAT WELCOME PUPPIES,1,07.03.2011 13:10,7.95,17634.0,United Kingdom
571214,22487,WHITE WOOD GARDEN PLANT LADDER,1,14.10.2011 12:56,9.95,14390.0,United Kingdom
570910,22626,BLACK KITCHEN SCALES,2,13.10.2011 10:55,8.5,15489.0,United Kingdom
565231,82578,KITCHEN METAL SIGN,1,02.09.2011 09:26,1.25,,United Kingdom
580612,22367,CHILDRENS APRON SPACEBOY DESIGN,2,05.12.2011 11:58,4.96,,United Kingdom
540551,21033,JUMBO BAG CHARLIE AND LOLA TOYS,14,10.01.2011 09:43,2.51,,United Kingdom
559876,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2,13.07.2011 11:09,2.1,15752.0,United Kingdom
568577,85135C,RED DRAGONFLY HELICOPTER,4,28.09.2011 09:41,7.95,15301.0,United Kingdom
570866,23411, TRELLIS COAT RACK,6,12.10.2011 15:49,4.95,17096.0,United Kingdom
564741,22632,HAND WARMER RED RETROSPOT,96,28.08.2011 14:53,1.85,16107.0,United Kingdom
579689,22410,MONEY BOX HOUSEKEEPING DESIGN,2,30.11.2011 14:00,1.25,14606.0,United Kingdom
540995,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,13.01.2011 09:30,0.83,,United Kingdom
542109,21329,DINOSAURS  WRITING SET ,1,25.01.2011 13:44,3.29,,United Kingdom
544642,22759,SET OF 3 NOTEBOOKS IN PARCEL,4,22.02.2011 11:41,1.65,17811.0,United Kingdom
577071,21194,PINK  HONEYCOMB PAPER FAN,3,17.11.2011 14:56,0.65,13969.0,United Kingdom
C536812,22130,PARTY CONE CHRISTMAS DECORATION ,-144,02.12.2010 16:58,0.72,16546.0,United Kingdom
541203,22617,BAKING SET SPACEBOY DESIGN,10,14.01.2011 12:21,4.95,13090.0,United Kingdom
562573,23311,VINTAGE CHRISTMAS STOCKING ,6,07.08.2011 12:40,2.55,13248.0,United Kingdom
545895,82494L,WOODEN FRAME ANTIQUE WHITE ,1,07.03.2011 17:14,7.46,,United Kingdom
576774,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,16.11.2011 13:21,2.95,13131.0,United Kingdom
561513,23182,TOILET SIGN OCCUPIED OR VACANT,2,27.07.2011 15:12,2.46,,United Kingdom
568574,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,28.09.2011 09:15,0.85,13862.0,United Kingdom
552651,20770,ABSTRACT CIRCLE JOURNAL ,2,10.05.2011 14:09,2.55,16431.0,United Kingdom
576062,21212,PACK OF 72 RETROSPOT CAKE CASES,3,13.11.2011 15:30,0.55,12867.0,United Kingdom
580358,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,02.12.2011 16:07,4.95,17238.0,United Kingdom
571046,47504K,ENGLISH ROSE GARDEN SECATEURS,1,13.10.2011 13:35,0.79,18096.0,United Kingdom
541974,21094,SET/6 RED SPOTTY PAPER PLATES,4,24.01.2011 14:16,0.85,14541.0,United Kingdom
568782,23398,HANGING HEART BONHEUR,12,29.09.2011 08:53,0.85,13985.0,United Kingdom
577517,21534,DAIRY MAID LARGE MILK JUG,1,20.11.2011 13:16,4.95,16710.0,United Kingdom
578666,23198,PANTRY MAGNETIC  SHOPPING LIST,12,24.11.2011 17:06,1.45,17727.0,United Kingdom
538349,21001,ROSE DU SUD WASHBAG ,1,10.12.2010 14:59,4.21,,United Kingdom
577545,22821,GIFT BAG PSYCHEDELIC APPLES,6,20.11.2011 14:43,0.65,16931.0,United Kingdom
569007,22536,MAGIC DRAWING SLATE PURDEY,24,29.09.2011 18:51,0.42,17552.0,United Kingdom
536592,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1,01.12.2010 17:06,2.51,,United Kingdom
571442,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,17.10.2011 13:39,0.83,17049.0,United Kingdom
562031,48173C,DOORMAT BLACK FLOCK ,1,01.08.2011 17:37,7.95,16984.0,United Kingdom
550339,21107,CREAM SLICE FLANNEL PINK SPOT ,6,17.04.2011 15:40,2.95,17697.0,United Kingdom
571909,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,19.10.2011 15:08,3.75,15006.0,United Kingdom
569862,23265,SET OF 3 WOODEN TREE DECORATIONS,5,06.10.2011 14:43,1.25,14518.0,United Kingdom
552520,37500,TEA TIME TEAPOT IN GIFT BOX,1,09.05.2011 16:34,8.29,,United Kingdom
543909,22059,CERAMIC STRAWBERRY DESIGN MUG,1,14.02.2011 12:32,3.29,,United Kingdom
564630,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,26.08.2011 11:53,3.75,13644.0,United Kingdom
573292,22582,PACK OF 6 SWEETIE GIFT BOXES,6,28.10.2011 15:10,2.55,14416.0,United Kingdom
538634,22732,3D VINTAGE CHRISTMAS STICKERS ,8,13.12.2010 13:28,1.25,14085.0,United Kingdom
570465,20839,FRENCH PAISLEY CUSHION COVER ,2,10.10.2011 16:02,3.29,,United Kingdom
578667,23084,RABBIT NIGHT LIGHT,15,24.11.2011 17:10,2.08,15514.0,United Kingdom
545308,22960,JAM MAKING SET WITH JARS,2,01.03.2011 13:19,4.25,14656.0,United Kingdom
C559667,23168,CLASSIC CAFE SUGAR DISPENSER,-2,11.07.2011 13:38,1.25,13267.0,United Kingdom
571747,23433,HANGING QUILTED PATCHWORK APPLES,12,19.10.2011 10:59,0.83,13849.0,United Kingdom
577602,22866,HAND WARMER SCOTTY DOG DESIGN,12,21.11.2011 08:37,2.1,16139.0,United Kingdom
564835,23228,FILIGREE HEART BIRD WHITE ,1,30.08.2011 12:31,2.46,,United Kingdom
547563,22710,WRAP I LOVE LONDON ,25,24.03.2011 08:56,0.42,15651.0,United Kingdom
558614,22358,KINGS CHOICE TEA CADDY ,5,30.06.2011 15:56,2.46,,United Kingdom
555400,22057,CERAMIC PLATE STRAWBERRY DESIGN,21,02.06.2011 17:50,1.25,14088.0,United Kingdom
559817,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,12.07.2011 16:20,1.63,,United Kingdom
555581,22427,ENAMEL FLOWER JUG CREAM,3,06.06.2011 08:04,5.95,13865.0,United Kingdom
555722,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,06.06.2011 16:06,7.46,,United Kingdom
558475,21625,VINTAGE UNION JACK APRON,17,29.06.2011 15:58,4.13,,United Kingdom
565971,85099B,JUMBO BAG RED RETROSPOT,3,08.09.2011 11:27,2.08,13571.0,United Kingdom
577404,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,20.11.2011 10:16,4.25,17243.0,United Kingdom
562717,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,2,08.08.2011 15:42,5.79,,United Kingdom
563706,23349,ROLL WRAP VINTAGE CHRISTMAS,12,18.08.2011 14:48,1.25,14189.0,United Kingdom
551721,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,03.05.2011 16:49,1.65,14711.0,United Kingdom
545856,22617,BAKING SET SPACEBOY DESIGN,6,07.03.2011 13:54,4.95,16225.0,United Kingdom
565248,22567,20 DOLLY PEGS RETROSPOT,2,02.09.2011 10:34,1.45,15860.0,United Kingdom
579399,23301,GARDENERS KNEELING PAD KEEP CALM ,1,29.11.2011 12:09,1.65,13137.0,United Kingdom
551982,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,05.05.2011 13:56,0.29,15023.0,United Kingdom
554964,48173C,DOORMAT BLACK FLOCK ,1,27.05.2011 15:57,7.95,15867.0,United Kingdom
575875,23288,GREEN VINTAGE SPOT BEAKER,1,11.11.2011 13:06,1.63,,United Kingdom
552460,22431,WATERING CAN BLUE ELEPHANT,6,09.05.2011 14:44,1.95,13178.0,United Kingdom
558616,22625,RED KITCHEN SCALES,2,30.06.2011 16:22,8.5,16045.0,United Kingdom
576274,22158,3 HEARTS HANGING DECORATION RUSTIC,8,14.11.2011 14:24,2.95,17793.0,United Kingdom
558682,22422,TOOTHPASTE TUBE PEN,4,01.07.2011 11:20,1.25,,United Kingdom
576303,22139,RETROSPOT TEA SET CERAMIC 11 PC ,4,14.11.2011 14:51,4.95,15532.0,United Kingdom
551519,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,01.05.2011 11:50,1.25,14304.0,United Kingdom
572066,22110,BIRD HOUSE HOT WATER BOTTLE,6,20.10.2011 13:07,2.55,15159.0,United Kingdom
540278,84879,ASSORTED COLOUR BIRD ORNAMENT,8,06.01.2011 12:31,1.69,15719.0,United Kingdom
537393,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,06.12.2010 13:59,3.45,13089.0,United Kingdom
545653,84978,HANGING HEART JAR T-LIGHT HOLDER,36,04.03.2011 13:39,1.06,15311.0,United Kingdom
575587,22074,6 RIBBONS SHIMMERING PINKS ,3,10.11.2011 12:01,1.65,17461.0,United Kingdom
541423,22384,LUNCH BAG PINK POLKADOT,1,17.01.2011 17:54,4.13,,United Kingdom
554992,16161P,WRAP ENGLISH ROSE ,25,29.05.2011 14:08,0.42,16686.0,United Kingdom
579179,79321,CHILLI LIGHTS,2,28.11.2011 15:02,5.75,17237.0,United Kingdom
545568,22993,SET OF 4 PANTRY JELLY MOULDS,2,03.03.2011 16:22,2.46,,United Kingdom
581492,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,2,09.12.2011 10:03,1.65,,United Kingdom
562553,22379,RECYCLING BAG RETROSPOT ,3,05.08.2011 16:34,4.13,,United Kingdom
559499,20719,WOODLAND CHARLOTTE BAG,21,08.07.2011 14:22,2.46,,United Kingdom
565438,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,04.09.2011 13:56,2.08,17229.0,United Kingdom
576618,23077,DOUGHNUT LIP GLOSS ,1,15.11.2011 17:00,2.46,,United Kingdom
562024,22993,SET OF 4 PANTRY JELLY MOULDS,2,01.08.2011 16:07,2.46,,United Kingdom
537534,22686,FRENCH BLUE METAL DOOR SIGN No,2,07.12.2010 11:48,0.0,,United Kingdom
581141,21544,SKULLS  WATER TRANSFER TATTOOS ,12,07.12.2011 13:35,0.85,14132.0,United Kingdom
580404,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,04.12.2011 12:01,4.15,13596.0,United Kingdom
547046,85027L,FRENCH CHATEAU LARGE PLATTER ,6,20.03.2011 11:43,1.95,13725.0,United Kingdom
568066,23251,VINTAGE RED ENAMEL TRIM MUG ,1,23.09.2011 13:48,1.25,14529.0,United Kingdom
563349,84692,BOX OF 24 COCKTAIL PARASOLS,1,15.08.2011 13:51,0.42,14623.0,United Kingdom
541827,21155,RED RETROSPOT PEG BAG,1,21.01.2011 17:05,4.13,,United Kingdom
555125,22383,LUNCH BAG SUKI DESIGN ,10,31.05.2011 15:26,1.65,13481.0,United Kingdom
551997,85093,CANDY SPOT EGG WARMER HARE,2,05.05.2011 15:47,0.83,,United Kingdom
554348,48187,DOORMAT NEW ENGLAND,2,24.05.2011 08:49,7.95,13523.0,United Kingdom
578270,22653,BUTTON BOX ,4,23.11.2011 13:39,1.63,14096.0,United Kingdom
573116,23131,MISTLETOE HEART WREATH CREAM,2,27.10.2011 15:49,4.15,14525.0,United Kingdom
579741,23571,TRADITIONAL NAUGHTS & CROSSES,1,30.11.2011 14:33,1.65,16910.0,United Kingdom
575899,23296,SET OF 6 TEA TIME BAKING CASES,8,11.11.2011 15:13,1.25,16133.0,United Kingdom
539434,22112,CHOCOLATE HOT WATER BOTTLE,4,17.12.2010 14:41,11.02,,United Kingdom
C556297,23110,PARISIENNE KEY CABINET ,-2,10.06.2011 09:55,5.75,15609.0,United Kingdom
562353,23209,LUNCH BAG DOILEY PATTERN ,20,04.08.2011 13:15,1.65,16180.0,United Kingdom
541987,20685,DOORMAT RED RETROSPOT,2,24.01.2011 16:05,7.95,14130.0,United Kingdom
579414,22360,GLASS JAR ENGLISH CONFECTIONERY,1,29.11.2011 12:52,2.95,14719.0,United Kingdom
556812,22223,CAKE PLATE LOVEBIRD PINK,30,14.06.2011 17:25,9.96,,United Kingdom
568154,22338,STAR DECORATION PAINTED ZINC ,12,25.09.2011 12:06,0.19,13787.0,United Kingdom
564976,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,31.08.2011 15:49,1.65,17315.0,United Kingdom
548153,21704,BAG 250g SWIRLY MARBLES,72,29.03.2011 13:05,0.72,15129.0,United Kingdom
566582,22621,TRADITIONAL KNITTING NANCY,12,13.09.2011 13:49,1.65,13384.0,United Kingdom
570830,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,12.10.2011 13:20,4.65,14852.0,United Kingdom
571654,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,18.10.2011 12:17,1.25,18118.0,United Kingdom
539595,22081,RIBBON REEL FLORA + FAUNA ,1,20.12.2010 13:43,3.36,,United Kingdom
548169,21213,PACK OF 72 SKULL CAKE CASES,72,29.03.2011 13:48,0.55,14680.0,United Kingdom
578036,22553,PLASTERS IN TIN SKULLS,2,22.11.2011 14:04,1.65,16474.0,United Kingdom
571101,23201,JUMBO BAG ALPHABET,20,13.10.2011 15:49,2.08,16570.0,United Kingdom
545872,84596F,SMALL MARSHMALLOWS PINK BOWL,8,07.03.2011 14:51,0.42,15752.0,United Kingdom
576617,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,15.11.2011 16:57,2.48,,United Kingdom
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,01.12.2010 09:41,2.95,15311.0,United Kingdom
566200,20974,12 PENCILS SMALL TUBE SKULL,1,09.09.2011 14:14,0.65,16910.0,United Kingdom
540387,16237,SLEEPING CAT ERASERS,30,06.01.2011 17:58,0.21,16306.0,United Kingdom
566821,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,15.09.2011 11:33,2.95,14227.0,United Kingdom
558620,82494L,WOODEN FRAME ANTIQUE WHITE ,1,30.06.2011 16:39,2.95,15584.0,United Kingdom
576364,22087,PAPER BUNTING WHITE LACE,4,14.11.2011 17:40,2.95,15009.0,United Kingdom
576689,22382,LUNCH BAG SPACEBOY DESIGN ,1,16.11.2011 12:18,1.65,16657.0,United Kingdom
560225,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,15.07.2011 16:27,24.96,,United Kingdom
557645,85088,CANDY SPOT HAND BAG,1,21.06.2011 17:08,4.13,,United Kingdom
569700,84616,SILVER ROCCOCO CHANDELIER,1,05.10.2011 15:56,58.29,,United Kingdom
577729,21544,SKULLS  WATER TRANSFER TATTOOS ,12,21.11.2011 12:53,0.85,15179.0,United Kingdom
546739,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,16.03.2011 12:12,6.75,17511.0,United Kingdom
572224,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,21.10.2011 13:46,2.55,16558.0,United Kingdom
556095,22418,10 COLOUR SPACEBOY PEN,1,08.06.2011 15:27,2.46,,United Kingdom
568104,22597,MUSICAL ZINC HEART DECORATION ,20,23.09.2011 15:50,0.29,16485.0,United Kingdom
571714,90214O,"LETTER ""O"" BLING KEY RING",1,18.10.2011 17:00,0.83,,United Kingdom
574714,21790,VINTAGE SNAP CARDS,3,06.11.2011 14:29,0.85,15427.0,United Kingdom
555485,21217,RED RETROSPOT ROUND CAKE TINS,2,03.06.2011 12:39,9.95,17722.0,United Kingdom
574561,22961,JAM MAKING SET PRINTED,2,04.11.2011 15:52,3.29,,United Kingdom
543454,47566,PARTY BUNTING,2,08.02.2011 12:20,4.95,14527.0,United Kingdom
573330,21803,CHRISTMAS TREE STAR DECORATION,1,30.10.2011 11:22,0.42,16923.0,United Kingdom
577859,22111,SCOTTIE DOG HOT WATER BOTTLE,2,22.11.2011 11:24,4.95,14534.0,United Kingdom
547224,22710,WRAP I LOVE LONDON ,25,21.03.2011 15:15,0.42,,United Kingdom
552894,85129B,BEADED CRYSTAL HEART GREEN SMALL,1,12.05.2011 10:53,1.25,14606.0,United Kingdom
553504,22083,PAPER CHAIN KIT RETROSPOT,6,17.05.2011 13:26,2.95,13310.0,United Kingdom
573601,22083,PAPER CHAIN KIT RETROSPOT,1,31.10.2011 15:24,6.63,,United Kingdom
542344,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,1,27.01.2011 11:30,4.13,,United Kingdom
543754,22193,RED DINER WALL CLOCK,2,11.02.2011 14:26,8.5,18159.0,United Kingdom
566781,23439,HAND WARMER RED LOVE HEART,12,15.09.2011 10:11,2.1,17333.0,United Kingdom
570258,21169,YOU'RE CONFUSING ME METAL SIGN ,1,10.10.2011 09:56,4.13,,United Kingdom
571040,21876,POTTERING MUG,6,13.10.2011 12:59,1.65,15272.0,United Kingdom
572655,23083,SET 6 PAPER TABLE LANTERN STARS ,24,25.10.2011 12:20,3.75,16708.0,United Kingdom
581013,23498,CLASSIC BICYCLE CLIPS ,24,07.12.2011 09:32,1.45,17017.0,United Kingdom
539434,22874,NUMBER TILE COTTAGE GARDEN 6,1,17.12.2010 14:41,4.21,,United Kingdom
556199,21221,SET/4 BADGES CUTE CREATURES,10,09.06.2011 12:40,1.25,16170.0,United Kingdom
569846,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,06.10.2011 13:42,4.95,13422.0,United Kingdom
548696,85205B,PINK FELT EASTER RABBIT GARLAND,17,03.04.2011 10:10,2.55,17243.0,United Kingdom
570210,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,09.10.2011 10:48,4.95,13259.0,United Kingdom
557954,23112,PARISIENNE CURIO CABINET,1,23.06.2011 18:44,7.5,15023.0,United Kingdom
566495,22715,CARD WEDDING DAY,12,13.09.2011 11:14,0.42,15529.0,United Kingdom
564643,21899,GARAGE KEY FOB,3,26.08.2011 13:25,0.65,15356.0,United Kingdom
556474,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,12.06.2011 12:01,8.95,16007.0,United Kingdom
567901,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,22.09.2011 16:28,0.83,,United Kingdom
580662,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,05.12.2011 13:58,0.39,15856.0,United Kingdom
574893,22940,FELTCRAFT CHRISTMAS FAIRY,1,07.11.2011 14:40,4.25,18036.0,United Kingdom
560926,21090,SET/6 COLLAGE PAPER PLATES,13,22.07.2011 09:20,0.83,,United Kingdom
549586,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,11.04.2011 10:00,4.13,,United Kingdom
573875,16161G,WRAP BAD HAIR DAY,25,01.11.2011 12:47,0.1,15018.0,United Kingdom
540953,22521,CHILDS GARDEN TROWEL PINK,1,12.01.2011 13:16,0.85,14587.0,United Kingdom
537823,21726,MULTI HEARTS  STICKERS,1,08.12.2010 14:25,1.66,,United Kingdom
555276,21242,RED RETROSPOT PLATE ,2,01.06.2011 17:28,3.29,,United Kingdom
537666,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,07.12.2010 18:36,1.28,,United Kingdom
559163,20768,GREEN FERN JOURNAL ,1,06.07.2011 16:33,2.46,,United Kingdom
580983,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,06.12.2011 16:26,4.13,,United Kingdom
577768,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,21.11.2011 15:18,5.79,,United Kingdom
540539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,09.01.2011 14:42,2.95,18260.0,United Kingdom
551840,48184,DOORMAT ENGLISH ROSE ,10,04.05.2011 13:36,6.75,15144.0,United Kingdom
575610,23214,JINGLE BELL HEART ANTIQUE GOLD,12,10.11.2011 12:45,2.08,16628.0,United Kingdom
558085,20749,ASSORTED COLOUR MINI CASES,2,26.06.2011 11:53,7.95,13021.0,United Kingdom
561879,21212,PACK OF 72 RETROSPOT CAKE CASES,24,31.07.2011 12:43,0.55,13722.0,United Kingdom
539647,21877,HOME SWEET HOME MUG,1,20.12.2010 16:08,1.25,15460.0,United Kingdom
547069,22211,WOOD STAMP SET FLOWERS,3,20.03.2011 13:52,1.65,16710.0,United Kingdom
568139,22780,LIGHT GARLAND BUTTERFILES PINK,4,25.09.2011 10:46,4.25,13083.0,United Kingdom
554933,84987,SET OF 36 TEATIME PAPER DOILIES,3,27.05.2011 13:26,1.45,13232.0,United Kingdom
558837,DOT,DOTCOM POSTAGE,1,04.07.2011 11:58,117.63,,United Kingdom
570796,21733,RED HANGING HEART T-LIGHT HOLDER,2,12.10.2011 12:19,2.95,16241.0,United Kingdom
547967,85176,SEWING SUSAN 21 NEEDLE SET,1,28.03.2011 15:49,1.63,,United Kingdom
565919,23198,PANTRY MAGNETIC  SHOPPING LIST,3,07.09.2011 16:48,3.29,,United Kingdom
572298,23556,LANDMARK FRAME COVENT GARDEN ,3,23.10.2011 14:33,12.5,14071.0,United Kingdom
577594,15056N,EDWARDIAN PARASOL NATURAL,2,20.11.2011 16:07,5.95,13142.0,United Kingdom
559163,23265,SET OF 3 WOODEN TREE DECORATIONS,1,06.07.2011 16:33,2.46,,United Kingdom
551547,47559b,TEA TIME OVEN GLOVE,1,03.05.2011 09:44,3.29,,United Kingdom
543013,22681,FRENCH BLUE METAL DOOR SIGN 6,1,02.02.2011 13:35,2.46,,United Kingdom
574949,23583,LUNCH BAG PAISLEY PARK  ,10,08.11.2011 09:12,1.65,14360.0,United Kingdom
550447,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,18.04.2011 12:36,6.35,16033.0,United Kingdom
570488,21739,COSY SLIPPER SHOES SMALL GREEN,2,10.10.2011 17:12,2.46,14096.0,United Kingdom
577358,20982,12 PENCILS TALL TUBE SKULLS,5,18.11.2011 15:59,1.63,,United Kingdom
551882,22423,REGENCY CAKESTAND 3 TIER,1,05.05.2011 09:13,12.75,13873.0,United Kingdom
558119,22680,FRENCH BLUE METAL DOOR SIGN 5,1,27.06.2011 09:12,2.46,,United Kingdom
551810,84991,60 TEATIME FAIRY CAKE CASES,6,04.05.2011 11:32,0.55,15719.0,United Kingdom
557502,84849A,HELLO SAILOR BLUE SOAP HOLDER,1,20.06.2011 15:32,3.29,,United Kingdom
540701,22294,HEART FILIGREE DOVE  SMALL,24,11.01.2011 09:48,1.25,15640.0,United Kingdom
558475,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,29.06.2011 15:58,8.29,,United Kingdom
578687,22621,TRADITIONAL KNITTING NANCY,12,25.11.2011 09:23,1.65,14703.0,United Kingdom
568719,22076,6 RIBBONS EMPIRE  ,3,28.09.2011 16:19,1.25,,United Kingdom
559923,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,13.07.2011 16:07,2.46,,United Kingdom
557221,23337,EGG FRYING PAN MINT ,1,17.06.2011 13:01,2.08,16869.0,United Kingdom
542355,48187,DOORMAT NEW ENGLAND,10,27.01.2011 12:23,6.75,14970.0,United Kingdom
537823,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,08.12.2010 14:25,4.21,,United Kingdom
542631,22930,BAKING MOULD HEART MILK CHOCOLATE,4,31.01.2011 10:09,2.55,12841.0,United Kingdom
554552,23202,JUMBO BAG VINTAGE LEAF,200,25.05.2011 09:58,1.79,13694.0,United Kingdom
554814,22382,LUNCH BAG SPACEBOY DESIGN ,10,26.05.2011 13:34,1.65,16609.0,United Kingdom
552493,22729,ALARM CLOCK BAKELIKE ORANGE,1,09.05.2011 16:21,7.46,,United Kingdom
541421,85131B,BEADED CRYSTAL HEART GREEN ON STICK,27,17.01.2011 17:44,0.83,,United Kingdom
579777,22371,AIRLINE BAG VINTAGE TOKYO 78,1,30.11.2011 15:13,8.29,,United Kingdom
558501,22798,ANTIQUE GLASS DRESSING TABLE POT,8,30.06.2011 10:19,2.95,13871.0,United Kingdom
577403,23203,JUMBO BAG VINTAGE DOILY ,10,20.11.2011 10:15,2.08,13988.0,United Kingdom
544153,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,16.02.2011 12:11,5.45,15356.0,United Kingdom
538566,22371,AIRLINE BAG VINTAGE TOKYO 78,3,13.12.2010 11:21,8.47,,United Kingdom
574298,21934,SKULL SHOULDER BAG,3,03.11.2011 15:56,1.63,,United Kingdom
564489,20728,LUNCH BAG CARS BLUE,10,25.08.2011 14:13,1.65,15950.0,United Kingdom
558540,22189,CREAM HEART CARD HOLDER,6,30.06.2011 12:15,3.95,17706.0,United Kingdom
566602,22227,HANGING HEART MIRROR DECORATION ,1,13.09.2011 16:05,1.25,,United Kingdom
559338,21577,SAVE THE PLANET COTTON TOTE BAG,1,07.07.2011 16:30,1.63,,United Kingdom
570488,22666,RECIPE BOX PANTRY YELLOW DESIGN,5,10.10.2011 17:12,5.79,14096.0,United Kingdom
541423,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,17.01.2011 17:54,2.46,,United Kingdom
561513,21215,IVORY PAPER CUP CAKE CASES ,1,27.07.2011 15:12,1.25,,United Kingdom
564820,23209,LUNCH BAG VINTAGE DOILY ,1,30.08.2011 12:16,4.13,,United Kingdom
551665,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,03.05.2011 12:35,4.15,17442.0,United Kingdom
542002,22385,JUMBO BAG SPACEBOY DESIGN,20,25.01.2011 10:57,1.65,14298.0,United Kingdom
565129,23201,JUMBO BAG ALPHABET,2,01.09.2011 12:41,2.08,15719.0,United Kingdom
540703,22417,PACK OF 60 SPACEBOY CAKE CASES,120,11.01.2011 09:58,0.42,14135.0,United Kingdom
574965,22491,PACK OF 12 COLOURED PENCILS,2,08.11.2011 10:44,0.85,17964.0,United Kingdom
580610,22900,SET 2 TEA TOWELS I LOVE LONDON ,3,05.12.2011 11:48,4.13,,United Kingdom
576644,22366,DOORMAT AIRMAIL ,1,16.11.2011 10:01,14.13,,United Kingdom
554083,84378,SET OF 3 HEART COOKIE CUTTERS,1,22.05.2011 11:51,1.25,18125.0,United Kingdom
