event_id,phishing,url_length,path_length,num_dots,num_hyphens,num_subdomains,has_ip,has_https,has_at,digit_ratio,redirect_count,request_hour
100413,BENIGN,51,35,3,0,1,0,0,0,0.0856,3,21
100414,BENIGN,89,57,3,3,0,0,1,0,0.2162,0,17
100415,BENIGN,21,9,3,2,0,0,0,0,0.7451,2,9
100416,BENIGN,60,39,2,3,1,0,1,0,0.3176,1,23
100417,BENIGN,23,17,7,0,1,0,1,0,0.2845,1,4
100418,BENIGN,62,43,4,2,2,0,1,0,0.3388,1,18
100419,BENIGN,68,39,2,0,2,0,1,0,0.0448,0,10
100420,BENIGN,95,58,1,0,2,1,1,1,0.1954,1,14
100421,PHISH,93,60,2,4,3,0,1,1,0.44,1,0
100422,BENIGN,35,21,0,1,1,0,1,0,0.1587,1,14
100423,BENIGN,19,7,1,0,1,0,1,0,0.3063,0,16
100424,BENIGN,36,23,2,1,0,0,1,0,0.3266,0,23
100425,PHISH,68,44,2,2,0,0,0,0,0.2605,6,8
100426,BENIGN,77,48,4,1,0,0,1,0,0.3839,3,1
100427,BENIGN,67,42,3,0,0,0,1,0,0.1073,0,1
100428,PHISH,72,43,5,1,2,0,1,1,0.4338,0,3
100429,BENIGN,46,33,3,1,2,0,1,0,0.2288,0,7
100430,PHISH,60,34,4,0,5,0,0,0,0.382,2,19
100431,PHISH,89,53,7,2,4,0,0,0,0.3072,1,4
100432,PHISH,75,46,2,0,0,0,0,0,0.2014,1,3
100433,BENIGN,59,39,3,2,1,0,1,0,0.7646,2,0
100434,PHISH,74,40,2,2,1,0,0,1,0.3508,1,9
100435,BENIGN,36,17,3,0,1,0,0,0,0.2006,1,14
100436,BENIGN,43,19,2,0,1,0,1,0,0.1078,0,6
100437,BENIGN,72,44,2,0,0,0,1,0,0.2016,1,11
100438,BENIGN,60,33,1,0,0,0,1,0,0.1504,1,5
100439,BENIGN,69,41,0,1,4,0,0,0,0.2303,1,19
100440,BENIGN,34,23,6,1,0,0,1,1,0.4322,2,0
100441,BENIGN,64,37,3,1,2,0,1,0,0.5753,2,4
100442,BENIGN,41,26,0,0,2,0,0,0,0.5676,2,13
100443,PHISH,62,37,1,2,1,1,0,0,0.2825,0,20
100444,BENIGN,69,45,1,0,0,0,1,0,0.042,0,9
100445,BENIGN,48,31,3,1,0,0,1,0,0.1935,3,1
100446,BENIGN,92,54,2,2,1,0,1,0,0.4061,0,13
100447,PHISH,86,52,4,2,4,1,1,1,0.3984,1,6
100448,BENIGN,67,45,6,1,0,0,0,0,0.2205,0,7
100449,BENIGN,39,25,0,0,0,0,1,0,0.1828,0,22
100450,PHISH,67,36,4,1,3,0,1,0,0.4401,0,22
100451,BENIGN,67,43,1,1,0,0,1,0,0.0279,0,6
100452,PHISH,43,22,3,6,2,1,1,0,0.1782,1,14
100453,PHISH,40,29,2,2,1,1,1,0,0.1775,1,12
100454,BENIGN,37,26,2,1,0,0,1,0,0.0926,2,23
100455,BENIGN,42,27,1,1,0,0,1,0,0.0462,1,22
100456,BENIGN,57,35,1,1,1,0,1,0,0.3531,1,8
100457,BENIGN,92,56,2,0,2,0,0,1,0.2399,1,0
100458,BENIGN,53,35,0,4,0,0,1,0,0.1844,0,0
100459,PHISH,91,55,3,2,1,0,0,0,0.3568,0,0
100460,PHISH,85,53,4,1,4,0,1,0,0.3883,0,18
100461,BENIGN,68,45,2,2,2,0,1,0,0.4411,1,17
100462,BENIGN,60,35,2,1,0,0,0,0,0.2651,0,19
100463,PHISH,87,51,5,1,3,1,0,0,0.3179,0,3
100464,BENIGN,43,22,2,0,1,0,1,0,0.1381,0,1
100465,BENIGN,76,43,2,0,4,0,1,0,0.2815,0,4
100466,BENIGN,73,38,2,1,3,0,0,0,0.2489,1,15
100467,BENIGN,69,45,4,0,0,0,0,0,0.1973,0,0
100468,PHISH,106,72,2,1,2,1,0,0,0.2758,0,15
100469,BENIGN,8,9,2,2,2,0,1,0,0.0721,0,21
100470,BENIGN,39,18,0,1,1,0,1,0,0.2109,0,3
100471,BENIGN,38,26,0,1,1,0,1,0,0.3009,1,17
100472,BENIGN,54,38,2,1,0,0,1,0,0.1702,2,13
100473,BENIGN,39,22,2,1,0,0,1,0,0.4992,0,22
100474,BENIGN,20,12,0,0,0,0,1,0,0.2537,1,5
100475,BENIGN,35,14,2,0,1,0,1,0,0.3655,2,5
100476,PHISH,38,24,9,2,0,0,0,0,0.3638,0,0
100477,BENIGN,97,56,4,0,0,0,0,0,0.5104,3,16
100478,PHISH,96,60,6,1,2,0,0,0,0.1672,1,20
100479,BENIGN,61,32,3,3,0,0,1,0,0.2531,1,0
100480,PHISH,51,33,4,1,3,1,1,1,0.5032,1,11
100481,BENIGN,39,27,1,0,2,0,1,0,0.3096,1,17
100482,BENIGN,17,7,2,1,1,0,1,1,0.2743,0,18
100483,BENIGN,64,35,3,1,2,0,1,1,0.3269,0,22
100484,BENIGN,37,15,1,0,2,0,1,0,0.1886,1,17
100485,BENIGN,38,22,1,1,1,0,1,0,0.3779,1,22
100486,BENIGN,32,17,3,0,2,0,1,0,0.0975,1,23
100487,BENIGN,48,24,2,0,2,0,0,0,0.508,0,22
100488,BENIGN,51,33,2,0,1,0,0,0,0.1111,1,10
100489,PHISH,71,42,1,1,1,1,1,0,0.2563,1,9
100490,BENIGN,71,40,4,2,1,0,0,0,0.2476,2,10
100491,BENIGN,50,29,7,0,0,0,1,0,0.168,4,22
100492,BENIGN,82,54,2,2,3,0,1,0,0.2978,1,6
100493,PHISH,56,36,6,0,3,0,0,0,0.277,1,18
100494,BENIGN,63,38,2,1,2,0,1,0,0.2686,1,15
100495,BENIGN,75,48,1,1,7,0,1,0,0.2428,0,1
100496,BENIGN,42,21,1,1,0,0,1,0,0.1531,2,11
100497,BENIGN,53,32,4,0,1,0,1,0,0.1819,1,4
100498,PHISH,73,45,0,0,3,1,1,0,0.6429,3,17
100499,BENIGN,65,38,1,1,1,0,1,0,0.1577,0,10
100500,BENIGN,60,38,1,0,1,0,1,0,0.1406,1,8
100501,PHISH,97,57,3,2,3,0,1,1,0.182,1,1
100502,BENIGN,96,61,3,2,1,0,0,0,0.3116,4,3
100503,BENIGN,78,50,1,4,0,1,1,0,0.3287,3,18
100504,PHISH,74,35,2,1,3,0,0,0,0.1484,0,20
100505,PHISH,93,61,5,1,2,0,0,0,0.1248,2,6
100506,PHISH,107,55,3,2,0,1,1,0,0.5072,2,19
100507,BENIGN,33,18,4,2,1,0,0,0,0.5269,1,13
100508,PHISH,63,42,3,2,1,1,1,0,0.3865,0,8
100509,BENIGN,85,51,0,3,2,0,1,0,0.3946,1,10
100510,BENIGN,26,10,2,0,1,0,1,0,0.0621,1,16
100511,BENIGN,20,8,4,0,2,0,1,0,0.2955,0,21
100512,PHISH,70,46,3,1,4,0,0,0,0.2167,2,11
100513,BENIGN,47,22,1,1,0,0,0,0,0.2392,0,8
100514,BENIGN,49,34,1,0,2,0,1,0,0.0844,1,18
100515,BENIGN,43,26,1,0,1,0,1,0,0.1103,0,12
100516,BENIGN,35,17,3,1,0,0,1,0,0.0942,0,9
100517,BENIGN,41,23,1,1,1,0,1,0,0.3482,2,11
100518,PHISH,59,33,4,0,4,0,1,0,0.1567,5,12
100519,BENIGN,75,49,0,0,1,0,0,0,0.0744,0,3
100520,PHISH,82,53,3,2,1,1,0,0,0.362,2,1
100521,PHISH,93,51,1,0,1,1,0,0,0.2712,4,15
100522,BENIGN,48,28,2,0,1,0,1,0,0.2265,2,4
100523,BENIGN,42,23,1,1,1,0,1,0,0.4229,0,12
100524,BENIGN,55,38,6,0,0,0,1,0,0.1328,2,18
100525,BENIGN,8,0,3,0,0,0,0,0,0.1616,0,5
100526,BENIGN,33,26,1,1,0,0,1,0,0.3262,0,9
100527,BENIGN,55,33,5,0,2,0,1,0,0.2775,1,23
100528,BENIGN,49,26,1,5,1,1,1,0,0.3085,2,0
100529,PHISH,55,31,3,2,3,0,0,0,0.335,1,18
100530,BENIGN,74,43,4,2,2,0,0,0,0.2166,2,4
100531,BENIGN,70,38,4,2,2,1,0,0,0.1806,1,21
100532,PHISH,92,57,2,2,3,0,1,0,0.237,0,9
100533,PHISH,63,34,3,1,2,0,0,0,0.3711,1,0
100534,BENIGN,81,42,3,2,3,0,1,0,0.1348,1,17
100535,BENIGN,24,13,2,0,0,0,1,0,0.0913,1,3
100536,BENIGN,56,28,0,1,1,0,1,0,0.0553,0,8
100537,BENIGN,74,43,4,3,1,0,1,0,0.2148,2,12
100538,BENIGN,36,19,1,0,2,0,1,0,0.0968,1,17
100539,BENIGN,54,30,2,1,0,0,0,0,0.1736,0,10
100540,PHISH,87,60,1,1,1,0,1,0,0.6926,0,20
100541,BENIGN,76,47,1,2,3,1,1,1,0.459,1,11
100542,BENIGN,46,29,3,1,2,0,0,0,0.1508,0,8
100543,PHISH,59,30,2,3,2,0,0,0,0.1887,2,8
100544,PHISH,86,51,4,1,4,0,1,0,0.5179,0,19
100545,BENIGN,50,31,3,1,0,0,1,0,0.2012,0,15
100546,BENIGN,46,24,2,0,0,1,1,0,0.3082,1,3
100547,BENIGN,57,38,2,2,0,0,1,1,0.0981,1,18
100548,BENIGN,50,26,0,0,3,0,1,0,0.054,2,9
100549,BENIGN,84,51,2,1,1,0,1,0,0.182,1,8
100550,PHISH,83,49,2,0,1,0,1,0,0.5381,2,2
100551,PHISH,80,50,1,1,1,1,1,1,0.1394,0,23
100552,BENIGN,29,15,0,0,2,0,1,0,0.3611,0,1
100553,BENIGN,73,44,1,1,0,1,1,0,0.1733,1,23
100554,PHISH,73,44,3,1,5,0,0,1,0.4731,3,1
100555,BENIGN,56,32,2,0,0,0,1,0,0.1334,4,12
100556,PHISH,50,32,1,0,1,0,0,0,0.5238,2,2
100557,BENIGN,45,28,1,2,1,0,1,0,0.1746,1,11
100558,PHISH,32,19,4,1,1,0,0,0,0.3256,1,20
100559,BENIGN,63,37,1,1,1,0,1,1,0.2944,2,14
100560,BENIGN,36,25,0,1,1,0,1,0,0.1657,0,13
100561,BENIGN,57,34,0,1,0,0,1,0,0.0843,1,2
100562,BENIGN,73,44,1,1,2,0,1,0,0.283,0,22
100563,PHISH,65,40,2,1,1,1,0,0,0.7088,2,9
100564,PHISH,73,51,3,2,0,0,0,0,0.2438,2,12
100565,BENIGN,57,30,2,2,3,0,0,0,0.1673,1,21
100566,PHISH,60,39,2,1,2,0,1,1,0.3502,1,15
100567,PHISH,87,47,1,0,1,1,1,1,0.2102,3,17
100568,BENIGN,40,25,2,1,1,0,1,0,0.2122,0,4
100569,PHISH,83,56,1,3,1,0,0,0,0.2277,1,11
100570,BENIGN,56,36,2,2,3,0,1,0,0.4198,0,12
100571,BENIGN,70,43,5,2,2,0,0,0,0.1513,1,4
100572,BENIGN,80,47,5,2,1,0,1,0,0.3139,1,9
100573,BENIGN,73,45,1,1,1,0,0,0,0.1864,0,19
100574,BENIGN,67,40,4,0,1,0,1,0,0.2572,3,22
100575,BENIGN,78,45,3,2,1,0,1,0,0.3429,2,19
100576,PHISH,60,36,1,0,0,0,0,0,0.166,1,22
100577,BENIGN,68,42,5,1,2,1,1,0,0.2276,2,23
100578,BENIGN,76,44,5,2,1,0,1,0,0.162,1,4
100579,PHISH,89,52,5,3,1,0,1,0,0.3087,0,20
100580,PHISH,63,34,4,0,0,0,1,1,0.2769,0,14
100581,PHISH,86,54,3,2,2,0,0,0,0.3808,1,20
100582,PHISH,86,55,0,1,2,0,0,0,0.5524,0,15
100583,BENIGN,37,23,2,0,0,0,1,0,0.1073,1,2
100584,BENIGN,63,42,1,2,0,0,0,0,0.117,0,13
100585,PHISH,72,44,3,2,5,0,0,1,0.499,0,18
100586,BENIGN,68,43,4,2,2,0,0,0,0.3204,0,2
100587,BENIGN,36,23,0,2,0,0,1,0,0.2225,0,12
100588,BENIGN,80,49,0,0,2,0,1,0,0.3807,1,15
100589,BENIGN,53,31,2,2,0,0,1,0,0.1106,0,11
100590,BENIGN,35,29,0,0,0,0,1,0,0.1093,1,19
100591,PHISH,101,61,5,1,1,1,0,0,0.4713,1,3
100592,BENIGN,24,12,3,0,0,0,1,0,0.124,0,8
100593,BENIGN,20,13,0,3,2,0,1,0,0.3072,0,22
100594,PHISH,79,49,4,2,0,0,0,0,0.7773,0,12
100595,BENIGN,39,19,3,0,0,0,1,0,0.2147,3,4
100596,BENIGN,55,38,2,3,0,0,1,0,0.3475,1,2
100597,BENIGN,50,30,5,4,0,0,0,0,0.2918,0,14
100598,PHISH,68,38,3,4,1,0,0,0,0.3348,2,22
100599,PHISH,117,76,6,0,3,1,1,0,0.4091,1,1
100600,BENIGN,80,51,0,0,3,0,0,1,0.2148,1,2
100601,PHISH,63,34,4,3,1,0,0,0,0.2808,0,9
100602,PHISH,67,47,1,2,1,0,0,1,0.291,2,5
100603,PHISH,75,48,3,0,3,1,1,0,0.2139,6,2
100604,PHISH,38,23,3,1,2,1,0,0,0.5374,1,7
100605,PHISH,88,60,4,1,3,0,0,0,0.1939,0,15
100606,BENIGN,89,55,2,0,2,0,1,0,0.255,1,19
100607,BENIGN,54,33,2,0,0,0,0,0,0.2998,2,7
100608,PHISH,32,17,3,3,0,0,0,0,0.1614,1,16
100609,BENIGN,54,35,0,1,1,0,1,0,0.1579,1,19
100610,BENIGN,43,28,2,1,1,0,0,0,0.1405,0,0
100611,PHISH,65,40,5,3,1,1,1,0,0.331,1,20
100612,PHISH,36,19,5,1,5,0,0,0,0.2653,1,4
100613,BENIGN,94,58,4,0,0,0,0,0,0.4274,0,16
100614,PHISH,97,59,1,3,1,0,1,0,0.8345,1,18
100615,BENIGN,47,24,1,3,0,0,1,0,0.1821,0,20
100616,BENIGN,33,15,4,1,3,0,1,0,0.2394,2,9
100617,BENIGN,58,37,2,4,1,0,0,0,0.2983,1,15
100618,PHISH,74,36,0,1,0,1,1,0,0.2215,0,0
100619,BENIGN,8,5,0,0,1,0,0,1,0.219,1,10
100620,BENIGN,34,19,1,1,0,0,1,0,0.1304,0,23
100621,BENIGN,56,39,4,3,2,0,1,0,0.6443,4,3
100622,PHISH,74,44,1,1,1,0,0,0,0.2224,26,3
100623,PHISH,74,48,3,3,5,0,0,0,0.8262,1,16
100624,PHISH,66,39,1,2,2,0,1,1,0.2268,0,12
100625,BENIGN,93,58,3,2,0,0,1,0,0.2491,0,10
100626,BENIGN,87,56,1,2,2,1,1,0,0.1287,1,5
100627,BENIGN,72,43,1,2,1,0,1,1,0.3655,3,4
100628,BENIGN,48,33,0,0,1,0,1,0,0.0842,0,17
100629,BENIGN,40,21,3,1,0,0,1,0,0.3888,2,8
100630,BENIGN,95,59,2,2,2,0,1,0,0.2012,1,18
100631,BENIGN,70,46,2,1,2,1,1,0,0.2042,1,10
100632,PHISH,68,44,3,1,1,0,1,0,0.1832,0,9
100633,BENIGN,39,30,3,0,1,0,1,0,0.3586,0,5
100634,BENIGN,30,15,2,2,3,0,0,0,0.0956,1,15
100635,BENIGN,43,21,1,0,1,0,1,0,0.3069,1,6
100636,BENIGN,58,32,0,1,0,0,1,0,0.2089,1,21
100637,BENIGN,75,48,2,0,0,0,1,0,0.462,1,9
100638,PHISH,46,30,3,2,0,1,0,0,0.5211,1,19
100639,PHISH,73,45,0,0,3,0,0,0,0.2176,1,11
100640,PHISH,91,52,5,1,3,1,0,0,0.3734,1,9
100641,PHISH,43,29,6,1,1,0,0,1,0.3689,0,10
100642,PHISH,59,32,5,3,2,0,0,1,0.5494,1,10
100643,BENIGN,54,37,2,0,0,0,0,0,0.0128,1,11
100644,BENIGN,53,42,1,3,1,0,1,0,0.0882,1,21
100645,PHISH,74,47,2,0,4,0,0,0,0.1837,2,16
100646,PHISH,108,69,3,0,1,1,0,0,0.3105,2,0
100647,PHISH,45,26,2,1,1,0,0,0,0.477,0,1
100648,PHISH,73,38,0,1,3,0,1,0,0.3661,26,0
100649,PHISH,113,67,1,0,0,0,0,0,0.2262,1,16
100650,BENIGN,36,18,2,0,0,0,1,0,0.2128,1,4
100651,BENIGN,44,22,3,0,1,0,1,0,0.3112,1,9
100652,BENIGN,87,59,3,3,1,0,1,0,0.3418,2,19
100653,PHISH,77,48,1,2,1,1,1,0,0.4148,0,3
100654,PHISH,40,26,3,0,1,1,1,0,0.1474,0,3
100655,PHISH,62,37,3,1,1,1,1,0,0.5058,1,1
100656,BENIGN,91,55,5,0,0,0,1,0,0.4879,0,6
100657,PHISH,84,55,2,0,1,0,1,1,0.5644,0,2
100658,PHISH,40,24,1,0,0,0,1,1,0.4305,0,15
100659,PHISH,80,51,0,1,3,1,0,1,0.4208,1,17
100660,BENIGN,55,33,3,0,0,0,0,0,0.34,1,4
100661,BENIGN,47,27,1,1,1,0,1,0,0.4026,0,12
100662,PHISH,89,50,2,1,3,0,0,1,0.344,2,7
100663,BENIGN,26,9,0,2,1,0,1,0,0.3019,1,1
100664,BENIGN,47,28,0,0,0,0,1,0,0.1797,0,11
100665,BENIGN,85,52,2,0,0,0,1,0,0.2926,1,16
100666,PHISH,79,44,2,0,2,1,1,1,0.4772,1,5
100667,PHISH,70,43,6,1,1,0,1,0,0.5339,33,18
100668,BENIGN,77,47,2,4,2,0,1,0,0.3589,4,23
100669,BENIGN,45,20,4,1,3,0,1,0,0.0827,2,1
100670,BENIGN,53,29,2,2,0,0,1,0,0.6206,1,3
100671,BENIGN,38,24,3,1,0,0,1,0,0.0399,0,6
100672,BENIGN,80,50,2,0,2,1,1,0,0.4832,3,20
100673,PHISH,58,31,2,4,5,0,0,1,0.2993,2,3
100674,BENIGN,85,53,2,1,1,0,1,0,0.2922,4,11
100675,PHISH,60,40,2,1,2,1,1,0,0.2138,1,12
100676,BENIGN,62,41,1,1,0,0,1,0,0.2841,1,3
100677,PHISH,63,38,2,1,1,0,0,0,0.2632,0,1
100678,BENIGN,83,49,4,3,1,0,1,0,0.1627,0,2
100679,BENIGN,64,37,2,0,1,0,1,0,0.2594,1,1
100680,BENIGN,70,45,3,0,1,0,1,0,0.2282,0,12
100681,BENIGN,16,10,1,1,2,0,1,0,0.0789,0,22
100682,BENIGN,60,39,1,1,0,0,1,1,0.3121,2,8
100683,PHISH,45,28,3,1,3,0,1,1,0.2902,2,6
100684,BENIGN,34,23,2,1,1,0,1,0,0.1511,0,5
100685,PHISH,68,42,3,1,2,0,0,0,0.2522,0,23
100686,PHISH,60,39,1,0,3,0,1,0,0.3202,0,23
100687,BENIGN,67,44,1,0,3,0,1,0,0.2758,1,15
100688,PHISH,86,50,3,1,4,1,1,0,0.2599,2,11
100689,BENIGN,78,42,0,1,1,0,0,0,0.155,5,3
100690,PHISH,87,59,2,3,1,1,0,0,0.2565,1,22
100691,PHISH,71,44,1,0,3,0,1,1,0.122,1,0
100692,BENIGN,35,15,2,1,1,0,1,0,0.3954,0,3
100693,BENIGN,44,24,0,0,0,0,1,0,0.2584,0,16
100694,PHISH,50,33,1,0,1,0,0,0,0.5957,0,4
100695,BENIGN,53,31,5,2,2,0,1,0,0.2259,0,2
100696,PHISH,64,37,2,1,4,0,0,0,0.2809,0,14
100697,BENIGN,93,62,1,1,0,0,1,0,0.1718,17,0
100698,BENIGN,48,26,3,1,0,0,1,0,0.1558,1,6
100699,PHISH,74,43,3,1,3,0,1,0,0.7282,1,15
100700,BENIGN,37,23,0,1,0,1,1,0,0.3996,0,4
100701,BENIGN,38,24,5,0,1,0,0,1,0.0698,1,18
100702,BENIGN,77,49,1,0,2,0,1,0,0.3048,3,2
100703,BENIGN,36,25,0,0,0,0,1,0,0.2009,1,14
100704,PHISH,87,54,3,2,1,0,0,0,0.4627,0,1
100705,BENIGN,21,14,2,1,2,0,0,0,0.2159,2,17
100706,BENIGN,94,57,3,2,1,0,1,0,0.1442,0,18
100707,PHISH,85,52,3,0,2,1,0,0,0.3637,0,19
100708,PHISH,72,45,3,3,1,0,0,0,0.3404,1,6
100709,PHISH,68,42,5,1,1,0,1,0,0.264,1,5
100710,BENIGN,38,26,3,0,3,0,0,0,0.199,0,23
100711,PHISH,104,66,5,3,3,0,0,0,0.3107,0,17
100712,PHISH,65,40,2,1,2,1,1,0,0.3063,1,4
100713,PHISH,73,42,3,1,3,0,0,0,0.2225,1,0
100714,BENIGN,73,45,3,2,6,0,1,0,0.2379,1,8
100715,PHISH,66,40,2,0,1,0,0,1,0.2862,1,15
100716,BENIGN,58,36,2,3,1,0,1,0,0.0762,1,8
100717,PHISH,69,50,2,1,2,0,0,0,0.1872,4,19
100718,BENIGN,53,31,0,2,0,0,1,0,0.3086,1,12
100719,BENIGN,69,44,2,1,1,0,1,0,0.2683,0,23
100720,PHISH,92,60,2,1,1,1,1,1,0.3685,2,20
