booking_id,cancelled,lead_time,nights,adr,booking_value,party_size,prev_cancels,special_requests,is_weekend,online_channel,has_deposit,checkin_hour
300412,STAY,48,5,78.26,407.6,1,2,0,0,1,1,13
300413,CANCEL,31,3,76.14,219.02,4,0,0,1,1,0,13
300414,STAY,83,8,108.96,856.42,1,2,0,1,1,0,15
300415,STAY,30,3,90.32,245.47,2,0,3,1,1,1,12
300416,CANCEL,73,1,77.25,51.09,1,0,1,1,0,0,11
300417,CANCEL,61,1,60.88,79.8,2,2,1,1,0,1,12
300418,CANCEL,113,3,173.48,512.39,1,1,1,1,1,1,16
300419,CANCEL,60,2,114.24,183.24,3,0,1,0,1,0,12
300420,STAY,101,1,118.69,138.46,2,0,2,1,1,1,22
300421,STAY,65,6,104.39,641.27,1,1,1,0,1,0,15
300422,STAY,81,1,116.92,111.56,1,0,5,0,1,0,22
300423,STAY,91,3,105.72,346.21,3,0,1,0,1,1,18
300424,CANCEL,117,1,104.05,115.49,1,0,1,0,1,0,18
300425,STAY,71,3,143.19,403.8,2,0,1,0,1,0,11
300426,STAY,52,4,69.57,272.64,1,1,1,0,0,0,22
300427,STAY,59,2,83.19,163.15,1,0,2,1,0,1,20
300428,STAY,26,3,43.88,139.94,4,1,0,0,0,0,15
300429,CANCEL,45,1,182.99,169.61,1,1,1,0,1,0,21
300430,STAY,76,5,85.92,392.86,4,0,1,1,1,0,17
300431,STAY,81,1,80.05,80.67,3,0,1,0,0,0,11
300432,CANCEL,75,4,97.89,412.45,1,1,1,0,1,1,10
300433,CANCEL,150,2,79.69,122.32,1,2,2,0,1,0,21
300434,STAY,53,2,98.98,182.63,5,1,0,0,1,1,19
300435,STAY,51,3,114.71,305.48,2,0,1,1,1,0,11
300436,CANCEL,65,2,82.73,147.56,1,2,0,1,0,0,14
300437,STAY,52,2,62.25,117.82,1,0,1,1,1,0,20
300438,STAY,41,6,97.77,561.61,2,0,2,0,1,0,10
300439,CANCEL,32,1,111.92,111.28,1,0,0,0,1,0,13
300440,STAY,17,6,130.18,748.3,2,0,0,0,1,1,13
300441,STAY,59,4,79.7,304.9,2,0,0,0,1,0,13
300442,STAY,35,2,45.69,96.5,1,1,1,1,0,0,16
300443,CANCEL,73,1,82.91,82.89,2,1,3,1,1,0,19
300444,CANCEL,143,2,142.06,310.9,1,1,0,0,1,0,10
300445,STAY,72,4,88.96,338.25,4,2,0,1,0,0,14
300446,STAY,40,3,104.26,329.94,2,0,2,1,0,0,14
300447,STAY,48,2,103.2,202.08,1,2,1,0,1,0,18
300448,STAY,53,2,74.72,123.59,2,1,0,1,1,1,11
300449,CANCEL,74,1,168.8,166.51,6,2,0,1,0,0,13
300450,STAY,26,3,210.0,643.6,1,0,0,0,1,1,11
300451,CANCEL,84,4,91.17,358.98,1,3,0,0,1,1,19
300452,STAY,44,1,89.73,90.94,5,0,1,0,1,0,12
300453,CANCEL,95,1,115.64,123.65,2,2,0,0,0,0,11
300454,CANCEL,73,5,129.33,608.26,3,0,1,1,1,0,10
300455,STAY,22,1,91.0,94.29,2,1,2,0,1,1,18
300456,STAY,34,2,56.56,121.58,1,0,1,0,1,0,17
300457,STAY,33,4,177.53,704.58,3,1,1,0,0,0,11
300458,STAY,65,2,98.49,212.96,1,0,0,0,0,0,16
300459,STAY,55,4,92.37,371.61,3,0,2,1,0,0,17
300460,STAY,88,2,212.71,396.52,1,0,0,0,1,0,22
300461,CANCEL,19,1,108.56,89.92,3,0,1,1,1,1,10
300462,STAY,57,1,98.76,90.52,3,0,0,0,1,0,16
300463,STAY,81,2,92.61,173.55,3,0,2,1,0,1,13
300464,CANCEL,77,3,145.64,454.0,1,0,0,0,0,0,21
300465,CANCEL,122,5,120.03,613.45,3,3,0,0,1,0,11
300466,STAY,26,2,118.0,201.81,1,0,1,1,1,0,17
300467,STAY,141,1,149.05,156.7,2,1,1,0,1,0,18
300468,STAY,47,1,99.43,131.83,3,0,0,0,1,1,11
300469,CANCEL,75,1,96.79,123.06,2,1,0,0,0,0,11
300470,CANCEL,25,1,48.52,44.77,3,0,0,1,0,0,12
300471,CANCEL,40,3,353.95,1048.4,3,2,0,0,0,0,22
300472,STAY,34,2,96.36,152.87,2,0,0,0,1,0,18
300473,STAY,95,1,91.8,91.23,4,0,1,0,1,1,16
300474,STAY,24,3,112.69,345.2,3,0,0,0,1,1,15
300475,STAY,37,3,99.95,284.23,1,2,2,1,1,0,20
300476,CANCEL,108,2,144.07,280.31,3,3,1,1,0,1,18
300477,CANCEL,76,3,74.25,246.78,5,2,0,0,1,1,13
300478,CANCEL,72,9,83.65,751.95,3,0,1,0,1,0,13
300479,CANCEL,40,3,80.25,257.05,2,1,0,0,0,1,18
300480,STAY,67,3,149.57,448.17,4,1,0,0,1,0,10
300481,STAY,42,1,89.96,62.26,1,0,1,0,0,1,12
300482,CANCEL,98,2,175.74,365.43,1,0,2,1,1,0,18
300483,STAY,55,2,147.7,297.53,2,0,0,0,1,0,10
300484,CANCEL,71,1,64.65,77.51,1,2,1,0,0,0,16
300485,STAY,61,1,76.49,68.21,3,0,0,1,0,1,16
300486,STAY,31,5,79.32,385.36,3,0,1,0,0,0,12
300487,STAY,60,3,91.24,275.12,3,0,1,0,0,0,11
300488,CANCEL,132,3,108.29,353.7,1,2,0,0,1,0,20
300489,STAY,53,4,71.12,296.61,2,0,2,0,0,0,10
300490,CANCEL,46,2,104.43,220.82,5,2,0,0,0,1,12
300491,STAY,39,3,94.24,271.07,1,0,0,0,0,0,12
300492,CANCEL,150,2,86.36,201.77,1,0,1,1,1,0,19
300493,CANCEL,87,1,85.13,90.87,2,1,0,0,1,0,18
300494,CANCEL,48,3,132.91,416.74,1,2,0,0,1,0,10
300495,STAY,82,3,69.14,229.72,1,0,1,0,0,0,17
300496,STAY,101,4,95.14,365.04,4,1,1,0,1,0,18
300497,CANCEL,54,4,55.63,218.66,2,2,0,0,0,0,21
300498,STAY,29,1,168.84,174.64,2,0,0,1,1,0,10
300499,STAY,38,1,85.64,94.1,1,1,1,0,0,0,14
300500,STAY,61,3,159.68,462.3,2,0,1,0,0,0,21
300501,STAY,65,2,79.3,146.62,2,0,0,0,0,1,11
300502,CANCEL,25,2,131.46,227.34,6,1,0,0,1,0,10
300503,STAY,96,1,55.32,40.0,2,0,0,1,1,0,12
300504,CANCEL,80,1,157.64,160.27,3,0,0,0,1,0,16
300505,CANCEL,51,4,109.15,466.78,3,1,0,0,1,1,11
300506,STAY,39,4,63.91,259.36,2,0,1,0,1,0,20
300507,CANCEL,43,5,61.74,316.62,1,1,0,0,1,0,11
300508,STAY,59,1,92.68,130.73,5,1,0,1,1,0,14
300509,CANCEL,68,1,105.02,94.38,1,1,1,0,1,0,20
300510,STAY,26,2,60.75,98.3,1,1,2,0,1,0,12
300511,STAY,43,4,132.8,562.09,2,1,1,0,1,0,19
300512,CANCEL,68,3,121.06,370.6,1,0,1,1,0,1,12
300513,STAY,39,1,114.23,115.32,1,0,0,1,1,0,16
300514,CANCEL,78,1,136.32,136.16,3,0,1,1,1,0,11
300515,STAY,63,4,48.25,217.03,2,0,3,0,1,1,11
300516,CANCEL,50,2,176.05,343.42,2,0,1,1,0,1,18
300517,STAY,39,1,71.51,87.68,2,0,1,1,0,0,19
300518,STAY,41,3,89.76,252.29,4,2,0,1,0,1,10
300519,STAY,37,1,86.79,57.45,1,2,4,1,1,0,19
300520,STAY,44,1,132.47,134.03,1,0,2,0,1,0,15
300521,CANCEL,57,6,128.39,773.16,1,2,2,0,1,0,14
300522,CANCEL,57,1,96.25,101.26,3,1,1,0,1,0,10
300523,STAY,37,5,120.32,584.21,1,1,21,0,0,0,19
300524,STAY,56,3,82.08,224.47,1,1,0,1,1,1,21
300525,STAY,52,3,58.46,171.33,1,1,0,0,0,0,15
300526,STAY,44,3,116.26,369.5,4,0,1,0,1,0,18
300527,STAY,119,4,117.95,484.33,3,1,3,1,1,1,13
300528,CANCEL,65,2,150.57,307.13,1,1,0,0,0,0,17
300529,STAY,31,3,87.65,271.6,2,1,1,1,0,0,14
300530,CANCEL,90,5,214.78,1093.51,1,3,1,0,1,0,12
300531,STAY,64,3,62.59,165.57,1,1,1,0,0,1,16
300532,CANCEL,89,4,216.35,865.84,1,1,0,1,0,0,13
300533,STAY,61,6,136.45,833.17,3,1,0,1,0,1,21
300534,STAY,129,3,92.88,297.76,2,3,2,0,1,1,10
300535,CANCEL,41,6,63.46,398.89,1,0,0,0,1,0,22
300536,CANCEL,47,2,64.82,134.85,1,0,2,0,1,0,12
300537,STAY,65,5,120.84,581.15,3,1,1,0,0,1,12
300538,CANCEL,128,1,66.02,63.92,1,2,0,0,1,0,20
300539,STAY,32,2,79.49,173.94,1,0,0,0,1,0,19
300540,STAY,103,6,118.06,693.01,1,2,2,1,0,0,21
300541,CANCEL,66,2,146.74,273.51,3,0,1,0,0,0,22
300542,STAY,97,1,122.2,91.62,1,0,1,0,1,1,22
300543,CANCEL,57,2,137.03,278.59,2,0,0,0,1,0,14
300544,STAY,38,1,111.2,109.58,1,1,4,1,0,0,15
300545,CANCEL,80,1,78.43,82.56,2,1,1,0,1,0,18
300546,STAY,55,5,109.15,586.02,2,1,2,0,1,0,11
300547,STAY,36,6,85.66,532.21,4,0,1,0,0,0,12
300548,CANCEL,38,1,65.16,73.85,1,1,0,1,0,0,19
300549,STAY,166,6,80.42,512.32,1,1,1,1,0,0,12
300550,STAY,61,3,59.44,179.19,2,0,1,0,1,0,20
300551,CANCEL,88,6,69.6,428.0,3,0,1,0,1,0,16
300552,STAY,51,1,202.51,202.08,1,0,0,0,1,1,17
300553,STAY,125,1,64.65,72.8,2,0,1,0,0,0,11
300554,STAY,30,4,201.39,784.33,2,0,0,0,1,1,11
300555,STAY,33,3,107.92,316.65,4,0,0,0,1,0,13
300556,CANCEL,91,1,115.36,99.86,1,2,1,1,0,0,19
300557,STAY,23,2,92.49,150.19,1,1,1,1,1,1,14
300558,STAY,58,4,112.53,418.4,1,0,2,0,0,1,18
300559,STAY,28,4,119.3,446.64,2,0,0,0,1,0,20
300560,CANCEL,149,3,64.04,160.28,2,2,2,1,0,0,20
300561,STAY,56,1,114.36,133.46,1,1,1,0,0,0,18
300562,STAY,32,2,77.03,183.38,3,0,1,0,0,1,18
300563,STAY,52,4,88.51,382.17,1,0,0,1,1,1,20
300564,STAY,36,4,95.89,389.21,3,1,1,0,1,0,10
300565,CANCEL,55,2,113.41,221.12,3,0,2,0,0,0,11
300566,STAY,31,4,235.01,913.14,3,0,0,0,1,0,17
300567,STAY,7,1,142.73,126.45,5,0,1,0,1,0,18
300568,CANCEL,98,3,78.2,278.46,1,0,0,0,1,1,10
300569,STAY,82,3,90.72,260.58,2,0,0,0,1,0,13
300570,STAY,36,2,64.97,109.54,4,0,1,1,0,0,12
300571,STAY,31,1,113.06,118.34,4,0,0,1,0,0,19
300572,CANCEL,39,1,48.81,40.0,3,2,3,1,1,1,22
300573,CANCEL,51,1,69.67,88.38,5,0,1,0,1,1,19
300574,STAY,30,2,99.68,172.24,3,1,1,0,1,0,20
300575,CANCEL,39,3,229.93,693.76,3,2,0,0,1,0,18
300576,CANCEL,14,4,109.57,418.36,1,1,1,1,1,0,14
300577,STAY,84,1,175.43,171.42,4,0,0,1,0,0,17
300578,STAY,23,3,197.83,599.4,5,0,1,0,1,0,12
300579,STAY,65,1,100.46,118.03,1,0,1,0,1,1,16
300580,STAY,85,2,148.23,321.49,2,0,1,1,1,0,14
300581,STAY,55,1,71.3,90.86,3,2,1,0,0,0,14
300582,CANCEL,47,1,127.21,141.24,3,1,0,0,1,1,12
300583,CANCEL,60,2,87.82,192.7,3,3,0,0,1,0,20
300584,STAY,63,1,128.59,148.58,2,3,2,0,1,1,16
300585,STAY,118,2,73.59,163.99,1,0,2,1,1,1,20
300586,STAY,146,1,92.72,119.64,2,0,2,0,1,0,15
300587,CANCEL,65,5,210.96,1046.54,1,1,0,1,1,0,13
300588,STAY,45,3,83.18,252.53,2,1,1,1,1,0,20
300589,STAY,33,3,111.89,333.37,1,0,0,1,0,1,21
300590,CANCEL,50,3,108.79,342.62,6,1,0,1,0,1,21
300591,STAY,23,4,110.32,428.77,2,2,2,0,1,0,10
300592,STAY,77,3,174.95,509.34,1,2,1,0,0,0,10
300593,CANCEL,124,4,171.94,681.21,1,1,1,0,1,0,10
300594,STAY,43,3,58.27,156.96,1,0,2,0,0,0,16
300595,CANCEL,54,1,96.76,104.13,2,1,2,0,0,0,21
300596,CANCEL,42,2,78.61,168.25,3,0,0,1,1,0,13
300597,CANCEL,49,3,153.76,448.87,7,1,2,0,0,0,12
300598,CANCEL,89,3,201.29,635.93,1,2,1,1,1,0,18
300599,CANCEL,37,5,91.66,472.22,5,1,2,1,1,0,11
300600,STAY,25,1,83.21,95.69,1,0,0,0,1,1,20
300601,STAY,48,2,70.55,140.97,3,1,0,0,1,0,12
300602,CANCEL,133,4,236.52,954.9,1,3,2,0,1,0,10
300603,STAY,51,2,153.18,342.56,1,1,1,0,1,1,14
300604,STAY,43,2,105.76,208.6,2,0,0,0,1,1,11
300605,STAY,77,2,120.78,253.08,5,0,1,0,1,0,16
300606,CANCEL,40,3,96.68,290.34,1,0,0,0,0,0,11
300607,STAY,30,4,82.38,303.84,4,1,1,1,0,1,11
300608,STAY,53,1,81.46,52.03,3,0,0,0,1,0,21
300609,STAY,68,6,105.93,617.12,1,1,0,1,1,0,11
300610,STAY,29,1,89.0,70.86,3,0,1,0,0,0,12
300611,STAY,75,1,83.05,106.62,4,0,2,1,0,0,19
300612,STAY,74,6,87.65,517.11,2,1,1,0,1,1,15
300613,CANCEL,43,1,127.24,134.13,1,1,2,0,0,1,21
300614,STAY,56,2,218.18,431.33,1,0,2,0,0,1,16
300615,CANCEL,95,1,87.52,90.07,1,4,0,0,1,0,12
300616,STAY,71,5,109.73,551.03,4,2,0,1,1,0,13
300617,STAY,99,1,136.13,95.43,1,0,1,0,0,0,14
300618,CANCEL,102,4,80.61,310.78,2,0,0,0,1,0,10
300619,STAY,57,1,174.49,135.95,2,0,0,1,1,1,14
300620,STAY,78,2,130.74,259.2,3,0,0,0,1,1,20
300621,CANCEL,130,4,127.01,531.28,1,0,1,1,1,1,10
300622,STAY,128,1,99.35,91.39,1,0,1,0,0,0,15
300623,CANCEL,59,3,182.0,545.75,2,2,0,0,1,0,21
300624,STAY,40,4,93.58,382.99,1,1,2,0,1,0,10
300625,STAY,20,3,113.75,325.93,5,0,0,0,1,0,16
300626,CANCEL,49,3,106.81,335.45,2,0,1,0,0,0,22
300627,STAY,35,3,163.09,473.9,5,0,0,1,1,0,11
300628,STAY,72,1,46.41,70.81,4,0,0,0,0,0,10
300629,CANCEL,43,3,57.96,179.17,2,1,1,0,1,0,17
300630,CANCEL,72,4,165.38,639.85,6,2,1,1,1,0,21
300631,CANCEL,71,3,50.42,134.5,3,0,0,0,1,0,17
300632,STAY,26,2,103.98,229.36,1,0,0,0,0,0,10
300633,CANCEL,125,5,54.59,233.36,1,1,2,1,1,0,13
300634,CANCEL,32,2,135.61,250.2,3,2,1,0,1,0,18
300635,STAY,40,1,59.77,55.99,3,0,1,0,0,1,22
300636,STAY,83,2,163.97,337.72,3,0,0,1,0,0,14
300637,STAY,64,2,60.25,102.75,3,1,1,1,1,0,20
300638,CANCEL,68,5,101.88,484.64,3,1,0,0,0,0,20
300639,STAY,53,1,135.95,165.39,2,0,14,0,1,0,19
300640,STAY,47,4,199.38,783.98,2,2,1,0,1,0,19
300641,CANCEL,63,4,100.46,378.14,1,0,0,1,0,0,20
300642,STAY,40,1,110.09,139.28,5,2,0,0,0,0,20
300643,CANCEL,52,1,64.16,50.26,2,3,0,0,1,0,12
300644,STAY,41,5,71.7,353.07,2,0,2,0,1,1,19
300645,STAY,85,1,124.89,123.78,1,0,0,1,1,0,16
300646,STAY,84,2,77.93,160.2,1,0,3,0,1,0,14
300647,STAY,52,5,53.97,278.35,3,0,0,0,1,0,11
300648,STAY,66,1,86.15,90.12,6,1,1,0,0,0,19
300649,STAY,22,2,113.33,229.96,4,0,4,0,0,1,19
300650,STAY,165,2,63.18,130.88,1,0,2,0,1,0,14
300651,STAY,129,6,140.85,859.43,2,0,0,1,0,0,12
300652,CANCEL,93,7,134.68,958.39,2,0,2,0,1,0,17
300653,STAY,45,2,63.93,109.66,2,0,0,0,0,0,19
300654,CANCEL,57,2,123.61,244.53,4,1,0,0,0,0,14
300655,CANCEL,41,3,46.34,163.3,3,0,0,0,1,0,10
300656,STAY,42,3,59.67,174.49,3,0,0,0,0,0,15
300657,STAY,121,1,129.65,141.77,1,1,2,0,0,0,21
300658,STAY,39,1,85.19,82.37,2,0,2,1,1,0,12
300659,STAY,48,1,67.83,52.07,1,0,1,0,0,1,20
300660,STAY,70,2,121.91,234.24,1,0,1,0,1,0,10
300661,STAY,51,4,117.43,471.64,1,1,0,0,1,0,12
300662,CANCEL,80,2,127.93,279.84,1,1,2,0,1,0,21
300663,STAY,48,1,121.89,131.5,1,1,0,0,1,1,16
300664,CANCEL,39,6,153.68,909.42,3,1,1,0,0,0,18
300665,STAY,69,1,108.65,124.92,4,0,0,1,0,1,12
300666,STAY,79,1,141.2,145.09,1,0,0,0,0,0,15
300667,STAY,71,2,239.7,441.33,1,1,3,0,0,0,15
300668,CANCEL,31,4,74.58,325.28,1,1,1,0,0,0,13
300669,STAY,27,2,117.1,256.97,3,1,0,0,0,0,19
300670,STAY,91,1,86.63,106.05,1,0,0,1,1,0,15
300671,STAY,123,2,165.85,353.54,1,0,1,1,1,0,19
300672,STAY,52,3,150.43,430.64,2,0,0,0,1,0,20
300673,STAY,70,5,119.51,599.27,1,2,0,1,1,0,11
300674,STAY,39,2,184.06,397.59,2,1,0,0,0,1,19
300675,CANCEL,63,2,130.93,263.09,1,0,0,0,1,0,12
300676,STAY,36,2,49.07,85.2,1,1,0,0,1,0,12
300677,STAY,52,1,101.67,81.82,5,2,2,0,1,0,11
300678,CANCEL,124,3,126.84,374.18,2,0,3,0,0,1,10
300679,CANCEL,121,2,135.49,252.41,1,2,0,0,1,0,19
300680,CANCEL,35,2,105.47,194.22,2,0,1,0,1,0,18
300681,CANCEL,118,4,202.92,791.09,1,1,1,1,0,0,18
300682,STAY,73,1,88.5,101.93,2,0,4,0,0,0,11
300683,CANCEL,51,2,170.46,322.06,2,1,1,0,1,0,13
300684,STAY,30,3,119.65,375.09,1,1,1,0,0,1,16
300685,CANCEL,93,2,100.85,192.42,3,0,0,1,1,0,14
300686,CANCEL,37,2,104.15,228.32,2,0,1,1,0,0,12
300687,STAY,54,2,182.7,350.94,1,1,0,1,1,0,10
300688,STAY,52,2,134.05,258.19,5,0,0,0,0,0,18
300689,STAY,87,3,57.81,200.19,1,0,1,0,1,0,13
300690,CANCEL,71,3,174.52,506.21,1,1,1,1,1,1,20
300691,STAY,74,1,45.16,51.35,3,1,2,0,1,1,10
300692,CANCEL,46,1,101.33,137.04,2,1,2,1,0,0,13
300693,STAY,50,4,112.29,439.74,2,1,1,0,0,0,20
300694,STAY,70,5,152.85,777.32,3,0,2,0,0,0,13
300695,STAY,48,2,98.99,185.78,2,1,0,1,1,0,12
300696,STAY,22,2,54.75,97.51,1,0,0,0,1,0,13
300697,CANCEL,88,1,105.26,94.39,2,0,1,0,1,0,13
300698,STAY,102,3,81.8,256.07,5,0,0,0,0,0,18
300699,STAY,49,2,110.13,224.61,1,0,1,0,0,0,20
300700,STAY,65,3,57.01,163.37,2,1,0,0,1,0,19
300701,STAY,99,3,90.93,261.23,1,0,1,0,1,0,19
300702,CANCEL,137,2,91.91,185.94,4,0,0,0,0,0,19
300703,CANCEL,46,4,313.82,1267.04,2,1,0,0,1,0,12
300704,CANCEL,119,4,115.58,468.89,1,1,2,0,1,0,17
300705,CANCEL,132,3,137.53,409.79,1,2,0,1,0,0,18
300706,CANCEL,31,5,91.56,474.78,4,0,0,0,1,0,11
300707,CANCEL,58,2,163.64,374.88,3,1,0,0,1,0,10
300708,STAY,50,1,91.96,124.14,1,0,0,1,1,1,20
300709,STAY,31,3,119.3,394.25,3,0,1,0,0,0,21
300710,STAY,60,5,85.63,425.2,2,0,1,1,0,0,20
300711,CANCEL,95,2,115.59,217.08,4,0,0,0,1,0,11
300712,CANCEL,78,1,139.99,142.79,2,2,0,0,1,1,19
300713,STAY,55,1,90.26,90.81,1,0,1,1,0,0,19
300714,CANCEL,36,2,363.08,729.39,3,0,0,1,0,0,17
300715,CANCEL,59,4,92.38,387.2,2,1,1,1,1,0,14
300716,CANCEL,66,1,89.34,91.21,1,2,0,0,1,1,11
300717,CANCEL,46,5,72.41,369.47,2,1,2,0,1,1,20
300718,STAY,99,2,109.01,231.71,3,3,0,0,0,1,17
300719,CANCEL,70,1,145.58,136.76,2,1,1,1,1,0,14
300720,STAY,88,3,92.64,288.83,3,1,0,1,0,0,19
300721,STAY,51,2,85.34,182.4,2,0,0,1,1,1,15
300722,STAY,61,3,71.35,202.87,1,0,4,1,1,0,12
300723,STAY,95,3,132.37,393.02,2,1,0,0,1,0,15
300724,STAY,69,2,105.6,238.83,1,1,11,0,1,0,12
300725,CANCEL,88,2,98.89,192.22,1,2,1,1,1,1,13
300726,STAY,13,4,91.14,359.59,3,0,3,1,0,0,20
300727,CANCEL,76,2,91.09,175.67,1,1,1,0,1,0,16
300728,STAY,27,4,85.8,341.07,3,0,1,1,1,0,13
300729,CANCEL,39,2,75.32,146.21,3,0,1,0,1,0,13
300730,STAY,47,1,108.65,125.13,1,0,0,0,0,1,19
300731,STAY,83,3,81.14,261.3,2,0,1,0,0,0,16
300732,CANCEL,65,1,131.76,138.03,2,0,1,0,1,0,22
300733,STAY,50,3,104.21,323.51,5,0,2,1,0,1,15
300734,CANCEL,97,1,55.21,73.21,3,2,0,0,0,0,11
300735,CANCEL,71,3,179.68,532.14,4,0,1,0,1,0,10
300736,CANCEL,56,5,89.38,438.23,4,0,0,0,0,0,14
300737,STAY,49,4,137.45,569.07,1,1,1,1,1,0,11
300738,CANCEL,68,3,100.9,327.35,2,1,0,1,1,0,12
300739,CANCEL,67,3,112.63,317.23,1,1,0,0,1,0,16
300740,CANCEL,115,3,148.88,465.14,2,1,0,0,1,0,12
