unit_id,fuel,region,operator,capacity_mw,age_years,ambient_c,humidity,days_since_maint,maint_overdue,is_peak_hour,wind_ms,ghi,load_factor,forced_outage
1315,nuclear,Northeast,IOU,1121.9,31.7,26.5,74.3,18,0,0,6.6,144,0.785,No
1047,wind,South,IOU,333.7,4.3,35.6,69.2,364,1,1,11.4,352,0.515,No
1596,nuclear,South,co_op,1125.1,23.6,11.8,59.5,131,0,0,5.0,723,0.375,No
1921,wind,ERCOT,IOU,235.2,15.0,23.7,43.1,136,0,1,4.1,677,0.884,No
1938,nuclear,ERCOT,IOU,1253.3,1.0,22.5,47.5,251,1,1,5.5,557,0.268,No
1358,gas_ccgt,West,muni,669.2,1.0,9.3,45.9,140,0,0,4.3,427,0.47,No
1433,nuclear,South,muni,1022.3,19.7,32.9,69.8,119,0,0,3.2,557,0.48,Yes
1159,coal,West,ipp,646.1,11.0,13.1,54.3,91,0,0,3.1,343,0.362,No
1068,gas_ccgt,South,muni,582.1,14.3,28.5,68.0,90,0,1,6.7,465,0.598,No
1939,nuclear,West,IOU,1108.8,27.5,30.9,45.2,138,0,0,6.2,586,0.809,No
1423,wind,West,IOU,59.1,23.7,30.5,35.6,49,0,0,2.4,490,0.476,Yes
1292,gas_ccgt,Midwest,IOU,255.1,30.6,15.8,71.7,45,0,1,8.3,110,0.498,Yes
1011,nuclear,South,ipp,1397.3,36.8,29.5,66.0,144,0,0,5.5,695,0.54,No
1276,wind,Midwest,IOU,170.4,25.2,-2.0,45.4,125,0,0,7.8,442,0.586,No
1777,coal,Northeast,IOU,659.4,1.0,4.6,78.6,63,0,0,5.7,349,0.333,No
1134,gas_ccgt,South,ipp,647.6,1.0,34.9,86.1,77,0,0,1.1,310,0.192,No
1061,gas_peaker,South,ipp,172.0,34.5,5.6,78.3,29,0,1,2.0,210,0.808,Yes
1932,nuclear,South,muni,864.6,48.5,26.0,88.5,122,0,1,8.4,584,0.744,No
1513,hydro,South,ipp,270.1,9.7,32.5,72.5,23,0,0,1.4,224,0.572,No
1718,nuclear,South,IOU,1001.9,34.1,20.7,64.2,73,0,0,7.5,454,0.694,No
1471,gas_ccgt,South,IOU,297.3,8.8,27.8,70.1,19,0,0,8.4,563,0.373,No
1535,wind,Northeast,IOU,103.2,13.2,6.8,65.3,65,0,0,3.4,244,0.5,Yes
1309,solar,West,muni,146.1,24.4,25.0,41.8,336,1,1,10.5,499,0.563,Yes
1128,gas_ccgt,West,ipp,428.3,17.6,17.1,58.9,54,0,0,2.4,563,0.559,No
1463,gas_ccgt,South,ipp,594.5,1.0,26.9,70.7,40,0,1,1.9,369,0.831,No
1331,gas_ccgt,West,IOU,411.4,32.0,22.3,19.2,113,0,0,9.1,626,0.333,No
1400,wind,Midwest,muni,180.7,9.6,3.3,72.7,104,0,0,9.3,417,0.551,No
1038,solar,West,IOU,224.8,42.0,22.4,35.7,18,0,1,8.3,523,0.738,Yes
1738,gas_ccgt,South,IOU,693.8,7.0,24.9,58.4,167,1,0,11.4,521,0.33,No
1840,gas_peaker,West,IOU,114.9,14.1,7.4,28.1,18,0,0,5.5,633,0.417,No
1056,gas_ccgt,West,ipp,458.9,7.4,15.4,16.7,84,0,1,5.9,691,0.663,Yes
1080,coal,South,IOU,874.1,7.2,29.2,98.0,91,0,1,2.2,257,0.338,No
1057,solar,Midwest,co_op,131.6,21.2,-1.5,85.7,8,0,0,5.0,403,0.666,No
1553,gas_ccgt,ERCOT,ipp,654.3,23.7,14.6,89.7,182,1,0,3.3,264,0.74,No
1003,gas_ccgt,West,IOU,276.2,36.1,17.3,47.8,82,0,0,2.1,470,0.458,No
1012,coal,South,muni,320.3,14.5,37.2,55.4,62,0,0,5.6,210,0.758,No
1428,coal,Midwest,ipp,385.6,31.1,15.0,56.6,62,0,0,5.8,515,0.551,No
1785,wind,ERCOT,ipp,64.3,6.3,20.3,81.2,247,1,0,15.7,641,0.254,No
1085,coal,West,co_op,878.1,28.9,29.0,63.7,34,0,0,1.3,545,0.463,Yes
1500,gas_ccgt,Midwest,ipp,653.4,3.5,19.7,74.6,69,0,0,8.4,325,0.56,No
1262,gas_peaker,West,ipp,208.7,19.4,13.6,50.0,165,1,1,4.8,610,0.412,Yes
1709,solar,Midwest,ipp,195.8,13.7,11.5,78.4,158,1,0,8.2,473,0.569,No
1819,wind,ERCOT,ipp,224.9,3.9,10.9,66.8,121,0,0,5.2,654,0.368,No
1752,gas_ccgt,Northeast,IOU,510.6,36.4,8.3,69.8,35,0,0,1.0,607,0.693,No
1371,wind,ERCOT,IOU,90.0,7.8,19.5,49.3,106,0,0,6.8,478,0.465,No
1151,gas_peaker,Midwest,IOU,164.6,23.4,-0.5,78.3,167,1,0,2.2,445,0.553,Yes
1026,wind,ERCOT,ipp,334.7,1.0,4.2,55.0,19,0,0,8.7,390,0.829,Yes
1347,gas_ccgt,Midwest,IOU,310.2,7.0,22.2,62.3,80,0,0,10.7,543,0.555,No
1828,wind,Midwest,muni,61.9,25.3,13.0,70.3,144,0,1,2.8,210,0.781,Yes
1198,gas_ccgt,Midwest,ipp,426.7,18.1,11.0,50.6,139,0,0,1.9,593,0.788,Yes
1148,coal,South,muni,496.1,17.8,21.5,63.5,180,1,0,8.9,415,0.641,No
1408,hydro,Midwest,ipp,188.1,5.3,25.4,63.0,343,1,1,2.4,274,0.797,No
1612,coal,West,IOU,415.7,24.0,19.3,15.0,19,0,0,4.0,172,0.769,No
1484,gas_ccgt,West,co_op,272.4,37.6,18.3,43.2,80,0,0,2.4,294,0.683,No
1796,gas_ccgt,West,ipp,625.1,30.9,13.5,69.2,74,0,0,3.4,324,0.899,No
1354,gas_peaker,South,IOU,125.4,8.6,18.3,73.6,104,0,1,8.5,412,0.651,No
1823,gas_ccgt,South,ipp,626.9,19.2,24.1,55.9,170,1,1,6.4,626,0.99,Yes
1751,gas_ccgt,Midwest,ipp,566.6,7.5,25.7,66.7,173,1,1,9.3,612,0.555,No
1023,gas_ccgt,South,IOU,291.1,6.6,31.9,69.0,152,1,1,5.3,396,0.413,No
1534,coal,South,ipp,351.8,38.1,39.5,47.3,114,0,0,8.3,363,0.514,Yes
1609,gas_peaker,Midwest,IOU,166.0,33.8,0.4,67.6,45,0,0,3.3,149,0.356,No
1411,nuclear,South,IOU,1253.4,13.4,30.7,67.2,67,0,0,3.2,362,0.664,No
1128,gas_peaker,Northeast,co_op,72.7,10.6,31.3,60.6,276,1,0,6.6,541,0.251,No
1039,gas_ccgt,South,ipp,582.3,27.9,19.8,76.7,199,1,0,2.7,458,0.17,Yes
1294,gas_peaker,Midwest,ipp,169.6,3.9,7.5,70.8,138,0,1,5.9,632,0.705,No
1119,wind,South,co_op,116.6,29.2,27.4,83.5,105,0,0,6.2,700,0.261,No
1376,gas_ccgt,West,IOU,532.8,7.9,21.6,50.5,76,0,1,2.7,281,0.738,No
1125,coal,Northeast,ipp,860.7,37.1,10.3,66.9,89,0,0,3.7,579,0.747,No
1242,wind,South,muni,297.9,1.0,38.2,89.7,56,0,0,7.9,545,0.425,No
1969,coal,Northeast,IOU,617.7,40.0,11.5,53.8,37,0,0,4.1,385,0.615,No
1911,solar,Midwest,IOU,71.3,1.1,13.5,58.0,82,0,0,13.1,387,0.325,No
1435,solar,West,ipp,94.1,11.6,26.6,53.2,33,0,0,3.3,244,0.727,No
1135,gas_peaker,West,IOU,92.3,9.0,13.0,32.9,94,0,0,9.5,569,0.349,No
1644,wind,West,IOU,169.4,13.8,1.1,47.0,58,0,0,3.6,798,0.263,No
1995,gas_ccgt,West,ipp,391.4,4.4,6.6,35.8,133,0,1,2.8,500,0.639,Yes
1442,gas_ccgt,Midwest,IOU,586.3,7.2,0.5,44.5,56,0,1,9.1,412,0.311,No
1683,coal,Midwest,muni,412.1,44.0,18.9,64.2,77,0,1,8.5,113,0.604,No
1120,nuclear,Midwest,IOU,875.4,43.7,12.1,76.3,30,0,1,7.6,427,0.324,No
1170,solar,Midwest,ipp,203.6,21.2,2.3,62.8,6,0,1,1.1,332,0.99,No
1374,gas_ccgt,South,ipp,672.8,18.0,31.0,78.9,105,0,0,2.8,387,0.727,Yes
1226,hydro,West,muni,168.0,7.1,19.7,58.9,101,0,0,2.2,589,0.55,No
1288,coal,West,ipp,713.5,43.2,23.7,49.4,31,0,1,6.8,842,0.768,Yes
1331,gas_ccgt,South,muni,405.4,9.7,27.6,73.0,74,0,0,7.2,691,0.721,No
1667,solar,Northeast,IOU,26.8,20.8,11.7,51.3,50,0,0,2.9,453,0.66,No
1255,hydro,West,ipp,105.3,15.7,2.4,59.3,185,1,1,5.7,855,0.457,Yes
1749,gas_ccgt,ERCOT,muni,264.4,1.8,38.0,42.1,96,0,0,3.1,412,0.506,No
1265,solar,ERCOT,co_op,29.3,15.7,19.4,45.7,48,0,0,8.5,482,0.63,No
1168,gas_ccgt,Northeast,IOU,626.5,28.1,28.0,58.2,105,0,1,3.3,491,0.855,No
1180,gas_ccgt,Midwest,ipp,687.6,1.4,19.0,72.6,45,0,0,3.7,228,0.362,No
1835,gas_peaker,South,IOU,121.9,22.3,32.6,57.9,60,0,0,14.0,364,0.288,Yes
1713,solar,West,IOU,235.8,1.0,18.6,37.7,25,0,1,6.3,704,0.621,No
1252,gas_ccgt,West,ipp,269.2,35.3,12.3,59.4,75,0,1,5.3,565,0.661,No
1500,solar,Northeast,co_op,195.9,26.4,14.8,56.9,168,1,0,10.3,634,0.681,No
1725,nuclear,ERCOT,ipp,1091.4,23.0,46.2,48.5,31,0,0,1.3,467,0.373,No
1848,gas_ccgt,South,ipp,400.7,21.1,27.4,85.4,97,0,0,2.2,427,0.409,No
1060,nuclear,ERCOT,ipp,844.0,27.2,46.7,44.0,104,0,0,5.8,728,0.707,Yes
1431,coal,West,co_op,695.4,27.8,21.9,17.2,89,0,0,10.5,650,0.797,Yes
1806,nuclear,South,IOU,1161.6,1.0,47.5,71.2,189,1,0,7.8,107,0.73,Yes
1610,wind,ERCOT,ipp,178.8,25.0,47.7,63.7,99,0,0,5.5,514,0.481,No
1125,hydro,South,muni,122.8,10.5,32.3,71.9,800,1,0,8.2,257,0.69,Yes
1217,solar,Northeast,ipp,201.7,5.7,14.5,46.7,74,0,0,4.8,266,0.445,No
1689,gas_ccgt,Midwest,muni,345.6,1.0,34.8,56.8,26,0,0,1.9,547,0.727,No
1617,wind,South,ipp,191.3,12.3,20.0,69.0,47,0,0,2.8,279,0.68,No
1085,coal,West,IOU,479.2,33.7,13.6,47.3,119,0,0,7.5,370,0.714,Yes
1836,wind,Midwest,muni,310.1,17.6,-0.4,51.6,32,0,1,7.2,429,0.451,No
1408,solar,ERCOT,IOU,61.3,21.5,31.9,71.4,59,0,1,4.7,419,0.99,No
1408,solar,Midwest,IOU,140.3,9.1,5.2,43.2,16,0,0,3.2,302,0.724,No
1463,gas_ccgt,ERCOT,ipp,504.2,7.2,36.9,37.4,15,0,1,6.6,509,0.355,No
1966,coal,West,muni,624.2,27.4,22.2,39.2,112,0,0,5.5,630,0.559,Yes
1537,solar,West,IOU,190.1,5.7,21.5,54.6,29,0,1,5.4,649,0.755,No
1966,solar,South,muni,46.9,36.2,24.9,70.9,84,0,0,7.4,508,0.478,No
1958,gas_peaker,South,ipp,44.9,30.0,27.3,91.9,562,1,0,5.9,228,0.703,Yes
1692,solar,Midwest,IOU,112.6,1.0,-5.1,57.5,169,1,1,2.6,354,0.629,No
1807,coal,South,ipp,772.0,4.0,28.7,98.0,32,0,1,4.6,438,0.601,No
1853,gas_peaker,ERCOT,ipp,121.2,34.0,14.6,40.9,11,0,0,2.0,364,0.314,No
1107,wind,West,IOU,256.6,17.7,14.3,45.6,19,0,0,4.2,489,0.772,No
1381,coal,West,co_op,563.1,35.0,6.0,39.4,56,0,1,5.3,414,0.762,Yes
1216,coal,South,ipp,606.0,39.1,14.3,54.2,73,0,0,3.6,403,0.716,No
1546,gas_peaker,Midwest,co_op,148.9,14.9,17.1,34.4,23,0,0,2.4,510,0.335,No
1878,coal,South,IOU,616.2,18.3,36.3,60.2,88,0,0,6.4,265,0.775,No
1782,gas_ccgt,ERCOT,muni,581.8,5.9,38.7,51.0,21,0,1,4.2,516,0.806,Yes
1819,gas_ccgt,West,IOU,589.5,27.0,15.1,39.1,17,0,1,8.8,656,0.886,No
1117,wind,Midwest,IOU,257.2,11.6,26.4,70.4,97,0,0,4.2,147,0.485,No
1683,nuclear,West,IOU,1018.8,15.6,7.4,44.4,49,0,0,5.8,670,0.553,No
1452,hydro,ERCOT,ipp,298.6,22.6,35.9,15.0,153,1,1,4.4,657,0.58,No
1237,wind,West,IOU,88.5,17.1,8.7,42.7,74,0,0,5.2,464,0.623,No
1279,gas_ccgt,West,IOU,511.9,11.4,37.7,65.9,8,0,0,2.1,661,0.552,No
1255,gas_ccgt,West,IOU,306.8,18.1,13.6,65.0,127,0,0,7.3,524,0.184,No
1026,gas_ccgt,South,ipp,297.7,15.5,37.5,69.4,38,0,0,9.9,40,0.149,No
1218,gas_peaker,South,IOU,168.3,29.7,20.4,68.7,155,1,1,4.0,403,0.873,No
1956,wind,West,ipp,121.4,8.5,30.1,27.2,148,0,0,8.3,688,0.735,No
1439,gas_peaker,South,ipp,131.7,23.0,28.9,98.0,55,0,0,5.6,414,0.467,No
1558,gas_peaker,Northeast,ipp,68.1,20.4,-3.3,52.9,40,0,0,2.9,241,0.306,Yes
1331,hydro,ERCOT,muni,63.2,16.9,5.1,70.1,59,0,1,2.1,473,0.535,No
1781,gas_ccgt,ERCOT,IOU,477.2,28.9,10.0,61.9,64,0,0,12.6,466,0.282,No
1477,gas_ccgt,Northeast,ipp,379.8,29.0,-4.4,72.4,27,0,1,3.7,463,0.523,Yes
1648,hydro,West,IOU,133.5,15.3,16.4,58.8,399,1,0,4.4,398,0.529,No
1768,wind,West,ipp,343.3,17.3,27.0,43.2,196,1,0,2.2,82,0.722,Yes
1783,gas_peaker,Midwest,ipp,44.8,25.4,24.4,45.5,91,0,1,3.5,338,0.808,Yes
1169,hydro,Midwest,ipp,223.8,13.3,22.5,47.2,115,0,1,4.5,527,0.508,No
1557,gas_ccgt,Northeast,IOU,495.0,17.3,-2.2,60.0,130,0,1,9.8,193,0.44,No
1463,coal,South,ipp,753.3,19.4,26.1,71.4,46,0,0,6.8,418,0.77,Yes
1164,nuclear,Midwest,IOU,1153.4,35.7,7.7,43.9,51,0,0,8.5,311,0.635,No
1187,gas_ccgt,West,co_op,347.5,17.9,20.1,74.2,65,0,0,6.3,597,0.851,No
1304,gas_peaker,ERCOT,ipp,50.9,12.8,25.1,89.1,272,1,0,3.4,335,0.81,No
1035,nuclear,Midwest,IOU,1049.7,16.3,3.6,20.2,38,0,0,5.5,220,0.781,No
1887,nuclear,Midwest,ipp,864.0,47.7,13.6,52.0,186,1,0,4.8,713,0.469,No
1000,gas_ccgt,South,IOU,552.2,14.4,10.7,74.7,48,0,0,8.3,416,0.633,No
1080,hydro,Northeast,IOU,148.8,20.2,-9.4,46.1,124,0,0,10.1,90,0.679,No
1320,gas_ccgt,Northeast,ipp,482.9,2.9,2.4,36.3,15,0,0,1.2,60,0.393,No
1782,solar,Northeast,IOU,207.2,6.7,23.4,54.2,66,0,1,3.9,387,0.481,No
1561,gas_ccgt,West,ipp,463.4,30.7,0.9,73.6,48,0,0,11.9,484,0.694,Yes
1335,gas_ccgt,South,ipp,565.4,32.6,21.7,59.1,160,1,0,6.1,547,0.76,No
1268,gas_ccgt,West,IOU,451.9,17.9,44.0,51.4,43,0,1,11.6,291,0.422,No
1280,solar,West,IOU,69.9,1.0,35.6,44.7,200,1,1,4.3,413,0.596,No
1356,gas_peaker,Midwest,ipp,58.7,28.5,16.9,43.5,203,1,0,8.0,529,0.74,No
1781,nuclear,Northeast,IOU,1129.5,16.2,18.3,59.7,270,1,0,5.9,532,0.485,No
1737,solar,Northeast,IOU,133.4,12.0,13.5,79.2,231,1,0,3.0,485,0.531,No
1224,solar,West,IOU,148.2,11.5,0.9,41.7,6,0,0,3.8,221,0.813,No
1872,gas_ccgt,South,IOU,576.0,36.6,15.4,98.0,60,0,1,9.7,346,0.602,No
1265,coal,ERCOT,ipp,308.9,30.0,48.8,51.9,176,1,1,1.7,180,0.873,Yes
1534,nuclear,West,IOU,1362.4,26.7,29.3,55.7,26,0,1,1.6,548,0.54,No
1621,hydro,Northeast,muni,291.3,20.7,1.0,66.9,40,0,0,5.1,422,0.402,No
1501,gas_peaker,South,ipp,65.5,1.3,30.1,83.3,358,1,0,4.1,592,0.5,No
1229,gas_peaker,South,ipp,73.8,26.3,27.5,64.3,28,0,1,1.7,720,0.404,No
1498,gas_ccgt,Northeast,ipp,653.4,16.1,-11.7,68.3,134,0,0,3.6,76,0.799,No
1457,gas_ccgt,Northeast,IOU,374.9,15.1,-3.0,48.0,21,0,0,9.1,240,0.378,No
1428,nuclear,West,IOU,866.8,13.9,9.7,61.2,165,1,0,4.2,623,0.412,No
1041,gas_ccgt,West,IOU,255.3,26.1,9.7,49.2,23,0,0,1.1,622,0.397,No
1786,gas_ccgt,South,ipp,348.1,24.0,33.2,43.2,41,0,1,3.8,322,0.564,No
1986,gas_peaker,Northeast,IOU,74.2,10.3,18.3,67.0,211,1,0,5.1,575,0.623,No
1485,gas_ccgt,Midwest,IOU,254.7,32.3,6.4,61.4,107,0,0,3.7,68,0.558,No
1943,gas_ccgt,South,ipp,378.9,10.5,25.5,80.2,15,0,0,1.0,343,0.486,No
1311,solar,West,IOU,218.4,13.3,18.1,30.7,105,0,0,7.2,269,0.333,No
1142,coal,South,IOU,896.7,27.4,24.6,46.5,89,0,0,1.9,166,0.47,No
1780,gas_ccgt,West,IOU,266.7,31.7,14.4,55.2,154,1,0,10.3,259,0.381,No
1909,hydro,Midwest,ipp,263.4,2.3,20.9,63.5,41,0,0,1.6,495,0.75,No
1214,gas_ccgt,South,IOU,660.9,31.9,19.6,71.5,148,0,1,8.0,710,0.96,No
1810,gas_ccgt,West,IOU,326.6,25.3,22.1,54.1,74,0,0,4.4,261,0.289,No
1729,solar,South,IOU,100.5,3.2,32.6,73.3,87,0,0,3.2,464,0.147,No
1701,solar,South,co_op,175.6,10.3,37.2,54.8,61,0,0,4.5,809,0.682,No
1996,hydro,Northeast,muni,317.1,9.6,2.6,52.3,74,0,0,7.1,340,0.547,No
1664,gas_ccgt,Northeast,ipp,311.2,33.9,3.8,65.8,228,1,0,2.0,450,0.709,Yes
1103,gas_peaker,West,IOU,189.4,19.2,30.3,66.1,132,0,0,3.2,608,0.425,Yes
1857,gas_ccgt,Northeast,co_op,623.2,27.7,16.3,60.4,60,0,0,1.5,0,0.798,Yes
1027,gas_ccgt,Midwest,IOU,526.2,36.9,27.6,44.2,53,0,0,7.5,193,0.626,Yes
1682,gas_ccgt,South,ipp,547.5,5.1,7.2,93.5,20,0,0,3.5,596,0.467,No
1757,gas_ccgt,ERCOT,IOU,563.6,21.8,17.3,73.7,277,1,1,4.7,717,0.934,Yes
1085,hydro,ERCOT,muni,70.5,8.3,15.8,15.0,102,0,1,3.4,491,0.77,No
1475,gas_ccgt,West,IOU,279.7,7.7,37.3,36.9,67,0,0,3.9,493,0.332,No
1419,gas_ccgt,Midwest,IOU,254.3,19.2,14.9,57.2,319,1,0,4.7,447,0.521,Yes
1682,solar,Northeast,ipp,131.3,11.3,-3.8,47.7,32,0,0,2.9,430,0.65,No
1722,gas_peaker,South,muni,66.0,1.0,38.6,62.4,182,1,1,1.1,373,0.367,No
1065,gas_peaker,Northeast,co_op,64.7,15.9,12.7,55.4,57,0,0,13.9,181,0.539,No
1425,gas_ccgt,Midwest,IOU,539.7,31.9,-8.5,77.5,55,0,0,5.4,279,0.399,No
1366,wind,West,muni,255.4,16.4,43.7,50.0,31,0,0,3.4,629,0.788,No
1494,hydro,South,co_op,302.4,27.1,30.9,67.7,724,1,0,5.5,261,0.513,No
1988,nuclear,ERCOT,muni,1136.8,39.5,15.6,54.8,69,0,0,2.1,517,0.332,No
1337,nuclear,Midwest,ipp,1040.7,50.9,7.1,54.7,67,0,0,3.1,560,0.225,No
1203,gas_ccgt,South,ipp,305.5,24.0,24.0,60.9,73,0,1,4.4,443,0.82,No
1377,gas_ccgt,West,ipp,404.7,15.1,22.9,41.7,314,1,1,5.1,296,0.671,No
1579,nuclear,Midwest,ipp,1370.9,28.3,20.7,52.8,726,1,1,8.8,335,0.405,Yes
1575,solar,Midwest,ipp,104.3,16.2,22.0,62.8,35,0,0,10.5,572,0.843,No
1075,wind,ERCOT,muni,70.1,1.0,17.9,52.4,116,0,0,7.0,747,0.765,No
1825,hydro,Midwest,IOU,119.8,20.7,12.3,58.5,230,1,0,1.7,360,0.525,Yes
1433,coal,ERCOT,ipp,810.4,39.7,21.4,43.6,281,1,0,3.1,581,0.84,Yes
1251,gas_ccgt,South,IOU,566.3,20.0,28.7,53.7,42,0,0,4.2,325,0.81,No
1833,solar,ERCOT,muni,102.6,1.0,30.8,45.0,90,0,0,6.8,420,0.671,No
1183,gas_ccgt,West,ipp,499.6,33.5,8.1,43.3,16,0,1,3.4,298,0.238,No
1881,gas_ccgt,Midwest,IOU,517.3,1.7,8.1,76.3,41,0,0,1.6,457,0.449,No
1048,hydro,Northeast,IOU,369.9,17.3,5.9,49.2,33,0,0,10.0,659,0.485,No
1326,wind,West,muni,195.5,23.3,13.4,47.6,226,1,0,7.7,283,0.572,Yes
1294,wind,Midwest,IOU,265.4,4.7,-2.1,56.0,84,0,0,9.7,642,0.378,No
1183,coal,Midwest,ipp,335.5,17.8,12.0,47.8,59,0,0,0.9,364,0.551,No
1465,gas_ccgt,West,ipp,499.1,38.4,34.4,17.8,248,1,0,12.0,475,0.606,Yes
1441,gas_ccgt,South,muni,494.0,15.4,22.0,68.0,86,0,1,4.7,436,0.586,No
1092,wind,Midwest,IOU,213.3,7.0,17.1,61.6,53,0,1,1.3,370,0.548,Yes
1060,solar,ERCOT,ipp,237.7,38.5,32.6,50.9,236,1,1,7.0,220,0.553,Yes
1302,gas_ccgt,West,ipp,626.2,3.3,24.3,65.7,134,0,1,6.7,568,0.943,No
1891,wind,West,co_op,89.9,18.7,16.5,41.6,60,0,1,4.0,324,0.854,No
1407,coal,Midwest,muni,490.2,22.1,18.8,18.1,50,0,0,1.8,780,0.438,No
1974,gas_peaker,ERCOT,ipp,50.6,14.3,36.9,49.1,15,0,0,2.8,406,0.347,Yes
1036,coal,South,IOU,789.5,7.6,15.7,58.2,76,0,1,4.3,555,0.748,No
1665,gas_ccgt,Midwest,IOU,525.3,21.9,17.3,60.1,83,0,0,4.8,401,0.476,No
1167,coal,Northeast,IOU,427.0,4.8,-0.7,76.6,92,0,0,8.2,119,0.527,Yes
1573,gas_ccgt,West,ipp,447.7,22.0,22.5,33.7,58,0,0,2.6,515,0.297,No
1727,hydro,West,ipp,222.8,18.3,1.2,67.9,99,0,0,4.6,186,0.56,No
1394,coal,ERCOT,IOU,859.2,32.5,29.0,72.5,63,0,0,2.6,211,0.954,No
1464,wind,Northeast,muni,160.7,19.5,11.7,87.6,137,0,1,2.6,144,0.876,No
1946,solar,Northeast,IOU,98.5,24.2,5.9,45.2,33,0,1,3.4,653,0.622,No
1472,gas_peaker,ERCOT,ipp,99.1,9.6,30.9,85.1,226,1,1,8.3,761,0.466,Yes
1297,gas_peaker,Midwest,co_op,54.5,13.9,13.5,45.0,20,0,0,4.2,395,0.36,No
1491,solar,Midwest,muni,75.0,10.5,15.6,57.1,462,1,0,3.9,486,0.889,No
1973,coal,Northeast,IOU,516.6,40.6,-5.3,63.7,38,0,0,5.9,419,0.845,Yes
1486,gas_ccgt,South,IOU,257.9,18.0,15.4,86.6,38,0,0,4.7,0,0.495,No
1247,gas_ccgt,Midwest,IOU,556.8,38.2,11.0,76.2,35,0,1,2.3,485,0.676,No
1402,solar,Northeast,ipp,239.7,1.0,26.8,69.5,195,1,0,8.4,444,0.858,No
1186,nuclear,ERCOT,IOU,1320.6,16.7,40.7,32.8,67,0,0,3.4,460,0.459,No
1048,gas_ccgt,Northeast,ipp,656.8,23.3,14.2,54.5,130,0,1,2.7,558,0.99,No
1309,coal,Midwest,co_op,675.9,16.4,9.7,59.1,237,1,0,3.7,628,0.441,No
1049,coal,Midwest,IOU,403.1,33.3,16.6,58.1,132,0,0,5.7,528,0.553,No
1049,coal,West,ipp,882.7,21.9,9.4,41.1,8,0,1,6.3,624,0.959,Yes
1543,solar,West,IOU,162.4,23.2,5.7,70.7,139,0,1,3.1,160,0.631,No
1342,solar,ERCOT,ipp,210.0,22.8,34.8,46.5,56,0,1,4.2,521,0.61,No
1569,gas_ccgt,South,IOU,390.5,9.1,35.6,71.5,88,0,0,3.7,243,0.194,No
1502,gas_ccgt,West,ipp,672.6,4.4,12.4,50.3,113,0,0,4.2,369,0.716,No
1091,coal,West,muni,363.1,26.4,21.9,49.4,33,0,1,1.1,527,0.785,No
1869,wind,West,co_op,105.2,25.0,20.0,44.4,85,0,0,8.7,773,0.717,Yes
1903,hydro,Northeast,co_op,268.7,21.5,17.7,49.2,71,0,1,5.2,604,0.328,No
1944,wind,South,IOU,316.0,39.7,38.5,49.9,110,0,0,6.6,274,0.483,No
1561,nuclear,West,co_op,904.6,30.0,25.6,44.2,117,0,0,7.1,572,0.201,No
1311,gas_ccgt,Midwest,ipp,559.2,21.8,31.9,55.3,30,0,0,11.5,550,0.506,No
1464,wind,West,ipp,226.2,27.5,16.8,54.3,51,0,0,7.4,326,0.714,No
1899,gas_ccgt,West,IOU,655.0,5.0,23.9,60.1,83,0,0,2.3,471,0.7,No
1200,hydro,West,ipp,259.4,43.7,18.4,33.2,245,1,0,6.5,640,0.631,No
1010,gas_ccgt,West,muni,258.7,1.0,12.2,41.8,24,0,1,6.2,413,0.816,No
1545,coal,South,muni,505.1,39.4,16.5,65.8,218,1,0,5.4,86,0.628,No
1817,solar,Northeast,muni,243.6,8.5,12.1,59.9,39,0,0,2.3,240,0.517,No
1171,coal,Midwest,IOU,812.1,23.6,7.2,81.4,104,0,0,7.6,316,0.705,No
1778,gas_ccgt,South,IOU,424.9,20.2,28.2,76.6,86,0,1,3.8,390,0.468,No
1594,coal,ERCOT,ipp,583.3,27.4,25.1,44.5,612,1,0,5.0,389,0.639,No
1063,hydro,Midwest,IOU,108.4,13.5,-3.5,72.7,25,0,0,5.8,290,0.642,No
1720,gas_ccgt,West,ipp,562.2,6.0,20.5,54.0,194,1,0,6.3,698,0.432,No
1960,gas_ccgt,Midwest,co_op,538.4,12.9,3.1,67.3,185,1,1,9.0,363,0.454,Yes
1270,gas_ccgt,South,ipp,437.4,25.8,25.4,72.0,127,0,0,3.1,447,0.38,No
1221,nuclear,ERCOT,ipp,1127.3,28.8,22.7,65.6,45,0,1,1.7,304,0.743,No
1379,gas_peaker,South,IOU,182.7,1.0,29.2,70.6,76,0,0,4.2,440,0.753,No
1494,coal,Midwest,ipp,474.7,22.3,28.6,42.9,56,0,1,1.5,704,0.675,No
1058,gas_peaker,Midwest,IOU,200.9,29.3,8.3,50.3,102,0,0,2.0,603,0.713,Yes
1402,hydro,West,muni,255.5,13.6,9.7,64.8,106,0,0,2.9,318,0.544,No
1539,gas_ccgt,West,IOU,308.6,9.5,15.5,60.5,71,0,1,0.7,685,0.306,Yes
1201,solar,West,ipp,214.4,20.3,24.3,45.2,132,0,1,4.1,391,0.882,No
1706,solar,Midwest,muni,128.2,12.8,-5.5,36.3,249,1,0,4.2,324,0.718,No
1043,coal,West,ipp,757.8,32.3,27.7,54.3,24,0,0,2.1,331,0.634,No
1230,coal,West,ipp,705.3,46.7,25.6,51.2,19,0,1,9.0,719,0.729,Yes
1876,wind,South,co_op,336.5,35.9,21.9,45.7,63,0,0,4.8,310,0.23,No
