customer_id,credit_score,income_k,dti,card_util,deposit_k,loan_k,n_products,tenure_mo,late30_12m,logins_30d,segment,segment_name
C10107,711.0,48.9,0.29,0.365,32.6,3.2,2.0,89.0,0.0,14.0,1,Mass-Market Saver
C00046,797.0,75.5,0.112,0.116,39.1,0.0,2.0,54.0,-0.0,20.0,0,Prime Transactor
C40397,803.0,172.4,0.259,0.145,104.3,371.6,6.0,111.0,0.0,12.0,4,Affluent Relationship
C30069,609.0,34.9,0.612,0.928,2.6,19.6,3.0,31.0,2.0,4.0,3,Stressed Book
C40225,787.0,167.7,0.337,0.232,81.3,161.0,4.0,89.0,1.0,19.0,4,Affluent Relationship
C10031,723.0,43.7,0.187,0.212,20.6,10.2,2.0,49.0,1.0,6.0,1,Mass-Market Saver
C20222,669.0,58.3,0.407,0.964,2.2,23.5,2.0,38.0,1.0,20.0,2,Card Revolver
C00330,765.0,101.7,0.226,0.072,24.1,24.5,2.0,50.0,0.0,14.0,0,Prime Transactor
C30399,569.0,36.5,0.376,0.746,1.1,14.1,2.0,34.0,6.0,11.0,3,Stressed Book
C30201,562.0,29.9,0.482,0.781,2.8,26.8,3.0,15.0,1.0,4.0,3,Stressed Book
C10193,706.0,59.6,0.286,0.148,31.0,6.9,3.0,57.0,1.0,11.0,1,Mass-Market Saver
C10161,702.0,35.7,0.159,0.253,15.5,8.0,2.0,66.0,0.0,2.0,1,Mass-Market Saver
C30388,587.0,27.6,0.367,0.989,2.2,28.8,1.0,26.0,5.0,3.0,3,Stressed Book
C00194,795.0,122.3,0.104,0.113,23.8,15.9,2.0,68.0,-0.0,22.0,0,Prime Transactor
C40357,753.0,164.2,0.33,0.253,104.3,161.1,6.0,66.0,0.0,15.0,4,Affluent Relationship
C30015,565.0,20.5,0.506,0.811,2.3,22.7,3.0,5.0,6.0,3.0,3,Stressed Book
C30291,585.0,30.8,0.549,0.793,0.2,38.0,1.0,28.0,6.0,0.0,3,Stressed Book
C00351,746.0,100.2,0.255,0.076,24.3,4.3,4.0,36.0,0.0,30.0,0,Prime Transactor
C20211,660.0,56.9,0.384,0.678,5.1,0.0,3.0,40.0,1.0,32.0,2,Card Revolver
C10063,674.0,46.0,0.243,0.128,18.7,1.8,2.0,53.0,1.0,6.0,1,Mass-Market Saver
C40181,767.0,171.3,0.271,0.191,95.7,280.9,7.0,95.0,0.0,26.0,4,Affluent Relationship
C10065,721.0,53.8,0.257,0.243,13.1,5.5,3.0,135.0,1.0,8.0,1,Mass-Market Saver
C20242,607.0,49.4,0.278,0.833,8.5,18.0,3.0,25.0,2.0,31.0,2,Card Revolver
C00341,778.0,95.1,0.197,0.141,47.0,14.9,3.0,57.0,-0.0,27.0,0,Prime Transactor
C40196,716.0,126.7,0.276,0.335,107.6,290.2,4.0,123.0,1.0,18.0,4,Affluent Relationship
C00396,749.0,74.4,0.276,0.056,23.4,13.8,4.0,72.0,0.0,15.0,0,Prime Transactor
C00109,787.0,99.0,0.165,0.082,35.9,14.8,3.0,121.0,1.0,9.0,0,Prime Transactor
C30140,566.0,24.5,0.657,0.814,1.9,20.3,2.0,9.0,6.0,4.0,3,Stressed Book
C30377,565.0,29.9,0.482,0.99,1.4,23.9,2.0,21.0,5.0,4.0,3,Stressed Book
C40129,739.0,132.4,0.35,0.215,142.3,222.4,4.0,103.0,0.0,10.0,4,Affluent Relationship
C30136,570.0,45.4,0.682,0.763,0.8,36.9,3.0,35.0,4.0,8.0,3,Stressed Book
C10140,717.0,29.3,0.332,0.231,18.9,4.3,4.0,85.0,1.0,3.0,1,Mass-Market Saver
C10071,679.0,55.6,0.135,0.061,27.5,8.5,3.0,49.0,-0.0,6.0,1,Mass-Market Saver
C30041,565.0,35.2,0.535,0.956,2.5,27.3,2.0,11.0,3.0,3.0,3,Stressed Book
C00095,777.0,115.0,0.233,0.173,40.0,16.7,5.0,52.0,1.0,16.0,0,Prime Transactor
C40038,786.0,231.6,0.366,0.149,78.0,182.3,6.0,115.0,0.0,19.0,4,Affluent Relationship
C30309,556.0,31.4,0.488,0.918,2.7,29.3,3.0,41.0,4.0,4.0,3,Stressed Book
C00019,760.0,112.1,0.278,0.112,33.4,18.3,4.0,94.0,0.0,27.0,0,Prime Transactor
C10263,682.0,41.8,0.312,0.068,6.5,5.0,3.0,44.0,0.0,8.0,1,Mass-Market Saver
C40230,767.0,135.8,0.258,0.267,96.1,300.5,5.0,74.0,-0.0,19.0,4,Affluent Relationship
C40328,750.0,158.3,0.369,0.172,73.2,273.0,6.0,126.0,0.0,12.0,4,Affluent Relationship
C20324,688.0,49.5,0.587,0.896,5.3,17.8,3.0,55.0,2.0,30.0,2,Card Revolver
C30057,560.0,35.3,0.566,0.923,2.5,18.0,2.0,45.0,3.0,7.0,3,Stressed Book
C00340,755.0,124.5,0.143,0.127,22.6,0.0,3.0,88.0,0.0,24.0,0,Prime Transactor
C40001,759.0,142.9,0.32,0.123,66.9,276.2,7.0,55.0,0.0,15.0,4,Affluent Relationship
C20147,628.0,44.2,0.392,0.943,5.1,22.1,4.0,29.0,1.0,15.0,2,Card Revolver
C30389,621.0,13.7,0.582,0.707,0.0,12.3,2.0,18.0,3.0,2.0,3,Stressed Book
C00222,797.0,58.4,0.309,0.257,37.8,20.1,2.0,69.0,-0.0,14.0,0,Prime Transactor
C20277,641.0,50.3,0.531,0.717,5.6,22.0,4.0,41.0,2.0,30.0,2,Card Revolver
C10269,690.0,30.0,0.257,0.201,52.1,7.3,4.0,79.0,0.0,10.0,1,Mass-Market Saver
C20238,661.0,53.9,0.518,0.791,3.0,17.7,3.0,57.0,2.0,37.0,2,Card Revolver
C10284,713.0,51.0,0.384,0.122,30.4,2.6,3.0,80.0,-0.0,9.0,1,Mass-Market Saver
C00111,777.0,73.4,0.217,0.066,26.2,20.3,3.0,84.0,0.0,18.0,0,Prime Transactor
C30329,568.0,44.4,0.352,0.849,2.1,25.1,2.0,18.0,2.0,1.0,3,Stressed Book
C10012,725.0,51.9,0.348,0.208,10.3,13.1,2.0,82.0,1.0,11.0,1,Mass-Market Saver
C00358,768.0,113.1,0.094,0.107,51.9,9.3,2.0,72.0,1.0,17.0,0,Prime Transactor
C00287,770.0,77.4,0.208,0.136,34.1,26.2,3.0,93.0,-0.0,22.0,0,Prime Transactor
C30104,561.0,26.5,0.532,0.865,1.3,11.5,2.0,19.0,4.0,10.0,3,Stressed Book
C20087,614.0,22.3,0.186,0.757,3.2,22.8,4.0,31.0,1.0,25.0,2,Card Revolver
C10088,724.0,43.9,0.484,0.201,17.3,10.6,3.0,53.0,0.0,10.0,1,Mass-Market Saver
C10019,692.0,48.5,0.286,0.341,14.5,3.9,1.0,64.0,0.0,10.0,1,Mass-Market Saver
C10015,706.0,33.8,0.301,0.289,17.6,10.5,1.0,17.0,-0.0,6.0,1,Mass-Market Saver
C30182,477.0,39.6,0.52,0.845,1.1,24.3,2.0,10.0,4.0,6.0,3,Stressed Book
C40245,767.0,156.8,0.33,0.195,72.7,232.8,5.0,118.0,1.0,21.0,4,Affluent Relationship
C10346,696.0,56.2,0.256,0.15,25.0,1.2,2.0,67.0,0.0,11.0,1,Mass-Market Saver
C40220,780.0,64.9,0.205,0.087,65.0,97.0,6.0,126.0,0.0,12.0,4,Affluent Relationship
C00017,771.0,103.2,0.188,0.111,16.9,2.3,4.0,60.0,0.0,18.0,0,Prime Transactor
C30299,519.0,32.9,0.324,0.83,3.5,27.7,2.0,30.0,8.0,8.0,3,Stressed Book
C40330,750.0,168.4,0.229,0.238,109.6,273.6,6.0,63.0,1.0,11.0,4,Affluent Relationship
C40294,756.0,173.1,0.301,0.256,107.9,202.0,5.0,56.0,1.0,13.0,4,Affluent Relationship
C20098,693.0,36.7,0.525,0.801,4.6,16.2,3.0,28.0,1.0,21.0,2,Card Revolver
C10114,680.0,36.5,0.176,0.163,14.4,0.3,2.0,65.0,-0.0,6.0,1,Mass-Market Saver
C10125,696.0,30.0,0.215,0.191,18.9,5.7,2.0,65.0,0.0,3.0,1,Mass-Market Saver
C40009,748.0,185.3,0.309,0.108,105.1,294.6,5.0,86.0,0.0,5.0,4,Affluent Relationship
C00054,787.0,97.7,0.211,0.095,24.3,4.2,3.0,59.0,0.0,11.0,0,Prime Transactor
C00263,789.0,103.2,0.347,0.157,19.3,18.4,3.0,36.0,1.0,20.0,0,Prime Transactor
C00101,786.0,95.9,0.203,0.011,25.7,0.0,3.0,55.0,-0.0,17.0,0,Prime Transactor
C00275,795.0,99.0,0.233,0.06,6.5,7.8,2.0,56.0,0.0,11.0,0,Prime Transactor
C20058,645.0,62.8,0.378,0.769,10.3,3.5,3.0,8.0,1.0,21.0,2,Card Revolver
C20151,657.0,46.7,0.416,0.848,0.6,29.5,3.0,44.0,2.0,31.0,2,Card Revolver
C00249,802.0,101.8,0.273,0.127,40.5,11.8,2.0,104.0,0.0,11.0,0,Prime Transactor
C20167,671.0,33.1,0.398,0.865,4.1,21.8,2.0,59.0,1.0,26.0,2,Card Revolver
C30217,567.0,25.9,0.41,0.895,1.8,34.3,2.0,19.0,2.0,6.0,3,Stressed Book
C00386,809.0,101.9,0.22,0.147,13.7,5.7,3.0,87.0,0.0,17.0,0,Prime Transactor
C10156,738.0,49.4,0.199,0.328,31.2,3.4,4.0,34.0,1.0,13.0,1,Mass-Market Saver
C30195,555.0,37.2,0.587,0.805,0.0,27.7,2.0,5.0,4.0,0.0,3,Stressed Book
C20249,669.0,24.5,0.568,0.663,7.2,14.3,3.0,25.0,4.0,31.0,2,Card Revolver
C40152,738.0,135.9,0.389,0.175,75.2,134.9,7.0,127.0,0.0,18.0,4,Affluent Relationship
C30143,599.0,35.8,0.591,0.785,2.3,28.0,1.0,4.0,4.0,3.0,3,Stressed Book
C00060,755.0,105.5,0.217,0.139,11.0,9.1,3.0,51.0,0.0,16.0,0,Prime Transactor
C00363,782.0,90.4,0.24,0.045,35.7,12.1,4.0,56.0,0.0,14.0,0,Prime Transactor
C20383,636.0,57.4,0.476,0.822,0.0,19.2,4.0,31.0,4.0,22.0,2,Card Revolver
C40059,752.0,182.4,0.249,0.075,40.6,318.8,4.0,82.0,-0.0,18.0,4,Affluent Relationship
C00210,814.0,93.9,0.282,0.151,25.0,12.6,3.0,50.0,1.0,10.0,0,Prime Transactor
C00281,738.0,68.9,0.159,0.112,34.2,10.8,3.0,76.0,-0.0,18.0,0,Prime Transactor
C30214,519.0,24.6,0.529,0.892,0.0,20.5,4.0,39.0,4.0,0.0,3,Stressed Book
C10237,722.0,47.0,0.235,0.248,17.0,0.0,3.0,40.0,-0.0,2.0,1,Mass-Market Saver
C10117,755.0,63.2,0.367,0.245,30.1,11.1,3.0,73.0,-0.0,10.0,1,Mass-Market Saver
C30093,566.0,14.9,0.4,0.941,0.5,35.8,3.0,25.0,5.0,3.0,3,Stressed Book
C30027,585.0,51.9,0.454,0.968,3.2,27.1,1.0,48.0,4.0,4.0,3,Stressed Book
C20208,662.0,27.4,0.36,0.965,1.0,19.2,2.0,57.0,1.0,19.0,2,Card Revolver
C30124,592.0,19.3,0.65,0.77,1.5,28.2,3.0,40.0,5.0,11.0,3,Stressed Book
C40069,743.0,174.6,0.285,0.226,75.6,227.8,7.0,91.0,-0.0,15.0,4,Affluent Relationship
C00324,769.0,91.8,0.114,0.127,34.5,10.8,4.0,50.0,-0.0,14.0,0,Prime Transactor
C10104,714.0,42.8,0.441,0.267,20.2,6.8,3.0,77.0,1.0,13.0,1,Mass-Market Saver
C40087,788.0,160.0,0.219,0.226,118.4,251.1,6.0,125.0,1.0,17.0,4,Affluent Relationship
C00028,786.0,75.6,0.204,0.109,39.9,14.7,3.0,109.0,-0.0,16.0,0,Prime Transactor
C40023,746.0,137.7,0.209,0.243,81.0,206.8,5.0,103.0,0.0,20.0,4,Affluent Relationship
C10187,692.0,39.8,0.398,0.226,19.6,5.1,2.0,83.0,1.0,13.0,1,Mass-Market Saver
C20392,640.0,34.0,0.346,0.641,3.1,12.7,2.0,43.0,0.0,31.0,2,Card Revolver
C10328,711.0,21.4,0.204,0.27,17.7,6.3,1.0,82.0,1.0,8.0,1,Mass-Market Saver
C40177,746.0,119.0,0.174,0.316,81.3,174.1,6.0,136.0,0.0,12.0,4,Affluent Relationship
C00224,766.0,80.4,0.292,0.246,31.3,6.3,3.0,98.0,-0.0,27.0,0,Prime Transactor
C40254,754.0,148.0,0.162,0.23,74.6,334.2,6.0,80.0,-0.0,13.0,4,Affluent Relationship
C20373,629.0,61.1,0.479,0.802,6.8,26.7,3.0,45.0,1.0,27.0,2,Card Revolver
C20020,673.0,41.1,0.421,0.904,3.1,16.1,4.0,44.0,3.0,25.0,2,Card Revolver
C20056,618.0,39.9,0.297,0.77,0.0,6.7,2.0,38.0,2.0,25.0,2,Card Revolver
C40132,746.0,166.4,0.323,0.183,86.8,227.9,6.0,118.0,0.0,12.0,4,Affluent Relationship
C30271,591.0,34.8,0.59,0.857,1.2,27.5,2.0,38.0,7.0,4.0,3,Stressed Book
C40147,728.0,161.9,0.279,0.257,62.3,352.8,5.0,73.0,0.0,11.0,4,Affluent Relationship
C40241,758.0,171.1,0.429,0.027,65.0,186.3,6.0,89.0,-0.0,15.0,4,Affluent Relationship
C40199,767.0,196.7,0.251,0.094,129.4,191.3,4.0,39.0,0.0,11.0,4,Affluent Relationship
C40393,777.0,196.4,0.221,0.209,94.5,298.0,4.0,78.0,0.0,21.0,4,Affluent Relationship
C20060,645.0,38.4,0.501,0.788,0.0,21.2,1.0,40.0,1.0,11.0,2,Card Revolver
C00151,806.0,125.6,0.245,0.166,40.8,6.6,4.0,51.0,-0.0,14.0,0,Prime Transactor
C00215,793.0,106.0,0.253,0.148,43.2,15.9,4.0,86.0,1.0,7.0,0,Prime Transactor
C00098,769.0,66.8,0.218,0.15,38.2,10.9,4.0,72.0,0.0,21.0,0,Prime Transactor
C10092,712.0,50.5,0.256,0.183,22.2,2.2,2.0,80.0,0.0,8.0,1,Mass-Market Saver
C20284,643.0,39.7,0.368,0.804,3.4,12.9,3.0,10.0,3.0,8.0,2,Card Revolver
C30179,569.0,19.0,0.44,0.949,1.2,20.5,2.0,27.0,4.0,-0.0,3,Stressed Book
C30086,599.0,31.8,0.379,0.802,3.8,31.4,2.0,41.0,2.0,3.0,3,Stressed Book
C30270,571.0,30.1,0.576,0.885,3.0,18.5,3.0,33.0,4.0,1.0,3,Stressed Book
C00012,787.0,84.4,0.213,0.0,16.7,14.9,1.0,92.0,-0.0,23.0,0,Prime Transactor
C10288,704.0,62.1,0.239,0.221,18.9,7.5,3.0,37.0,0.0,12.0,1,Mass-Market Saver
C40119,778.0,160.5,0.268,0.159,53.1,188.9,7.0,73.0,0.0,17.0,4,Affluent Relationship
C00167,778.0,84.7,0.17,0.116,39.8,3.5,4.0,92.0,0.0,23.0,0,Prime Transactor
C10358,687.0,53.1,0.249,0.224,24.9,0.0,3.0,40.0,0.0,8.0,1,Mass-Market Saver
C40288,780.0,158.1,0.408,0.201,80.2,274.4,7.0,89.0,1.0,17.0,4,Affluent Relationship
C00188,796.0,100.4,0.159,0.119,25.4,0.0,4.0,85.0,0.0,10.0,0,Prime Transactor
C40203,756.0,164.1,0.381,0.377,96.4,340.7,5.0,106.0,0.0,12.0,4,Affluent Relationship
C00043,784.0,85.3,0.17,0.102,17.7,1.7,3.0,93.0,-0.0,18.0,0,Prime Transactor
C20290,631.0,31.4,0.48,0.965,0.8,18.4,2.0,32.0,2.0,22.0,2,Card Revolver
C00009,785.0,107.0,0.2,0.183,27.9,16.7,2.0,80.0,-0.0,6.0,0,Prime Transactor
C30138,547.0,23.2,0.391,0.816,3.6,23.3,2.0,58.0,3.0,2.0,3,Stressed Book
C00147,790.0,60.5,0.145,0.2,18.6,16.2,3.0,47.0,0.0,15.0,0,Prime Transactor
C40173,764.0,207.8,0.352,0.132,55.4,322.0,6.0,76.0,0.0,21.0,4,Affluent Relationship
C00013,770.0,109.0,0.228,0.028,40.5,23.5,3.0,65.0,0.0,12.0,0,Prime Transactor
C00389,818.0,74.2,0.318,0.059,25.7,18.7,4.0,79.0,-0.0,20.0,0,Prime Transactor
C20146,668.0,47.0,0.54,0.867,0.0,15.6,1.0,31.0,2.0,12.0,2,Card Revolver
C10196,715.0,32.6,0.128,0.189,16.9,5.1,2.0,62.0,0.0,6.0,1,Mass-Market Saver
C30324,555.0,27.0,0.469,0.854,1.5,12.5,2.0,10.0,4.0,5.0,3,Stressed Book
C30287,584.0,30.2,0.497,0.841,0.0,39.5,3.0,49.0,4.0,6.0,3,Stressed Book
C40289,758.0,166.9,0.367,0.223,95.4,286.0,5.0,77.0,-0.0,12.0,4,Affluent Relationship
C20156,648.0,53.2,0.482,0.76,1.5,33.1,4.0,40.0,1.0,25.0,2,Card Revolver
C40096,742.0,185.8,0.389,0.096,60.6,271.2,7.0,137.0,1.0,19.0,4,Affluent Relationship
C40176,789.0,127.6,0.304,0.148,132.0,219.5,4.0,95.0,-0.0,10.0,4,Affluent Relationship
C10274,723.0,56.2,0.237,0.258,18.9,6.4,2.0,66.0,0.0,7.0,1,Mass-Market Saver
C10301,671.0,31.4,0.308,0.229,14.5,5.5,3.0,89.0,-0.0,10.0,1,Mass-Market Saver
C30073,491.0,25.7,0.515,0.976,0.5,26.1,2.0,34.0,4.0,10.0,3,Stressed Book
C30279,546.0,47.5,0.44,0.755,1.8,33.4,1.0,26.0,2.0,3.0,3,Stressed Book
C40336,748.0,167.9,0.296,0.051,102.6,303.1,7.0,79.0,-0.0,17.0,4,Affluent Relationship
C10055,745.0,43.2,0.328,0.091,5.9,8.2,2.0,57.0,0.0,7.0,1,Mass-Market Saver
C20127,639.0,37.7,0.507,0.933,2.3,12.7,3.0,41.0,1.0,27.0,2,Card Revolver
C10283,720.0,39.1,0.278,0.214,26.7,8.5,1.0,27.0,1.0,8.0,1,Mass-Market Saver
C20357,648.0,48.8,0.571,0.817,0.0,16.9,2.0,23.0,2.0,21.0,2,Card Revolver
C10106,694.0,47.2,0.303,0.076,28.4,7.4,3.0,35.0,-0.0,6.0,1,Mass-Market Saver
C00025,726.0,85.5,0.3,0.123,16.3,4.5,4.0,76.0,0.0,18.0,0,Prime Transactor
C30003,592.0,27.9,0.561,0.891,2.4,25.9,3.0,31.0,6.0,6.0,3,Stressed Book
C30253,604.0,29.1,0.693,0.613,0.6,20.0,2.0,47.0,4.0,2.0,3,Stressed Book
C20352,669.0,43.3,0.328,0.735,0.5,16.2,3.0,60.0,3.0,27.0,2,Card Revolver
C20030,630.0,38.7,0.352,0.669,0.3,19.1,3.0,26.0,0.0,35.0,2,Card Revolver
C00115,774.0,75.9,0.223,0.063,27.4,12.8,5.0,52.0,0.0,17.0,0,Prime Transactor
C00024,777.0,108.4,0.215,0.125,25.1,21.2,3.0,19.0,-0.0,6.0,0,Prime Transactor
C00370,770.0,74.8,0.289,0.064,38.8,13.9,4.0,114.0,0.0,23.0,0,Prime Transactor
C40194,728.0,136.8,0.364,0.149,100.9,355.3,6.0,100.0,-0.0,20.0,4,Affluent Relationship
C00096,818.0,125.6,0.103,0.062,34.6,18.3,4.0,70.0,0.0,22.0,0,Prime Transactor
C30235,598.0,35.7,0.517,0.836,1.5,30.7,2.0,32.0,4.0,6.0,3,Stressed Book
C20153,686.0,53.4,0.515,0.661,1.3,22.9,3.0,65.0,2.0,24.0,2,Card Revolver
C30243,629.0,32.5,0.45,0.828,0.0,20.9,1.0,44.0,5.0,0.0,3,Stressed Book
C00099,804.0,88.9,0.205,0.11,28.8,4.8,4.0,62.0,0.0,13.0,0,Prime Transactor
C40056,786.0,198.1,0.186,0.332,131.3,167.6,6.0,56.0,0.0,15.0,4,Affluent Relationship
C30290,583.0,40.5,0.532,0.757,0.2,9.2,3.0,34.0,3.0,2.0,3,Stressed Book
C20246,666.0,25.7,0.226,0.723,3.2,7.2,3.0,41.0,2.0,35.0,2,Card Revolver
C00357,798.0,94.8,0.208,0.127,34.7,15.7,4.0,76.0,-0.0,16.0,0,Prime Transactor
C20143,657.0,35.8,0.322,0.789,4.6,22.2,4.0,32.0,0.0,21.0,2,Card Revolver
C10171,726.0,49.6,0.209,0.159,29.6,4.5,2.0,67.0,0.0,2.0,1,Mass-Market Saver
C40218,784.0,169.0,0.264,0.259,81.8,229.9,5.0,107.0,0.0,17.0,4,Affluent Relationship
C20337,610.0,55.7,0.477,0.919,1.1,1.8,2.0,33.0,2.0,18.0,2,Card Revolver
C10379,701.0,23.0,0.345,0.222,21.9,7.1,2.0,53.0,1.0,12.0,1,Mass-Market Saver
C30008,550.0,32.5,0.499,0.99,2.3,9.5,2.0,49.0,5.0,10.0,3,Stressed Book
C40161,747.0,116.3,0.225,0.054,98.0,322.5,5.0,62.0,1.0,12.0,4,Affluent Relationship
C40098,762.0,172.4,0.287,0.22,56.7,212.6,8.0,60.0,0.0,8.0,4,Affluent Relationship
C00270,751.0,81.0,0.265,0.125,23.1,19.6,2.0,79.0,0.0,13.0,0,Prime Transactor
C00118,778.0,80.5,0.216,0.12,27.2,0.0,3.0,51.0,-0.0,19.0,0,Prime Transactor
C00117,786.0,104.1,0.184,0.105,9.8,2.8,4.0,19.0,0.0,19.0,0,Prime Transactor
C40301,763.0,156.8,0.295,0.182,99.3,229.9,4.0,92.0,0.0,20.0,4,Affluent Relationship
C40014,758.0,191.9,0.47,0.239,138.8,281.8,5.0,139.0,-0.0,18.0,4,Affluent Relationship
C30263,564.0,32.5,0.568,0.854,0.6,27.8,2.0,29.0,6.0,7.0,3,Stressed Book
C20177,651.0,56.8,0.355,0.912,0.0,17.5,4.0,49.0,0.0,13.0,2,Card Revolver
C10340,718.0,53.5,0.228,0.125,19.6,5.7,2.0,55.0,1.0,10.0,1,Mass-Market Saver
C20283,656.0,28.1,0.149,0.905,7.6,7.9,2.0,40.0,1.0,15.0,2,Card Revolver
C00164,766.0,79.9,0.189,0.251,23.9,7.8,3.0,68.0,0.0,19.0,0,Prime Transactor
C30056,570.0,22.6,0.568,0.856,2.3,37.5,2.0,33.0,6.0,6.0,3,Stressed Book
C30283,588.0,33.8,0.734,0.77,0.1,23.8,2.0,25.0,3.0,1.0,3,Stressed Book
C40190,715.0,225.2,0.186,0.279,84.4,264.1,4.0,124.0,1.0,11.0,4,Affluent Relationship
C30383,608.0,17.9,0.47,0.822,0.7,36.4,4.0,13.0,6.0,5.0,3,Stressed Book
C30392,527.0,37.4,0.476,0.946,0.8,20.7,2.0,44.0,1.0,9.0,3,Stressed Book
C00142,771.0,99.1,0.166,0.051,15.6,23.6,5.0,84.0,-0.0,22.0,0,Prime Transactor
C00113,772.0,115.6,0.173,0.0,20.7,0.0,3.0,97.0,0.0,10.0,0,Prime Transactor
C20387,655.0,33.2,0.551,0.697,0.0,10.7,2.0,36.0,2.0,10.0,2,Card Revolver
C00378,780.0,90.5,0.18,0.16,23.5,7.2,3.0,85.0,-0.0,8.0,0,Prime Transactor
C00063,789.0,119.2,0.218,0.208,18.3,10.5,3.0,91.0,1.0,9.0,0,Prime Transactor
C30176,619.0,35.3,0.614,0.768,0.2,19.9,3.0,10.0,2.0,6.0,3,Stressed Book
C30311,553.0,36.0,0.569,0.786,3.6,16.0,3.0,25.0,4.0,3.0,3,Stressed Book
C00186,803.0,85.8,0.324,0.114,37.9,11.3,3.0,121.0,0.0,10.0,0,Prime Transactor
C20285,654.0,46.1,0.446,0.809,7.9,10.3,3.0,39.0,1.0,17.0,2,Card Revolver
C20294,618.0,29.2,0.448,0.774,4.5,26.2,2.0,54.0,2.0,16.0,2,Card Revolver
C20218,650.0,41.9,0.423,0.903,0.0,14.5,2.0,20.0,1.0,31.0,2,Card Revolver
C00294,810.0,100.5,0.206,0.191,24.1,9.8,3.0,25.0,1.0,11.0,0,Prime Transactor
C30032,543.0,26.8,0.493,0.763,0.1,21.4,3.0,25.0,5.0,10.0,3,Stressed Book
C40138,778.0,227.4,0.372,0.198,68.3,176.2,7.0,125.0,0.0,9.0,4,Affluent Relationship
C00286,812.0,113.4,0.215,0.152,17.3,6.9,1.0,101.0,0.0,22.0,0,Prime Transactor
C40260,746.0,185.4,0.3,0.239,138.1,255.5,5.0,83.0,1.0,12.0,4,Affluent Relationship
C40026,776.0,208.5,0.412,0.213,86.6,266.0,5.0,80.0,1.0,23.0,4,Affluent Relationship
C00300,790.0,105.7,0.248,0.053,38.0,5.7,2.0,57.0,0.0,22.0,0,Prime Transactor
C40373,778.0,205.0,0.38,0.131,119.3,275.3,6.0,95.0,0.0,11.0,4,Affluent Relationship
C00315,786.0,103.1,0.201,0.035,18.0,18.1,4.0,110.0,0.0,23.0,0,Prime Transactor
C20076,676.0,39.2,0.609,0.612,5.7,21.6,3.0,18.0,0.0,20.0,2,Card Revolver
C10272,690.0,39.8,0.324,0.165,15.1,3.3,2.0,108.0,0.0,8.0,1,Mass-Market Saver
C00359,796.0,96.8,0.198,0.309,28.7,7.7,3.0,81.0,0.0,23.0,0,Prime Transactor
C00130,787.0,98.2,0.188,0.118,44.1,0.0,3.0,50.0,0.0,23.0,0,Prime Transactor
C20055,657.0,27.9,0.483,0.823,1.0,19.2,4.0,2.0,1.0,35.0,2,Card Revolver
C30129,597.0,29.2,0.468,0.92,1.7,19.3,2.0,25.0,5.0,6.0,3,Stressed Book
C00189,812.0,99.8,0.281,0.205,22.8,18.5,3.0,70.0,0.0,18.0,0,Prime Transactor
C00027,785.0,71.2,0.323,0.208,23.4,18.2,4.0,9.0,0.0,18.0,0,Prime Transactor
C20037,639.0,63.1,0.376,0.873,9.2,13.9,3.0,24.0,2.0,19.0,2,Card Revolver
C30365,524.0,31.7,0.553,0.74,2.7,12.3,3.0,31.0,3.0,-0.0,3,Stressed Book
C20099,639.0,45.1,0.415,0.751,3.3,16.2,4.0,35.0,1.0,19.0,2,Card Revolver
C30381,555.0,31.6,0.579,0.775,1.2,13.7,3.0,37.0,6.0,10.0,3,Stressed Book
C40163,740.0,197.5,0.241,0.229,94.5,212.6,5.0,86.0,1.0,10.0,4,Affluent Relationship
C10356,724.0,31.4,0.308,0.178,30.6,6.3,2.0,57.0,1.0,8.0,1,Mass-Market Saver
C10219,720.0,36.3,0.302,0.184,12.4,0.0,3.0,62.0,1.0,15.0,1,Mass-Market Saver
C10357,700.0,46.7,0.313,0.135,22.0,5.5,2.0,68.0,-0.0,7.0,1,Mass-Market Saver
C40367,758.0,126.6,0.264,0.192,93.5,239.9,5.0,90.0,0.0,8.0,4,Affluent Relationship
C30265,553.0,24.3,0.385,0.863,0.1,18.3,2.0,18.0,6.0,12.0,3,Stressed Book
C30001,545.0,20.5,0.451,0.878,0.7,5.8,2.0,26.0,4.0,3.0,3,Stressed Book
C30361,553.0,21.5,0.486,0.894,1.4,25.6,3.0,24.0,5.0,9.0,3,Stressed Book
C20362,654.0,48.6,0.399,0.802,1.2,13.7,3.0,32.0,1.0,27.0,2,Card Revolver
C30067,623.0,39.4,0.655,0.8,1.0,30.3,2.0,37.0,5.0,4.0,3,Stressed Book
C00266,764.0,104.2,0.351,0.089,26.7,19.1,4.0,87.0,-0.0,21.0,0,Prime Transactor
C10194,711.0,33.0,0.255,0.233,36.8,7.7,2.0,79.0,0.0,8.0,1,Mass-Market Saver
C10304,754.0,68.9,0.199,0.173,11.5,1.3,3.0,34.0,-0.0,7.0,1,Mass-Market Saver
C00325,806.0,113.6,0.193,0.192,24.8,24.1,4.0,61.0,1.0,13.0,0,Prime Transactor
C20327,621.0,52.9,0.424,0.722,4.6,15.1,2.0,40.0,3.0,20.0,2,Card Revolver
C20063,658.0,47.3,0.516,0.809,2.5,15.1,4.0,77.0,1.0,5.0,2,Card Revolver
C10230,717.0,44.2,0.31,0.147,23.9,10.1,3.0,9.0,1.0,8.0,1,Mass-Market Saver
