step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
490,CASH_IN,145394.88,C884844168,9000787.62,9146182.5,C456309945,158914.94,13520.06,0
228,PAYMENT,55665.79,C91419297,152426.17,96760.38,M1780412624,0,0,0
20,CASH_OUT,128184.95,C1397020863,31674,0,C251966229,6781890.68,6910075.63,0
10,CASH_IN,27742,C1387244248,2114085.92,2141827.92,C1390358265,449117.5,685505.8,0
398,TRANSFER,1574746.31,C763522854,131772,0,C172153209,200229.28,1774975.58,0
274,CASH_OUT,375876.23,C1986215138,86637.51,0,C103417531,2142809.5,2518685.74,0
394,CASH_OUT,435730.68,C1210363748,0,0,C1009424082,905899.5,1341630.19,0
228,CASH_OUT,370422.09,C833494116,1027,0,C1826525999,0,370422.09,0
376,PAYMENT,10553.54,C1769409255,344947.21,334393.68,M110902794,0,0,0
138,CASH_OUT,236111.18,C448967277,149670,0,C1306728407,111883.85,347995.04,0
238,PAYMENT,1139.2,C1434004661,7838.45,6699.25,M1950270847,0,0,0
369,TRANSFER,498425.23,C1404497258,95,0,C1160675939,461140.65,959565.89,0
236,PAYMENT,4304.84,C1894031839,0,0,M485621306,0,0,0
379,PAYMENT,11536.51,C439152514,126066.3,114529.79,M1299390852,0,0,0
234,CASH_IN,30250.48,C1407259809,15205,45455.48,C1986920453,706732.45,676481.97,0
20,CASH_OUT,74444.19,C1253214316,5217,0,C1734976668,1893475.75,1967919.94,0
129,CASH_IN,11909.74,C1251196150,11400885.55,11412795.29,C1596976196,4579884.59,4567974.85,0
205,CASH_OUT,27980.63,C1361469959,20331,0,C1401599253,0,27980.63,0
14,CASH_OUT,192554.5,C1986480503,0,0,C827915728,2204121.28,2138809.32,0
277,CASH_IN,139101.77,C860812128,5083575.71,5222677.48,C984823460,211587.17,72485.4,0
321,PAYMENT,788.23,C1256476166,53717,52928.77,M997688414,0,0,0
332,PAYMENT,8334.76,C1707765017,502825.14,494490.39,M1242341138,0,0,0
252,PAYMENT,8100.81,C797225449,416059,407958.19,M768289280,0,0,0
406,CASH_IN,108739.53,C790276466,10932,119671.53,C203403201,4269192.19,4160452.66,0
43,CASH_IN,243499.71,C255538400,84588,328087.71,C607156817,0,0,0
203,CASH_IN,244455.22,C100450356,6531,250986.22,C1066801025,0,0,0
476,TRANSFER,418259.09,C1742860373,0,0,C589916748,542110.61,960369.7,0
355,CASH_OUT,60824.34,C1861781234,28031,0,C803984158,1497945.17,1558769.51,0
525,PAYMENT,12174.05,C381890121,0,0,M1747021850,0,0,0
304,CASH_OUT,57051.06,C1734724113,51625,0,C1531631284,525688.99,582740.04,0
134,CASH_IN,22086.18,C1902150284,13637762.91,13659849.1,C1862984045,220589.44,198503.25,0
201,CASH_IN,155921.19,C601930195,1429399.48,1585320.68,C951582688,1574035.87,1607290.52,0
1,CASH_OUT,38428.19,C1491522744,0,0,C1568059495,43524.89,122750.49,0
179,CASH_OUT,3544.31,C1653853090,0,0,C1002088829,2492191.69,2467895.68,0
351,CASH_OUT,40813.12,C1804162173,10112,0,C24208042,507779.8,548592.92,0
252,TRANSFER,398022.25,C1273145465,13259,0,C1249724174,400294.44,798316.69,0
187,TRANSFER,154497.3,C1637639012,0,0,C125317066,8804888.61,8959385.91,0
522,CASH_IN,192740.05,C1478585337,250524,443264.05,C1671438183,6985.63,0,0
394,CASH_IN,242304.29,C156281355,4912864.56,5155168.85,C1964961161,2297471.41,2055167.12,0
37,CASH_IN,15582.97,C1581887213,2680559.77,2696142.74,C643718994,166375.55,59229.17,0
182,TRANSFER,600892.46,C968809216,0,0,C875917495,13773206.55,14374099.01,0
131,PAYMENT,9653.85,C1439277963,0,0,M1819903127,0,0,0
297,CASH_OUT,277712.82,C1124757734,0,0,C1415082627,7589004.02,7866716.83,0
402,CASH_IN,177573.94,C2040551393,9425471.61,9603045.55,C1558333176,545726.62,368152.68,0
261,CASH_IN,144492.31,C1113388603,430721.15,575213.46,C1103422066,1406658.38,1262166.07,0
282,CASH_OUT,247459.57,C2060886060,12237,0,C970601372,746103.68,993563.25,0
323,CASH_IN,477988.98,C771201837,11791,489779.98,C2040691302,0,0,0
178,PAYMENT,7446.68,C1869401801,91597,84150.32,M723028528,0,0,0
163,PAYMENT,13319.03,C74050161,147777.79,134458.76,M55416632,0,0,0
352,PAYMENT,9264.85,C1233634759,32,0,M1095057935,0,0,0
210,CASH_OUT,145629.74,C55719666,706038,560408.26,C781194009,919077.15,1064706.89,0
705,CASH_IN,172446.67,C77939327,808,173254.67,C554426505,565899.66,393452.99,0
330,PAYMENT,16540.68,C2110712744,62,0,M1293609987,0,0,0
15,CASH_IN,78505.75,C873596372,18763100.44,18841606.19,C611621587,8433501.04,8354995.29,0
431,CASH_IN,82370.64,C100555736,5320364.72,5402735.36,C745330297,144742.62,62371.97,0
379,CASH_IN,148740.3,C1660490244,10108525.9,10257266.19,C1452904217,368226.61,219486.31,0
225,CASH_OUT,343995.91,C1725734894,0,0,C321826718,1898261.15,2242257.06,0
328,PAYMENT,10889.58,C768874942,7312.99,0,M488919062,0,0,0
322,PAYMENT,36781.93,C1056142521,63280.77,26498.85,M356908296,0,0,0
426,PAYMENT,100,C1099540275,214580,214480,M629319950,0,0,0
256,CASH_IN,56585.89,C1432399667,10855976.27,10912562.16,C1922015464,2231038.84,2174452.95,0
140,CASH_OUT,165109.68,C157894077,1274,0,C1114235292,1109851.63,1274961.31,0
275,CASH_OUT,51657.27,C1714946282,0,0,C1750823278,1038812.48,1090469.75,0
163,CASH_IN,117233.06,C1514099871,22319,139552.06,C446008618,4440302.47,4323069.41,0
492,TRANSFER,3276335.63,C1631191429,127282,0,C1216496192,1338904.89,4615240.52,0
692,PAYMENT,18209.33,C563358345,511252,493042.67,M646534407,0,0,0
42,PAYMENT,27880.78,C271250365,34455,6574.22,M2047954700,0,0,0
230,CASH_IN,66752.92,C1719807111,20720,87472.92,C1531859077,24497.34,0,0
37,PAYMENT,5072.78,C1862915267,76123,71050.22,M1938792997,0,0,0
376,CASH_OUT,8861.89,C46101261,0,0,C1859391864,2850891.08,2859752.97,0
709,PAYMENT,40630.21,C1920780212,51397,10766.79,M847932352,0,0,0
180,CASH_OUT,407298.37,C1805015815,77707,0,C1940731118,20439,0,0
178,CASH_OUT,5082.28,C827913202,0,0,C1787363041,499550.94,504633.22,0
15,CASH_OUT,179728.55,C1033626860,30705,0,C1106003753,79954,985942.73,0
187,CASH_IN,144329.57,C1813374504,2955332.98,3099662.55,C1001299514,267576.93,123247.36,0
323,PAYMENT,39909.68,C841494539,28337,0,M2011760999,0,0,0
130,CASH_IN,217059.11,C1114964431,9881574.42,10098633.52,C814886797,7401303.5,7184244.39,0
34,CASH_OUT,331913.87,C1485692151,11609,0,C163719778,0,331913.87,0
402,CASH_OUT,283021.63,C1345444500,0,0,C1790569875,2925407.49,3208429.12,0
129,PAYMENT,16562.23,C1302168820,0,0,M1907859071,0,0,0
236,PAYMENT,2241.58,C1650192024,50996.61,48755.03,M413804720,0,0,0
229,CASH_OUT,124547.14,C704985492,368224.78,243677.64,C1400633082,633813.42,758360.56,0
160,CASH_OUT,446566.14,C702696048,0,0,C60054356,8311593.78,8758159.92,0
330,CASH_OUT,318921.83,C1982063119,0,0,C1058817615,5643105.71,5962027.54,0
22,PAYMENT,3013.15,C1712519741,10007,6993.85,M1117178275,0,0,0
178,CASH_OUT,166917.78,C967908832,0,0,C530406923,3356079.49,3522997.26,0
332,PAYMENT,17385.92,C1513961201,23203,5817.08,M1613760255,0,0,0
378,PAYMENT,6943.19,C534296200,0,0,M1706859601,0,0,0
158,PAYMENT,8600.98,C970886280,0,0,M1829747768,0,0,0
36,CASH_OUT,258898.15,C912086823,0,0,C1362883144,5831899.65,6489005.29,0
15,CASH_OUT,292673.75,C1793253338,0,0,C11609065,1138354.34,1351878.4,0
278,PAYMENT,6646.8,C1790317925,11230,4583.2,M2065827536,0,0,0
45,TRANSFER,539639.32,C1334433724,19494,0,C1658522908,0,539639.32,0
11,PAYMENT,17732.62,C137703257,214371.1,196638.48,M418013590,0,0,0
356,PAYMENT,11012.28,C1982173241,123011.56,111999.28,M792968942,0,0,0
249,CASH_OUT,112870.19,C114356459,207143,94272.81,C821051261,203581.8,316451.98,0
282,CASH_OUT,125023.89,C296412965,1325,0,C1537794673,195892.11,320916.01,0
253,CASH_IN,180339.92,C2136160370,5498990.07,5679329.99,C72582050,964860,784520.08,0
304,PAYMENT,3100.22,C731447645,228176.78,225076.56,M733479610,0,0,0
691,CASH_OUT,5773.91,C1655365598,135,0,C2087599180,267576.69,273350.61,0
184,PAYMENT,15162.95,C1236366617,79299,64136.05,M1152170935,0,0,0
185,CASH_OUT,158238.32,C2034725912,0,0,C929989730,4657902.48,4816140.79,0
233,PAYMENT,2888.68,C1916470983,281012.94,278124.25,M311516208,0,0,0
252,CASH_OUT,415982.98,C880775913,100006,0,C1493291878,567229.12,983212.1,0
357,CASH_OUT,23594.96,C1870717424,45205,21610.04,C1218029552,592617.34,616212.3,0
348,PAYMENT,21683.39,C1840349026,21335,0,M1294067987,0,0,0
349,TRANSFER,212235.64,C970288929,0,0,C387177710,401358.33,613593.97,0
518,CASH_OUT,358245.71,C232575566,154675,0,C900389517,0,358245.71,0
133,CASH_IN,165573.46,C75676240,35181,200754.46,C1024025794,0,0,0
617,CASH_IN,174878.33,C720019764,26739,201617.33,C325405901,876208.81,701330.49,0
347,CASH_OUT,18869.36,C2070904290,0,0,C868198918,30345.65,49215.01,0
225,PAYMENT,26991.97,C450747320,105056,78064.03,M427578457,0,0,0
16,CASH_OUT,95991.55,C379359369,202,0,C1100623151,859195.07,955186.63,0
159,CASH_OUT,94507.03,C1869745857,0,0,C111874449,4272132.87,4366639.9,0
203,PAYMENT,3741.39,C779900709,5371,1629.61,M847645635,0,0,0
187,CASH_OUT,203861.86,C475514834,103799,0,C216949685,0,203861.86,0
306,CASH_OUT,173681.08,C1052461818,1730,0,C918931014,437224.65,610905.74,0
188,PAYMENT,10915.71,C1670797801,0,0,M2047843593,0,0,0
351,CASH_IN,87452.97,C1758840102,17957867.06,18045320.02,C487500684,114717.35,27264.38,0
403,PAYMENT,14790.9,C165351710,0,0,M761844360,0,0,0
11,CASH_OUT,188877.69,C72502220,10851,0,C232110420,0,364745.75,0
211,CASH_IN,153133.83,C1992663123,72728.49,225862.32,C352071423,2231460.48,2078326.65,0
211,PAYMENT,7350.32,C1781862474,0,0,M918398582,0,0,0
378,PAYMENT,727.67,C1056007817,397361,396633.33,M196763848,0,0,0
155,CASH_OUT,31712.83,C2034332158,20258,0,C672640282,1237671.74,1269384.57,0
353,CASH_IN,160890.85,C468679670,620163.85,781054.7,C510046154,1259848.67,1098957.82,0
42,CASH_IN,319708.34,C1424318027,265207,584915.34,C1231838031,205202.39,0,0
17,PAYMENT,9364.03,C348371591,208263.03,198899,M1462543728,0,0,0
209,CASH_OUT,232496.78,C2028871351,381,0,C922649254,0,232496.78,0
17,CASH_IN,156386.89,C442170691,14492876.39,14649263.29,C1733446642,596471.11,762079.58,0
273,PAYMENT,16339.47,C990349984,0,0,M1283481342,0,0,0
249,CASH_OUT,215485.71,C1879489224,161913,0,C73449439,3889419.09,4104904.79,0
400,CASH_IN,101172.89,C1098086993,3901694.8,4002867.69,C86703023,274832.27,173659.39,0
182,CASH_OUT,273260.12,C788568416,0,0,C322344111,343832.05,617092.17,0
332,CASH_IN,201983.42,C1156395058,12448,214431.42,C931631774,619662.46,417679.04,0
402,CASH_IN,163006.93,C1893302988,1683727.55,1846734.48,C471133843,459226.33,296219.39,0
380,CASH_IN,30698.85,C1248087919,75299,105997.85,C1835626350,349699.02,319000.17,0
179,CASH_OUT,276202.07,C772512596,36224,0,C1428539340,1861324.2,2137526.27,0
142,CASH_OUT,121781.77,C538005677,0,0,C962853734,4023422.68,4145204.45,0
204,CASH_IN,42965.23,C1800554794,11339323.46,11382288.7,C797209152,273424.94,230459.7,0
139,CASH_OUT,69895.71,C503100710,0,0,C35420740,5638700.51,5708596.22,0
140,CASH_IN,54997.03,C753104924,5574492.91,5629489.93,C427684170,1789902.95,1734905.93,0
153,PAYMENT,29960.03,C111729012,282848.62,252888.59,M590155172,0,0,0
275,TRANSFER,776076.93,C1628009758,818,0,C236515155,986478.51,1762555.44,0
134,CASH_OUT,229332.64,C1403078846,0,0,C1737677071,6293231.54,6522564.18,0
44,CASH_OUT,161236.3,C485903725,10547,0,C1784001539,0,161236.3,0
307,TRANSFER,930083.16,C1630878811,5279,0,C917041870,0,930083.16,0
235,PAYMENT,4163.44,C2021553577,260198.6,256035.16,M826836770,0,0,0
329,CASH_OUT,6183.27,C1444039096,93182.71,86999.44,C1717672794,496192.23,502375.51,0
155,CASH_OUT,350137.23,C2035746860,0,0,C26246759,1706437.78,2056575.01,0
239,CASH_IN,9136.18,C1206499981,5983796.76,5992932.94,C1993643017,81004.38,71868.19,0
274,CASH_IN,49118.77,C1970842107,1515553.9,1564672.66,C442147972,936578.14,887459.37,0
571,CASH_OUT,122865.76,C160011055,836,0,C2111086365,799822.39,922688.14,0
277,PAYMENT,12992.96,C1179818615,0,0,M1260895448,0,0,0
395,PAYMENT,23600.46,C295399497,18035,0,M1473985349,0,0,0
370,CASH_IN,99353.74,C1939557422,1925060.18,2024413.93,C1424885151,322993.08,223639.34,0
42,PAYMENT,10446.58,C1958468795,30168,19721.42,M245430380,0,0,0
187,CASH_OUT,109926.04,C167390151,0,0,C1712181636,5487910.94,5597836.98,0
276,TRANSFER,996341.43,C511737019,0,0,C415640519,1414525.04,2410866.48,0
180,CASH_IN,7300.24,C1024615478,1786923.51,1794223.75,C2094200313,324564.54,317264.3,0
11,PAYMENT,21442.8,C2088852644,44091.93,22649.13,M1526449363,0,0,0
129,TRANSFER,2620521.03,C1920434444,50,0,C1437823256,3880736.98,6501258.01,0
131,CASH_IN,79098.39,C764604432,10958,90056.39,C2051200965,12693.84,0,0
377,CASH_OUT,279563.91,C1473055862,77292,0,C21995790,2136753.3,2416317.21,0
208,CASH_OUT,273171.24,C41270486,11671,0,C518334273,9375883.92,9649055.17,0
24,PAYMENT,2968.92,C427030855,26141.68,23172.75,M220203969,0,0,0
361,DEBIT,691.56,C662303468,30795,30103.44,C994822004,623929.55,624621.1,0
308,PAYMENT,5022.52,C858435888,5814,791.48,M1465061411,0,0,0
253,CASH_OUT,112005.35,C1952655422,0,0,C1791484965,129843.23,241848.58,0
206,CASH_OUT,233565.57,C1600572907,70451,0,C904207746,11225860.23,11459425.8,0
38,PAYMENT,19377.63,C210633583,150115,130737.37,M1326835702,0,0,0
35,PAYMENT,2962.79,C1257398065,0,0,M1813583236,0,0,0
16,PAYMENT,15910.41,C636527440,12541,0,M1568875607,0,0,0
249,CASH_IN,379634.03,C444721422,257773,637407.03,C1220337590,3737099.35,3357465.32,0
369,TRANSFER,2180187.71,C857963962,107026.19,0,C495191541,3569891.41,5750079.12,0
351,PAYMENT,45308.79,C889770671,504277.87,458969.08,M99483203,0,0,0
354,CASH_IN,332904.51,C314584012,4190610.82,4523515.33,C375168457,357675.32,24770.81,0
208,CASH_OUT,217164.58,C910909502,15374,0,C1167828344,66539.53,283704.11,0
158,CASH_OUT,400494.62,C890741666,7207,0,C1883972137,2053131.59,2453626.21,0
362,TRANSFER,1139165.57,C828020985,1139165.57,0,C2065608692,0,0,1
405,PAYMENT,11581.81,C224734253,0,0,M1844294339,0,0,0
15,TRANSFER,212989.75,C3882840,181867,0,C1021600035,353389.2,867582.88,0
136,PAYMENT,11957.87,C479476111,1797,0,M1531646763,0,0,0
261,CASH_OUT,56651.83,C1988981762,252644,195992.17,C174155774,2847,59498.83,0
203,TRANSFER,419780.71,C1061498567,99666,0,C840226669,1836027.46,2255808.17,0
332,CASH_OUT,78094.99,C426462771,116396,38301.01,C1220000666,0,78094.99,0
229,CASH_OUT,81353.04,C89798225,20811,0,C616423105,24446.8,105799.84,0
40,TRANSFER,212737.24,C758219936,104571,0,C147307850,2549557.21,2683242.7,0
41,CASH_IN,65404.61,C2055798494,1392,66796.61,C1056241521,257023.45,191618.84,0
273,CASH_IN,76016.4,C621271254,3030142.62,3106159.03,C174125705,9300325.64,9224309.23,0
331,CASH_IN,25694.97,C1026895197,24403741.85,24429436.83,C1974660555,42839.98,17145.01,0
546,CASH_OUT,31563.16,C800773301,0,0,C441506618,7029402.86,7060966.03,0
16,CASH_OUT,443180.16,C511659909,0,0,C1249366693,1249133.05,1692313.21,0
374,PAYMENT,5578.98,C858042281,0,0,M1520863389,0,0,0
357,PAYMENT,4937.04,C1280807099,12266.04,7329,M239825587,0,0,0
229,CASH_IN,83674.19,C588160196,0,83674.19,C2097224214,250355.41,166681.21,0
22,PAYMENT,4129.12,C1368340903,0,0,M1568514151,0,0,0
134,CASH_IN,307500.06,C685833972,19925280.69,20232780.76,C605992258,5582068.71,5274568.65,0
230,CASH_OUT,393917.85,C1691525768,4665,0,C290226571,1365,0,0
36,PAYMENT,4869.39,C104186266,0,0,M558852953,0,0,0
154,CASH_IN,220695.77,C1250116347,668724.25,889420.01,C293997775,1445077.89,1224382.12,0
431,CASH_IN,67198.58,C1813640357,3742792.02,3809990.6,C1034343390,149540.47,82341.89,0
356,TRANSFER,765860.17,C183312136,457044,0,C100641538,1421547.72,2187407.89,0
135,CASH_OUT,309659.94,C236758602,14691,0,C609543865,0,309659.94,0
394,CASH_OUT,206007.07,C854230466,66256,0,C1259950378,5872895.6,6078902.67,0
409,CASH_OUT,134507.77,C1946510565,228,0,C1846802333,0,134507.77,0
358,CASH_IN,144048.83,C231747752,10893262.19,11037311.03,C757455853,695576.88,551528.05,0
234,CASH_OUT,6774.94,C1012632223,122215,115440.06,C1711820686,0,6774.94,0
379,CASH_OUT,115482.58,C1987095279,0,0,C826934265,9411821.38,9527303.96,0
167,CASH_IN,109933.09,C225258976,6060934.48,6170867.57,C1541295792,262531.24,152598.15,0
348,TRANSFER,741036.84,C2116385765,60491,0,C199483917,0,741036.84,0
166,PAYMENT,22894.91,C1082316293,0,0,M296934770,0,0,0
324,TRANSFER,2573826.48,C683707292,0,0,C980685280,8658862.94,11232689.42,0
187,PAYMENT,15595.28,C1219313615,0,0,M353459152,0,0,0
210,CASH_OUT,9436.88,C962373518,5159,0,C1362767768,356460.79,365897.67,0
303,PAYMENT,26617.57,C2012984435,12718,0,M1869499979,0,0,0
350,PAYMENT,3281.4,C256329497,0,0,M22359662,0,0,0
178,CASH_OUT,19570.43,C1622839068,0,0,C2126317162,303499.44,835921.21,0
136,CASH_OUT,120225.72,C954625257,124879.69,4653.97,C1046638699,3697056.05,3817281.77,0
136,CASH_OUT,10835.94,C465639463,0,0,C334690734,116365.72,127201.66,0
231,CASH_IN,140156.16,C761103270,116977.87,257134.02,C1365790895,2531533.14,2391376.98,0
687,CASH_IN,64865.63,C2129184526,118,64983.63,C815416792,54771.95,0,0
204,CASH_OUT,186262.14,C1410419148,101,0,C1196539851,108412.8,294674.94,0
331,CASH_OUT,367207.79,C4430627,854577,487369.21,C520636290,2992585.7,3359793.49,0
11,CASH_IN,233836.44,C649982220,45380,279216.44,C1492359254,20955,1062979,0
298,PAYMENT,39094.02,C1226874492,0,0,M1321608616,0,0,0
329,TRANSFER,1779669.94,C190034155,0,0,C4906527,2948773.95,4728443.89,0
403,PAYMENT,16128.73,C1344574605,0,0,M155394983,0,0,0
279,CASH_OUT,108352.89,C68640944,0,0,C727454482,110839.48,219192.37,0
260,PAYMENT,4315.7,C1635597694,68528.79,64213.1,M403183156,0,0,0
179,CASH_OUT,76018.07,C538435288,72516,0,C1499416966,1111475.99,1187494.07,0
232,CASH_IN,139948.42,C728814434,5870,145818.42,C405673040,17656.37,0,0
130,CASH_IN,3652.39,C937772652,2486777.63,2490430.02,C1667477784,602686.13,599033.75,0
691,TRANSFER,1084094.94,C2024461013,1128,0,C153846384,0,1084094.94,0
139,CASH_OUT,177110.18,C1574769306,0,0,C1818481030,823260.08,1000370.25,0
159,CASH_OUT,44394.42,C373504051,0,0,C1556973452,1926697.9,1971092.31,0
180,CASH_OUT,95158.62,C1794990332,0,0,C542756002,4650142.88,4745301.5,0
250,CASH_IN,500,C1260865204,24167568.28,24168068.28,C391667874,5919112.68,5918612.68,0
281,CASH_IN,414165.3,C1306481569,16095426.01,16509591.32,C849501825,1777446.35,1363281.04,0
402,CASH_OUT,111627.14,C582914469,65209,0,C279730708,8721329.47,8834381.45,0
153,CASH_OUT,115247.56,C2028968315,0,0,C2073764942,6580383.56,6695631.11,0
135,PAYMENT,18757,C511687748,45843.16,27086.16,M1699302583,0,0,0
357,CASH_OUT,154335.98,C168552774,0,0,C693475323,13211489.48,13365825.46,0
282,CASH_IN,230042.87,C246691500,9559,239601.87,C58166253,0,0,0
335,CASH_IN,49847.58,C923410952,424709.14,474556.73,C730459972,402038,352190.42,0
144,PAYMENT,29416.23,C1575400142,0,0,M1871891983,0,0,0
41,CASH_IN,173617.5,C1147356159,9291230.14,9464847.64,C1836333788,539189.94,365572.45,0
394,CASH_OUT,251689.96,C1004768291,0,0,C375599493,8505720.38,8757410.34,0
466,CASH_OUT,10791.91,C323438856,295538.43,284746.52,C913044161,586951.01,597742.92,0
202,PAYMENT,4710.66,C320608166,0,0,M1456571863,0,0,0
17,CASH_OUT,59241.57,C1363322638,5178.83,0,C1108587705,991123.88,1050365.45,0
210,PAYMENT,9042.54,C1779260164,0,0,M1314341218,0,0,0
187,CASH_OUT,333613.01,C421312424,15250.51,0,C1824188079,1450196.04,1783809.05,0
44,PAYMENT,1523.31,C839220395,117626,116102.69,M556252159,0,0,0
404,CASH_OUT,49255.37,C686236169,0,0,C1349827850,119093.23,168348.61,0
279,PAYMENT,881.53,C1775338117,0,0,M1064582850,0,0,0
327,CASH_OUT,166906.5,C526785696,157370.04,0,C1109485117,10196599.27,10363505.77,0
17,PAYMENT,5839.48,C1120794045,848,0,M622074387,0,0,0
408,PAYMENT,5117.54,C1503960932,105132,100014.46,M2036873691,0,0,0
204,CASH_OUT,114178.76,C1811167855,0,0,C1871896868,3168979.39,3283158.15,0
544,CASH_OUT,161525.35,C637985250,188,0,C1043145705,8525199.88,8686725.24,0
518,CASH_OUT,365616.25,C533218200,257769,0,C1264205758,2610961.5,2976577.74,0
357,TRANSFER,42053.94,C1567761015,15229,0,C377176773,0,42053.94,0
278,CASH_OUT,123811.95,C1571030056,0,0,C316995348,334587.15,458399.1,0
260,PAYMENT,5775.52,C1943666512,225608.06,219832.54,M313496185,0,0,0
590,CASH_OUT,101523.83,C649559293,0,0,C1301323443,278534.38,380058.22,0
143,PAYMENT,5653.26,C877149482,72413,66759.74,M1129292575,0,0,0
161,CASH_OUT,96210.95,C1782216546,121699,25488.05,C527058941,0,96210.95,0
353,CASH_OUT,134625.14,C1974029472,13029,0,C1703155116,295480.09,430105.22,0
322,CASH_OUT,57654.3,C1708678201,142212,84557.7,C1128674879,0,57654.3,0
37,CASH_OUT,282576.69,C1497470607,0,0,C1216092644,582939.01,865515.71,0
158,CASH_OUT,183731.95,C641275285,0,0,C60116524,618822.63,802554.58,0
180,CASH_IN,387467.38,C1743531796,21686,409153.38,C647963823,392646.17,5178.79,0
203,CASH_OUT,38001.17,C1227712589,0,0,C958643227,1497685.32,1535686.49,0
166,CASH_OUT,276304.14,C30098278,0,0,C7132445,1969402.58,2245706.73,0
188,PAYMENT,3470.51,C211566987,0,0,M1011204873,0,0,0
400,CASH_OUT,105568.45,C579672768,14693,0,C585595800,564433.51,670001.96,0
18,CASH_OUT,154829.91,C532024318,50625,0,C734496481,0,154829.91,0
303,PAYMENT,1096.66,C2053939551,0,0,M1893115641,0,0,0
403,PAYMENT,8460.74,C717899677,153354.78,144894.04,M897511098,0,0,0
331,PAYMENT,22431.44,C1630853876,12429,0,M1383514359,0,0,0
229,CASH_OUT,11793.72,C787056565,0,0,C1682960737,180816.61,192610.33,0
569,CASH_OUT,40101.55,C1434764412,21432,0,C1259177259,420122.55,460224.11,0
369,CASH_OUT,406814.9,C382746108,0,0,C823024358,425903.16,832718.06,0
260,CASH_OUT,1208.99,C360882440,0,0,C1958443430,1400596.88,1401805.87,0
136,PAYMENT,2612.25,C1932109151,0,0,M114591663,0,0,0
227,CASH_IN,522032.16,C706721831,199110.24,721142.4,C1566386538,1262337.18,740305.02,0
253,CASH_IN,236380.7,C1288923230,15360,251740.7,C231349175,5746.94,0,0
284,CASH_OUT,6901.27,C1512591158,47121,40219.73,C611099542,16222.47,23123.74,0
228,CASH_IN,80311.5,C1438971202,31005,111316.5,C345844922,29562.87,0,0
403,CASH_IN,265617.01,C1500136886,9364476.22,9630093.24,C350449532,1071202.23,805585.21,0
14,PAYMENT,25934.5,C639939215,0,0,M939754371,0,0,0
403,CASH_OUT,230558.48,C1311317803,269482,38923.52,C1701654535,0,230558.48,0
210,PAYMENT,2333.84,C886356239,0,0,M472905036,0,0,0
299,PAYMENT,3499.15,C1855509489,30337,26837.85,M1983372671,0,0,0
278,CASH_OUT,27448.94,C1150864723,0,0,C2025498621,2358592.58,2386041.52,0
129,PAYMENT,3923.86,C633862286,6517,2593.14,M653630632,0,0,0
40,TRANSFER,242891.61,C1971151270,28341,0,C650395844,899219.57,1142111.19,0
346,CASH_OUT,179668.71,C1229901171,0,0,C1187838968,3196267.62,3375936.33,0
683,CASH_OUT,2977.44,C522684726,0,0,C1612409973,357500.38,360477.82,0
213,PAYMENT,6554.02,C1828835778,103469,96914.98,M1370190370,0,0,0
258,CASH_IN,79504.47,C1129821187,1571,81075.47,C441907091,11306190.71,11226686.24,0
46,CASH_OUT,170496.52,C497167203,40489,0,C472929728,65990.05,236486.58,0
233,PAYMENT,35520.99,C40809861,6154,0,M889793194,0,0,0
309,PAYMENT,10096.94,C2086428607,0,0,M1959379079,0,0,0
160,PAYMENT,21971.38,C954709437,13439,0,M551609022,0,0,0
255,PAYMENT,18134.96,C823720945,6069,0,M1548083513,0,0,0
379,TRANSFER,135283.61,C1094262535,0,0,C1935311470,548343.16,683626.77,0
213,CASH_IN,4651.8,C1874790949,6869877,6874528.8,C363720547,157482.97,152831.18,0
213,CASH_IN,57063.8,C1280278678,2840,59903.8,C721507561,772269.03,715205.23,0
284,PAYMENT,15743.93,C1712584240,7615.76,0,M313994677,0,0,0
351,CASH_OUT,59042.07,C1277831369,0,0,C299169128,62592.3,121634.38,0
211,PAYMENT,13158.84,C1651717934,52487,39328.16,M400025255,0,0,0
255,PAYMENT,985.46,C829143382,0,0,M367946217,0,0,0
403,PAYMENT,39003.69,C1587872286,51064,12060.31,M1534166009,0,0,0
185,DEBIT,4059.42,C232575112,0,0,C154312485,1105216.17,1109275.59,0
131,CASH_IN,7447.56,C1401434229,6497169.38,6504616.94,C279062651,1547533.81,1540086.25,0
257,CASH_OUT,39778.44,C1599783125,0,0,C1620027342,600332.26,640110.7,0
302,PAYMENT,26826.9,C454676472,11332,0,M315810285,0,0,0
13,CASH_OUT,195047.32,C2012937318,0,0,C198862197,4551166.88,4746214.2,0
232,CASH_OUT,115596.84,C280385009,39616,0,C1189419686,18591.42,134188.27,0
285,DEBIT,67.56,C858779838,50,0,C1377558403,205820.77,205888.33,0
39,TRANSFER,436000.54,C1437782152,336581.82,0,C726678843,3030608.81,3575303.17,0
330,CASH_OUT,105968.44,C2032082842,5539,0,C1764726710,217132.17,323100.61,0
181,CASH_OUT,19344.67,C730408472,0,0,C116335561,22323.89,41668.57,0
12,CASH_OUT,197970.02,C987308450,0,0,C1701706347,24541849.72,25369751.59,0
522,CASH_IN,106119.65,C785440319,2286222.56,2392342.21,C856726939,242070.43,135950.78,0
257,PAYMENT,18937.95,C1677770656,0,0,M952093488,0,0,0
304,PAYMENT,18781.35,C841012275,0,0,M747363733,0,0,0
