ticket_id,sport,market,american_odds,implied_prob,is_home,is_favorite,public_pct,line_move,clv_cents,hours_to_start,stake_usd,rest_days,injury_star,weather_flag,live_bet,result
102860,NBA,spread,-110,0.5238,1,0,48.6,-1.16,-9.8,24.6,58.39,1,0,0,0,Won
102861,NBA,moneyline,130,0.4348,0,0,74.2,-0.62,-13.5,9.0,59.3,1,0,0,0,Lost
102862,NBA,spread,-110,0.5238,0,1,56.5,0.57,-8.7,5.7,82.23,1,0,0,0,Won
102863,NFL,spread,-115,0.5349,0,1,56.9,0.02,-15.0,13.0,24.25,1,0,1,0,Lost
102864,NBA,spread,-110,0.5238,1,0,49.6,-0.51,-8.1,8.9,61.29,1,1,0,0,Lost
102865,NFL,spread,-110,0.5238,0,1,58.1,-0.28,-3.0,19.8,5.19,3,0,0,0,Lost
102866,NBA,spread,-110,0.5238,0,0,56.9,-0.19,-10.8,10.3,19.65,0,0,0,1,Lost
102867,MLB,spread,-110,0.5238,1,0,44.9,0.25,4.6,11.6,41.67,1,0,0,0,Won
102868,Soccer,moneyline,-200,0.6667,1,1,68.8,0.36,-21.6,49.0,18.79,3,1,0,1,Won
102869,NFL,spread,-110,0.5238,1,0,26.7,-1.66,-9.7,73.0,11.45,2,0,0,0,Won
102870,MLB,moneyline,-200,0.6667,0,1,65.7,0.25,6.4,8.2,16.28,2,0,0,1,Lost
102871,NBA,total,-115,0.5349,1,1,52.9,-0.27,21.3,11.9,56.35,0,0,0,0,Lost
102872,NFL,total,-110,0.5238,0,1,58.0,-0.97,1.5,13.4,27.02,3,0,0,0,Lost
102873,NFL,moneyline,150,0.4,0,0,50.3,-0.39,-11.5,21.8,28.91,2,0,0,0,Lost
102874,NFL,spread,-110,0.5238,0,0,69.3,1.16,-14.9,22.4,43.35,0,0,0,0,Won
102875,NFL,moneyline,150,0.4,0,0,64.1,0.81,-6.0,10.4,38.8,3,1,0,0,Lost
102876,NFL,total,-105,0.5122,0,1,64.0,0.18,13.7,26.0,121.05,2,0,1,0,Won
102877,NBA,moneyline,-180,0.6429,0,1,57.4,-0.84,4.7,10.9,92.03,0,1,0,0,Won
102878,NBA,spread,-110,0.5238,1,0,67.4,-1.48,-16.3,11.8,45.06,3,0,0,0,Won
102879,NFL,total,-120,0.5455,1,1,87.5,-0.98,-1.2,7.3,23.09,4,0,0,0,Lost
102880,NFL,spread,-110,0.5238,1,1,65.7,0.09,15.7,41.8,109.07,2,0,0,1,Lost
102881,NFL,total,-110,0.5238,0,1,46.8,0.16,12.7,37.3,149.76,3,0,0,0,Lost
102882,MLB,spread,-120,0.5455,0,1,54.6,-0.58,14.5,22.5,7.03,3,0,1,0,Won
102883,NBA,spread,-105,0.5122,0,1,72.7,0.97,4.1,29.9,28.08,4,0,0,0,Won
102884,MLB,total,-120,0.5455,0,1,57.7,0.5,-16.9,44.6,25.44,1,0,1,0,Lost
102885,NFL,moneyline,130,0.4348,1,0,47.7,-2.78,-11.2,32.4,12.2,1,0,0,0,Lost
102886,NFL,moneyline,250,0.2857,0,0,47.2,0.12,19.4,31.7,18.97,1,0,0,1,Lost
102887,Soccer,total,-110,0.5238,0,0,59.1,0.77,-5.6,11.2,21.26,2,0,0,0,Lost
102888,NFL,total,-110,0.5238,1,1,47.6,0.34,-24.3,4.3,83.9,2,0,0,0,Lost
102889,NFL,spread,-110,0.5238,1,0,57.6,0.59,5.8,8.1,8.12,1,0,0,0,Lost
102890,NFL,total,-110,0.5238,1,0,59.1,-0.3,11.2,96.0,38.42,3,1,1,0,Lost
102891,Soccer,spread,-110,0.5238,1,0,52.6,-0.08,-2.5,13.3,14.58,3,0,0,0,Lost
102892,MLB,spread,-110,0.5238,1,0,42.5,-0.02,5.1,69.5,98.06,0,0,1,0,Won
102893,MLB,total,-110,0.5238,1,1,75.2,0.24,-15.4,26.8,33.62,1,0,0,1,Lost
102894,Soccer,spread,-110,0.5238,1,1,50.0,-0.49,-7.1,16.0,74.32,0,1,0,0,Lost
102895,NFL,total,-115,0.5349,0,0,60.1,1.12,-23.2,7.3,33.32,2,0,0,1,Lost
102896,Soccer,spread,-115,0.5349,0,1,74.7,1.54,-18.4,8.7,6.52,3,0,1,0,Lost
102897,NFL,spread,-115,0.5349,0,0,59.9,-0.59,15.7,14.6,18.38,2,0,0,0,Won
102898,MLB,spread,-105,0.5122,0,0,69.8,-1.29,-41.3,14.6,155.9,1,0,0,0,Lost
102899,NBA,moneyline,-130,0.5652,1,1,52.4,-1.3,-6.1,26.9,52.64,3,0,0,1,Won
102900,NBA,total,-115,0.5349,1,0,48.5,0.43,-7.9,8.9,205.12,3,0,0,0,Lost
102901,Soccer,spread,-120,0.5455,0,1,60.5,0.71,5.6,9.2,130.98,3,0,0,0,Won
102902,NFL,spread,-105,0.5122,1,1,92.0,0.42,-31.1,36.1,16.95,2,0,0,0,Lost
102903,Soccer,spread,-105,0.5122,0,1,72.1,0.57,-14.7,90.8,8.69,0,0,0,0,Won
102904,NBA,spread,-110,0.5238,0,1,74.3,-0.55,-12.6,17.8,87.42,2,0,0,0,Won
102905,MLB,moneyline,-130,0.5652,0,1,70.8,-2.03,3.4,24.5,81.62,2,0,0,0,Won
102906,Soccer,moneyline,130,0.4348,0,0,58.9,-0.55,-1.6,14.4,31.26,4,0,0,1,Won
102907,NFL,spread,-110,0.5238,0,1,78.6,1.77,-25.4,15.5,7.58,3,0,0,0,Won
102908,Soccer,spread,-115,0.5349,1,1,43.6,0.42,-5.6,13.6,18.11,1,0,1,1,Lost
102909,MLB,moneyline,-120,0.5455,0,1,66.3,0.52,-10.8,12.0,35.38,2,0,1,0,Lost
102910,MLB,spread,-110,0.5238,1,0,60.1,0.92,4.1,27.1,62.94,1,0,0,0,Won
102911,NFL,spread,-105,0.5122,1,1,78.2,-0.85,-8.5,28.7,11.7,1,0,0,0,Lost
102912,NBA,moneyline,-130,0.5652,1,1,52.1,0.35,19.5,13.2,80.25,3,0,0,1,Lost
102913,MLB,spread,-115,0.5349,1,1,50.0,0.66,-9.5,9.8,64.33,0,0,0,0,Lost
102914,NBA,spread,-110,0.5238,1,0,45.8,-0.97,-8.3,10.7,65.18,1,0,0,1,Lost
102915,NFL,spread,-115,0.5349,0,1,72.3,0.44,-11.9,29.6,49.99,1,0,0,0,Won
102916,NFL,total,-110,0.5238,1,1,72.4,1.41,-7.8,8.0,5.0,1,0,0,0,Lost
102917,NHL,spread,-110,0.5238,1,0,46.6,-0.41,8.6,6.6,40.51,3,0,0,0,Won
102918,NFL,total,-110,0.5238,0,1,89.0,-1.81,-10.8,21.2,20.85,2,0,0,0,Lost
102919,MLB,moneyline,-130,0.5652,1,1,66.4,0.25,-6.2,15.5,52.14,2,1,0,0,Won
102920,Soccer,moneyline,-250,0.7143,1,1,67.5,-0.62,2.8,14.5,6.62,2,0,1,1,Won
102921,NFL,total,-115,0.5349,0,0,55.5,0.17,-12.9,34.8,5.0,0,0,0,0,Won
102922,NFL,spread,-110,0.5238,1,1,77.2,-0.85,2.1,15.7,52.78,2,0,0,0,Lost
102923,MLB,spread,-110,0.5238,1,0,59.7,0.03,-6.0,9.1,12.87,2,0,1,1,Lost
102924,NFL,spread,-110,0.5238,0,0,80.7,1.2,-16.3,19.2,5.0,3,1,0,1,Lost
102925,MLB,moneyline,-150,0.6,0,1,48.4,0.1,-23.6,9.1,10.97,0,0,0,0,Lost
102926,MLB,moneyline,250,0.2857,1,0,36.5,-1.69,-8.7,36.5,25.63,1,0,0,1,Won
102927,MLB,total,-110,0.5238,1,0,46.1,0.41,-4.0,16.8,87.38,1,0,0,0,Won
102928,NBA,spread,-110,0.5238,0,1,72.6,0.07,-6.6,6.5,31.09,3,0,0,0,Won
102929,MLB,spread,-105,0.5122,0,1,57.9,0.32,-4.9,18.9,17.32,1,0,0,0,Won
102930,MLB,spread,-110,0.5238,0,1,78.3,1.06,-23.3,8.0,23.44,4,0,0,0,Lost
102931,NFL,spread,-110,0.5238,0,1,61.3,-0.47,-4.0,41.5,61.46,2,0,0,0,Lost
102932,MLB,total,-110,0.5238,0,0,68.0,-0.36,-20.1,15.0,50.57,3,0,0,0,Lost
102933,Soccer,spread,-120,0.5455,1,0,48.0,-1.07,-16.7,29.0,59.19,3,0,0,0,Lost
102934,MLB,total,-110,0.5238,1,1,77.2,0.24,7.5,9.4,157.4,1,1,0,0,Lost
102935,NBA,spread,-110,0.5238,1,1,82.4,0.2,-7.1,13.8,31.35,0,0,0,0,Lost
102936,NBA,moneyline,180,0.3571,0,0,51.2,-0.28,3.6,23.9,58.65,2,0,0,0,Lost
102937,NFL,spread,-110,0.5238,0,1,71.9,0.84,15.3,14.3,5.0,0,0,1,1,Won
102938,NFL,total,-110,0.5238,0,0,61.2,-1.12,-2.6,7.4,35.57,2,0,0,0,Lost
102939,NFL,spread,-115,0.5349,1,1,72.2,0.19,5.6,31.4,8.31,1,0,0,1,Lost
102940,Soccer,moneyline,180,0.3571,0,0,73.4,0.56,-1.2,21.2,16.46,4,0,1,0,Won
102941,NFL,total,-110,0.5238,1,0,69.7,-0.63,-10.5,6.2,19.38,1,0,0,0,Lost
102942,NHL,moneyline,180,0.3571,1,0,64.2,-1.48,-3.6,11.9,29.85,2,0,0,0,Won
102943,NFL,spread,-115,0.5349,0,1,74.0,-1.73,-14.9,7.9,17.23,2,0,1,0,Lost
102944,NBA,total,-105,0.5122,1,1,50.8,0.28,5.4,10.6,20.83,3,0,0,0,Lost
102945,NBA,spread,-110,0.5238,0,0,57.5,1.76,10.1,11.0,55.57,3,0,0,0,Won
102946,NBA,spread,-110,0.5238,0,1,52.8,-0.53,-18.3,13.3,32.58,3,0,0,0,Lost
102947,NHL,moneyline,-130,0.5652,0,1,65.8,0.55,-12.4,4.6,28.11,1,0,0,0,Lost
102948,Soccer,total,-110,0.5238,0,1,79.4,-2.51,-10.2,11.3,29.83,1,0,0,0,Lost
102949,Soccer,spread,-110,0.5238,1,0,57.9,0.37,-11.7,39.1,24.1,1,0,0,0,Won
102950,NFL,total,-105,0.5122,1,0,27.9,-1.08,1.3,77.6,76.79,1,1,0,0,Lost
102951,NHL,moneyline,110,0.4762,0,0,45.4,-0.4,2.5,5.9,27.47,3,0,0,0,Won
102952,NFL,spread,-110,0.5238,0,0,65.0,0.04,13.5,43.4,256.55,1,0,0,0,Lost
102953,Soccer,spread,-105,0.5122,0,0,51.5,-1.75,-8.0,96.0,46.18,2,0,0,0,Won
102954,NBA,moneyline,-250,0.7143,1,1,75.4,3.35,-12.5,13.8,60.92,1,0,0,1,Lost
102955,NBA,spread,-115,0.5349,0,1,51.5,-0.52,2.6,26.0,22.18,4,0,0,0,Won
102956,NFL,spread,-110,0.5238,1,0,62.6,0.6,-2.5,41.0,50.71,4,0,0,1,Lost
102957,NFL,spread,-120,0.5455,0,1,71.2,1.62,-20.6,11.1,78.9,2,0,0,0,Lost
102958,NFL,total,-110,0.5238,0,1,75.5,0.35,-16.3,38.7,36.6,3,0,1,0,Won
102959,Soccer,spread,-110,0.5238,1,1,58.1,-1.19,-6.1,13.8,20.74,3,0,0,1,Won
102960,NHL,spread,-115,0.5349,0,1,75.4,0.15,3.4,38.9,84.8,0,1,0,0,Lost
102961,Soccer,spread,-110,0.5238,0,1,84.1,-1.91,7.4,64.4,192.74,4,0,0,0,Lost
102962,NFL,spread,-110,0.5238,0,1,38.7,-0.19,-8.7,51.0,7.28,1,0,0,0,Lost
102963,MLB,total,-110,0.5238,0,0,55.6,1.74,-11.2,12.4,19.09,1,0,0,0,Lost
102964,NFL,moneyline,-180,0.6429,0,1,44.3,-1.34,8.4,28.2,28.71,4,0,0,0,Won
102965,MLB,moneyline,-150,0.6,0,1,52.7,-0.75,-7.5,10.8,21.28,0,0,0,0,Lost
102966,NBA,total,-115,0.5349,1,1,56.7,2.05,2.3,5.9,28.26,2,0,0,0,Won
102967,NBA,spread,-110,0.5238,0,0,57.2,-0.2,-4.3,13.5,11.55,4,0,0,0,Won
102968,MLB,total,-115,0.5349,1,1,67.5,-0.87,-1.6,34.3,72.54,4,0,0,0,Lost
102969,NFL,total,-110,0.5238,0,1,76.9,0.45,-10.9,12.9,30.73,3,0,0,0,Lost
102970,NBA,total,-110,0.5238,0,1,69.2,-0.43,11.4,61.0,37.97,3,0,0,0,Won
102971,MLB,moneyline,-120,0.5455,0,1,71.1,-2.8,-20.6,17.6,22.86,1,0,1,0,Lost
102972,NFL,spread,-110,0.5238,0,1,53.1,-1.32,-6.7,6.3,15.56,4,0,1,0,Won
102973,Soccer,total,-115,0.5349,1,0,70.7,2.1,10.3,12.9,16.02,1,1,0,0,Won
102974,NBA,spread,-110,0.5238,0,0,18.5,0.44,1.5,9.2,138.28,1,0,0,0,Won
102975,NHL,total,-110,0.5238,0,0,76.3,1.46,-7.4,53.8,11.77,1,0,0,0,Lost
102976,MLB,spread,-110,0.5238,0,0,71.2,-1.14,9.4,25.9,20.57,2,0,0,0,Won
102977,MLB,moneyline,-200,0.6667,0,1,72.0,-0.0,-0.5,15.6,5.37,0,0,0,0,Won
102978,MLB,total,-115,0.5349,0,0,81.7,-0.27,4.1,32.1,47.42,1,0,0,1,Lost
102979,Soccer,moneyline,-200,0.6667,1,1,44.4,-0.44,12.3,8.2,69.36,1,0,1,0,Won
102980,MLB,spread,-110,0.5238,0,1,72.4,0.27,-23.4,5.9,5.67,1,0,0,0,Lost
102981,NFL,moneyline,-180,0.6429,1,1,67.6,-1.1,-7.6,5.3,15.07,0,0,0,0,Lost
102982,NFL,total,-110,0.5238,0,1,68.9,1.33,-12.0,3.2,14.09,1,0,0,0,Won
102983,MLB,moneyline,-150,0.6,1,1,49.0,0.61,1.7,6.3,21.36,0,0,0,1,Lost
102984,NFL,total,-110,0.5238,0,0,62.7,-0.22,10.3,27.3,50.63,1,0,1,0,Won
102985,NFL,total,-120,0.5455,1,1,70.2,0.2,-32.2,31.7,29.22,2,0,0,0,Lost
102986,NFL,total,-110,0.5238,1,1,57.7,-0.22,-21.2,7.5,29.95,1,0,0,1,Lost
102987,MLB,spread,-115,0.5349,0,0,54.2,-1.82,-27.1,2.7,7.74,3,0,0,0,Won
102988,NFL,moneyline,250,0.2857,0,0,42.2,-1.02,-12.6,11.4,28.78,1,0,0,0,Lost
102989,MLB,total,-115,0.5349,0,1,58.3,-0.09,-1.9,25.8,74.12,1,0,0,0,Lost
102990,NHL,total,-110,0.5238,1,1,77.5,-0.33,13.0,34.8,33.12,1,0,0,1,Lost
102991,NHL,spread,-105,0.5122,0,1,77.8,0.72,-22.2,20.5,5.0,1,0,0,0,Lost
102992,NBA,spread,-110,0.5238,0,1,75.2,0.63,22.2,6.6,100.1,1,0,0,0,Won
102993,MLB,spread,-110,0.5238,0,0,66.5,-0.64,3.7,31.7,108.12,3,0,0,0,Won
102994,MLB,total,-120,0.5455,0,1,74.7,-0.96,0.2,23.5,51.38,2,1,0,0,Won
102995,NBA,total,-115,0.5349,1,1,58.3,0.89,6.0,32.0,72.68,3,1,0,0,Lost
102996,MLB,moneyline,220,0.3125,0,0,59.1,0.17,-19.5,7.4,47.26,2,0,0,0,Lost
102997,NFL,spread,-110,0.5238,1,0,71.0,-0.72,-9.7,26.1,56.03,1,0,0,0,Won
102998,Soccer,spread,-110,0.5238,1,1,49.4,-1.08,-14.9,35.9,17.38,4,0,1,0,Lost
102999,NFL,total,-110,0.5238,1,1,49.4,-0.59,5.1,4.9,63.55,0,0,0,1,Won
103000,NHL,spread,-120,0.5455,1,0,40.7,0.44,-7.5,9.4,5.0,3,0,0,0,Lost
103001,MLB,spread,-110,0.5238,1,1,41.6,1.92,0.8,4.2,25.75,1,0,0,0,Won
103002,NFL,spread,-120,0.5455,1,0,45.4,-0.21,-10.7,7.9,71.45,3,0,0,1,Won
103003,NHL,total,-105,0.5122,1,1,59.7,-0.78,14.4,15.0,120.5,3,0,0,0,Lost
103004,NFL,moneyline,-150,0.6,0,1,84.1,2.28,-14.0,4.5,44.52,1,0,0,0,Lost
103005,NHL,spread,-115,0.5349,0,1,60.8,-0.3,-15.9,44.7,93.74,0,0,0,0,Won
103006,MLB,spread,-110,0.5238,1,1,44.8,-0.7,3.1,45.3,28.46,3,0,0,0,Won
103007,NFL,total,-110,0.5238,1,1,68.0,-0.36,-3.5,14.6,55.0,2,0,0,1,Won
103008,NFL,spread,-110,0.5238,0,0,55.7,-0.5,14.1,9.1,59.0,1,0,0,0,Lost
103009,NHL,spread,-115,0.5349,0,0,48.6,1.34,1.0,15.8,5.0,3,0,0,1,Lost
103010,NBA,spread,-110,0.5238,1,0,50.9,-1.76,0.6,61.1,62.93,2,0,0,0,Lost
103011,Soccer,spread,-120,0.5455,0,1,78.8,0.66,3.8,28.9,33.53,2,0,0,0,Won
103012,NHL,total,-110,0.5238,0,0,41.1,0.02,8.8,3.3,36.92,1,0,0,0,Lost
103013,MLB,total,-120,0.5455,1,0,35.0,-0.54,12.8,2.2,70.17,0,0,0,0,Lost
103014,NFL,spread,-120,0.5455,0,1,71.6,-0.3,5.8,7.3,18.04,0,0,1,1,Won
103015,MLB,total,-110,0.5238,1,1,55.6,-0.16,-6.6,15.8,30.72,2,0,0,0,Lost
103016,Soccer,spread,-115,0.5349,0,0,76.6,0.01,-21.1,3.6,32.03,4,0,1,0,Won
103017,NFL,total,-115,0.5349,1,1,64.1,-0.4,-4.8,13.7,43.25,2,0,0,0,Lost
103018,NBA,spread,-110,0.5238,0,0,56.8,-0.09,-26.8,3.6,5.0,1,0,0,0,Lost
103019,NFL,spread,-110,0.5238,0,0,67.4,-0.87,-11.5,16.6,56.65,3,0,0,1,Lost
103020,NBA,total,-105,0.5122,1,0,37.9,2.33,-1.4,20.0,58.85,1,0,0,1,Lost
103021,NHL,total,-110,0.5238,1,0,62.1,1.02,12.9,76.2,8.67,2,0,0,0,Lost
103022,NBA,total,-110,0.5238,1,0,53.6,0.5,-4.5,14.6,14.83,1,0,0,0,Won
103023,MLB,moneyline,130,0.4348,0,0,67.3,-0.52,18.4,11.9,88.03,2,0,0,0,Lost
103024,NBA,total,-110,0.5238,1,1,58.2,0.96,3.0,54.6,11.82,2,0,0,0,Won
103025,NFL,moneyline,-130,0.5652,1,1,68.1,0.38,-22.2,29.6,123.31,4,0,0,0,Won
103026,NFL,spread,-110,0.5238,1,0,53.7,0.11,11.1,17.1,12.37,1,0,1,0,Won
103027,NHL,moneyline,110,0.4762,0,0,63.0,-0.6,9.8,12.5,75.49,1,0,0,0,Lost
103028,MLB,moneyline,220,0.3125,0,0,52.0,0.28,-22.8,76.0,12.0,1,0,0,0,Won
103029,NBA,moneyline,130,0.4348,0,0,61.1,1.73,6.0,8.5,65.83,2,0,0,0,Won
103030,NHL,total,-115,0.5349,1,1,87.0,0.09,10.7,4.4,37.21,4,0,0,0,Lost
103031,NFL,moneyline,250,0.2857,0,0,54.6,-0.29,-28.4,13.8,37.7,4,0,0,0,Lost
103032,NFL,spread,-110,0.5238,1,1,70.8,0.16,-15.6,12.4,11.23,1,0,0,0,Lost
103033,NFL,spread,-110,0.5238,1,0,85.4,-0.06,4.7,48.7,29.75,2,0,0,1,Lost
103034,Soccer,total,-110,0.5238,0,0,62.7,-0.61,-4.8,18.9,14.25,1,1,0,0,Lost
103035,MLB,spread,-110,0.5238,1,0,25.8,-0.71,21.1,37.5,12.92,4,0,0,0,Won
103036,MLB,total,-110,0.5238,1,0,47.0,0.84,8.8,1.6,104.87,0,1,0,0,Lost
103037,NFL,spread,-110,0.5238,0,1,51.6,1.38,7.4,12.2,454.66,2,0,0,0,Won
103038,NFL,spread,-110,0.5238,0,1,77.1,2.42,7.5,62.1,14.47,2,0,0,0,Won
103039,MLB,total,-110,0.5238,0,1,61.9,0.57,-12.3,6.2,44.85,2,0,0,0,Won
103040,NBA,spread,-105,0.5122,0,0,70.8,0.06,-6.2,12.8,73.44,2,0,0,0,Won
103041,Soccer,total,-115,0.5349,0,1,73.3,1.0,16.9,35.0,16.46,1,1,0,0,Lost
103042,NHL,spread,-115,0.5349,0,0,65.3,-1.0,-6.7,10.4,12.93,2,0,0,0,Won
103043,NBA,moneyline,180,0.3571,1,0,43.3,0.69,10.6,33.3,29.97,2,0,0,1,Lost
103044,NHL,moneyline,-200,0.6667,0,1,72.1,1.14,-8.9,9.5,30.46,4,0,0,1,Lost
103045,Soccer,total,-105,0.5122,1,1,82.4,1.1,-15.7,15.9,5.0,1,0,0,1,Won
103046,NBA,spread,-110,0.5238,0,1,48.6,1.87,-14.3,30.1,38.2,1,1,0,0,Lost
103047,MLB,spread,-110,0.5238,1,1,59.2,-0.54,4.1,6.2,64.37,1,0,0,0,Lost
103048,Soccer,moneyline,150,0.4,0,0,62.3,-0.55,13.2,7.9,47.82,2,0,1,0,Lost
103049,NFL,total,-115,0.5349,0,1,67.2,-0.16,3.4,37.4,23.39,3,0,0,1,Lost
103050,Soccer,total,-110,0.5238,1,0,75.2,-1.25,-3.4,8.1,7.53,2,0,1,0,Lost
103051,NFL,total,-110,0.5238,0,1,74.7,0.61,-20.3,18.4,46.33,1,0,0,0,Lost
103052,MLB,moneyline,250,0.2857,1,0,59.9,0.68,-2.5,39.5,14.37,1,0,0,0,Lost
103053,NHL,moneyline,110,0.4762,1,0,67.8,0.54,-0.3,17.9,22.18,1,1,0,0,Lost
103054,MLB,total,-105,0.5122,1,0,64.2,0.11,-13.0,21.0,30.16,1,0,0,0,Lost
103055,NBA,total,-105,0.5122,1,1,66.5,1.13,2.7,66.3,64.29,2,0,0,0,Won
103056,MLB,total,-120,0.5455,1,1,58.7,0.7,-10.7,96.0,80.39,2,0,0,0,Won
103057,NFL,total,-110,0.5238,0,0,69.9,-0.69,-7.2,18.6,36.53,1,0,0,1,Lost
103058,NFL,total,-110,0.5238,1,1,57.1,-3.0,6.8,11.2,30.89,1,1,0,0,Lost
103059,NFL,spread,-115,0.5349,0,1,65.1,-0.27,16.7,34.8,62.08,2,0,1,0,Won
103060,MLB,spread,-115,0.5349,0,0,41.1,0.07,21.7,8.2,13.01,3,0,0,0,Won
103061,NBA,total,-105,0.5122,0,1,74.8,0.1,-8.2,53.6,15.63,0,0,0,0,Lost
103062,NFL,moneyline,-120,0.5455,1,1,80.8,-0.16,0.1,10.0,119.89,3,0,0,0,Lost
103063,Soccer,spread,-110,0.5238,0,0,46.8,-0.55,5.2,11.2,120.63,0,0,0,0,Lost
103064,NBA,moneyline,-250,0.7143,0,1,64.2,-0.81,5.1,6.5,5.6,1,0,0,0,Won
103065,NBA,moneyline,220,0.3125,0,0,52.2,-1.09,-0.9,7.7,18.65,3,0,0,0,Lost
103066,NBA,total,-105,0.5122,0,1,78.9,0.49,9.1,47.6,72.28,3,0,0,0,Lost
103067,NFL,total,-110,0.5238,1,1,83.0,1.16,-13.8,22.4,43.02,3,0,0,0,Lost
103068,NHL,spread,-115,0.5349,0,0,52.3,-1.32,-16.1,15.7,26.01,0,0,0,0,Lost
103069,NBA,spread,-115,0.5349,0,0,20.9,0.02,7.8,96.0,9.48,1,0,0,1,Lost
103070,NFL,spread,-105,0.5122,0,0,71.8,0.76,-6.2,18.3,18.44,1,0,1,0,Lost
103071,Soccer,total,-115,0.5349,0,0,58.5,-0.22,20.6,16.2,13.44,2,0,1,1,Lost
103072,NHL,spread,-105,0.5122,1,0,58.6,0.73,-8.0,6.0,109.22,1,0,0,0,Lost
103073,NHL,moneyline,-150,0.6,1,1,77.6,1.17,6.0,7.9,14.58,3,0,0,0,Won
103074,Soccer,moneyline,-180,0.6429,0,1,61.6,0.5,3.3,7.1,33.85,1,1,0,0,Lost
103075,Soccer,moneyline,130,0.4348,0,0,50.4,-0.52,-19.2,8.9,44.6,3,0,0,0,Won
103076,NBA,moneyline,-150,0.6,1,1,61.7,1.47,4.7,10.8,27.02,1,0,0,0,Lost
103077,MLB,moneyline,150,0.4,0,0,60.9,-0.31,-10.2,12.7,28.84,3,0,0,0,Lost
103078,MLB,moneyline,180,0.3571,0,0,65.5,-0.33,26.4,30.9,8.9,1,0,0,0,Won
103079,NFL,spread,-115,0.5349,1,0,77.6,0.46,-15.9,16.1,20.73,1,1,0,0,Lost
103080,NFL,spread,-110,0.5238,1,0,62.8,-0.36,-13.5,82.2,22.03,1,0,1,0,Won
103081,NFL,moneyline,-180,0.6429,0,1,64.3,-0.16,-28.6,29.0,16.88,2,0,1,0,Lost
103082,MLB,spread,-110,0.5238,1,1,73.6,-0.34,-15.6,8.7,112.12,2,0,0,0,Won
103083,NHL,total,-110,0.5238,1,1,54.3,-0.08,6.3,24.7,185.54,4,0,0,1,Won
103084,NHL,spread,-105,0.5122,1,0,75.0,0.13,-18.8,18.8,76.38,1,0,0,0,Won
103085,NBA,total,-110,0.5238,0,1,68.5,-2.01,3.8,57.8,126.17,4,0,0,0,Lost
103086,NFL,spread,-120,0.5455,1,1,63.3,-0.02,0.7,34.4,16.45,0,0,0,0,Won
103087,NBA,total,-115,0.5349,0,1,54.4,-1.75,-14.1,17.5,24.5,2,0,0,0,Lost
103088,MLB,spread,-110,0.5238,0,0,62.5,-0.46,-3.8,79.3,13.23,1,1,0,0,Lost
103089,Soccer,moneyline,220,0.3125,0,0,54.6,0.34,-13.7,27.2,33.41,1,0,0,0,Won
103090,Soccer,spread,-115,0.5349,1,0,56.9,-0.36,7.9,28.2,12.87,2,0,0,0,Won
103091,Soccer,moneyline,150,0.4,1,0,37.9,0.77,-18.3,63.6,10.95,1,0,0,0,Lost
103092,NHL,spread,-115,0.5349,0,0,52.8,0.36,6.5,35.6,5.0,3,0,0,1,Lost
103093,Soccer,total,-115,0.5349,0,0,51.2,-2.27,-11.1,20.0,46.26,2,0,0,0,Lost
103094,NBA,moneyline,-150,0.6,0,1,71.0,1.31,-1.0,15.3,91.91,2,0,0,0,Won
103095,NFL,total,-110,0.5238,1,0,54.8,0.25,3.2,2.7,82.75,4,0,1,0,Lost
103096,NFL,moneyline,-250,0.7143,1,1,34.2,-0.43,5.3,3.1,62.14,3,1,0,0,Won
103097,NBA,moneyline,130,0.4348,0,0,53.0,-0.5,22.4,14.8,65.42,4,0,0,0,Lost
103098,NFL,total,-110,0.5238,0,1,48.5,-2.06,-7.4,10.0,22.34,2,1,0,0,Lost
103099,NFL,spread,-110,0.5238,1,0,45.5,0.24,-18.8,16.7,6.68,4,0,0,0,Lost
103100,Soccer,moneyline,-120,0.5455,0,1,78.0,0.72,19.7,41.1,10.77,0,0,1,0,Lost
103101,NFL,spread,-110,0.5238,0,1,45.7,-0.58,2.1,8.2,22.42,4,1,0,0,Lost
103102,Soccer,total,-110,0.5238,0,0,61.5,-0.98,-0.5,4.0,5.0,2,0,0,0,Won
103103,NHL,spread,-105,0.5122,0,0,51.9,0.14,24.5,5.1,51.16,0,1,0,1,Lost
103104,MLB,spread,-110,0.5238,1,0,46.6,1.26,-18.0,6.8,44.51,3,0,0,0,Lost
103105,MLB,moneyline,-150,0.6,1,1,51.2,1.26,-3.3,5.9,49.7,3,0,0,1,Won
103106,NBA,moneyline,130,0.4348,0,0,61.8,0.83,-15.3,17.1,71.3,2,1,0,0,Lost
103107,MLB,spread,-120,0.5455,0,1,68.2,2.19,-3.6,65.7,5.4,1,0,1,0,Lost
103108,NFL,moneyline,-150,0.6,1,1,45.3,1.1,-19.5,28.6,14.11,3,0,0,0,Lost
103109,Soccer,total,-110,0.5238,0,1,79.8,1.25,-5.2,30.6,9.97,0,0,1,0,Lost
103110,NBA,spread,-110,0.5238,0,0,43.8,0.11,-2.1,20.0,17.41,3,0,0,0,Lost
103111,NFL,spread,-110,0.5238,1,1,70.7,-0.31,-2.7,5.4,15.27,2,0,0,0,Lost
103112,MLB,total,-110,0.5238,0,0,40.8,1.22,-23.5,96.0,5.0,2,0,0,1,Lost
