row_id,loan_id,credit_score,annual_income,employment_years,home_ownership,loan_purpose,loan_amount,term_months,verified_income,delinq_2yr,dti,interest_rate,loan_status
494,LN103432,668,113300.0,8.5,MORTGAGE,other,11000.0,36,Not Verified,1,2.6,14.61,Charged Off
495,LN103989,631,40200.0,6.7,MORTGAGE,credit_card,6800.0,36,Verified,1,2.8,12.99,Current
496,LN100973,730,44500.0,3.3,RENT,debt_consolidation,40000.0,36,Source Verified,0,33.2,14.78,Fully Paid
497,LN100037,635,28600.0,1.3,OWN,credit_card,7100.0,36,Source Verified,0,3.7,12.19,Fully Paid
498,LN103081,618,79400.0,7.0,MORTGAGE,home_improvement,6700.0,36,Not Verified,0,3.5,12.89,Current
499,LN101951,706,44500.0,3.2,MORTGAGE,credit_card,17700.0,36,Verified,0,14.0,12.71,Fully Paid
500,LN102708,710,96200.0,2.1,RENT,small_business,20800.0,36,Verified,0,6.1,15.38,Current
501,LN102211,0,28100.0,7.6,MORTGAGE,credit_card,5500.0,60,Source Verified,0,20.9,999.0,Charged Off
502,LN100026,725,94000.0,99.0,MORTGAGE,debt_consolidation,6000.0,60,Verified,0,2.1,12.5,Charged Off
503,LN100148,759,33200.0,20.7,MORTGAGE,other,10400.0,36,Not Verified,0,3.4,9.49,Charged Off
504,LN103175,576,69600.0,2.1,RENT,credit_card,23300.0,36,Source Verified,0,8.7,17.28,Fully Paid
505,LN103798,745,33300.0,8.5,MORTGAGE,small_business,9800.0,60,Source Verified,0,58.5,17.94,Charged Off
506,LN101881,782,91700.0,6.8,RENT,credit_card,5400.0,60,Source Verified,0,8.3,13.2,Current
507,LN100613,719,52100.0,4.4,RENT,debt_consolidation,7200.0,36,Source Verified,0,21.9,13.14,Charged Off
508,LN104623,745,40100.0,3.7,MORTGAGE,home_improvement,10200.0,60,Source Verified,1,32.6,13.93,Current
509,LN100524,781,-1.0,4.1,MORTGAGE,debt_consolidation,8300.0,36,Source Verified,0,0.0,9.64,Current
510,LN104512,773,22300.0,9.2,RENT,credit_card,11000.0,60,Verified,0,31.7,16.48,Charged Off
511,LN102296,850,14000.0,1.7,MORTGAGE,debt_consolidation,3800.0,60,Verified,1,41.4,11.29,Charged Off
512,LN102662,667,70600.0,14.8,MORTGAGE,debt_consolidation,3900.0,60,Verified,0,2.8,11.25,Fully Paid
513,LN102836,726,71000.0,6.5,OWN,debt_consolidation,10300.0,36,Source Verified,0,4.2,11.02,Current
514,LN102901,599,58100.0,7.9,MORTGAGE,major_purchase,12300.0,60,Source Verified,1,11.4,15.75,Charged Off
515,LN104470,709,51400.0,4.2,MORTGAGE,debt_consolidation,13700.0,60,Source Verified,1,7.2,12.07,Charged Off
516,LN103047,724,91300.0,1.0,MORTGAGE,major_purchase,5100.0,36,Not Verified,0,7.1,11.4,Current
517,LN102962,710,67200.0,4.3,OWN,credit_card,14000.0,60,Not Verified,0,14.6,16.99,Fully Paid
518,LN103476,551,25500.0,0.9,RENT,debt_consolidation,8400.0,36,Verified,0,13.3,16.27,Charged Off
519,LN104211,710,48200.0,6.2,RENT,other,1900.0,60,Verified,0,8.1,12.54,Fully Paid
520,LN104547,771,60600.0,7.8,OWN,debt_consolidation,7700.0,60,Source Verified,1,4.2,12.84,Current
521,LN102726,631,39000.0,4.9,MORTGAGE,credit_card,12000.0,60,Verified,0,12.0,17.35,Fully Paid
522,LN103475,730,73700.0,7.8,MORTGAGE,debt_consolidation,6100.0,36,Not Verified,1,6.8,10.91,Current
523,LN103870,691,48800.0,12.4,MORTGAGE,credit_card,8900.0,36,Source Verified,1,26.4,14.09,Charged Off
524,LN100704,758,48800.0,2.4,MORTGAGE,debt_consolidation,11500.0,60,Not Verified,1,19.4,12.18,Charged Off
525,LN100183,762,20000.0,7.4,MORTGAGE,major_purchase,9100.0,36,Source Verified,0,20.2,11.88,Fully Paid
526,LN103070,746,52900.0,2.6,MORTGAGE,other,2500.0,36,Verified,0,4.2,11.9,Fully Paid
527,LN103102,741,75700.0,11.2,RENT,other,5700.0,36,Source Verified,0,2.7,7.05,Fully Paid
528,LN104411,681,31300.0,3.7,OWN,debt_consolidation,23300.0,36,Verified,0,272.7,25.23,Charged Off
529,LN105080,626,23900.0,9.9,MORTGAGE,other,10700.0,36,Source Verified,0,13.1,13.64,Fully Paid
530,LN104385,665,83800.0,6.5,RENT,major_purchase,6600.0,36,Not Verified,0,9.8,13.33,Fully Paid
531,LN100173,610,59700.0,1.3,MORTGAGE,debt_consolidation,7200.0,60,Verified,0,7.7,15.86,Current
532,LN102322,764,49400.0,6.0,RENT,other,4800.0,36,Not Verified,0,33.6,12.33,Fully Paid
533,LN101077,850,59200.0,5.5,MORTGAGE,debt_consolidation,14800.0,36,Source Verified,0,9.2,9.29,Fully Paid
534,LN104087,578,28400.0,9.8,RENT,small_business,12000.0,36,Verified,0,9.8,16.88,Fully Paid
535,LN104270,607,51900.0,4.0,RENT,debt_consolidation,16900.0,60,Source Verified,0,19.8,17.24,Fully Paid
536,LN102450,655,29300.0,10.8,RENT,credit_card,11600.0,36,Source Verified,1,18.3,14.64,Current
537,LN103851,642,47600.0,4.7,MORTGAGE,debt_consolidation,15500.0,36,Not Verified,2,19.0,16.41,Charged Off
538,LN101419,692,48100.0,99.0,MORTGAGE,major_purchase,5300.0,60,Verified,0,14.5,12.64,Fully Paid
539,LN102592,721,70900.0,11.6,MORTGAGE,credit_card,9200.0,60,Source Verified,0,2.2,14.23,Fully Paid
540,LN100438,647,44400.0,14.3,OWN,credit_card,12500.0,60,Verified,0,4.9,15.14,Fully Paid
541,LN103377,672,53600.0,5.1,RENT,credit_card,14100.0,36,Source Verified,0,16.5,13.66,Fully Paid
542,LN102548,577,88200.0,8.5,OWN,home_improvement,10200.0,36,Not Verified,0,3.7,14.58,Fully Paid
543,LN101056,700,119500.0,5.2,RENT,debt_consolidation,6700.0,36,Verified,1,2.4,12.97,Current
544,LN105087,642,117200.0,0.6,RENT,home_improvement,20000.0,36,Verified,1,6.3,12.6,Charged Off
545,LN104797,745,85700.0,5.7,RENT,small_business,22500.0,60,Verified,0,5.5,16.49,Current
546,LN102946,794,89400.0,0.5,RENT,debt_consolidation,2900.0,36,Source Verified,1,6.6,7.44,Fully Paid
547,LN100384,586,24300.0,5.6,OWN,debt_consolidation,7100.0,36,Not Verified,1,8.8,15.0,Charged Off
548,LN102348,788,-1.0,9.2,OTHER,medical,22800.0,36,Source Verified,1,0.0,11.92,Current
549,LN100849,753,49700.0,5.8,MORTGAGE,debt_consolidation,16600.0,36,Verified,0,8.0,11.35,Fully Paid
550,LN103741,641,29300.0,4.0,OWN,credit_card,11200.0,36,Verified,0,57.4,17.13,Fully Paid
551,LN101747,710,29800.0,2.6,RENT,credit_card,5600.0,36,Source Verified,1,28.7,13.22,Charged Off
552,LN102689,566,21400.0,18.8,MORTGAGE,debt_consolidation,23600.0,36,Source Verified,1,41.4,18.56,Current
553,LN103932,713,53100.0,1.3,RENT,other,4200.0,36,Not Verified,1,6.9,13.59,Fully Paid
554,LN100162,828,56000.0,8.0,RENT,debt_consolidation,7700.0,36,Verified,1,9.2,11.85,Current
555,LN105081,648,40100.0,4.4,RENT,debt_consolidation,6800.0,36,Source Verified,0,10.5,12.76,Fully Paid
556,LN102802,747,49700.0,1.1,MORTGAGE,other,10400.0,36,Source Verified,0,13.3,10.52,Fully Paid
557,LN104692,707,87000.0,2.8,RENT,major_purchase,8500.0,36,Verified,0,5.8,11.84,Current
558,LN103632,648,40300.0,1.1,RENT,credit_card,11500.0,36,Not Verified,0,34.6,17.97,Fully Paid
559,LN104726,669,27000.0,2.0,MORTGAGE,major_purchase,9700.0,60,Not Verified,2,15.6,16.71,Fully Paid
560,LN101078,652,49500.0,5.7,RENT,major_purchase,6500.0,36,Source Verified,0,8.8,13.16,Current
561,LN100770,802,47600.0,5.7,RENT,small_business,17600.0,36,Not Verified,0,11.0,10.05,Fully Paid
562,LN104388,584,31600.0,4.8,OWN,credit_card,6500.0,60,Not Verified,1,21.5,17.37,Current
563,LN100098,716,119500.0,99.0,MORTGAGE,medical,10500.0,36,Verified,0,4.0,11.0,Current
564,LN102833,625,33500.0,9.6,OWN,home_improvement,18400.0,36,Verified,0,36.1,14.17,Current
565,LN104637,622,23700.0,1.1,RENT,home_improvement,4700.0,36,Verified,0,23.9,15.85,Fully Paid
566,LN102149,698,52900.0,3.3,MORTGAGE,medical,7700.0,36,Not Verified,0,4.1,13.99,Fully Paid
567,LN102960,608,41200.0,4.9,RENT,major_purchase,13700.0,36,Not Verified,0,7.9,19.4,Current
568,LN100285,659,70500.0,2.5,RENT,home_improvement,17900.0,36,Verified,0,6.0,11.35,Current
569,LN101384,576,41500.0,5.4,MORTGAGE,home_improvement,5700.0,36,Not Verified,1,6.7,14.21,Current
570,LN100788,620,131000.0,16.8,RENT,other,8300.0,36,Not Verified,0,3.8,15.24,Fully Paid
571,LN103790,659,88200.0,2.3,RENT,debt_consolidation,4400.0,60,Not Verified,0,2.8,14.07,Current
572,LN105077,695,54200.0,6.7,RENT,credit_card,14500.0,36,Source Verified,0,2.8,10.63,Current
573,LN103085,738,52100.0,5.3,MORTGAGE,debt_consolidation,7500.0,36,Not Verified,0,5.6,11.78,Fully Paid
574,LN102582,684,42500.0,6.9,MORTGAGE,small_business,24100.0,36,Verified,0,25.6,15.75,Fully Paid
575,LN103163,734,54300.0,12.4,OWN,home_improvement,10200.0,60,Not Verified,0,15.3,14.89,Current
576,LN100709,732,67800.0,2.4,MORTGAGE,debt_consolidation,16900.0,36,Not Verified,0,3.0,12.19,Fully Paid
577,LN104532,0,41900.0,6.9,RENT,home_improvement,40000.0,36,Source Verified,0,6.4,15.49,Charged Off
578,LN103988,768,49200.0,3.0,RENT,other,23100.0,60,Source Verified,1,6.5,15.81,Charged Off
579,LN104932,803,96500.0,5.5,RENT,debt_consolidation,3500.0,36,Verified,2,3.0,10.44,Fully Paid
580,LN102208,730,37700.0,2.3,MORTGAGE,debt_consolidation,8700.0,60,Source Verified,0,29.0,13.14,Charged Off
581,LN100520,627,30500.0,11.3,MORTGAGE,credit_card,10400.0,36,Not Verified,0,12.6,14.46,Fully Paid
582,LN104184,688,156100.0,4.7,OWN,major_purchase,10200.0,60,Verified,0,2.9,13.08,Fully Paid
583,LN104083,666,45400.0,3.0,MORTGAGE,major_purchase,13100.0,36,Verified,0,10.7,12.16,Fully Paid
584,LN102713,616,33200.0,3.9,MORTGAGE,debt_consolidation,11500.0,36,Source Verified,1,11.0,15.69,Current
585,LN104970,678,88200.0,2.1,MORTGAGE,credit_card,6000.0,36,Not Verified,0,5.5,11.57,Fully Paid
586,LN100279,707,82600.0,1.9,RENT,other,36300.0,36,Source Verified,1,7.7,14.48,Current
587,LN104151,785,82500.0,99.0,OWN,home_improvement,10000.0,36,Not Verified,1,10.6,10.21,Charged Off
588,LN104921,744,-1.0,10.1,MORTGAGE,debt_consolidation,15400.0,60,Verified,0,0.0,13.02,Fully Paid
589,LN102851,783,46200.0,8.5,MORTGAGE,credit_card,4000.0,36,Source Verified,1,9.5,9.9,Current
590,LN104771,518,29600.0,3.7,MORTGAGE,debt_consolidation,3900.0,60,Source Verified,0,4.0,16.59,Fully Paid
591,LN102849,753,37500.0,5.6,MORTGAGE,credit_card,11100.0,60,Not Verified,1,16.2,16.09,Current
592,LN104494,711,34200.0,14.1,MORTGAGE,home_improvement,4600.0,60,Verified,0,7.4,10.86,Current
593,LN101583,644,42300.0,0.9,MORTGAGE,credit_card,9100.0,60,Source Verified,0,35.5,18.25,Current
594,LN101353,713,46400.0,6.1,MORTGAGE,credit_card,4600.0,36,Verified,1,1.9,10.41,Charged Off
595,LN102100,707,46800.0,2.4,RENT,home_improvement,23000.0,60,Not Verified,0,7.1,16.66,Current
596,LN104220,795,83300.0,22.9,OTHER,small_business,4500.0,36,Verified,0,9.2,12.31,Current
597,LN104546,515,29900.0,2.6,MORTGAGE,debt_consolidation,30500.0,36,Verified,2,18.5,17.62,Current
598,LN101646,682,28100.0,6.6,RENT,credit_card,16400.0,36,Verified,0,33.8,14.22,Fully Paid
599,LN100744,696,84900.0,7.5,RENT,major_purchase,4700.0,36,Verified,1,2.2,9.26,Current
600,LN102090,703,51600.0,8.6,MORTGAGE,small_business,5700.0,36,Verified,1,7.4,11.72,Fully Paid
601,LN101563,615,44900.0,7.7,RENT,debt_consolidation,4900.0,36,Verified,1,6.4,11.67,Fully Paid
602,LN102444,743,103700.0,1.4,MORTGAGE,major_purchase,10800.0,36,Verified,0,9.0,8.33,Charged Off
603,LN105044,552,55900.0,4.7,RENT,medical,6700.0,36,Not Verified,0,7.5,16.05,Current
604,LN101207,633,24800.0,4.3,MORTGAGE,debt_consolidation,4300.0,36,Not Verified,0,33.4,16.5,Current
605,LN104153,635,50000.0,1.2,RENT,major_purchase,9100.0,36,Source Verified,0,19.6,14.1,Fully Paid
606,LN103843,810,113300.0,6.4,MORTGAGE,credit_card,7200.0,60,Verified,0,4.1,14.33,Current
607,LN104724,706,64700.0,11.5,OWN,debt_consolidation,8000.0,60,Source Verified,0,10.1,11.56,Fully Paid
608,LN101593,643,76200.0,5.7,RENT,debt_consolidation,13400.0,36,Source Verified,0,13.2,17.57,Fully Paid
609,LN100146,650,43400.0,99.0,MORTGAGE,debt_consolidation,10400.0,60,Not Verified,0,26.2,17.27,Current
610,LN101045,0,75000.0,3.7,RENT,debt_consolidation,26500.0,60,Not Verified,0,6.8,17.1,Fully Paid
611,LN100019,687,40900.0,5.4,RENT,home_improvement,12400.0,36,Verified,0,11.9,12.64,Current
612,LN102560,713,33100.0,3.8,MORTGAGE,debt_consolidation,16300.0,36,Source Verified,0,10.0,15.31,Fully Paid
613,LN100163,637,102900.0,2.7,MORTGAGE,debt_consolidation,6400.0,36,Verified,1,2.9,9.66,Charged Off
614,LN101180,604,28200.0,4.9,MORTGAGE,debt_consolidation,7400.0,36,Verified,1,5.0,14.65,Fully Paid
615,LN101068,784,16300.0,4.5,MORTGAGE,major_purchase,16200.0,36,Source Verified,1,37.1,12.42,Fully Paid
616,LN104592,706,20700.0,11.6,OTHER,medical,22200.0,36,Source Verified,0,2.5,13.37,Current
617,LN100700,762,51900.0,3.9,RENT,medical,9500.0,36,Not Verified,0,8.3,10.95,Current
618,LN102122,637,34200.0,4.8,RENT,debt_consolidation,4000.0,60,Not Verified,0,7.5,17.68,Fully Paid
619,LN102046,733,58900.0,1.0,OWN,debt_consolidation,16700.0,36,Not Verified,1,14.1,15.93,Fully Paid
620,LN102364,850,51700.0,99.0,OWN,debt_consolidation,14900.0,60,Source Verified,0,12.8,10.17,Charged Off
621,LN104054,727,107300.0,2.5,MORTGAGE,debt_consolidation,7100.0,36,Source Verified,0,1.4,13.57,Fully Paid
622,LN102394,632,30200.0,5.2,MORTGAGE,debt_consolidation,8400.0,36,Verified,0,38.8,14.29,Charged Off
623,LN104587,788,37600.0,8.2,OWN,credit_card,16300.0,36,Not Verified,3,22.7,15.89,Current
624,LN100427,802,27100.0,1.1,MORTGAGE,credit_card,10500.0,60,Verified,2,65.0,18.79,Fully Paid
625,LN101025,666,52800.0,2.1,RENT,home_improvement,5100.0,60,Verified,0,19.8,14.94,Current
626,LN101407,732,45500.0,12.0,MORTGAGE,debt_consolidation,20500.0,36,Verified,1,11.4,12.92,Fully Paid
627,LN100110,718,34900.0,1.7,MORTGAGE,credit_card,8400.0,36,Verified,0,31.3,12.03,Current
628,LN104750,746,-1.0,4.1,OWN,credit_card,15200.0,36,Verified,0,0.0,11.64,Current
629,LN102396,661,39700.0,2.2,MORTGAGE,credit_card,5300.0,36,Verified,1,13.7,15.21,Current
630,LN102870,570,81400.0,4.1,RENT,debt_consolidation,10100.0,36,Not Verified,0,2.7,14.16,Fully Paid
631,LN103374,689,62500.0,4.2,RENT,debt_consolidation,11800.0,60,Source Verified,0,3.9,16.85,Current
632,LN104779,692,32400.0,19.4,RENT,credit_card,12100.0,60,Source Verified,0,16.6,15.37,Charged Off
633,LN101758,623,91600.0,6.1,RENT,debt_consolidation,9000.0,36,Verified,0,10.9,14.55,Charged Off
634,LN100356,705,80000.0,8.1,RENT,major_purchase,10800.0,36,Source Verified,0,2.7,11.46,Fully Paid
635,LN104080,762,74100.0,2.5,MORTGAGE,medical,14300.0,60,Not Verified,1,8.3,18.07,Current
636,LN101724,0,35900.0,2.9,OWN,debt_consolidation,17300.0,36,Source Verified,0,6.2,13.04,Fully Paid
637,LN103859,716,-1.0,6.0,RENT,other,21100.0,36,Verified,1,0.0,10.89,Fully Paid
638,LN101034,656,42600.0,11.9,MORTGAGE,other,13400.0,60,Not Verified,0,14.6,16.12,Fully Paid
639,LN103592,807,19900.0,7.0,RENT,debt_consolidation,11000.0,36,Not Verified,0,14.8,12.22,Fully Paid
640,LN104960,647,34500.0,99.0,MORTGAGE,debt_consolidation,10500.0,36,Source Verified,0,2.7,13.06,Fully Paid
641,LN100983,738,29300.0,0.8,RENT,credit_card,12900.0,36,Verified,0,35.5,15.22,Fully Paid
642,LN103063,701,50000.0,5.2,MORTGAGE,debt_consolidation,13500.0,36,Not Verified,0,8.4,11.93,Current
643,LN102978,650,148300.0,1.2,MORTGAGE,credit_card,7800.0,36,Not Verified,0,2.2,12.11,Fully Paid
644,LN103660,691,105600.0,5.4,OTHER,debt_consolidation,7000.0,36,Source Verified,1,12.3,14.44,Fully Paid
645,LN100751,671,58600.0,6.4,OTHER,debt_consolidation,8400.0,36,Not Verified,1,1.6,13.38,Fully Paid
646,LN105147,641,48300.0,99.0,RENT,small_business,7500.0,36,Not Verified,0,4.8,14.62,Current
647,LN102625,680,67500.0,8.2,RENT,home_improvement,14500.0,36,Verified,2,3.3,9.45,Current
648,LN104449,690,23300.0,3.6,OWN,other,11000.0,60,Verified,0,7.0,15.23,Fully Paid
649,LN100153,658,31200.0,5.6,MORTGAGE,credit_card,13100.0,60,Verified,0,22.3,17.39,Current
650,LN104670,524,95000.0,4.3,MORTGAGE,debt_consolidation,12000.0,36,Verified,1,15.1,15.58,Fully Paid
651,LN105153,778,88600.0,7.5,OWN,medical,3800.0,36,Source Verified,1,13.1,12.03,Current
652,LN101919,595,66600.0,5.4,RENT,debt_consolidation,3700.0,36,Source Verified,2,9.8,15.83,Current
653,LN101305,529,24000.0,12.5,RENT,debt_consolidation,24500.0,60,Verified,0,8.4,19.89,Current
654,LN100413,739,113900.0,99.0,MORTGAGE,small_business,17000.0,36,Verified,0,7.8,11.02,Charged Off
655,LN105155,633,78200.0,8.5,RENT,debt_consolidation,1500.0,36,Source Verified,1,1.4,13.07,Charged Off
656,LN103373,652,40200.0,3.1,MORTGAGE,medical,11500.0,36,Not Verified,2,6.5,15.71,Fully Paid
657,LN101081,680,59400.0,4.9,MORTGAGE,other,13300.0,36,Not Verified,1,9.8,13.23,Fully Paid
658,LN102170,635,42800.0,1.0,MORTGAGE,credit_card,6900.0,60,Not Verified,0,11.7,16.15,Current
659,LN100320,741,46700.0,9.4,MORTGAGE,home_improvement,15000.0,36,Verified,0,15.9,12.88,Current
660,LN102881,748,47400.0,11.1,MORTGAGE,debt_consolidation,13700.0,36,Not Verified,0,12.9,12.75,Current
661,LN102966,782,74100.0,4.8,MORTGAGE,debt_consolidation,12200.0,36,Not Verified,0,3.9,8.77,Fully Paid
662,LN102898,634,42700.0,19.5,MORTGAGE,other,8800.0,36,Not Verified,0,6.8,11.59,Charged Off
663,LN103551,613,59000.0,10.7,RENT,medical,20800.0,36,Verified,1,6.2,13.84,Fully Paid
664,LN104606,621,54400.0,6.3,MORTGAGE,debt_consolidation,17500.0,36,Verified,0,11.0,14.04,Charged Off
665,LN100171,719,28700.0,2.2,RENT,credit_card,16900.0,36,Not Verified,1,1.7,14.4,Fully Paid
666,LN102167,579,64200.0,3.3,MORTGAGE,home_improvement,11000.0,36,Not Verified,0,29.3,17.71,Fully Paid
667,LN103674,602,-1.0,1.9,RENT,other,12800.0,36,Source Verified,2,0.0,14.99,Fully Paid
668,LN100134,594,34800.0,1.2,RENT,major_purchase,9600.0,36,Source Verified,1,6.7,15.0,Fully Paid
669,LN104523,695,21400.0,5.2,MORTGAGE,credit_card,14600.0,60,Not Verified,0,20.7,15.21,Fully Paid
670,LN102744,756,53800.0,7.0,RENT,major_purchase,4600.0,60,Source Verified,0,6.9,11.26,Charged Off
671,LN100439,718,89900.0,4.4,RENT,debt_consolidation,3800.0,36,Not Verified,0,1.2,11.44,Current
672,LN100878,683,51800.0,5.0,RENT,home_improvement,8600.0,60,Verified,0,14.8,15.44,Charged Off
673,LN100034,730,35600.0,5.5,RENT,home_improvement,10400.0,36,Verified,0,25.0,12.05,Fully Paid
674,LN103288,664,41700.0,9.3,MORTGAGE,home_improvement,5700.0,60,Verified,0,9.7,12.65,Fully Paid
675,LN100906,675,42000.0,2.6,RENT,credit_card,5900.0,60,Source Verified,0,5.2,14.7,Current
676,LN103866,717,45100.0,1.3,RENT,debt_consolidation,3900.0,60,Source Verified,0,3.9,12.54,Current
677,LN102029,659,44600.0,2.4,MORTGAGE,debt_consolidation,6800.0,60,Source Verified,0,13.6,13.24,Charged Off
678,LN100057,787,96700.0,14.2,OWN,credit_card,18000.0,60,Verified,1,2.8,12.13,Current
679,LN104807,651,39200.0,1.3,MORTGAGE,credit_card,33300.0,36,Source Verified,0,5.6,13.63,Current
680,LN103734,695,25200.0,11.3,OWN,credit_card,13200.0,36,Not Verified,0,16.8,14.75,Charged Off
681,LN101171,566,88900.0,1.2,MORTGAGE,home_improvement,8200.0,36,Source Verified,0,8.1,14.55,Current
682,LN102875,544,56800.0,3.4,MORTGAGE,other,4900.0,60,Source Verified,0,8.3,16.3,Charged Off
683,LN102425,764,-1.0,4.3,MORTGAGE,credit_card,8300.0,60,Verified,0,0.0,13.3,Charged Off
684,LN100338,765,48000.0,7.1,RENT,debt_consolidation,14300.0,36,Not Verified,0,5.5,11.46,Current
685,LN100894,670,122500.0,5.6,MORTGAGE,small_business,16100.0,60,Source Verified,1,3.3,16.44,Fully Paid
686,LN102030,775,88500.0,1.1,RENT,debt_consolidation,7000.0,36,Source Verified,1,4.0,10.07,Fully Paid
687,LN103540,702,70400.0,4.8,OWN,other,9800.0,60,Not Verified,0,1.0,15.13,Fully Paid
688,LN103930,621,102300.0,6.5,RENT,credit_card,10100.0,60,Verified,1,7.7,16.07,Fully Paid
689,LN104909,684,28500.0,5.4,MORTGAGE,home_improvement,6100.0,36,Verified,2,27.9,12.85,Charged Off
690,LN104095,575,36400.0,14.7,MORTGAGE,home_improvement,12800.0,36,Not Verified,0,22.5,16.17,Current
691,LN103804,754,40900.0,6.1,OWN,major_purchase,10500.0,36,Verified,0,15.9,11.6,Charged Off
692,LN100748,666,42100.0,6.1,RENT,other,11400.0,60,Verified,0,13.1,19.15,Charged Off
693,LN104795,633,-1.0,5.0,MORTGAGE,debt_consolidation,10500.0,36,Source Verified,0,0.0,12.4,Fully Paid
694,LN101871,653,57000.0,8.9,MORTGAGE,home_improvement,5100.0,60,Verified,3,1.9,12.39,Current
695,LN102792,639,53200.0,7.5,OWN,credit_card,4900.0,36,Source Verified,1,6.5,12.96,Current
696,LN100094,580,97100.0,6.5,MORTGAGE,debt_consolidation,5800.0,36,Source Verified,0,8.5,11.21,Charged Off
697,LN104618,850,50200.0,99.0,RENT,credit_card,12100.0,36,Not Verified,0,10.3,9.53,Charged Off
698,LN104538,618,40900.0,8.5,MORTGAGE,home_improvement,11600.0,36,Not Verified,0,11.1,12.48,Current
699,LN102969,688,73400.0,6.4,MORTGAGE,major_purchase,4500.0,36,Source Verified,0,6.4,12.54,Current
700,LN100628,622,49400.0,2.7,RENT,credit_card,3100.0,60,Verified,0,11.8,16.23,Current
701,LN100772,707,77000.0,8.3,RENT,debt_consolidation,11600.0,60,Not Verified,0,2.4,14.07,Charged Off
702,LN104554,806,31100.0,7.5,RENT,credit_card,6600.0,60,Source Verified,2,4.6,11.67,Current
703,LN100965,601,84100.0,3.7,MORTGAGE,debt_consolidation,9500.0,36,Source Verified,0,10.3,12.06,Current
704,LN102229,708,24200.0,24.4,RENT,credit_card,9800.0,36,Source Verified,0,18.0,12.69,Current
705,LN103459,740,68800.0,3.4,MORTGAGE,debt_consolidation,10800.0,36,Not Verified,1,7.1,12.07,Fully Paid
706,LN105100,633,48600.0,4.0,MORTGAGE,debt_consolidation,21400.0,60,Source Verified,2,21.4,18.3,Charged Off
707,LN100048,734,29900.0,15.0,MORTGAGE,credit_card,10700.0,36,Source Verified,0,50.8,11.35,Charged Off
708,LN104756,701,152800.0,5.7,MORTGAGE,credit_card,29600.0,36,Source Verified,0,0.9,12.93,Charged Off
709,LN100145,663,38300.0,7.1,RENT,major_purchase,12800.0,60,Source Verified,1,14.1,14.22,Fully Paid
710,LN104496,659,-1.0,8.0,OWN,other,12700.0,36,Verified,0,0.0,11.74,Current
711,LN103613,660,47400.0,20.0,MORTGAGE,credit_card,19400.0,60,Not Verified,0,15.0,16.76,Current
712,LN105161,594,21800.0,4.7,MORTGAGE,small_business,8600.0,36,Verified,0,65.0,17.91,Charged Off
713,LN100581,615,32100.0,1.9,MORTGAGE,debt_consolidation,6300.0,36,Not Verified,2,21.5,14.45,Charged Off
714,LN101290,701,41500.0,5.4,MORTGAGE,credit_card,10200.0,36,Not Verified,0,8.0,13.3,Current
715,LN101116,764,74600.0,1.1,MORTGAGE,credit_card,3400.0,36,Verified,0,6.1,10.59,Current
716,LN102447,660,83800.0,2.5,RENT,debt_consolidation,6600.0,36,Source Verified,3,4.7,15.57,Current
717,LN104844,687,52900.0,2.4,RENT,debt_consolidation,10700.0,60,Source Verified,1,3.5,15.04,Current
718,LN102424,697,52600.0,8.0,RENT,other,16000.0,36,Source Verified,1,7.8,15.34,Charged Off
719,LN103216,604,33500.0,5.5,MORTGAGE,small_business,30600.0,36,Not Verified,1,20.3,17.74,Current
720,LN100706,631,42900.0,13.0,RENT,debt_consolidation,7900.0,60,Verified,0,5.9,15.55,Charged Off
721,LN102692,686,14700.0,6.1,MORTGAGE,credit_card,9600.0,60,Not Verified,0,53.5,18.55,Charged Off
722,LN105078,745,85800.0,4.1,MORTGAGE,debt_consolidation,12500.0,36,Verified,0,5.1,9.61,Current
723,LN103153,681,28000.0,3.8,MORTGAGE,debt_consolidation,8600.0,36,Not Verified,0,65.0,17.59,Charged Off
724,LN100437,620,54900.0,5.0,RENT,small_business,12100.0,36,Verified,1,5.8,15.18,Charged Off
725,LN100592,808,79200.0,8.1,RENT,home_improvement,6900.0,36,Source Verified,0,2.7,6.02,Fully Paid
726,LN100349,786,54700.0,4.1,RENT,other,10700.0,36,Verified,2,5.1,12.6,Fully Paid
727,LN104383,645,43400.0,2.6,MORTGAGE,debt_consolidation,5500.0,36,Source Verified,0,22.8,14.22,Current
728,LN105141,503,-1.0,5.6,RENT,credit_card,8600.0,60,Source Verified,1,0.0,17.33,Current
729,LN103169,613,44400.0,9.8,MORTGAGE,major_purchase,5400.0,60,Source Verified,2,43.0,18.3,Charged Off
730,LN100399,644,90800.0,7.8,MORTGAGE,small_business,22100.0,36,Not Verified,1,2.9,13.29,Fully Paid
731,LN104051,684,24000.0,1.1,OWN,debt_consolidation,8300.0,36,Verified,1,17.7,11.48,Current
732,LN104873,612,30700.0,1.9,RENT,small_business,7900.0,36,Verified,0,11.8,15.56,Current
733,LN104607,774,47900.0,99.0,OTHER,home_improvement,15700.0,36,Verified,1,13.9,10.14,Fully Paid
734,LN103012,663,41900.0,5.2,RENT,debt_consolidation,10200.0,36,Not Verified,1,37.5,14.65,Fully Paid
735,LN103675,818,73900.0,7.6,MORTGAGE,credit_card,31100.0,36,Source Verified,0,1.9,9.91,Current
736,LN100780,687,75400.0,6.1,RENT,home_improvement,6700.0,36,Verified,0,1.8,12.02,Fully Paid
